question_id	category	prompt_template_id	question	expected_answer	answer_kind	required_terms_json	forbidden_terms_json	source_edge_id	supporting_edge_type	raw_scientific_name	accepted_taxon_key	source_group	source_id	source_record_id	provenance_pointer	license	access_date	allowed_evidence_scope	evidence_scope_guardrail	caveats	offline_only	status
t6_ghost_partner_reasoning_7e0a5f4475f6	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	The substrate links 'Crescentia cujete' with extinct fauna 'Cuvieronius tropicus (Cuvieronius gomphothere)' and fruit morphology 'large_woody_indehiscent'. Is this an established anachronism fact or a cited hypothesis, and what inference is forbidden?	This is a cited anachronism hypothesis / candidate edge, not an established biological fact. It must not be treated as proof of extinct dispersal, spatial overlap, or a newly discovered ecological interaction.	scoped_free_text	"[""cited"", ""hypothesis"", ""not established""]"	"[""established fact"", ""proves"", ""newly discovered""]"	AnachronismCanon:edge:Crescentia_cujete::Cuvieronius_tropicus::Janzen&Martin1982	anachronism_candidate_edge	Crescentia cujete		paleobotany_sources	AnachronismCanon:edge:Crescentia_cujete::Cuvieronius_tropicus::Janzen&Martin1982	AnachronismCanon:edge:Crescentia_cujete::Cuvieronius_tropicus::Janzen&Martin1982	Canonical anachronism literature: Janzen D.H., Martin P.S.	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	2026-05-17	cited hypothesis only; not inferred by Barrier 1	Anachronism candidate edges are hypotheses with provenance; they are not validation of extinct interactions.	"{""ambiguity_reason"": ""no exact WFO accepted-name or synonym-cluster match"", ""canonicalization_status"": ""unresolved"", ""discipline_note"": ""STAGED ONLY because cited source explicitly names this plant-extinct-fauna pair. Spatial-overlap-based inference is forbidden in this ingestion cycle (Wave 1) \u2014 M2.T2's job (Wave 2)."", ""geographic_scope"": ""Neotropics"", ""interpretation_caveat"": ""hypothesis per Janzen D.H., Martin P.S. (Janzen&Martin1982); NOT established anachronism. This edge supports the hypothesis that the fruit syndrome fits the named extinct disperser; it does NOT support established anachronism status without independent paleobotany."", ""named_hypothesis_quote"": ""calabash tree (Crescentia cujete) named explicitly"", ""primary_citation_doi"": ""https://doi.org/10.1126/science.215.4528.19"", ""primary_citation_full"": ""Neotropical anachronisms: the fruits the gomphotheres ate. Science 215:19-27."", ""primary_citation_page"": ""Science 215:19-27, p.25"", ""primary_citation_short"": ""Janzen&Martin1982"", ""uncertainty_class"": ""anachronism-hypothesis""}; canonicalization_status=unresolved; ambiguity_reason=no exact WFO accepted-name or synonym-cluster match"	True	ready_offline_static
t6_ghost_partner_reasoning_97e671c3a203	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	The substrate links 'Hymenaea courbaril' with extinct fauna 'Notiomastodon platensis (Notiomastodon gomphothere)' and fruit morphology 'large_legume_pod_resinous'. Is this an established anachronism fact or a cited hypothesis, and what inference is forbidden?	This is a cited anachronism hypothesis / candidate edge, not an established biological fact. It must not be treated as proof of extinct dispersal, spatial overlap, or a newly discovered ecological interaction.	scoped_free_text	"[""cited"", ""hypothesis"", ""not established""]"	"[""established fact"", ""proves"", ""newly discovered""]"	AnachronismCanon:edge:Hymenaea_courbaril::Notiomastodon_platensis::Janzen&Martin1982	anachronism_candidate_edge	Hymenaea courbaril		paleobotany_sources	AnachronismCanon:edge:Hymenaea_courbaril::Notiomastodon_platensis::Janzen&Martin1982	AnachronismCanon:edge:Hymenaea_courbaril::Notiomastodon_platensis::Janzen&Martin1982	Canonical anachronism literature: Janzen D.H., Martin P.S.	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	2026-05-17	cited hypothesis only; not inferred by Barrier 1	Anachronism candidate edges are hypotheses with provenance; they are not validation of extinct interactions.	"{""ambiguity_reason"": ""no exact WFO accepted-name or synonym-cluster match"", ""canonicalization_status"": ""unresolved"", ""discipline_note"": ""STAGED ONLY because cited source explicitly names this plant-extinct-fauna pair. Spatial-overlap-based inference is forbidden in this ingestion cycle (Wave 1) \u2014 M2.T2's job (Wave 2)."", ""geographic_scope"": ""Neotropics"", ""interpretation_caveat"": ""hypothesis per Janzen D.H., Martin P.S. (Janzen&Martin1982); NOT established anachronism. This edge supports the hypothesis that the fruit syndrome fits the named extinct disperser; it does NOT support established anachronism status without independent paleobotany."", ""named_hypothesis_quote"": ""Hymenaea courbaril (jatob\u00e1) named as megafaunal anachronism"", ""primary_citation_doi"": ""https://doi.org/10.1126/science.215.4528.19"", ""primary_citation_full"": ""Neotropical anachronisms: the fruits the gomphotheres ate. Science 215:19-27."", ""primary_citation_page"": ""Science 215:19-27, p.24"", ""primary_citation_short"": ""Janzen&Martin1982"", ""uncertainty_class"": ""anachronism-hypothesis""}; canonicalization_status=unresolved; ambiguity_reason=no exact WFO accepted-name or synonym-cluster match"	True	ready_offline_static
t6_ghost_partner_reasoning_9e9d3dda0035	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	The substrate links 'Crescentia alata' with extinct fauna 'Cuvieronius tropicus (Cuvieronius gomphothere)' and fruit morphology 'large_woody_indehiscent'. Is this an established anachronism fact or a cited hypothesis, and what inference is forbidden?	This is a cited anachronism hypothesis / candidate edge, not an established biological fact. It must not be treated as proof of extinct dispersal, spatial overlap, or a newly discovered ecological interaction.	scoped_free_text	"[""cited"", ""hypothesis"", ""not established""]"	"[""established fact"", ""proves"", ""newly discovered""]"	AnachronismCanon:edge:Crescentia_alata::Cuvieronius_tropicus::Janzen&Martin1982	anachronism_candidate_edge	Crescentia alata		paleobotany_sources	AnachronismCanon:edge:Crescentia_alata::Cuvieronius_tropicus::Janzen&Martin1982	AnachronismCanon:edge:Crescentia_alata::Cuvieronius_tropicus::Janzen&Martin1982	Canonical anachronism literature: Janzen D.H., Martin P.S.	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	2026-05-17	cited hypothesis only; not inferred by Barrier 1	Anachronism candidate edges are hypotheses with provenance; they are not validation of extinct interactions.	"{""ambiguity_reason"": ""no exact WFO accepted-name or synonym-cluster match"", ""canonicalization_status"": ""unresolved"", ""discipline_note"": ""STAGED ONLY because cited source explicitly names this plant-extinct-fauna pair. Spatial-overlap-based inference is forbidden in this ingestion cycle (Wave 1) \u2014 M2.T2's job (Wave 2)."", ""geographic_scope"": ""Neotropics"", ""interpretation_caveat"": ""hypothesis per Janzen D.H., Martin P.S. (Janzen&Martin1982); NOT established anachronism. This edge supports the hypothesis that the fruit syndrome fits the named extinct disperser; it does NOT support established anachronism status without independent paleobotany."", ""named_hypothesis_quote"": ""jicaro (Crescentia alata) named as anachronistic fruit"", ""primary_citation_doi"": ""https://doi.org/10.1126/science.215.4528.19"", ""primary_citation_full"": ""Neotropical anachronisms: the fruits the gomphotheres ate. Science 215:19-27."", ""primary_citation_page"": ""Science 215:19-27, p.25"", ""primary_citation_short"": ""Janzen&Martin1982"", ""uncertainty_class"": ""anachronism-hypothesis""}; canonicalization_status=unresolved; ambiguity_reason=no exact WFO accepted-name or synonym-cluster match"	True	ready_offline_static
t6_ghost_partner_reasoning_9eeb292ef947	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	The substrate links 'Mauritia flexuosa' with extinct fauna 'Notiomastodon platensis (Notiomastodon gomphothere)' and fruit morphology 'large_palm_drupe_scaly'. Is this an established anachronism fact or a cited hypothesis, and what inference is forbidden?	This is a cited anachronism hypothesis / candidate edge, not an established biological fact. It must not be treated as proof of extinct dispersal, spatial overlap, or a newly discovered ecological interaction.	scoped_free_text	"[""cited"", ""hypothesis"", ""not established""]"	"[""established fact"", ""proves"", ""newly discovered""]"	AnachronismCanon:edge:Mauritia_flexuosa::Notiomastodon_platensis::Guimaraes2008	anachronism_candidate_edge	Mauritia flexuosa		paleobotany_sources	AnachronismCanon:edge:Mauritia_flexuosa::Notiomastodon_platensis::Guimaraes2008	AnachronismCanon:edge:Mauritia_flexuosa::Notiomastodon_platensis::Guimaraes2008	Canonical anachronism literature: Guimarães P.R. Jr. et al.	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	2026-05-17	cited hypothesis only; not inferred by Barrier 1	Anachronism candidate edges are hypotheses with provenance; they are not validation of extinct interactions.	"{""ambiguity_reason"": ""no exact WFO accepted-name or synonym-cluster match"", ""canonicalization_status"": ""unresolved"", ""discipline_note"": ""STAGED ONLY because cited source explicitly names this plant-extinct-fauna pair. Spatial-overlap-based inference is forbidden in this ingestion cycle (Wave 1) \u2014 M2.T2's job (Wave 2)."", ""geographic_scope"": ""Amazonian South America"", ""interpretation_caveat"": ""hypothesis per Guimar\u00e3es P.R. Jr. et al. (Guimaraes2008); NOT established anachronism. This edge supports the hypothesis that the fruit syndrome fits the named extinct disperser; it does NOT support established anachronism status without independent paleobotany."", ""named_hypothesis_quote"": ""Mauritia flexuosa (buriti palm) listed as megafauna-syndrome fruit"", ""primary_citation_doi"": ""https://doi.org/10.1371/journal.pone.0001745"", ""primary_citation_full"": ""Seed dispersal anachronisms: rethinking the fruits extinct megafauna ate. PLoS ONE 3:e1745."", ""primary_citation_page"": ""PLoS ONE 3:e1745, Table 1"", ""primary_citation_short"": ""Guimaraes2008"", ""uncertainty_class"": ""anachronism-hypothesis""}; canonicalization_status=unresolved; ambiguity_reason=no exact WFO accepted-name or synonym-cluster match"	True	ready_offline_static
t6_ghost_partner_reasoning_a3cb6ea0dab0	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	The substrate links 'Annona muricata' with extinct fauna 'Notiomastodon platensis (Notiomastodon gomphothere)' and fruit morphology 'fleshy_aggregate_large'. Is this an established anachronism fact or a cited hypothesis, and what inference is forbidden?	This is a cited anachronism hypothesis / candidate edge, not an established biological fact. It must not be treated as proof of extinct dispersal, spatial overlap, or a newly discovered ecological interaction.	scoped_free_text	"[""cited"", ""hypothesis"", ""not established""]"	"[""established fact"", ""proves"", ""newly discovered""]"	AnachronismCanon:edge:Annona_muricata::Notiomastodon_platensis::Guimaraes2008	anachronism_candidate_edge	Annona muricata	wfo:wfo-0000537848-2025-12	paleobotany_sources	AnachronismCanon:edge:Annona_muricata::Notiomastodon_platensis::Guimaraes2008	AnachronismCanon:edge:Annona_muricata::Notiomastodon_platensis::Guimaraes2008	Canonical anachronism literature: Guimarães P.R. Jr. et al.	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	2026-05-17	cited hypothesis only; not inferred by Barrier 1	Anachronism candidate edges are hypotheses with provenance; they are not validation of extinct interactions.	"{""discipline_note"": ""STAGED ONLY because cited source explicitly names this plant-extinct-fauna pair. Spatial-overlap-based inference is forbidden in this ingestion cycle (Wave 1) \u2014 M2.T2's job (Wave 2)."", ""geographic_scope"": ""Neotropics"", ""interpretation_caveat"": ""hypothesis per Guimar\u00e3es P.R. Jr. et al. (Guimaraes2008); NOT established anachronism. This edge supports the hypothesis that the fruit syndrome fits the named extinct disperser; it does NOT support established anachronism status without independent paleobotany."", ""named_hypothesis_quote"": ""soursop (Annona muricata) listed as megafauna-syndrome fruit"", ""primary_citation_doi"": ""https://doi.org/10.1371/journal.pone.0001745"", ""primary_citation_full"": ""Seed dispersal anachronisms: rethinking the fruits extinct megafauna ate. PLoS ONE 3:e1745."", ""primary_citation_page"": ""PLoS ONE 3:e1745, Table 1"", ""primary_citation_short"": ""Guimaraes2008"", ""uncertainty_class"": ""anachronism-hypothesis""}"	True	ready_offline_static
t6_ghost_partner_reasoning_ab305f348e25	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	The substrate links 'Gleditsia triacanthos' with extinct fauna 'Mammut americanum (American mastodon)' and fruit morphology 'long_legume_pod_sweet_pulp'. Is this an established anachronism fact or a cited hypothesis, and what inference is forbidden?	This is a cited anachronism hypothesis / candidate edge, not an established biological fact. It must not be treated as proof of extinct dispersal, spatial overlap, or a newly discovered ecological interaction.	scoped_free_text	"[""cited"", ""hypothesis"", ""not established""]"	"[""established fact"", ""proves"", ""newly discovered""]"	AnachronismCanon:edge:Gleditsia_triacanthos::Mammut_americanum::Janzen&Martin1982	anachronism_candidate_edge	Gleditsia triacanthos		paleobotany_sources	AnachronismCanon:edge:Gleditsia_triacanthos::Mammut_americanum::Janzen&Martin1982	AnachronismCanon:edge:Gleditsia_triacanthos::Mammut_americanum::Janzen&Martin1982	Canonical anachronism literature: Janzen D.H., Martin P.S.	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	2026-05-17	cited hypothesis only; not inferred by Barrier 1	Anachronism candidate edges are hypotheses with provenance; they are not validation of extinct interactions.	"{""ambiguity_reason"": ""no exact WFO accepted-name or synonym-cluster match"", ""canonicalization_status"": ""unresolved"", ""discipline_note"": ""STAGED ONLY because cited source explicitly names this plant-extinct-fauna pair. Spatial-overlap-based inference is forbidden in this ingestion cycle (Wave 1) \u2014 M2.T2's job (Wave 2)."", ""geographic_scope"": ""Eastern North America"", ""interpretation_caveat"": ""hypothesis per Janzen D.H., Martin P.S. (Janzen&Martin1982); NOT established anachronism. This edge supports the hypothesis that the fruit syndrome fits the named extinct disperser; it does NOT support established anachronism status without independent paleobotany."", ""named_hypothesis_quote"": ""honey locust (Gleditsia triacanthos) named as anachronistic"", ""primary_citation_doi"": ""https://doi.org/10.1126/science.215.4528.19"", ""primary_citation_full"": ""Neotropical anachronisms: the fruits the gomphotheres ate. Science 215:19-27."", ""primary_citation_page"": ""Science 215:19-27, p.23"", ""primary_citation_short"": ""Janzen&Martin1982"", ""uncertainty_class"": ""anachronism-hypothesis""}; canonicalization_status=unresolved; ambiguity_reason=no exact WFO accepted-name or synonym-cluster match"	True	ready_offline_static
t6_ghost_partner_reasoning_abfd606d8d56	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	The substrate links 'Pithecellobium dulce' with extinct fauna 'Cuvieronius tropicus (Cuvieronius gomphothere)' and fruit morphology 'fleshy_legume_aril'. Is this an established anachronism fact or a cited hypothesis, and what inference is forbidden?	This is a cited anachronism hypothesis / candidate edge, not an established biological fact. It must not be treated as proof of extinct dispersal, spatial overlap, or a newly discovered ecological interaction.	scoped_free_text	"[""cited"", ""hypothesis"", ""not established""]"	"[""established fact"", ""proves"", ""newly discovered""]"	AnachronismCanon:edge:Pithecellobium_dulce::Cuvieronius_tropicus::Guimaraes2008	anachronism_candidate_edge	Pithecellobium dulce		paleobotany_sources	AnachronismCanon:edge:Pithecellobium_dulce::Cuvieronius_tropicus::Guimaraes2008	AnachronismCanon:edge:Pithecellobium_dulce::Cuvieronius_tropicus::Guimaraes2008	Canonical anachronism literature: Guimarães P.R. Jr. et al.	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	2026-05-17	cited hypothesis only; not inferred by Barrier 1	Anachronism candidate edges are hypotheses with provenance; they are not validation of extinct interactions.	"{""ambiguity_reason"": ""no exact WFO accepted-name or synonym-cluster match"", ""canonicalization_status"": ""unresolved"", ""discipline_note"": ""STAGED ONLY because cited source explicitly names this plant-extinct-fauna pair. Spatial-overlap-based inference is forbidden in this ingestion cycle (Wave 1) \u2014 M2.T2's job (Wave 2)."", ""geographic_scope"": ""Mesoamerica"", ""interpretation_caveat"": ""hypothesis per Guimar\u00e3es P.R. Jr. et al. (Guimaraes2008); NOT established anachronism. This edge supports the hypothesis that the fruit syndrome fits the named extinct disperser; it does NOT support established anachronism status without independent paleobotany."", ""named_hypothesis_quote"": ""Pithecellobium dulce listed in megafauna-syndrome set"", ""primary_citation_doi"": ""https://doi.org/10.1371/journal.pone.0001745"", ""primary_citation_full"": ""Seed dispersal anachronisms: rethinking the fruits extinct megafauna ate. PLoS ONE 3:e1745."", ""primary_citation_page"": ""PLoS ONE 3:e1745, Table 1"", ""primary_citation_short"": ""Guimaraes2008"", ""uncertainty_class"": ""anachronism-hypothesis""}; canonicalization_status=unresolved; ambiguity_reason=no exact WFO accepted-name or synonym-cluster match"	True	ready_offline_static
t6_ghost_partner_reasoning_ac4f852fa3da	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	The substrate links 'Pseudopanax crassifolius' with extinct fauna 'Dinornis robustus (South Island giant moa)' and fruit morphology 'divaricating_juvenile'. Is this an established anachronism fact or a cited hypothesis, and what inference is forbidden?	This is a cited anachronism hypothesis / candidate edge, not an established biological fact. It must not be treated as proof of extinct dispersal, spatial overlap, or a newly discovered ecological interaction.	scoped_free_text	"[""cited"", ""hypothesis"", ""not established""]"	"[""established fact"", ""proves"", ""newly discovered""]"	AnachronismCanon:edge:Pseudopanax_crassifolius::Dinornis_robustus::Greenwood&Atkinson1977	anachronism_candidate_edge	Pseudopanax crassifolius		paleobotany_sources	AnachronismCanon:edge:Pseudopanax_crassifolius::Dinornis_robustus::Greenwood&Atkinson1977	AnachronismCanon:edge:Pseudopanax_crassifolius::Dinornis_robustus::Greenwood&Atkinson1977	Canonical anachronism literature: Greenwood R.M., Atkinson I.A.E.	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	2026-05-17	cited hypothesis only; not inferred by Barrier 1	Anachronism candidate edges are hypotheses with provenance; they are not validation of extinct interactions.	"{""ambiguity_reason"": ""no exact WFO accepted-name or synonym-cluster match"", ""canonicalization_status"": ""unresolved"", ""discipline_note"": ""STAGED ONLY because cited source explicitly names this plant-extinct-fauna pair. Spatial-overlap-based inference is forbidden in this ingestion cycle (Wave 1) \u2014 M2.T2's job (Wave 2)."", ""geographic_scope"": ""New Zealand"", ""interpretation_caveat"": ""hypothesis per Greenwood R.M., Atkinson I.A.E. (Greenwood&Atkinson1977); NOT established anachronism. This edge supports the hypothesis that the fruit syndrome fits the named extinct disperser; it does NOT support established anachronism status without independent paleobotany."", ""named_hypothesis_quote"": ""divaricating plants of New Zealand named as ghost-of-moa anachronism"", ""primary_citation_doi"": """", ""primary_citation_full"": ""Evolution of divaricating plants in NZ in relation to moa browsing. Proc NZ Ecol Soc 24:21."", ""primary_citation_page"": ""Proc NZ Ecol Soc 24:21"", ""primary_citation_short"": ""Greenwood&Atkinson1977"", ""uncertainty_class"": ""anachronism-hypothesis""}; canonicalization_status=unresolved; ambiguity_reason=no exact WFO accepted-name or synonym-cluster match"	True	ready_offline_static
t6_ghost_partner_reasoning_ac636b3e5bfd	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	The substrate links 'Bertholletia excelsa' with extinct fauna 'Megatherium americanum (Giant ground sloth (SA))' and fruit morphology 'woody_indehiscent_capsule'. Is this an established anachronism fact or a cited hypothesis, and what inference is forbidden?	This is a cited anachronism hypothesis / candidate edge, not an established biological fact. It must not be treated as proof of extinct dispersal, spatial overlap, or a newly discovered ecological interaction.	scoped_free_text	"[""cited"", ""hypothesis"", ""not established""]"	"[""established fact"", ""proves"", ""newly discovered""]"	AnachronismCanon:edge:Bertholletia_excelsa::Megatherium_americanum::Hansen&Galetti2009	anachronism_candidate_edge	Bertholletia excelsa	wfo:wfo-0000775013-2025-12	paleobotany_sources	AnachronismCanon:edge:Bertholletia_excelsa::Megatherium_americanum::Hansen&Galetti2009	AnachronismCanon:edge:Bertholletia_excelsa::Megatherium_americanum::Hansen&Galetti2009	Canonical anachronism literature: Hansen D.M., Galetti M.	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	2026-05-17	cited hypothesis only; not inferred by Barrier 1	Anachronism candidate edges are hypotheses with provenance; they are not validation of extinct interactions.	"{""discipline_note"": ""STAGED ONLY because cited source explicitly names this plant-extinct-fauna pair. Spatial-overlap-based inference is forbidden in this ingestion cycle (Wave 1) \u2014 M2.T2's job (Wave 2)."", ""geographic_scope"": ""Amazonian South America"", ""interpretation_caveat"": ""hypothesis per Hansen D.M., Galetti M. (Hansen&Galetti2009); NOT established anachronism. This edge supports the hypothesis that the fruit syndrome fits the named extinct disperser; it does NOT support established anachronism status without independent paleobotany."", ""named_hypothesis_quote"": ""Brazil nut (Bertholletia excelsa) discussed as candidate megafauna-dispersed fruit"", ""primary_citation_doi"": ""https://doi.org/10.1126/science.1172393"", ""primary_citation_full"": ""The forgotten megafauna. Science 324:42."", ""primary_citation_page"": ""Science 324:42"", ""primary_citation_short"": ""Hansen&Galetti2009"", ""uncertainty_class"": ""anachronism-hypothesis""}"	True	ready_offline_static
t6_ghost_partner_reasoning_ac640bd56bf8	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	The substrate links 'Enterolobium cyclocarpum' with extinct fauna 'Notiomastodon platensis (Notiomastodon gomphothere)' and fruit morphology 'ear-shaped_legume'. Is this an established anachronism fact or a cited hypothesis, and what inference is forbidden?	This is a cited anachronism hypothesis / candidate edge, not an established biological fact. It must not be treated as proof of extinct dispersal, spatial overlap, or a newly discovered ecological interaction.	scoped_free_text	"[""cited"", ""hypothesis"", ""not established""]"	"[""established fact"", ""proves"", ""newly discovered""]"	AnachronismCanon:edge:Enterolobium_cyclocarpum::Notiomastodon_platensis::Barlow2000	anachronism_candidate_edge	Enterolobium cyclocarpum		paleobotany_sources	AnachronismCanon:edge:Enterolobium_cyclocarpum::Notiomastodon_platensis::Barlow2000	AnachronismCanon:edge:Enterolobium_cyclocarpum::Notiomastodon_platensis::Barlow2000	Canonical anachronism literature: Barlow C.	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	2026-05-17	cited hypothesis only; not inferred by Barrier 1	Anachronism candidate edges are hypotheses with provenance; they are not validation of extinct interactions.	"{""ambiguity_reason"": ""no exact WFO accepted-name or synonym-cluster match"", ""canonicalization_status"": ""unresolved"", ""discipline_note"": ""STAGED ONLY because cited source explicitly names this plant-extinct-fauna pair. Spatial-overlap-based inference is forbidden in this ingestion cycle (Wave 1) \u2014 M2.T2's job (Wave 2)."", ""geographic_scope"": ""Neotropics"", ""interpretation_caveat"": ""hypothesis per Barlow C. (Barlow2000); NOT established anachronism. This edge supports the hypothesis that the fruit syndrome fits the named extinct disperser; it does NOT support established anachronism status without independent paleobotany."", ""named_hypothesis_quote"": ""guanacaste pods listed as ghost-of-gomphothere fruit"", ""primary_citation_doi"": """", ""primary_citation_full"": ""The Ghosts of Evolution: Nonsensical Fruit, Missing Partners, and Other Ecological Anachronisms. Basic Books, NY."", ""primary_citation_page"": ""Ghosts of Evolution, Chapter 3"", ""primary_citation_short"": ""Barlow2000"", ""uncertainty_class"": ""anachronism-hypothesis""}; canonicalization_status=unresolved; ambiguity_reason=no exact WFO accepted-name or synonym-cluster match"	True	ready_offline_static
t6_ghost_partner_reasoning_acea71668a92	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	The substrate links 'Crataegus laciniata' with extinct fauna 'Bos primigenius (Aurochs)' and fruit morphology 'small_pome_haw'. Is this an established anachronism fact or a cited hypothesis, and what inference is forbidden?	This is a cited anachronism hypothesis / candidate edge, not an established biological fact. It must not be treated as proof of extinct dispersal, spatial overlap, or a newly discovered ecological interaction.	scoped_free_text	"[""cited"", ""hypothesis"", ""not established""]"	"[""established fact"", ""proves"", ""newly discovered""]"	AnachronismCanon:edge:Crataegus_laciniata::Bos_primigenius::Barlow2000	anachronism_candidate_edge	Crataegus laciniata		paleobotany_sources	AnachronismCanon:edge:Crataegus_laciniata::Bos_primigenius::Barlow2000	AnachronismCanon:edge:Crataegus_laciniata::Bos_primigenius::Barlow2000	Canonical anachronism literature: Barlow C.	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	2026-05-17	cited hypothesis only; not inferred by Barrier 1	Anachronism candidate edges are hypotheses with provenance; they are not validation of extinct interactions.	"{""ambiguity_reason"": ""no exact WFO accepted-name or synonym-cluster match"", ""canonicalization_status"": ""unresolved"", ""discipline_note"": ""STAGED ONLY because cited source explicitly names this plant-extinct-fauna pair. Spatial-overlap-based inference is forbidden in this ingestion cycle (Wave 1) \u2014 M2.T2's job (Wave 2)."", ""geographic_scope"": ""Europe"", ""interpretation_caveat"": ""hypothesis per Barlow C. (Barlow2000); NOT established anachronism. This edge supports the hypothesis that the fruit syndrome fits the named extinct disperser; it does NOT support established anachronism status without independent paleobotany."", ""named_hypothesis_quote"": ""European megafaunal browsers (aurochs, tarpan) flagged as past disperser regime for Crataegus etc."", ""primary_citation_doi"": """", ""primary_citation_full"": ""The Ghosts of Evolution: Nonsensical Fruit, Missing Partners, and Other Ecological Anachronisms. Basic Books, NY."", ""primary_citation_page"": ""Ghosts of Evolution, Chapter 6"", ""primary_citation_short"": ""Barlow2000"", ""uncertainty_class"": ""anachronism-hypothesis""}; canonicalization_status=unresolved; ambiguity_reason=no exact WFO accepted-name or synonym-cluster match"	True	ready_offline_static
t6_ghost_partner_reasoning_ad486efe3115	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1	The substrate links 'Mauritia flexuosa' with extinct fauna 'Megatherium americanum (Giant ground sloth (SA))' and fruit morphology 'large_palm_drupe_scaly'. Is this an established anachronism fact or a cited hypothesis, and what inference is forbidden?	This is a cited anachronism hypothesis / candidate edge, not an established biological fact. It must not be treated as proof of extinct dispersal, spatial overlap, or a newly discovered ecological interaction.	scoped_free_text	"[""cited"", ""hypothesis"", ""not established""]"	"[""established fact"", ""proves"", ""newly discovered""]"	AnachronismCanon:edge:Mauritia_flexuosa::Megatherium_americanum::Guimaraes2008	anachronism_candidate_edge	Mauritia flexuosa		paleobotany_sources	AnachronismCanon:edge:Mauritia_flexuosa::Megatherium_americanum::Guimaraes2008	AnachronismCanon:edge:Mauritia_flexuosa::Megatherium_americanum::Guimaraes2008	Canonical anachronism literature: Guimarães P.R. Jr. et al.	cite-only (literature reference; hypothesis paraphrased only, no proprietary text reproduced beyond fair-use quote)	2026-05-17	cited hypothesis only; not inferred by Barrier 1	Anachronism candidate edges are hypotheses with provenance; they are not validation of extinct interactions.	"{""ambiguity_reason"": ""no exact WFO accepted-name or synonym-cluster match"", ""canonicalization_status"": ""unresolved"", ""discipline_note"": ""STAGED ONLY because cited source explicitly names this plant-extinct-fauna pair. Spatial-overlap-based inference is forbidden in this ingestion cycle (Wave 1) \u2014 M2.T2's job (Wave 2)."", ""geographic_scope"": ""Amazonian South America"", ""interpretation_caveat"": ""hypothesis per Guimar\u00e3es P.R. Jr. et al. (Guimaraes2008); NOT established anachronism. This edge supports the hypothesis that the fruit syndrome fits the named extinct disperser; it does NOT support established anachronism status without independent paleobotany."", ""named_hypothesis_quote"": ""Mauritia flexuosa associated with ground-sloth dispersal hypothesis"", ""primary_citation_doi"": ""https://doi.org/10.1371/journal.pone.0001745"", ""primary_citation_full"": ""Seed dispersal anachronisms: rethinking the fruits extinct megafauna ate. PLoS ONE 3:e1745."", ""primary_citation_page"": ""PLoS ONE 3:e1745, Table 1"", ""primary_citation_short"": ""Guimaraes2008"", ""uncertainty_class"": ""anachronism-hypothesis""}; canonicalization_status=unresolved; ambiguity_reason=no exact WFO accepted-name or synonym-cluster match"	True	ready_offline_static
