scenario_id,window_index,day,request_count,accepted_fast_path_count,programmable_fallback_count,fail_safe_count,near_threshold_count,stale_policy_count,drift_count,audit_failure_count,utilization,policy_update_in_window
low_volume_enterprise_deployment,1,0,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,2,0,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,3,0,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,4,0,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,5,0,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,6,0,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,7,0,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,8,0,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,9,0,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,10,0,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,11,0,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,12,0,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,13,0,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,14,0,8,8,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,15,0,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,16,0,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,17,0,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,18,0,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,19,0,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,20,0,7,7,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,21,0,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,22,0,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,23,0,7,7,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,24,1,9,9,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,25,1,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,26,1,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,27,1,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,28,1,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,29,1,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,30,1,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,31,1,8,8,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,32,1,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,33,1,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,34,1,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,35,1,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,36,1,7,7,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,37,1,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,38,1,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,39,1,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,40,1,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,41,1,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,42,1,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,43,1,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,44,1,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,45,1,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,46,1,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,47,1,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,48,2,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,49,2,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,50,2,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,51,2,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,52,2,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,53,2,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,54,2,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,55,2,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,56,2,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,57,2,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,58,2,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,59,2,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,60,2,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,61,2,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,62,2,9,9,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,63,2,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,64,2,8,8,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,65,2,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,66,2,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,67,2,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,68,2,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,69,2,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,70,2,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,71,2,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,72,3,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,73,3,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,74,3,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,75,3,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,76,3,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,77,3,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,78,3,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,79,3,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,80,3,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,81,3,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,82,3,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,83,3,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,84,3,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,85,3,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,86,3,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,87,3,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,88,3,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,89,3,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,90,3,7,7,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,91,3,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,92,3,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,93,3,9,9,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,94,3,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,95,3,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,96,4,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,97,4,8,8,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,98,4,10,8,2,0,1,0,0,0,0.25,False
low_volume_enterprise_deployment,99,4,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,100,4,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,101,4,8,8,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,102,4,7,7,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,103,4,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,104,4,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,105,4,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,106,4,8,8,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,107,4,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,108,4,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,109,4,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,110,4,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,111,4,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,112,4,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,113,4,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,114,4,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,115,4,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,116,4,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,117,4,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,118,4,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,119,4,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,120,5,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,121,5,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,122,5,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,123,5,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,124,5,8,8,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,125,5,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,126,5,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,127,5,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,128,5,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,129,5,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,130,5,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,131,5,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,132,5,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,133,5,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,134,5,11,10,1,0,1,0,0,0,0.25,False
low_volume_enterprise_deployment,135,5,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,136,5,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,137,5,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,138,5,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,139,5,7,7,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,140,5,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,141,5,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,142,5,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,143,5,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,144,6,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,145,6,10,9,1,0,1,0,0,0,0.25,False
low_volume_enterprise_deployment,146,6,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,147,6,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,148,6,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,149,6,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,150,6,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,151,6,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,152,6,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,153,6,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,154,6,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,155,6,10,9,1,0,1,0,0,0,0.25,False
low_volume_enterprise_deployment,156,6,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,157,6,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,158,6,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,159,6,9,9,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,160,6,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,161,6,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,162,6,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,163,6,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,164,6,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,165,6,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,166,6,7,7,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,167,6,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,168,7,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,169,7,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,170,7,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,171,7,8,8,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,172,7,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,173,7,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,174,7,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,175,7,7,7,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,176,7,8,8,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,177,7,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,178,7,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,179,7,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,180,7,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,181,7,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,182,7,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,183,7,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,184,7,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,185,7,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,186,7,8,8,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,187,7,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,188,7,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,189,7,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,190,7,8,8,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,191,7,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,192,8,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,193,8,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,194,8,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,195,8,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,196,8,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,197,8,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,198,8,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,199,8,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,200,8,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,201,8,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,202,8,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,203,8,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,204,8,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,205,8,9,9,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,206,8,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,207,8,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,208,8,8,8,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,209,8,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,210,8,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,211,8,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,212,8,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,213,8,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,214,8,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,215,8,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,216,9,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,217,9,13,11,2,0,1,0,0,0,0.25,False
low_volume_enterprise_deployment,218,9,7,7,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,219,9,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,220,9,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,221,9,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,222,9,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,223,9,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,224,9,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,225,9,7,7,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,226,9,9,9,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,227,9,9,9,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,228,9,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,229,9,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,230,9,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,231,9,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,232,9,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,233,9,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,234,9,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,235,9,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,236,9,8,8,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,237,9,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,238,9,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,239,9,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,240,10,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,241,10,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,242,10,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,243,10,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,244,10,8,8,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,245,10,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,246,10,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,247,10,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,248,10,13,11,2,0,1,0,0,0,0.25,False
low_volume_enterprise_deployment,249,10,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,250,10,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,251,10,7,7,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,252,10,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,253,10,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,254,10,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,255,10,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,256,10,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,257,10,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,258,10,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,259,10,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,260,10,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,261,10,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,262,10,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,263,10,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,264,11,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,265,11,9,9,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,266,11,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,267,11,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,268,11,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,269,11,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,270,11,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,271,11,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,272,11,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,273,11,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,274,11,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,275,11,11,10,1,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,276,11,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,277,11,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,278,11,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,279,11,14,12,2,0,1,0,0,0,0.25,False
low_volume_enterprise_deployment,280,11,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,281,11,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,282,11,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,283,11,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,284,11,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,285,11,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,286,11,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,287,11,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,288,12,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,289,12,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,290,12,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,291,12,8,8,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,292,12,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,293,12,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,294,12,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,295,12,7,7,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,296,12,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,297,12,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,298,12,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,299,12,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,300,12,11,10,1,0,1,0,0,0,0.25,False
low_volume_enterprise_deployment,301,12,7,7,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,302,12,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,303,12,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,304,12,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,305,12,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,306,12,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,307,12,7,7,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,308,12,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,309,12,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,310,12,9,9,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,311,12,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,312,13,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,313,13,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,314,13,8,8,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,315,13,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,316,13,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,317,13,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,318,13,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,319,13,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,320,13,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,321,13,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,322,13,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,323,13,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,324,13,5,5,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,325,13,9,9,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,326,13,9,9,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,327,13,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,328,13,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,329,13,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,330,13,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,331,13,8,8,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,332,13,3,3,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,333,13,6,6,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,334,13,4,4,0,0,0,0,0,0,0.25,False
low_volume_enterprise_deployment,335,13,5,5,0,0,0,0,0,0,0.25,False
high_near_threshold_adversarial,0,0,8105,2189,5916,0,5672,25,24,5,0.7,True
high_near_threshold_adversarial,1,0,4089,1106,2983,0,2859,12,12,3,0.7,False
high_near_threshold_adversarial,2,0,3897,1055,2842,0,2725,12,12,2,0.7,False
high_near_threshold_adversarial,3,0,3738,1012,2726,0,2613,11,11,2,0.7,False
high_near_threshold_adversarial,4,0,3292,887,2405,0,2305,10,10,2,0.7,False
high_near_threshold_adversarial,5,0,3709,998,2711,0,2600,11,11,2,0.7,False
high_near_threshold_adversarial,6,0,3104,837,2267,0,2174,9,9,2,0.7,False
high_near_threshold_adversarial,7,0,3860,1042,2818,0,2702,12,12,2,0.7,False
high_near_threshold_adversarial,8,0,3297,887,2410,0,2310,10,10,2,0.7,False
high_near_threshold_adversarial,9,0,7028,1899,5129,0,4917,21,21,4,0.7,False
high_near_threshold_adversarial,10,0,3901,1054,2847,0,2731,12,11,2,0.7,False
high_near_threshold_adversarial,11,0,4089,1102,2987,0,2866,12,12,2,0.7,False
