strategy,requests_per_day,update_interval_days,software_memory_savings,fixed_substrate_cost,analog_conversion_overhead,yield_repair_factor,accuracy_fallback_penalty,requests_per_update,per_request_cost,amortized_fixed_cost,total_normalized_cost
programmable_unoptimized,100.0,30.0,0.0,350000.0,0.8,1.15,0.04,3000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,30.0,0.0,350000.0,0.8,1.15,0.04,3000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,100.0,30.0,0.0,350000.0,0.8,1.15,0.04,3000.0,1.6582500000000002,10.5,12.15825
fixed_digital_weights,100.0,30.0,0.0,350000.0,0.8,1.15,0.04,3000.0,0.77826,243.33333333333334,244.11159333333333
analog_in_memory,100.0,30.0,0.0,350000.0,0.8,1.15,0.04,3000.0,7.827567000000002,224.375,232.202567
hybrid_physicalized_submodel,100.0,30.0,0.0,350000.0,0.8,1.15,0.04,3000.0,5.455573333333333,60.833333333333336,66.28890666666666
programmable_unoptimized,100.0,30.0,0.0,350000.0,0.8,1.6,0.04,3000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,30.0,0.0,350000.0,0.8,1.6,0.04,3000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,100.0,30.0,0.0,350000.0,0.8,1.6,0.04,3000.0,1.6582500000000002,10.5,12.15825
fixed_digital_weights,100.0,30.0,0.0,350000.0,0.8,1.6,0.04,3000.0,0.77826,243.33333333333334,244.11159333333333
analog_in_memory,100.0,30.0,0.0,350000.0,0.8,1.6,0.04,3000.0,10.890528000000003,290.0,300.890528
hybrid_physicalized_submodel,100.0,30.0,0.0,350000.0,0.8,1.6,0.04,3000.0,5.455573333333333,60.833333333333336,66.28890666666666
programmable_unoptimized,100.0,30.0,0.2,350000.0,0.35,1.15,0.04,3000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,30.0,0.2,350000.0,0.35,1.15,0.04,3000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,100.0,30.0,0.2,350000.0,0.35,1.15,0.04,3000.0,1.5196500000000004,10.5,12.01965
fixed_digital_weights,100.0,30.0,0.2,350000.0,0.35,1.15,0.04,3000.0,0.77826,243.33333333333334,244.11159333333333
analog_in_memory,100.0,30.0,0.2,350000.0,0.35,1.15,0.04,3000.0,3.8428169999999997,224.375,228.217817
hybrid_physicalized_submodel,100.0,30.0,0.2,350000.0,0.35,1.15,0.04,3000.0,4.484906666666666,60.833333333333336,65.31824
programmable_unoptimized,100.0,30.0,0.2,350000.0,0.35,1.6,0.04,3000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,30.0,0.2,350000.0,0.35,1.6,0.04,3000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,100.0,30.0,0.2,350000.0,0.35,1.6,0.04,3000.0,1.5196500000000004,10.5,12.01965
fixed_digital_weights,100.0,30.0,0.2,350000.0,0.35,1.6,0.04,3000.0,0.77826,243.33333333333334,244.11159333333333
analog_in_memory,100.0,30.0,0.2,350000.0,0.35,1.6,0.04,3000.0,5.346528,290.0,295.346528
hybrid_physicalized_submodel,100.0,30.0,0.2,350000.0,0.35,1.6,0.04,3000.0,4.484906666666666,60.833333333333336,65.31824
programmable_unoptimized,100.0,30.0,0.2,350000.0,0.8,1.15,0.04,3000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,30.0,0.2,350000.0,0.8,1.15,0.04,3000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,100.0,30.0,0.2,350000.0,0.8,1.15,0.04,3000.0,1.5196500000000004,10.5,12.01965
fixed_digital_weights,100.0,30.0,0.2,350000.0,0.8,1.15,0.04,3000.0,0.77826,243.33333333333334,244.11159333333333
analog_in_memory,100.0,30.0,0.2,350000.0,0.8,1.15,0.04,3000.0,7.827567000000002,224.375,232.202567
hybrid_physicalized_submodel,100.0,30.0,0.2,350000.0,0.8,1.15,0.04,3000.0,4.484906666666666,60.833333333333336,65.31824
programmable_unoptimized,100.0,30.0,0.2,350000.0,0.8,1.6,0.04,3000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,30.0,0.2,350000.0,0.8,1.6,0.04,3000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,100.0,30.0,0.2,350000.0,0.8,1.6,0.04,3000.0,1.5196500000000004,10.5,12.01965
fixed_digital_weights,100.0,30.0,0.2,350000.0,0.8,1.6,0.04,3000.0,0.77826,243.33333333333334,244.11159333333333
analog_in_memory,100.0,30.0,0.2,350000.0,0.8,1.6,0.04,3000.0,10.890528000000003,290.0,300.890528
hybrid_physicalized_submodel,100.0,30.0,0.2,350000.0,0.8,1.6,0.04,3000.0,4.484906666666666,60.833333333333336,65.31824
programmable_unoptimized,100.0,30.0,0.35,350000.0,0.35,1.15,0.04,3000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,30.0,0.35,350000.0,0.35,1.15,0.04,3000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,100.0,30.0,0.35,350000.0,0.35,1.15,0.04,3000.0,1.4157,10.5,11.9157
fixed_digital_weights,100.0,30.0,0.35,350000.0,0.35,1.15,0.04,3000.0,0.77826,243.33333333333334,244.11159333333333
analog_in_memory,100.0,30.0,0.35,350000.0,0.35,1.15,0.04,3000.0,3.8428169999999997,224.375,228.217817
hybrid_physicalized_submodel,100.0,30.0,0.35,350000.0,0.35,1.15,0.04,3000.0,3.756906666666667,60.833333333333336,64.59024000000001
programmable_unoptimized,100.0,30.0,0.35,350000.0,0.35,1.6,0.04,3000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,30.0,0.35,350000.0,0.35,1.6,0.04,3000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,100.0,30.0,0.35,350000.0,0.35,1.6,0.04,3000.0,1.4157,10.5,11.9157
fixed_digital_weights,100.0,30.0,0.35,350000.0,0.35,1.6,0.04,3000.0,0.77826,243.33333333333334,244.11159333333333
analog_in_memory,100.0,30.0,0.35,350000.0,0.35,1.6,0.04,3000.0,5.346528,290.0,295.346528
hybrid_physicalized_submodel,100.0,30.0,0.35,350000.0,0.35,1.6,0.04,3000.0,3.756906666666667,60.833333333333336,64.59024000000001
programmable_unoptimized,100.0,30.0,0.35,350000.0,0.8,1.15,0.04,3000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,30.0,0.35,350000.0,0.8,1.15,0.04,3000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,100.0,30.0,0.35,350000.0,0.8,1.15,0.04,3000.0,1.4157,10.5,11.9157
fixed_digital_weights,100.0,30.0,0.35,350000.0,0.8,1.15,0.04,3000.0,0.77826,243.33333333333334,244.11159333333333
analog_in_memory,100.0,30.0,0.35,350000.0,0.8,1.15,0.04,3000.0,7.827567000000002,224.375,232.202567
hybrid_physicalized_submodel,100.0,30.0,0.35,350000.0,0.8,1.15,0.04,3000.0,3.756906666666667,60.833333333333336,64.59024000000001
programmable_unoptimized,100.0,30.0,0.35,350000.0,0.8,1.6,0.04,3000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,30.0,0.35,350000.0,0.8,1.6,0.04,3000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,100.0,30.0,0.35,350000.0,0.8,1.6,0.04,3000.0,1.4157,10.5,11.9157
fixed_digital_weights,100.0,30.0,0.35,350000.0,0.8,1.6,0.04,3000.0,0.77826,243.33333333333334,244.11159333333333
analog_in_memory,100.0,30.0,0.35,350000.0,0.8,1.6,0.04,3000.0,10.890528000000003,290.0,300.890528
hybrid_physicalized_submodel,100.0,30.0,0.35,350000.0,0.8,1.6,0.04,3000.0,3.756906666666667,60.833333333333336,64.59024000000001
programmable_unoptimized,100.0,30.0,0.5,350000.0,0.35,1.15,0.04,3000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,30.0,0.5,350000.0,0.35,1.15,0.04,3000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,100.0,30.0,0.5,350000.0,0.35,1.15,0.04,3000.0,1.3117500000000002,10.5,11.81175
fixed_digital_weights,100.0,30.0,0.5,350000.0,0.35,1.15,0.04,3000.0,0.77826,243.33333333333334,244.11159333333333
analog_in_memory,100.0,30.0,0.5,350000.0,0.35,1.15,0.04,3000.0,3.8428169999999997,224.375,228.217817
hybrid_physicalized_submodel,100.0,30.0,0.5,350000.0,0.35,1.15,0.04,3000.0,3.028906666666667,60.833333333333336,63.86224
programmable_unoptimized,100.0,30.0,0.5,350000.0,0.35,1.6,0.04,3000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,30.0,0.5,350000.0,0.35,1.6,0.04,3000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,100.0,30.0,0.5,350000.0,0.35,1.6,0.04,3000.0,1.3117500000000002,10.5,11.81175
fixed_digital_weights,100.0,30.0,0.5,350000.0,0.35,1.6,0.04,3000.0,0.77826,243.33333333333334,244.11159333333333
analog_in_memory,100.0,30.0,0.5,350000.0,0.35,1.6,0.04,3000.0,5.346528,290.0,295.346528
hybrid_physicalized_submodel,100.0,30.0,0.5,350000.0,0.35,1.6,0.04,3000.0,3.028906666666667,60.833333333333336,63.86224
programmable_unoptimized,100.0,30.0,0.5,350000.0,0.8,1.15,0.04,3000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,30.0,0.5,350000.0,0.8,1.15,0.04,3000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,100.0,30.0,0.5,350000.0,0.8,1.15,0.04,3000.0,1.3117500000000002,10.5,11.81175
fixed_digital_weights,100.0,30.0,0.5,350000.0,0.8,1.15,0.04,3000.0,0.77826,243.33333333333334,244.11159333333333
analog_in_memory,100.0,30.0,0.5,350000.0,0.8,1.15,0.04,3000.0,7.827567000000002,224.375,232.202567
hybrid_physicalized_submodel,100.0,30.0,0.5,350000.0,0.8,1.15,0.04,3000.0,3.028906666666667,60.833333333333336,63.86224
programmable_unoptimized,100.0,30.0,0.5,350000.0,0.8,1.6,0.04,3000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,30.0,0.5,350000.0,0.8,1.6,0.04,3000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,100.0,30.0,0.5,350000.0,0.8,1.6,0.04,3000.0,1.3117500000000002,10.5,11.81175
fixed_digital_weights,100.0,30.0,0.5,350000.0,0.8,1.6,0.04,3000.0,0.77826,243.33333333333334,244.11159333333333
analog_in_memory,100.0,30.0,0.5,350000.0,0.8,1.6,0.04,3000.0,10.890528000000003,290.0,300.890528
hybrid_physicalized_submodel,100.0,30.0,0.5,350000.0,0.8,1.6,0.04,3000.0,3.028906666666667,60.833333333333336,63.86224
programmable_unoptimized,100.0,90.0,0.0,350000.0,0.35,1.15,0.04,9000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,90.0,0.0,350000.0,0.35,1.15,0.04,9000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,100.0,90.0,0.0,350000.0,0.35,1.15,0.04,9000.0,1.6582500000000002,3.240740740740741,4.898990740740741
fixed_digital_weights,100.0,90.0,0.0,350000.0,0.35,1.15,0.04,9000.0,0.77826,55.18518518518518,55.963445185185186
analog_in_memory,100.0,90.0,0.0,350000.0,0.35,1.15,0.04,9000.0,3.8428169999999997,64.42129629629629,68.26411329629629
hybrid_physicalized_submodel,100.0,90.0,0.0,350000.0,0.35,1.15,0.04,9000.0,5.455573333333333,17.166666666666668,22.62224
programmable_unoptimized,100.0,90.0,0.0,350000.0,0.35,1.6,0.04,9000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,90.0,0.0,350000.0,0.35,1.6,0.04,9000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,100.0,90.0,0.0,350000.0,0.35,1.6,0.04,9000.0,1.6582500000000002,3.240740740740741,4.898990740740741
fixed_digital_weights,100.0,90.0,0.0,350000.0,0.35,1.6,0.04,9000.0,0.77826,55.18518518518518,55.963445185185186
analog_in_memory,100.0,90.0,0.0,350000.0,0.35,1.6,0.04,9000.0,5.346528,86.29629629629629,91.6428242962963
hybrid_physicalized_submodel,100.0,90.0,0.0,350000.0,0.35,1.6,0.04,9000.0,5.455573333333333,17.166666666666668,22.62224
programmable_unoptimized,100.0,90.0,0.0,350000.0,0.8,1.15,0.04,9000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,90.0,0.0,350000.0,0.8,1.15,0.04,9000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,100.0,90.0,0.0,350000.0,0.8,1.15,0.04,9000.0,1.6582500000000002,3.240740740740741,4.898990740740741
fixed_digital_weights,100.0,90.0,0.0,350000.0,0.8,1.15,0.04,9000.0,0.77826,55.18518518518518,55.963445185185186
analog_in_memory,100.0,90.0,0.0,350000.0,0.8,1.15,0.04,9000.0,7.827567000000002,64.42129629629629,72.24886329629629
hybrid_physicalized_submodel,100.0,90.0,0.0,350000.0,0.8,1.15,0.04,9000.0,5.455573333333333,17.166666666666668,22.62224
programmable_unoptimized,100.0,90.0,0.0,350000.0,0.8,1.6,0.04,9000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,90.0,0.0,350000.0,0.8,1.6,0.04,9000.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,100.0,90.0,0.0,350000.0,0.8,1.6,0.04,9000.0,1.6582500000000002,3.240740740740741,4.898990740740741
fixed_digital_weights,100.0,90.0,0.0,350000.0,0.8,1.6,0.04,9000.0,0.77826,55.18518518518518,55.963445185185186
analog_in_memory,100.0,90.0,0.0,350000.0,0.8,1.6,0.04,9000.0,10.890528000000003,86.29629629629629,97.1868242962963
hybrid_physicalized_submodel,100.0,90.0,0.0,350000.0,0.8,1.6,0.04,9000.0,5.455573333333333,17.166666666666668,22.62224
programmable_unoptimized,100.0,90.0,0.2,350000.0,0.35,1.15,0.04,9000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,90.0,0.2,350000.0,0.35,1.15,0.04,9000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,100.0,90.0,0.2,350000.0,0.35,1.15,0.04,9000.0,1.5196500000000004,3.240740740740741,4.760390740740741
fixed_digital_weights,100.0,90.0,0.2,350000.0,0.35,1.15,0.04,9000.0,0.77826,55.18518518518518,55.963445185185186
analog_in_memory,100.0,90.0,0.2,350000.0,0.35,1.15,0.04,9000.0,3.8428169999999997,64.42129629629629,68.26411329629629
hybrid_physicalized_submodel,100.0,90.0,0.2,350000.0,0.35,1.15,0.04,9000.0,4.484906666666666,17.166666666666668,21.651573333333335
programmable_unoptimized,100.0,90.0,0.2,350000.0,0.35,1.6,0.04,9000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,90.0,0.2,350000.0,0.35,1.6,0.04,9000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,100.0,90.0,0.2,350000.0,0.35,1.6,0.04,9000.0,1.5196500000000004,3.240740740740741,4.760390740740741
fixed_digital_weights,100.0,90.0,0.2,350000.0,0.35,1.6,0.04,9000.0,0.77826,55.18518518518518,55.963445185185186
analog_in_memory,100.0,90.0,0.2,350000.0,0.35,1.6,0.04,9000.0,5.346528,86.29629629629629,91.6428242962963
hybrid_physicalized_submodel,100.0,90.0,0.2,350000.0,0.35,1.6,0.04,9000.0,4.484906666666666,17.166666666666668,21.651573333333335
programmable_unoptimized,100.0,90.0,0.2,350000.0,0.8,1.15,0.04,9000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,90.0,0.2,350000.0,0.8,1.15,0.04,9000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,100.0,90.0,0.2,350000.0,0.8,1.15,0.04,9000.0,1.5196500000000004,3.240740740740741,4.760390740740741
fixed_digital_weights,100.0,90.0,0.2,350000.0,0.8,1.15,0.04,9000.0,0.77826,55.18518518518518,55.963445185185186
analog_in_memory,100.0,90.0,0.2,350000.0,0.8,1.15,0.04,9000.0,7.827567000000002,64.42129629629629,72.24886329629629
hybrid_physicalized_submodel,100.0,90.0,0.2,350000.0,0.8,1.15,0.04,9000.0,4.484906666666666,17.166666666666668,21.651573333333335
programmable_unoptimized,100.0,90.0,0.2,350000.0,0.8,1.6,0.04,9000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,90.0,0.2,350000.0,0.8,1.6,0.04,9000.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,100.0,90.0,0.2,350000.0,0.8,1.6,0.04,9000.0,1.5196500000000004,3.240740740740741,4.760390740740741
fixed_digital_weights,100.0,90.0,0.2,350000.0,0.8,1.6,0.04,9000.0,0.77826,55.18518518518518,55.963445185185186
analog_in_memory,100.0,90.0,0.2,350000.0,0.8,1.6,0.04,9000.0,10.890528000000003,86.29629629629629,97.1868242962963
hybrid_physicalized_submodel,100.0,90.0,0.2,350000.0,0.8,1.6,0.04,9000.0,4.484906666666666,17.166666666666668,21.651573333333335
programmable_unoptimized,100.0,90.0,0.35,350000.0,0.35,1.15,0.04,9000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,90.0,0.35,350000.0,0.35,1.15,0.04,9000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,100.0,90.0,0.35,350000.0,0.35,1.15,0.04,9000.0,1.4157,3.240740740740741,4.656440740740741
fixed_digital_weights,100.0,90.0,0.35,350000.0,0.35,1.15,0.04,9000.0,0.77826,55.18518518518518,55.963445185185186
analog_in_memory,100.0,90.0,0.35,350000.0,0.35,1.15,0.04,9000.0,3.8428169999999997,64.42129629629629,68.26411329629629
hybrid_physicalized_submodel,100.0,90.0,0.35,350000.0,0.35,1.15,0.04,9000.0,3.756906666666667,17.166666666666668,20.923573333333334
programmable_unoptimized,100.0,90.0,0.35,350000.0,0.35,1.6,0.04,9000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,90.0,0.35,350000.0,0.35,1.6,0.04,9000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,100.0,90.0,0.35,350000.0,0.35,1.6,0.04,9000.0,1.4157,3.240740740740741,4.656440740740741
fixed_digital_weights,100.0,90.0,0.35,350000.0,0.35,1.6,0.04,9000.0,0.77826,55.18518518518518,55.963445185185186
analog_in_memory,100.0,90.0,0.35,350000.0,0.35,1.6,0.04,9000.0,5.346528,86.29629629629629,91.6428242962963
hybrid_physicalized_submodel,100.0,90.0,0.35,350000.0,0.35,1.6,0.04,9000.0,3.756906666666667,17.166666666666668,20.923573333333334
programmable_unoptimized,100.0,90.0,0.35,350000.0,0.8,1.15,0.04,9000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,90.0,0.35,350000.0,0.8,1.15,0.04,9000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,100.0,90.0,0.35,350000.0,0.8,1.15,0.04,9000.0,1.4157,3.240740740740741,4.656440740740741
fixed_digital_weights,100.0,90.0,0.35,350000.0,0.8,1.15,0.04,9000.0,0.77826,55.18518518518518,55.963445185185186
analog_in_memory,100.0,90.0,0.35,350000.0,0.8,1.15,0.04,9000.0,7.827567000000002,64.42129629629629,72.24886329629629
hybrid_physicalized_submodel,100.0,90.0,0.35,350000.0,0.8,1.15,0.04,9000.0,3.756906666666667,17.166666666666668,20.923573333333334
programmable_unoptimized,100.0,90.0,0.35,350000.0,0.8,1.6,0.04,9000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,90.0,0.35,350000.0,0.8,1.6,0.04,9000.0,8.273333333333333,0.0,8.273333333333333
programmable_accelerator,100.0,90.0,0.35,350000.0,0.8,1.6,0.04,9000.0,1.4157,3.240740740740741,4.656440740740741
fixed_digital_weights,100.0,90.0,0.35,350000.0,0.8,1.6,0.04,9000.0,0.77826,55.18518518518518,55.963445185185186
analog_in_memory,100.0,90.0,0.35,350000.0,0.8,1.6,0.04,9000.0,10.890528000000003,86.29629629629629,97.1868242962963
hybrid_physicalized_submodel,100.0,90.0,0.35,350000.0,0.8,1.6,0.04,9000.0,3.756906666666667,17.166666666666668,20.923573333333334
programmable_unoptimized,100.0,90.0,0.5,350000.0,0.35,1.15,0.04,9000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,90.0,0.5,350000.0,0.35,1.15,0.04,9000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,100.0,90.0,0.5,350000.0,0.35,1.15,0.04,9000.0,1.3117500000000002,3.240740740740741,4.552490740740741
fixed_digital_weights,100.0,90.0,0.5,350000.0,0.35,1.15,0.04,9000.0,0.77826,55.18518518518518,55.963445185185186
analog_in_memory,100.0,90.0,0.5,350000.0,0.35,1.15,0.04,9000.0,3.8428169999999997,64.42129629629629,68.26411329629629
hybrid_physicalized_submodel,100.0,90.0,0.5,350000.0,0.35,1.15,0.04,9000.0,3.028906666666667,17.166666666666668,20.195573333333336
programmable_unoptimized,100.0,90.0,0.5,350000.0,0.35,1.6,0.04,9000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,90.0,0.5,350000.0,0.35,1.6,0.04,9000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,100.0,90.0,0.5,350000.0,0.35,1.6,0.04,9000.0,1.3117500000000002,3.240740740740741,4.552490740740741
fixed_digital_weights,100.0,90.0,0.5,350000.0,0.35,1.6,0.04,9000.0,0.77826,55.18518518518518,55.963445185185186
analog_in_memory,100.0,90.0,0.5,350000.0,0.35,1.6,0.04,9000.0,5.346528,86.29629629629629,91.6428242962963
hybrid_physicalized_submodel,100.0,90.0,0.5,350000.0,0.35,1.6,0.04,9000.0,3.028906666666667,17.166666666666668,20.195573333333336
programmable_unoptimized,100.0,90.0,0.5,350000.0,0.8,1.15,0.04,9000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,90.0,0.5,350000.0,0.8,1.15,0.04,9000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,100.0,90.0,0.5,350000.0,0.8,1.15,0.04,9000.0,1.3117500000000002,3.240740740740741,4.552490740740741
fixed_digital_weights,100.0,90.0,0.5,350000.0,0.8,1.15,0.04,9000.0,0.77826,55.18518518518518,55.963445185185186
analog_in_memory,100.0,90.0,0.5,350000.0,0.8,1.15,0.04,9000.0,7.827567000000002,64.42129629629629,72.24886329629629
hybrid_physicalized_submodel,100.0,90.0,0.5,350000.0,0.8,1.15,0.04,9000.0,3.028906666666667,17.166666666666668,20.195573333333336
programmable_unoptimized,100.0,90.0,0.5,350000.0,0.8,1.6,0.04,9000.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,90.0,0.5,350000.0,0.8,1.6,0.04,9000.0,6.523333333333333,0.0,6.523333333333333
programmable_accelerator,100.0,90.0,0.5,350000.0,0.8,1.6,0.04,9000.0,1.3117500000000002,3.240740740740741,4.552490740740741
fixed_digital_weights,100.0,90.0,0.5,350000.0,0.8,1.6,0.04,9000.0,0.77826,55.18518518518518,55.963445185185186
analog_in_memory,100.0,90.0,0.5,350000.0,0.8,1.6,0.04,9000.0,10.890528000000003,86.29629629629629,97.1868242962963
hybrid_physicalized_submodel,100.0,90.0,0.5,350000.0,0.8,1.6,0.04,9000.0,3.028906666666667,17.166666666666668,20.195573333333336
programmable_unoptimized,100.0,365.0,0.0,350000.0,0.35,1.15,0.04,36500.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,365.0,0.0,350000.0,0.35,1.15,0.04,36500.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,100.0,365.0,0.0,350000.0,0.35,1.15,0.04,36500.0,1.6582500000000002,0.7750046913116908,2.4332546913116913
fixed_digital_weights,100.0,365.0,0.0,350000.0,0.35,1.15,0.04,36500.0,0.77826,11.199099268155377,11.977359268155377
analog_in_memory,100.0,365.0,0.0,350000.0,0.35,1.15,0.04,36500.0,3.8428169999999997,14.921420529179958,18.764237529179958
hybrid_physicalized_submodel,100.0,365.0,0.0,350000.0,0.35,1.15,0.04,36500.0,5.455573333333333,3.9438919121786453,9.399465245511978
programmable_unoptimized,100.0,365.0,0.0,350000.0,0.35,1.6,0.04,36500.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,365.0,0.0,350000.0,0.35,1.6,0.04,36500.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,100.0,365.0,0.0,350000.0,0.35,1.6,0.04,36500.0,1.6582500000000002,0.7750046913116908,2.4332546913116913
fixed_digital_weights,100.0,365.0,0.0,350000.0,0.35,1.6,0.04,36500.0,0.77826,11.199099268155377,11.977359268155377
analog_in_memory,100.0,365.0,0.0,350000.0,0.35,1.6,0.04,36500.0,5.346528,20.315256145618314,25.661784145618313
hybrid_physicalized_submodel,100.0,365.0,0.0,350000.0,0.35,1.6,0.04,36500.0,5.455573333333333,3.9438919121786453,9.399465245511978
programmable_unoptimized,100.0,365.0,0.0,350000.0,0.8,1.15,0.04,36500.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,365.0,0.0,350000.0,0.8,1.15,0.04,36500.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,100.0,365.0,0.0,350000.0,0.8,1.15,0.04,36500.0,1.6582500000000002,0.7750046913116908,2.4332546913116913
fixed_digital_weights,100.0,365.0,0.0,350000.0,0.8,1.15,0.04,36500.0,0.77826,11.199099268155377,11.977359268155377
analog_in_memory,100.0,365.0,0.0,350000.0,0.8,1.15,0.04,36500.0,7.827567000000002,14.921420529179958,22.74898752917996
hybrid_physicalized_submodel,100.0,365.0,0.0,350000.0,0.8,1.15,0.04,36500.0,5.455573333333333,3.9438919121786453,9.399465245511978
programmable_unoptimized,100.0,365.0,0.0,350000.0,0.8,1.6,0.04,36500.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,365.0,0.0,350000.0,0.8,1.6,0.04,36500.0,12.356666666666667,0.0,12.356666666666667
programmable_accelerator,100.0,365.0,0.0,350000.0,0.8,1.6,0.04,36500.0,1.6582500000000002,0.7750046913116908,2.4332546913116913
fixed_digital_weights,100.0,365.0,0.0,350000.0,0.8,1.6,0.04,36500.0,0.77826,11.199099268155377,11.977359268155377
analog_in_memory,100.0,365.0,0.0,350000.0,0.8,1.6,0.04,36500.0,10.890528000000003,20.315256145618314,31.205784145618317
hybrid_physicalized_submodel,100.0,365.0,0.0,350000.0,0.8,1.6,0.04,36500.0,5.455573333333333,3.9438919121786453,9.399465245511978
programmable_unoptimized,100.0,365.0,0.2,350000.0,0.35,1.15,0.04,36500.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,365.0,0.2,350000.0,0.35,1.15,0.04,36500.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,100.0,365.0,0.2,350000.0,0.35,1.15,0.04,36500.0,1.5196500000000004,0.7750046913116908,2.294654691311691
fixed_digital_weights,100.0,365.0,0.2,350000.0,0.35,1.15,0.04,36500.0,0.77826,11.199099268155377,11.977359268155377
analog_in_memory,100.0,365.0,0.2,350000.0,0.35,1.15,0.04,36500.0,3.8428169999999997,14.921420529179958,18.764237529179958
hybrid_physicalized_submodel,100.0,365.0,0.2,350000.0,0.35,1.15,0.04,36500.0,4.484906666666666,3.9438919121786453,8.428798578845312
programmable_unoptimized,100.0,365.0,0.2,350000.0,0.35,1.6,0.04,36500.0,12.416666666666668,0.0,12.416666666666668
software_optimized,100.0,365.0,0.2,350000.0,0.35,1.6,0.04,36500.0,10.023333333333333,0.0,10.023333333333333
programmable_accelerator,100.0,365.0,0.2,350000.0,0.35,1.6,0.04,36500.0,1.5196500000000004,0.7750046913116908,2.294654691311691
fixed_digital_weights,100.0,365.0,0.2,350000.0,0.35,1.6,0.04,36500.0,0.77826,11.199099268155377,11.977359268155377
analog_in_memory,100.0,365.0,0.2,350000.0,0.35,1.6,0.04,36500.0,5.346528,20.315256145618314,25.661784145618313
