strategy,requests_per_day,update_interval_days,software_memory_savings,fallback_frequency,audit_control_scale,utilization,requests_per_update,per_request_pj_equivalent,amortized_fixed_pj_equivalent,total_pj_equivalent,winner,conclusion
hybrid_safety_filter,1000.0,7.0,0.2,0.25,mid,0.6,7000.0,18060.49502916667,25.510204081632654,18086.0052332483,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,0.25,mid,0.6,7000.0,154049.4811,10408.163265306124,164457.64436530613,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,0.25,mid,0.6,7000.0,25810.143,1938.7755102040815,27748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,0.25,mid,0.85,7000.0,28236.989764705882,0.0,28236.989764705882,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,0.25,mid,0.85,7000.0,9761.96270867647,1.7551020408163267,9763.717810717286,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,0.25,mid,0.85,7000.0,15119.141928676472,25.510204081632654,15144.652132758105,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,0.25,mid,0.85,7000.0,150395.5560264706,10408.163265306124,160803.7192917767,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,0.25,mid,0.85,7000.0,25810.143,1938.7755102040815,27748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,0.25,high,0.35,7000.0,75718.40371428571,0.0,75718.40371428571,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,0.25,high,0.35,7000.0,16059.140410357142,1.7551020408163267,16060.895512397958,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,0.25,high,0.35,7000.0,29276.995416071426,25.510204081632654,29302.505620153057,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,0.25,high,0.35,7000.0,163524.37056428572,10408.163265306124,173932.53382959185,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,0.25,high,0.35,7000.0,28310.143,1938.7755102040815,30248.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,0.25,high,0.6,7000.0,44169.06883333333,0.0,44169.06883333333,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,0.25,high,0.6,7000.0,13816.243705,1.7551020408163267,13817.998807040816,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,0.25,high,0.6,7000.0,21389.661695833332,25.510204081632654,21415.171899914963,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,0.25,high,0.6,7000.0,154617.81443333332,10408.163265306124,165025.97769863944,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,0.25,high,0.6,7000.0,28310.143,1938.7755102040815,30248.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,0.25,high,0.85,7000.0,31178.166235294117,0.0,31178.166235294117,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,0.25,high,0.85,7000.0,12892.698002794117,1.7551020408163267,12894.453104834933,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,0.25,high,0.85,7000.0,18141.936046323528,25.510204081632654,18167.44625040516,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,0.25,high,0.85,7000.0,150950.40896764706,10408.163265306124,161358.5722329532,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,0.25,high,0.85,7000.0,28310.143,1938.7755102040815,30248.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,0.5,low,0.35,7000.0,65718.40371428571,0.0,65718.40371428571,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,0.5,low,0.35,7000.0,10625.211838928572,1.7551020408163267,10626.966940969387,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,0.5,low,0.35,7000.0,37666.64783214286,25.510204081632654,37692.15803622449,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,0.5,low,0.35,7000.0,162704.72770714285,10408.163265306124,173112.89097244898,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,0.5,low,0.35,7000.0,24810.143,1938.7755102040815,26748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,0.5,low,0.6,7000.0,38335.7355,0.0,38335.7355,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,0.5,low,0.6,7000.0,9141.243705,1.7551020408163267,9142.998807040816,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,0.5,low,0.6,7000.0,23975.313725,25.510204081632654,24000.82392908163,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,0.5,low,0.6,7000.0,153842.81443333332,10408.163265306124,164250.97769863944,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,0.5,low,0.6,7000.0,24810.143,1938.7755102040815,26748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,0.5,low,0.85,7000.0,27060.51917647059,0.0,27060.51917647059,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,0.5,low,0.85,7000.0,8530.198002794117,1.7551020408163267,8531.953104834933,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,0.5,low,0.85,7000.0,18337.705563235293,25.510204081632654,18363.215767316924,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,0.5,low,0.85,7000.0,150193.79132058824,10408.163265306124,160601.95458589436,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,0.5,low,0.85,7000.0,24810.143,1938.7755102040815,26748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,0.5,mid,0.35,7000.0,68575.54657142857,0.0,68575.54657142857,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,0.5,mid,0.35,7000.0,12159.497553214285,1.7551020408163267,12161.2526552551,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,0.5,mid,0.35,7000.0,39695.21926071428,25.510204081632654,39720.72946479591,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,0.5,mid,0.35,7000.0,162923.29913571427,10408.163265306124,173331.4624010204,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,0.5,mid,0.35,7000.0,25810.143,1938.7755102040815,27748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,0.5,mid,0.6,7000.0,40002.40216666667,0.0,40002.40216666667,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,0.5,mid,0.6,7000.0,10461.243705,1.7551020408163267,10462.998807040816,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,0.5,mid,0.6,7000.0,25408.647058333332,25.510204081632654,25434.157262414963,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,0.5,mid,0.6,7000.0,154049.4811,10408.163265306124,164457.64436530613,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,0.5,mid,0.6,7000.0,25810.143,1938.7755102040815,27748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,0.5,mid,0.85,7000.0,28236.989764705882,0.0,28236.989764705882,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,0.5,mid,0.85,7000.0,9761.96270867647,1.7551020408163267,9763.717810717286,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,0.5,mid,0.85,7000.0,19525.940857352944,25.510204081632654,19551.451061434575,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,0.5,mid,0.85,7000.0,150395.5560264706,10408.163265306124,160803.7192917767,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,0.5,mid,0.85,7000.0,25810.143,1938.7755102040815,27748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,0.5,high,0.35,7000.0,75718.40371428571,0.0,75718.40371428571,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,0.5,high,0.35,7000.0,16059.140410357142,1.7551020408163267,16060.895512397958,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,0.5,high,0.35,7000.0,44791.64783214286,25.510204081632654,44817.15803622449,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,0.5,high,0.35,7000.0,163524.37056428572,10408.163265306124,173932.53382959185,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,0.5,high,0.35,7000.0,28310.143,1938.7755102040815,30248.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,0.5,high,0.6,7000.0,44169.06883333333,0.0,44169.06883333333,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,0.5,high,0.6,7000.0,13816.243705,1.7551020408163267,13817.998807040816,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,0.5,high,0.6,7000.0,29016.980391666664,25.510204081632654,29042.490595748295,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,0.5,high,0.6,7000.0,154617.81443333332,10408.163265306124,165025.97769863944,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,0.5,high,0.6,7000.0,28310.143,1938.7755102040815,30248.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,0.5,high,0.85,7000.0,31178.166235294117,0.0,31178.166235294117,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,0.5,high,0.85,7000.0,12892.698002794117,1.7551020408163267,12894.453104834933,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,0.5,high,0.85,7000.0,22521.52909264706,25.510204081632654,22547.03929672869,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,0.5,high,0.85,7000.0,150950.40896764706,10408.163265306124,161358.5722329532,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,0.5,high,0.85,7000.0,28310.143,1938.7755102040815,30248.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,1.0,low,0.35,7000.0,65718.40371428571,0.0,65718.40371428571,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,1.0,low,0.35,7000.0,10625.211838928572,1.7551020408163267,10626.966940969387,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,1.0,low,0.35,7000.0,65820.95266428571,25.510204081632654,65846.46286836734,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,1.0,low,0.35,7000.0,162704.72770714285,10408.163265306124,173112.89097244898,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,1.0,low,0.35,7000.0,24810.143,1938.7755102040815,26748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,1.0,low,0.6,7000.0,38335.7355,0.0,38335.7355,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,1.0,low,0.6,7000.0,9141.243705,1.7551020408163267,9142.998807040816,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,1.0,low,0.6,7000.0,38438.28445,25.510204081632654,38463.794654081634,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,1.0,low,0.6,7000.0,153842.81443333332,10408.163265306124,164250.97769863944,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,1.0,low,0.6,7000.0,24810.143,1938.7755102040815,26748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,1.0,low,0.85,7000.0,27060.51917647059,0.0,27060.51917647059,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,1.0,low,0.85,7000.0,8530.198002794117,1.7551020408163267,8531.953104834933,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,1.0,low,0.85,7000.0,27163.06812647059,25.510204081632654,27188.57833055222,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,1.0,low,0.85,7000.0,150193.79132058824,10408.163265306124,160601.95458589436,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,1.0,low,0.85,7000.0,24810.143,1938.7755102040815,26748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,1.0,mid,0.35,7000.0,68575.54657142857,0.0,68575.54657142857,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,1.0,mid,0.35,7000.0,12159.497553214285,1.7551020408163267,12161.2526552551,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,1.0,mid,0.35,7000.0,68678.09552142856,25.510204081632654,68703.60572551019,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,1.0,mid,0.35,7000.0,162923.29913571427,10408.163265306124,173331.4624010204,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,1.0,mid,0.35,7000.0,25810.143,1938.7755102040815,27748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,1.0,mid,0.6,7000.0,40002.40216666667,0.0,40002.40216666667,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,1.0,mid,0.6,7000.0,10461.243705,1.7551020408163267,10462.998807040816,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,1.0,mid,0.6,7000.0,40104.95111666666,25.510204081632654,40130.4613207483,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,1.0,mid,0.6,7000.0,154049.4811,10408.163265306124,164457.64436530613,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,1.0,mid,0.6,7000.0,25810.143,1938.7755102040815,27748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,1.0,mid,0.85,7000.0,28236.989764705882,0.0,28236.989764705882,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,1.0,mid,0.85,7000.0,9761.96270867647,1.7551020408163267,9763.717810717286,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,1.0,mid,0.85,7000.0,28339.538714705883,25.510204081632654,28365.048918787514,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,1.0,mid,0.85,7000.0,150395.5560264706,10408.163265306124,160803.7192917767,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,1.0,mid,0.85,7000.0,25810.143,1938.7755102040815,27748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,1.0,high,0.35,7000.0,75718.40371428571,0.0,75718.40371428571,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,1.0,high,0.35,7000.0,16059.140410357142,1.7551020408163267,16060.895512397958,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,1.0,high,0.35,7000.0,75820.95266428571,25.510204081632654,75846.46286836734,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,1.0,high,0.35,7000.0,163524.37056428572,10408.163265306124,173932.53382959185,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,1.0,high,0.35,7000.0,28310.143,1938.7755102040815,30248.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,1.0,high,0.6,7000.0,44169.06883333333,0.0,44169.06883333333,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,1.0,high,0.6,7000.0,13816.243705,1.7551020408163267,13817.998807040816,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,1.0,high,0.6,7000.0,44271.61778333333,25.510204081632654,44297.12798741496,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,1.0,high,0.6,7000.0,154617.81443333332,10408.163265306124,165025.97769863944,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,1.0,high,0.6,7000.0,28310.143,1938.7755102040815,30248.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.2,1.0,high,0.85,7000.0,31178.166235294117,0.0,31178.166235294117,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.2,1.0,high,0.85,7000.0,12892.698002794117,1.7551020408163267,12894.453104834933,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.2,1.0,high,0.85,7000.0,31280.715185294117,25.510204081632654,31306.225389375748,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.2,1.0,high,0.85,7000.0,150950.40896764706,10408.163265306124,161358.5722329532,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.2,1.0,high,0.85,7000.0,28310.143,1938.7755102040815,30248.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.35,0.0,low,0.35,7000.0,59032.68942857142,0.0,59032.68942857142,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.35,0.0,low,0.35,7000.0,10625.211838928572,1.7551020408163267,10626.966940969387,False,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.35,0.0,low,0.35,7000.0,9512.343,25.510204081632654,9537.853204081634,True,candidate_survives
fixed_full_dense_antitarget,1000.0,7.0,0.35,0.0,low,0.35,7000.0,162704.72770714285,10408.163265306124,173112.89097244898,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.35,0.0,low,0.35,7000.0,24810.143,1938.7755102040815,26748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.35,0.0,low,0.6,7000.0,34435.7355,0.0,34435.7355,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.35,0.0,low,0.6,7000.0,9141.243705,1.7551020408163267,9142.998807040816,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.35,0.0,low,0.6,7000.0,9512.343,25.510204081632654,9537.853204081634,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.35,0.0,low,0.6,7000.0,153842.81443333332,10408.163265306124,164250.97769863944,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.35,0.0,low,0.6,7000.0,24810.143,1938.7755102040815,26748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.35,0.0,low,0.85,7000.0,24307.577999999998,0.0,24307.577999999998,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.35,0.0,low,0.85,7000.0,8530.198002794117,1.7551020408163267,8531.953104834933,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.35,0.0,low,0.85,7000.0,9512.343,25.510204081632654,9537.853204081634,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.35,0.0,low,0.85,7000.0,150193.79132058824,10408.163265306124,160601.95458589436,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.35,0.0,low,0.85,7000.0,24810.143,1938.7755102040815,26748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.35,0.0,mid,0.35,7000.0,61889.832285714285,0.0,61889.832285714285,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.35,0.0,mid,0.35,7000.0,12159.497553214285,1.7551020408163267,12161.2526552551,False,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.35,0.0,mid,0.35,7000.0,10712.343,25.510204081632654,10737.853204081634,True,candidate_survives
fixed_full_dense_antitarget,1000.0,7.0,0.35,0.0,mid,0.35,7000.0,162923.29913571427,10408.163265306124,173331.4624010204,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.35,0.0,mid,0.35,7000.0,25810.143,1938.7755102040815,27748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.35,0.0,mid,0.6,7000.0,36102.40216666667,0.0,36102.40216666667,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.35,0.0,mid,0.6,7000.0,10461.243705,1.7551020408163267,10462.998807040816,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.35,0.0,mid,0.6,7000.0,10712.343,25.510204081632654,10737.853204081634,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.35,0.0,mid,0.6,7000.0,154049.4811,10408.163265306124,164457.64436530613,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.35,0.0,mid,0.6,7000.0,25810.143,1938.7755102040815,27748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.35,0.0,mid,0.85,7000.0,25484.048588235295,0.0,25484.048588235295,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.35,0.0,mid,0.85,7000.0,9761.96270867647,1.7551020408163267,9763.717810717286,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.35,0.0,mid,0.85,7000.0,10712.343,25.510204081632654,10737.853204081634,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.35,0.0,mid,0.85,7000.0,150395.5560264706,10408.163265306124,160803.7192917767,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.35,0.0,mid,0.85,7000.0,25810.143,1938.7755102040815,27748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.35,0.0,high,0.35,7000.0,69032.68942857142,0.0,69032.68942857142,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.35,0.0,high,0.35,7000.0,16059.140410357142,1.7551020408163267,16060.895512397958,False,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.35,0.0,high,0.35,7000.0,13762.343,25.510204081632654,13787.853204081634,True,candidate_survives
fixed_full_dense_antitarget,1000.0,7.0,0.35,0.0,high,0.35,7000.0,163524.37056428572,10408.163265306124,173932.53382959185,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.35,0.0,high,0.35,7000.0,28310.143,1938.7755102040815,30248.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.35,0.0,high,0.6,7000.0,40269.06883333333,0.0,40269.06883333333,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.35,0.0,high,0.6,7000.0,13816.243705,1.7551020408163267,13817.998807040816,False,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.35,0.0,high,0.6,7000.0,13762.343,25.510204081632654,13787.853204081634,True,candidate_survives
fixed_full_dense_antitarget,1000.0,7.0,0.35,0.0,high,0.6,7000.0,154617.81443333332,10408.163265306124,165025.97769863944,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.35,0.0,high,0.6,7000.0,28310.143,1938.7755102040815,30248.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.35,0.0,high,0.85,7000.0,28425.22505882353,0.0,28425.22505882353,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.35,0.0,high,0.85,7000.0,12892.698002794117,1.7551020408163267,12894.453104834933,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.35,0.0,high,0.85,7000.0,13762.343,25.510204081632654,13787.853204081634,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.35,0.0,high,0.85,7000.0,150950.40896764706,10408.163265306124,161358.5722329532,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.35,0.0,high,0.85,7000.0,28310.143,1938.7755102040815,30248.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.35,0.1,low,0.35,7000.0,59032.68942857142,0.0,59032.68942857142,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.35,0.1,low,0.35,7000.0,10625.211838928572,1.7551020408163267,10626.966940969387,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.35,0.1,low,0.35,7000.0,14474.632537857142,25.510204081632654,14500.142741938775,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.35,0.1,low,0.35,7000.0,162704.72770714285,10408.163265306124,173112.89097244898,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.35,0.1,low,0.35,7000.0,24810.143,1938.7755102040815,26748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.35,0.1,low,0.6,7000.0,34435.7355,0.0,34435.7355,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.35,0.1,low,0.6,7000.0,9141.243705,1.7551020408163267,9142.998807040816,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.35,0.1,low,0.6,7000.0,12014.937145,25.510204081632654,12040.447349081633,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.35,0.1,low,0.6,7000.0,153842.81443333332,10408.163265306124,164250.97769863944,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.35,0.1,low,0.6,7000.0,24810.143,1938.7755102040815,26748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.35,0.1,low,0.85,7000.0,24307.577999999998,0.0,24307.577999999998,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.35,0.1,low,0.85,7000.0,8530.198002794117,1.7551020408163267,8531.953104834933,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.35,0.1,low,0.85,7000.0,11002.121395,25.510204081632654,11027.631599081633,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.35,0.1,low,0.85,7000.0,150193.79132058824,10408.163265306124,160601.95458589436,False,baseline_or_antitarget_preferred
analog_in_memory_antitarget,1000.0,7.0,0.35,0.1,low,0.85,7000.0,24810.143,1938.7755102040815,26748.918510204083,False,baseline_or_antitarget_preferred
software_optimized,1000.0,7.0,0.35,0.1,mid,0.35,7000.0,61889.832285714285,0.0,61889.832285714285,False,baseline_or_antitarget_preferred
programmable_accelerator,1000.0,7.0,0.35,0.1,mid,0.35,7000.0,12159.497553214285,1.7551020408163267,12161.2526552551,True,baseline_or_antitarget_preferred
hybrid_safety_filter,1000.0,7.0,0.35,0.1,mid,0.35,7000.0,15840.346823571428,25.510204081632654,15865.85702765306,False,baseline_or_antitarget_preferred
fixed_full_dense_antitarget,1000.0,7.0,0.35,0.1,mid,0.35,7000.0,162923.29913571427,10408.163265306124,173331.4624010204,False,baseline_or_antitarget_preferred
