workload_class,object_class,strategy,trace_architecture_option,high_object_overhead_winner,high_dag_overhead_winner,queue_relief_proxy,added_reconstruction_metadata_proxy,net_queue_effect_proxy,object_threshold_relevant,dag_threshold_relevant,selected_positive_for_queue_help,interaction,evidence_label
verification-heavy,branch state,summary_plus_pointer,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.165225,0.864996,-0.699771,true,true,false,can_worsen_or_cause_reversal,synthetic
verification-heavy,tool output,lossless_compress,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.147653,0.359767,-0.212114,true,false,false,local_tradeoff_only,synthetic
verification-heavy,tool output,offload_full,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.108279,0.89858,-0.790301,false,true,false,can_worsen_or_cause_reversal,synthetic
verification-heavy,tool output,recompute_on_demand,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.088592,1.12448,-1.035888,false,false,false,local_tradeoff_only,synthetic
verification-heavy,tool output,summary_plus_pointer,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.16734,0.847884,-0.680544,true,true,false,can_worsen_or_cause_reversal,synthetic
verification-heavy,trajectory log,lossless_compress,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.137387,0.368933,-0.231546,true,false,false,local_tradeoff_only,synthetic
verification-heavy,trajectory log,offload_full,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.10075,0.92608,-0.82533,false,true,false,can_worsen_or_cause_reversal,synthetic
verification-heavy,trajectory log,recompute_on_demand,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.082432,1.16848,-1.086048,false,false,false,local_tradeoff_only,synthetic
verification-heavy,trajectory log,summary_plus_pointer,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.155705,0.864996,-0.709291,true,true,false,can_worsen_or_cause_reversal,synthetic
verification-heavy,verifier state,lossless_compress,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.146533,0.343725,-0.197192,true,false,false,local_tradeoff_only,synthetic
verification-heavy,verifier state,offload_full,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.107458,0.850455,-0.742997,false,true,false,can_worsen_or_cause_reversal,synthetic
verification-heavy,verifier state,recompute_on_demand,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.08792,1.04748,-0.95956,false,false,false,local_tradeoff_only,synthetic
verification-heavy,verifier state,summary_plus_pointer,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.166071,0.81794,-0.651869,true,true,false,can_worsen_or_cause_reversal,synthetic
verification-heavy,weights,lossless_compress,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.21084,0.2685,-0.05766,true,false,false,local_tradeoff_only,synthetic
verification-heavy,weights,offload_full,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.154616,0.6723,-0.517684,false,true,false,can_worsen_or_cause_reversal,synthetic
verification-heavy,weights,recompute_on_demand,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.126504,0.8448,-0.718296,false,false,false,local_tradeoff_only,synthetic
verification-heavy,weights,summary_plus_pointer,C_trajectory_dag_memory_fabric,A_conventional_request_model_kv_serving,B_memory_object_aware_runtime,0.238952,0.6564,-0.417448,true,true,false,can_worsen_or_cause_reversal,synthetic
