scenario_id,workload_class,architecture_option,bytes_moved_proxy,bytes_retained_proxy,recompute_proxy,energy_per_byte_setting,dollar_per_byte_setting,cxl_latency_setting,net_energy_proxy,net_dollar_proxy,decision,evidence_label
code-agent loop|A|DC001_zero_energy|DC002_moderate_p95,code-agent loop,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_moderate_p95,0.0,0.0,keep_option_A,synthetic_sensitivity
code-agent loop|A|DC001_zero_energy|DC002_tail_p99,code-agent loop,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_tail_p99,0.0,0.0,keep_option_A,synthetic_sensitivity
code-agent loop|A|DC001_zero_energy|DC002_pathological_p99,code-agent loop,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_pathological_p99,0.0,0.0,keep_option_A,synthetic_sensitivity
code-agent loop|A|DC001_equal_tier_low|DC002_local_like_p50,code-agent loop,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_local_like_p50,0.0,1.0296,keep_option_A,synthetic_sensitivity
code-agent loop|A|DC001_equal_tier_low|DC002_moderate_p95,code-agent loop,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_moderate_p95,0.0,1.0296,keep_option_A,synthetic_sensitivity
code-agent loop|A|DC001_equal_tier_low|DC002_tail_p99,code-agent loop,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_tail_p99,0.0,1.0296,keep_option_A,synthetic_sensitivity
code-agent loop|A|DC001_equal_tier_low|DC002_pathological_p99,code-agent loop,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_pathological_p99,0.0,1.0296,keep_option_A,synthetic_sensitivity
code-agent loop|A|DC001_memory_gap_medium|DC002_local_like_p50,code-agent loop,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_local_like_p50,0.0,2.7456,keep_option_A,synthetic_sensitivity
code-agent loop|A|DC001_memory_gap_medium|DC002_moderate_p95,code-agent loop,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_moderate_p95,0.0,2.7456,keep_option_A,synthetic_sensitivity
code-agent loop|A|DC001_memory_gap_medium|DC002_tail_p99,code-agent loop,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_tail_p99,0.0,2.7456,keep_option_A,synthetic_sensitivity
code-agent loop|A|DC001_memory_gap_medium|DC002_pathological_p99,code-agent loop,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_pathological_p99,0.0,2.7456,keep_option_A,synthetic_sensitivity
code-agent loop|A|DC001_memory_gap_high|DC002_local_like_p50,code-agent loop,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_local_like_p50,0.0,6.1776,keep_option_A,synthetic_sensitivity
code-agent loop|A|DC001_memory_gap_high|DC002_moderate_p95,code-agent loop,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_moderate_p95,0.0,6.1776,keep_option_A,synthetic_sensitivity
code-agent loop|A|DC001_memory_gap_high|DC002_tail_p99,code-agent loop,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_tail_p99,0.0,6.1776,keep_option_A,synthetic_sensitivity
code-agent loop|A|DC001_memory_gap_high|DC002_pathological_p99,code-agent loop,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_pathological_p99,0.0,6.1776,keep_option_A,synthetic_sensitivity
code-agent loop|B|DC001_zero_energy|DC002_local_like_p50,code-agent loop,B_memory_object_aware_runtime,81.9,1818.0,31.8,DC001_zero_energy,dollar_linked_zero_energy,DC002_local_like_p50,30.4,30.4,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|B|DC001_zero_energy|DC002_moderate_p95,code-agent loop,B_memory_object_aware_runtime,81.9,1818.0,31.8,DC001_zero_energy,dollar_linked_zero_energy,DC002_moderate_p95,28.9,28.9,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|B|DC001_zero_energy|DC002_tail_p99,code-agent loop,B_memory_object_aware_runtime,81.9,1818.0,31.8,DC001_zero_energy,dollar_linked_zero_energy,DC002_tail_p99,22.9,22.9,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|B|DC001_zero_energy|DC002_pathological_p99,code-agent loop,B_memory_object_aware_runtime,81.9,1818.0,31.8,DC001_zero_energy,dollar_linked_zero_energy,DC002_pathological_p99,-969.1,-969.1,collapse_to_A_economics_nonpositive,synthetic_sensitivity
code-agent loop|B|DC001_equal_tier_low|DC002_local_like_p50,code-agent loop,B_memory_object_aware_runtime,81.9,1818.0,31.8,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_local_like_p50,31.5467,31.3846,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|B|DC001_equal_tier_low|DC002_moderate_p95,code-agent loop,B_memory_object_aware_runtime,81.9,1818.0,31.8,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_moderate_p95,30.0467,29.8846,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|B|DC001_equal_tier_low|DC002_tail_p99,code-agent loop,B_memory_object_aware_runtime,81.9,1818.0,31.8,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_tail_p99,24.0467,23.8846,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|B|DC001_equal_tier_low|DC002_pathological_p99,code-agent loop,B_memory_object_aware_runtime,81.9,1818.0,31.8,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_pathological_p99,-967.9533,-968.1154,collapse_to_A_economics_nonpositive,synthetic_sensitivity
code-agent loop|B|DC001_memory_gap_medium|DC002_local_like_p50,code-agent loop,B_memory_object_aware_runtime,81.9,1818.0,31.8,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_local_like_p50,33.4578,33.0256,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|B|DC001_memory_gap_medium|DC002_moderate_p95,code-agent loop,B_memory_object_aware_runtime,81.9,1818.0,31.8,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_moderate_p95,31.9578,31.5256,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|B|DC001_memory_gap_medium|DC002_tail_p99,code-agent loop,B_memory_object_aware_runtime,81.9,1818.0,31.8,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_tail_p99,25.9578,25.5256,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|B|DC001_memory_gap_medium|DC002_pathological_p99,code-agent loop,B_memory_object_aware_runtime,81.9,1818.0,31.8,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_pathological_p99,-966.0422,-966.4744,collapse_to_A_economics_nonpositive,synthetic_sensitivity
code-agent loop|B|DC001_memory_gap_high|DC002_local_like_p50,code-agent loop,B_memory_object_aware_runtime,81.9,1818.0,31.8,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_local_like_p50,37.2801,36.3076,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|B|DC001_memory_gap_high|DC002_moderate_p95,code-agent loop,B_memory_object_aware_runtime,81.9,1818.0,31.8,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_moderate_p95,35.7801,34.8076,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|B|DC001_memory_gap_high|DC002_tail_p99,code-agent loop,B_memory_object_aware_runtime,81.9,1818.0,31.8,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_tail_p99,29.7801,28.8076,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|B|DC001_memory_gap_high|DC002_pathological_p99,code-agent loop,B_memory_object_aware_runtime,81.9,1818.0,31.8,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_pathological_p99,-962.2199,-963.1924,collapse_to_A_economics_nonpositive,synthetic_sensitivity
code-agent loop|C|DC001_zero_energy|DC002_local_like_p50,code-agent loop,C_trajectory_dag_memory_fabric,128.7,1818.0,29.8,DC001_zero_energy,dollar_linked_zero_energy,DC002_local_like_p50,27.2,27.2,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|C|DC001_zero_energy|DC002_moderate_p95,code-agent loop,C_trajectory_dag_memory_fabric,128.7,1818.0,29.8,DC001_zero_energy,dollar_linked_zero_energy,DC002_moderate_p95,24.8,24.8,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|C|DC001_zero_energy|DC002_tail_p99,code-agent loop,C_trajectory_dag_memory_fabric,128.7,1818.0,29.8,DC001_zero_energy,dollar_linked_zero_energy,DC002_tail_p99,15.2,15.2,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|C|DC001_zero_energy|DC002_pathological_p99,code-agent loop,C_trajectory_dag_memory_fabric,128.7,1818.0,29.8,DC001_zero_energy,dollar_linked_zero_energy,DC002_pathological_p99,-1572.0,-1572.0,collapse_to_A_economics_nonpositive,synthetic_sensitivity
code-agent loop|C|DC001_equal_tier_low|DC002_local_like_p50,code-agent loop,C_trajectory_dag_memory_fabric,128.7,1818.0,29.8,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_local_like_p50,29.0078,28.1621,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|C|DC001_equal_tier_low|DC002_moderate_p95,code-agent loop,C_trajectory_dag_memory_fabric,128.7,1818.0,29.8,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_moderate_p95,26.6078,25.7621,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|C|DC001_equal_tier_low|DC002_tail_p99,code-agent loop,C_trajectory_dag_memory_fabric,128.7,1818.0,29.8,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_tail_p99,17.0078,16.1621,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|C|DC001_equal_tier_low|DC002_pathological_p99,code-agent loop,C_trajectory_dag_memory_fabric,128.7,1818.0,29.8,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_pathological_p99,-1570.1922,-1571.0379,collapse_to_A_economics_nonpositive,synthetic_sensitivity
code-agent loop|C|DC001_memory_gap_medium|DC002_local_like_p50,code-agent loop,C_trajectory_dag_memory_fabric,128.7,1818.0,29.8,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_local_like_p50,32.0208,29.7656,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|C|DC001_memory_gap_medium|DC002_moderate_p95,code-agent loop,C_trajectory_dag_memory_fabric,128.7,1818.0,29.8,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_moderate_p95,29.6208,27.3656,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|C|DC001_memory_gap_medium|DC002_tail_p99,code-agent loop,C_trajectory_dag_memory_fabric,128.7,1818.0,29.8,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_tail_p99,20.0208,17.7656,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|C|DC001_memory_gap_medium|DC002_pathological_p99,code-agent loop,C_trajectory_dag_memory_fabric,128.7,1818.0,29.8,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_pathological_p99,-1567.1792,-1569.4344,collapse_to_A_economics_nonpositive,synthetic_sensitivity
code-agent loop|C|DC001_memory_gap_high|DC002_local_like_p50,code-agent loop,C_trajectory_dag_memory_fabric,128.7,1818.0,29.8,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_local_like_p50,38.0467,32.9726,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|C|DC001_memory_gap_high|DC002_moderate_p95,code-agent loop,C_trajectory_dag_memory_fabric,128.7,1818.0,29.8,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_moderate_p95,35.6467,30.5726,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|C|DC001_memory_gap_high|DC002_tail_p99,code-agent loop,C_trajectory_dag_memory_fabric,128.7,1818.0,29.8,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_tail_p99,26.0467,20.9726,support_under_synthetic_sensitivity,synthetic_sensitivity
code-agent loop|C|DC001_memory_gap_high|DC002_pathological_p99,code-agent loop,C_trajectory_dag_memory_fabric,128.7,1818.0,29.8,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_pathological_p99,-1561.1533,-1566.2274,collapse_to_A_economics_nonpositive,synthetic_sensitivity
multi-agent branch/merge|A|DC001_zero_energy|DC002_local_like_p50,multi-agent branch/merge,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_local_like_p50,0.0,0.0,keep_option_A,synthetic_sensitivity
multi-agent branch/merge|A|DC001_zero_energy|DC002_moderate_p95,multi-agent branch/merge,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_moderate_p95,0.0,0.0,keep_option_A,synthetic_sensitivity
multi-agent branch/merge|A|DC001_zero_energy|DC002_tail_p99,multi-agent branch/merge,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_tail_p99,0.0,0.0,keep_option_A,synthetic_sensitivity
multi-agent branch/merge|A|DC001_zero_energy|DC002_pathological_p99,multi-agent branch/merge,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_pathological_p99,0.0,0.0,keep_option_A,synthetic_sensitivity
multi-agent branch/merge|A|DC001_equal_tier_low|DC002_local_like_p50,multi-agent branch/merge,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_local_like_p50,0.0,0.693,keep_option_A,synthetic_sensitivity
multi-agent branch/merge|A|DC001_equal_tier_low|DC002_moderate_p95,multi-agent branch/merge,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_moderate_p95,0.0,0.693,keep_option_A,synthetic_sensitivity
multi-agent branch/merge|A|DC001_equal_tier_low|DC002_tail_p99,multi-agent branch/merge,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_tail_p99,0.0,0.693,keep_option_A,synthetic_sensitivity
multi-agent branch/merge|A|DC001_equal_tier_low|DC002_pathological_p99,multi-agent branch/merge,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_pathological_p99,0.0,0.693,keep_option_A,synthetic_sensitivity
multi-agent branch/merge|A|DC001_memory_gap_medium|DC002_local_like_p50,multi-agent branch/merge,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_local_like_p50,0.0,1.848,keep_option_A,synthetic_sensitivity
multi-agent branch/merge|A|DC001_memory_gap_medium|DC002_moderate_p95,multi-agent branch/merge,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_moderate_p95,0.0,1.848,keep_option_A,synthetic_sensitivity
multi-agent branch/merge|A|DC001_memory_gap_medium|DC002_tail_p99,multi-agent branch/merge,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_tail_p99,0.0,1.848,keep_option_A,synthetic_sensitivity
multi-agent branch/merge|A|DC001_memory_gap_medium|DC002_pathological_p99,multi-agent branch/merge,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_pathological_p99,0.0,1.848,keep_option_A,synthetic_sensitivity
multi-agent branch/merge|A|DC001_memory_gap_high|DC002_local_like_p50,multi-agent branch/merge,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_local_like_p50,0.0,4.158,keep_option_A,synthetic_sensitivity
multi-agent branch/merge|A|DC001_memory_gap_high|DC002_moderate_p95,multi-agent branch/merge,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_moderate_p95,0.0,4.158,keep_option_A,synthetic_sensitivity
multi-agent branch/merge|A|DC001_memory_gap_high|DC002_tail_p99,multi-agent branch/merge,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_tail_p99,0.0,4.158,keep_option_A,synthetic_sensitivity
multi-agent branch/merge|A|DC001_memory_gap_high|DC002_pathological_p99,multi-agent branch/merge,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_pathological_p99,0.0,4.158,keep_option_A,synthetic_sensitivity
multi-agent branch/merge|B|DC001_zero_energy|DC002_local_like_p50,multi-agent branch/merge,B_memory_object_aware_runtime,158.025,2209.0,50.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_local_like_p50,48.6,48.6,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|B|DC001_zero_energy|DC002_moderate_p95,multi-agent branch/merge,B_memory_object_aware_runtime,158.025,2209.0,50.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_moderate_p95,47.1,47.1,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|B|DC001_zero_energy|DC002_tail_p99,multi-agent branch/merge,B_memory_object_aware_runtime,158.025,2209.0,50.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_tail_p99,41.1,41.1,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|B|DC001_zero_energy|DC002_pathological_p99,multi-agent branch/merge,B_memory_object_aware_runtime,158.025,2209.0,50.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_pathological_p99,-950.9,-950.9,collapse_to_A_economics_nonpositive,synthetic_sensitivity
multi-agent branch/merge|B|DC001_equal_tier_low|DC002_local_like_p50,multi-agent branch/merge,B_memory_object_aware_runtime,158.025,2209.0,50.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_local_like_p50,50.871,49.2383,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|B|DC001_equal_tier_low|DC002_moderate_p95,multi-agent branch/merge,B_memory_object_aware_runtime,158.025,2209.0,50.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_moderate_p95,49.371,47.7383,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|B|DC001_equal_tier_low|DC002_tail_p99,multi-agent branch/merge,B_memory_object_aware_runtime,158.025,2209.0,50.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_tail_p99,43.371,41.7383,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|B|DC001_equal_tier_low|DC002_pathological_p99,multi-agent branch/merge,B_memory_object_aware_runtime,158.025,2209.0,50.0,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_pathological_p99,-948.629,-950.2617,collapse_to_A_economics_nonpositive,synthetic_sensitivity
multi-agent branch/merge|B|DC001_memory_gap_medium|DC002_local_like_p50,multi-agent branch/merge,B_memory_object_aware_runtime,158.025,2209.0,50.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_local_like_p50,54.6559,50.3022,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|B|DC001_memory_gap_medium|DC002_moderate_p95,multi-agent branch/merge,B_memory_object_aware_runtime,158.025,2209.0,50.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_moderate_p95,53.1559,48.8022,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|B|DC001_memory_gap_medium|DC002_tail_p99,multi-agent branch/merge,B_memory_object_aware_runtime,158.025,2209.0,50.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_tail_p99,47.1559,42.8022,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|B|DC001_memory_gap_medium|DC002_pathological_p99,multi-agent branch/merge,B_memory_object_aware_runtime,158.025,2209.0,50.0,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_pathological_p99,-944.8441,-949.1978,collapse_to_A_economics_nonpositive,synthetic_sensitivity
multi-agent branch/merge|B|DC001_memory_gap_high|DC002_local_like_p50,multi-agent branch/merge,B_memory_object_aware_runtime,158.025,2209.0,50.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_local_like_p50,62.2258,52.43,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|B|DC001_memory_gap_high|DC002_moderate_p95,multi-agent branch/merge,B_memory_object_aware_runtime,158.025,2209.0,50.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_moderate_p95,60.7258,50.93,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|B|DC001_memory_gap_high|DC002_tail_p99,multi-agent branch/merge,B_memory_object_aware_runtime,158.025,2209.0,50.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_tail_p99,54.7258,44.93,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|B|DC001_memory_gap_high|DC002_pathological_p99,multi-agent branch/merge,B_memory_object_aware_runtime,158.025,2209.0,50.0,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_pathological_p99,-937.2742,-947.07,collapse_to_A_economics_nonpositive,synthetic_sensitivity
multi-agent branch/merge|C|DC001_zero_energy|DC002_local_like_p50,multi-agent branch/merge,C_trajectory_dag_memory_fabric,248.325,2209.0,48.8,DC001_zero_energy,dollar_linked_zero_energy,DC002_local_like_p50,46.2,46.2,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|C|DC001_zero_energy|DC002_moderate_p95,multi-agent branch/merge,C_trajectory_dag_memory_fabric,248.325,2209.0,48.8,DC001_zero_energy,dollar_linked_zero_energy,DC002_moderate_p95,43.8,43.8,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|C|DC001_zero_energy|DC002_tail_p99,multi-agent branch/merge,C_trajectory_dag_memory_fabric,248.325,2209.0,48.8,DC001_zero_energy,dollar_linked_zero_energy,DC002_tail_p99,34.2,34.2,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|C|DC001_zero_energy|DC002_pathological_p99,multi-agent branch/merge,C_trajectory_dag_memory_fabric,248.325,2209.0,48.8,DC001_zero_energy,dollar_linked_zero_energy,DC002_pathological_p99,-1553.0,-1553.0,collapse_to_A_economics_nonpositive,synthetic_sensitivity
multi-agent branch/merge|C|DC001_equal_tier_low|DC002_local_like_p50,multi-agent branch/merge,C_trajectory_dag_memory_fabric,248.325,2209.0,48.8,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_local_like_p50,49.7758,46.811,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|C|DC001_equal_tier_low|DC002_moderate_p95,multi-agent branch/merge,C_trajectory_dag_memory_fabric,248.325,2209.0,48.8,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_moderate_p95,47.3758,44.411,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|C|DC001_equal_tier_low|DC002_tail_p99,multi-agent branch/merge,C_trajectory_dag_memory_fabric,248.325,2209.0,48.8,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_tail_p99,37.7758,34.811,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|C|DC001_equal_tier_low|DC002_pathological_p99,multi-agent branch/merge,C_trajectory_dag_memory_fabric,248.325,2209.0,48.8,DC001_equal_tier_low,dollar_linked_equal_tier_low,DC002_pathological_p99,-1549.4242,-1552.389,collapse_to_A_economics_nonpositive,synthetic_sensitivity
multi-agent branch/merge|C|DC001_memory_gap_medium|DC002_local_like_p50,multi-agent branch/merge,C_trajectory_dag_memory_fabric,248.325,2209.0,48.8,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_local_like_p50,55.7354,47.8293,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|C|DC001_memory_gap_medium|DC002_moderate_p95,multi-agent branch/merge,C_trajectory_dag_memory_fabric,248.325,2209.0,48.8,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_moderate_p95,53.3354,45.4293,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|C|DC001_memory_gap_medium|DC002_tail_p99,multi-agent branch/merge,C_trajectory_dag_memory_fabric,248.325,2209.0,48.8,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_tail_p99,43.7354,35.8293,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|C|DC001_memory_gap_medium|DC002_pathological_p99,multi-agent branch/merge,C_trajectory_dag_memory_fabric,248.325,2209.0,48.8,DC001_memory_gap_medium,dollar_linked_memory_gap_medium,DC002_pathological_p99,-1543.4646,-1551.3707,collapse_to_A_economics_nonpositive,synthetic_sensitivity
multi-agent branch/merge|C|DC001_memory_gap_high|DC002_local_like_p50,multi-agent branch/merge,C_trajectory_dag_memory_fabric,248.325,2209.0,48.8,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_local_like_p50,67.6546,49.8659,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|C|DC001_memory_gap_high|DC002_moderate_p95,multi-agent branch/merge,C_trajectory_dag_memory_fabric,248.325,2209.0,48.8,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_moderate_p95,65.2546,47.4659,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|C|DC001_memory_gap_high|DC002_tail_p99,multi-agent branch/merge,C_trajectory_dag_memory_fabric,248.325,2209.0,48.8,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_tail_p99,55.6546,37.8659,support_under_synthetic_sensitivity,synthetic_sensitivity
multi-agent branch/merge|C|DC001_memory_gap_high|DC002_pathological_p99,multi-agent branch/merge,C_trajectory_dag_memory_fabric,248.325,2209.0,48.8,DC001_memory_gap_high,dollar_linked_memory_gap_high,DC002_pathological_p99,-1531.5454,-1549.3341,collapse_to_A_economics_nonpositive,synthetic_sensitivity
single-turn chat control|A|DC001_zero_energy|DC002_local_like_p50,single-turn chat control,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_local_like_p50,0.0,0.0,keep_option_A,synthetic_sensitivity
single-turn chat control|A|DC001_zero_energy|DC002_moderate_p95,single-turn chat control,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_moderate_p95,0.0,0.0,keep_option_A,synthetic_sensitivity
single-turn chat control|A|DC001_zero_energy|DC002_tail_p99,single-turn chat control,A_conventional_request_model_kv_serving,0.0,0.0,0.0,DC001_zero_energy,dollar_linked_zero_energy,DC002_tail_p99,0.0,0.0,keep_option_A,synthetic_sensitivity
