run_id,workload_class,time_step,event_type,object_class,object_id,size_units,reuse_probability,branch_fanout,branch_survival,verifier_delay,durability_horizon,correctness_sensitive,recompute_cost,loss_cost
run-2026-05-11T121649Z,multi-agent branch/merge run,190,materialize,trajectory log,mul-tra-3,2304.0,0.57,1,0.35,2,9,1,11.0,34
run-2026-05-11T121649Z,multi-agent branch/merge run,191,materialize,weights,mul-wei-4,12000.0,0.15,1,0.0,0,4,0,1.0,0
run-2026-05-11T121649Z,multi-agent branch/merge run,192,materialize,KV cache,mul-kv_-4,5000.0,0.25,4,0.55,3,4,0,2.0,0
run-2026-05-11T121649Z,multi-agent branch/merge run,193,materialize,branch state,mul-bra-4,7000.0,0.52,4,0.65,3,6,1,18.0,40
run-2026-05-11T121649Z,multi-agent branch/merge run,194,materialize,verifier state,mul-ver-4,2500.0,0.45,3,0.55,4,6,1,16.0,50
run-2026-05-11T121649Z,multi-agent branch/merge run,195,materialize,tool output,mul-too-4,2600.0,0.46,2,0.4,2,6,1,13.0,26
run-2026-05-11T121649Z,multi-agent branch/merge run,196,materialize,trajectory log,mul-tra-4,2400.0,0.55,1,0.35,2,9,1,11.0,34
run-2026-05-11T121649Z,multi-agent branch/merge run,197,materialize,weights,mul-wei-5,12480.0,0.17,1,0.0,0,4,0,1.0,0
run-2026-05-11T121649Z,multi-agent branch/merge run,198,materialize,KV cache,mul-kv_-5,5200.0,0.27,4,0.55,3,4,0,2.0,0
run-2026-05-11T121649Z,multi-agent branch/merge run,199,materialize,branch state,mul-bra-5,7280.0,0.54,4,0.65,3,6,1,18.0,40
run-2026-05-11T121649Z,multi-agent branch/merge run,200,materialize,verifier state,mul-ver-5,2600.0,0.47,3,0.55,4,6,1,16.0,50
run-2026-05-11T121649Z,multi-agent branch/merge run,201,materialize,tool output,mul-too-5,2704.0,0.48,2,0.4,2,6,1,13.0,26
run-2026-05-11T121649Z,multi-agent branch/merge run,202,materialize,trajectory log,mul-tra-5,2496.0,0.57,1,0.35,2,9,1,11.0,34
run-2026-05-11T121649Z,multi-agent branch/merge run,203,materialize,weights,mul-wei-6,11520.0,0.15,1,0.0,0,4,0,1.0,0
run-2026-05-11T121649Z,multi-agent branch/merge run,204,materialize,KV cache,mul-kv_-6,4800.0,0.25,4,0.55,3,4,0,2.0,0
run-2026-05-11T121649Z,multi-agent branch/merge run,205,materialize,branch state,mul-bra-6,6720.0,0.52,4,0.65,3,6,1,18.0,40
run-2026-05-11T121649Z,multi-agent branch/merge run,206,materialize,verifier state,mul-ver-6,2400.0,0.45,3,0.55,4,6,1,16.0,50
run-2026-05-11T121649Z,multi-agent branch/merge run,207,materialize,tool output,mul-too-6,2496.0,0.46,2,0.4,2,6,1,13.0,26
run-2026-05-11T121649Z,multi-agent branch/merge run,208,materialize,trajectory log,mul-tra-6,2304.0,0.55,1,0.35,2,9,1,11.0,34
run-2026-05-11T121649Z,multi-agent branch/merge run,209,materialize,weights,mul-wei-7,12000.0,0.17,1,0.0,0,4,0,1.0,0
run-2026-05-11T121649Z,multi-agent branch/merge run,210,materialize,KV cache,mul-kv_-7,5000.0,0.27,4,0.55,3,4,0,2.0,0
run-2026-05-11T121649Z,multi-agent branch/merge run,211,materialize,branch state,mul-bra-7,7000.0,0.54,4,0.65,3,6,1,18.0,40
run-2026-05-11T121649Z,multi-agent branch/merge run,212,materialize,verifier state,mul-ver-7,2500.0,0.47,3,0.55,4,6,1,16.0,50
run-2026-05-11T121649Z,multi-agent branch/merge run,213,materialize,tool output,mul-too-7,2600.0,0.48,2,0.4,2,6,1,13.0,26
run-2026-05-11T121649Z,multi-agent branch/merge run,214,materialize,trajectory log,mul-tra-7,2400.0,0.57,1,0.35,2,9,1,11.0,34
