workload_class,object_class,strategy,valid,invalid_reason,object_count,total_size,capacity_pressure,reuse_pressure,correctness_sensitive_share,provenance_need,provenance_coverage,bytes_saved_proxy,transfer_avoided_proxy,queue_relief_proxy,representation_preservation_benefit_proxy,reconstruction_cost_proxy,metadata_cost_proxy,provenance_risk_proxy,correctness_loss_risk_proxy,net_compression_value,architecture_option,evidence_label
multi-agent branch/merge,durable workspace,summary_plus_pointer,true,,4,352.0,0.933544,0.725,1.0,0.92,0.565217,0.226844,0.189486,0.180034,0.664,0.399,0.45744,0.032,0.06208,0.294769,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,durable workspace,offload_full,true,,4,352.0,0.933544,0.725,1.0,0.92,0.565217,0.320711,0.115797,0.116492,0.1656,0.64125,0.27108,0.012,0.0,-0.227043,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,durable workspace,recompute_on_demand,true,,4,352.0,0.933544,0.725,1.0,0.92,0.565217,0.344178,0.063162,0.095312,0.0,1.026,0.12048,0.064,0.18624,-0.916941,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,prefix cache,keep_hot,true,,1,46.0,0.941244,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,0.0,0.0,-0.0222,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,prefix cache,lossless_compress,true,,1,46.0,0.941244,1.0,0.0,0.2,0.0,0.019422,0.1719,0.130293,0.0,0.2025,0.111,0.0,0.0,0.006974,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,prefix cache,lossy_summarize,true,,1,46.0,0.941244,1.0,0.0,0.2,0.0,0.0368,0.25212,0.182411,0.0,0.27,0.1776,0.09,0.0,-0.068432,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,prefix cache,summary_plus_pointer,true,,1,46.0,0.941244,1.0,0.0,0.2,0.0,0.029644,0.20628,0.147666,0.0,0.378,0.3624,0.016,0.0,-0.374552,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,prefix cache,offload_full,true,,1,46.0,0.941244,1.0,0.0,0.2,0.0,0.041911,0.12606,0.095548,0.0,0.6075,0.1998,0.006,0.0,-0.552243,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,prefix cache,recompute_on_demand,true,,1,46.0,0.941244,1.0,0.0,0.2,0.0,0.044978,0.06876,0.078176,0.0,0.972,0.0888,0.032,0.0,-0.903529,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,tool output,keep_hot,true,,3,237.0,0.942933,0.877778,1.0,0.92,0.473684,0.0,0.0,0.0,0.0,0.0,0.03012,0.0,0.0,-0.03012,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,tool output,lossless_compress,true,,3,237.0,0.942933,0.877778,1.0,0.92,0.473684,0.100067,0.176038,0.14812,0.0,0.236667,0.1506,0.0,0.0,0.031248,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,tool output,lossy_summarize,false,lossy_without_replay_safe_pointer,3,237.0,0.942933,0.877778,1.0,0.92,0.473684,0.1896,0.25819,0.207368,0.0,0.315556,0.24096,0.217895,0.8536,-999.0,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,tool output,summary_plus_pointer,true,,3,237.0,0.942933,0.877778,1.0,0.92,0.473684,0.152733,0.211246,0.167869,0.664,0.441778,0.45744,0.038737,0.06208,0.187098,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,tool output,offload_full,true,,3,237.0,0.942933,0.877778,1.0,0.92,0.473684,0.215933,0.129095,0.108621,0.0,0.71,0.27108,0.014526,0.0,-0.55428,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,tool output,recompute_on_demand,true,,3,237.0,0.942933,0.877778,1.0,0.92,0.473684,0.231733,0.070415,0.088872,0.0,1.136,0.12048,0.077474,0.18624,-1.142398,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,trajectory log,keep_hot,true,,4,156.0,0.936883,0.908333,1.0,0.92,0.347826,0.0,0.0,0.0,0.0,0.0,0.03012,0.0,0.0,-0.03012,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,trajectory log,lossless_compress,true,,4,156.0,0.936883,0.908333,1.0,0.92,0.347826,0.065867,0.17113,0.14056,0.0,0.24125,0.1506,0.0,0.0,-0.018451,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,trajectory log,lossy_summarize,false,lossy_without_replay_safe_pointer,4,156.0,0.936883,0.908333,1.0,0.92,0.347826,0.1248,0.250991,0.196784,0.0,0.321667,0.24096,0.27,0.8536,-999.0,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,trajectory log,summary_plus_pointer,true,,4,156.0,0.936883,0.908333,1.0,0.92,0.347826,0.100533,0.205356,0.159301,0.664,0.450333,0.45744,0.048,0.06208,0.104992,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,trajectory log,offload_full,true,,4,156.0,0.936883,0.908333,1.0,0.92,0.347826,0.142133,0.125495,0.103077,0.1656,0.72375,0.27108,0.018,0.0,-0.485495,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,trajectory log,recompute_on_demand,true,,4,156.0,0.936883,0.908333,1.0,0.92,0.347826,0.152533,0.068452,0.084336,0.0,1.158,0.12048,0.096,0.18624,-1.265026,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,verifier state,keep_hot,true,,3,168.0,0.911067,0.816667,1.0,0.92,0.428571,0.0,0.0,0.0,0.0,0.0,0.03012,0.0,0.0,-0.03012,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,verifier state,lossless_compress,true,,3,168.0,0.911067,0.816667,1.0,0.92,0.428571,0.070933,0.15533,0.14168,0.0,0.2275,0.1506,0.0,0.0,-0.016465,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,verifier state,lossy_summarize,false,lossy_without_replay_safe_pointer,3,168.0,0.911067,0.816667,1.0,0.92,0.428571,0.1344,0.227817,0.198352,0.0,0.303333,0.24096,0.236572,0.8536,-999.0,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,verifier state,summary_plus_pointer,true,,3,168.0,0.911067,0.816667,1.0,0.92,0.428571,0.108267,0.186396,0.160571,0.664,0.424667,0.45744,0.042057,0.06208,0.123361,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,verifier state,offload_full,true,,3,168.0,0.911067,0.816667,1.0,0.92,0.428571,0.153067,0.113909,0.103899,0.0,0.6825,0.27108,0.015771,0.0,-0.61209,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,verifier state,recompute_on_demand,true,,3,168.0,0.911067,0.816667,1.0,0.92,0.428571,0.164267,0.062132,0.085008,0.0,1.092,0.12048,0.084114,0.18624,-1.186037,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,weights,keep_hot,true,,1,912.0,1.152933,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,0.0,0.0,-0.0222,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,weights,lossless_compress,true,,1,912.0,1.152933,0.7,0.0,0.2,0.0,0.385067,0.21126,0.21112,0.0,0.1575,0.111,0.0,0.0,0.597836,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,weights,lossy_summarize,false,lossy_changes_exact_model_or_continuation_state,1,912.0,1.152933,0.7,0.0,0.2,0.0,0.7296,0.309848,0.295568,0.0,0.21,0.1776,0.09,0.0,-999.0,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,weights,summary_plus_pointer,true,,1,912.0,1.152933,0.7,0.0,0.2,0.0,0.587733,0.253512,0.239269,0.0,0.294,0.3624,0.016,0.0,0.497998,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,weights,offload_full,true,,1,912.0,1.152933,0.7,0.0,0.2,0.0,0.830933,0.154924,0.154821,0.0,0.4725,0.1998,0.006,0.0,0.589456,C_trajectory_dag_memory_fabric,synthetic
multi-agent branch/merge,weights,recompute_on_demand,true,,1,912.0,1.152933,0.7,0.0,0.2,0.0,0.891733,0.084504,0.126672,0.0,0.756,0.0888,0.032,0.0,0.362485,C_trajectory_dag_memory_fabric,synthetic
single-turn chat control,KV cache,keep_hot,true,,1,22.0,0.417878,0.483333,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,0.0,0.0,-0.0222,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,KV cache,lossless_compress,true,,1,22.0,0.417878,0.483333,0.0,0.2,0.0,0.009289,0.081345,0.045733,0.0,0.125,0.111,0.0,0.0,-0.10504,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,KV cache,lossy_summarize,false,lossy_changes_exact_model_or_continuation_state,1,22.0,0.417878,0.483333,0.0,0.2,0.0,0.0176,0.119306,0.064027,0.0,0.166667,0.1776,0.09,0.0,-999.0,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,KV cache,summary_plus_pointer,true,,1,22.0,0.417878,0.483333,0.0,0.2,0.0,0.014178,0.097614,0.051831,0.0,0.233333,0.3624,0.016,0.0,-0.456364,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,KV cache,offload_full,true,,1,22.0,0.417878,0.483333,0.0,0.2,0.0,0.020044,0.059653,0.033538,0.0,0.375,0.1998,0.006,0.0,-0.479233,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,KV cache,recompute_on_demand,true,,1,22.0,0.417878,0.483333,0.0,0.2,0.0,0.021511,0.032538,0.02744,0.0,0.6,0.0888,0.032,0.0,-0.651833,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,intermediate scratch,keep_hot,true,,1,32.0,0.417822,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,0.0,0.0,-0.0222,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,intermediate scratch,lossless_compress,true,,1,32.0,0.417822,0.0,0.0,0.2,0.0,0.013511,0.0,0.046067,0.0,0.0525,0.111,0.0,0.0,-0.111788,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,intermediate scratch,lossy_summarize,true,,1,32.0,0.417822,0.0,0.0,0.2,0.0,0.0256,0.0,0.064493,0.0,0.07,0.1776,0.09,0.0,-0.26241,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,intermediate scratch,summary_plus_pointer,true,,1,32.0,0.417822,0.0,0.0,0.2,0.0,0.020622,0.0,0.052209,0.0,0.098,0.3624,0.016,0.0,-0.415575,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,intermediate scratch,offload_full,true,,1,32.0,0.417822,0.0,0.0,0.2,0.0,0.029156,0.0,0.033782,0.0,0.1575,0.1998,0.006,0.0,-0.317336,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,intermediate scratch,recompute_on_demand,true,,1,32.0,0.417822,0.0,0.0,0.2,0.0,0.031289,0.0,0.02764,0.0,0.252,0.0888,0.032,0.0,-0.332087,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,prefix cache,keep_hot,true,,1,44.0,0.425756,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,0.0,0.0,-0.0222,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,prefix cache,lossless_compress,true,,1,44.0,0.425756,0.0,0.0,0.2,0.0,0.018578,0.0,0.046467,0.0,0.0525,0.111,0.0,0.0,-0.109124,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,prefix cache,lossy_summarize,true,,1,44.0,0.425756,0.0,0.0,0.2,0.0,0.0352,0.0,0.065053,0.0,0.07,0.1776,0.09,0.0,-0.25756,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,prefix cache,summary_plus_pointer,true,,1,44.0,0.425756,0.0,0.0,0.2,0.0,0.028356,0.0,0.052662,0.0,0.098,0.3624,0.016,0.0,-0.411665,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,prefix cache,offload_full,true,,1,44.0,0.425756,0.0,0.0,0.2,0.0,0.040089,0.0,0.034076,0.0,0.1575,0.1998,0.006,0.0,-0.312156,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,prefix cache,recompute_on_demand,true,,1,44.0,0.425756,0.0,0.0,0.2,0.0,0.043022,0.0,0.02788,0.0,0.252,0.0888,0.032,0.0,-0.326603,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,weights,keep_hot,true,,1,908.0,0.639456,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,0.0,0.0,-0.0222,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,weights,lossless_compress,true,,1,908.0,0.639456,0.7,0.0,0.2,0.0,0.383378,0.21084,0.075267,0.0,0.1575,0.111,0.0,0.0,0.26276,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,weights,lossy_summarize,false,lossy_changes_exact_model_or_continuation_state,1,908.0,0.639456,0.7,0.0,0.2,0.0,0.7264,0.309232,0.105373,0.0,0.21,0.1776,0.09,0.0,-999.0,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,weights,summary_plus_pointer,true,,1,908.0,0.639456,0.7,0.0,0.2,0.0,0.585156,0.253008,0.085302,0.0,0.294,0.3624,0.016,0.0,0.040091,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,weights,offload_full,true,,1,908.0,0.639456,0.7,0.0,0.2,0.0,0.827289,0.154616,0.055196,0.0,0.4725,0.1998,0.006,0.0,0.060526,A_conventional_request_model_kv_serving,synthetic
single-turn chat control,weights,recompute_on_demand,true,,1,908.0,0.639456,0.7,0.0,0.2,0.0,0.887822,0.084336,0.04516,0.0,0.756,0.0888,0.032,0.0,-0.179581,A_conventional_request_model_kv_serving,synthetic
verification-heavy,KV cache,keep_hot,true,,1,26.0,0.923856,0.85,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,0.0,0.0,-0.0222,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,KV cache,lossless_compress,true,,1,26.0,0.923856,0.85,0.0,0.2,0.0,0.010978,0.143565,0.128427,0.0,0.18,0.111,0.0,0.0,-0.008866,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,KV cache,lossy_summarize,false,lossy_changes_exact_model_or_continuation_state,1,26.0,0.923856,0.85,0.0,0.2,0.0,0.0208,0.210562,0.179797,0.0,0.24,0.1776,0.09,0.0,-999.0,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,KV cache,summary_plus_pointer,true,,1,26.0,0.923856,0.85,0.0,0.2,0.0,0.016756,0.172278,0.14555,0.0,0.336,0.3624,0.016,0.0,-0.381092,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,KV cache,offload_full,true,,1,26.0,0.923856,0.85,0.0,0.2,0.0,0.023689,0.105281,0.09418,0.0,0.54,0.1998,0.006,0.0,-0.524454,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,KV cache,recompute_on_demand,true,,1,26.0,0.923856,0.85,0.0,0.2,0.0,0.025422,0.057426,0.077056,0.0,0.864,0.0888,0.032,0.0,-0.826832,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,branch state,keep_hot,true,,3,212.0,0.921822,0.755556,1.0,0.92,0.315789,0.0,0.0,0.0,0.0,0.0,0.03012,0.0,0.0,-0.03012,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,branch state,lossless_compress,true,,3,212.0,0.921822,0.755556,1.0,0.92,0.315789,0.089511,0.148693,0.145787,0.0,0.218333,0.1506,0.0,0.0,0.00806,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,branch state,lossy_summarize,false,lossy_without_replay_safe_pointer,3,212.0,0.921822,0.755556,1.0,0.92,0.315789,0.1696,0.218084,0.204101,0.0,0.291111,0.24096,0.283263,0.8536,-999.0,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,branch state,summary_plus_pointer,true,,3,212.0,0.921822,0.755556,1.0,0.92,0.315789,0.136622,0.178432,0.165225,0.664,0.407556,0.45744,0.050358,0.06208,0.156165,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,branch state,offload_full,true,,3,212.0,0.921822,0.755556,1.0,0.92,0.315789,0.193156,0.109042,0.10691,0.0,0.655,0.27108,0.018884,0.0,-0.550957,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,branch state,recompute_on_demand,true,,3,212.0,0.921822,0.755556,1.0,0.92,0.315789,0.207289,0.059477,0.087472,0.0,1.048,0.12048,0.100716,0.18624,-1.117403,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,tool output,keep_hot,true,,3,232.0,0.917544,0.694444,1.0,0.92,0.5625,0.0,0.0,0.0,0.0,0.0,0.03012,0.0,0.0,-0.03012,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,tool output,lossless_compress,true,,3,232.0,0.917544,0.694444,1.0,0.92,0.5625,0.097956,0.13875,0.147653,0.0,0.209167,0.1506,0.0,0.0,0.016515,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,tool output,lossy_summarize,false,lossy_without_replay_safe_pointer,3,232.0,0.917544,0.694444,1.0,0.92,0.5625,0.1856,0.2035,0.206715,0.0,0.278889,0.24096,0.181125,0.8536,-999.0,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,tool output,summary_plus_pointer,true,,3,232.0,0.917544,0.694444,1.0,0.92,0.5625,0.149511,0.1665,0.16734,0.664,0.390444,0.45744,0.0322,0.06208,0.192859,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,tool output,offload_full,true,,3,232.0,0.917544,0.694444,1.0,0.92,0.5625,0.211378,0.10175,0.108279,0.0,0.6275,0.27108,0.012075,0.0,-0.506677,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,tool output,recompute_on_demand,true,,3,232.0,0.917544,0.694444,1.0,0.92,0.5625,0.226844,0.0555,0.088592,0.0,1.004,0.12048,0.0644,0.18624,-1.022888,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,trajectory log,keep_hot,true,,3,122.0,0.902322,0.755556,1.0,0.92,0.4,0.0,0.0,0.0,0.0,0.0,0.03012,0.0,0.0,-0.03012,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,trajectory log,lossless_compress,true,,3,122.0,0.902322,0.755556,1.0,0.92,0.4,0.051511,0.138493,0.137387,0.0,0.218333,0.1506,0.0,0.0,-0.046574,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,trajectory log,lossy_summarize,false,lossy_without_replay_safe_pointer,3,122.0,0.902322,0.755556,1.0,0.92,0.4,0.0976,0.203124,0.192341,0.0,0.291111,0.24096,0.2484,0.8536,-999.0,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,trajectory log,summary_plus_pointer,true,,3,122.0,0.902322,0.755556,1.0,0.92,0.4,0.078622,0.166192,0.155705,0.664,0.407556,0.45744,0.04416,0.06208,0.085604,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,trajectory log,offload_full,true,,3,122.0,0.902322,0.755556,1.0,0.92,0.4,0.111156,0.101562,0.10075,0.1656,0.655,0.27108,0.01656,0.0,-0.47443,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,trajectory log,recompute_on_demand,true,,3,122.0,0.902322,0.755556,1.0,0.92,0.4,0.119289,0.055397,0.082432,0.0,1.048,0.12048,0.08832,0.18624,-1.197574,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,verifier state,keep_hot,true,,4,220.0,0.872528,0.5875,1.0,0.92,0.521739,0.0,0.0,0.0,0.0,0.0,0.03012,0.0,0.0,-0.03012,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,verifier state,lossless_compress,true,,4,220.0,0.872528,0.5875,1.0,0.92,0.521739,0.092889,0.116325,0.146533,0.0,0.193125,0.1506,0.0,0.0,0.000181,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,verifier state,lossy_summarize,false,lossy_without_replay_safe_pointer,4,220.0,0.872528,0.5875,1.0,0.92,0.521739,0.176,0.17061,0.205147,0.0,0.2575,0.24096,0.198,0.8536,-999.0,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,verifier state,summary_plus_pointer,true,,4,220.0,0.872528,0.5875,1.0,0.92,0.521739,0.141778,0.13959,0.166071,0.664,0.3605,0.45744,0.0352,0.06208,0.178146,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,verifier state,offload_full,true,,4,220.0,0.872528,0.5875,1.0,0.92,0.521739,0.200444,0.085305,0.107458,0.0,0.579375,0.27108,0.0132,0.0,-0.495999,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,verifier state,recompute_on_demand,true,,4,220.0,0.872528,0.5875,1.0,0.92,0.521739,0.215111,0.04653,0.08792,0.0,0.927,0.12048,0.0704,0.18624,-0.98198,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,weights,keep_hot,true,,1,909.0,1.1497,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,0.0,0.0,-0.0222,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,weights,lossless_compress,true,,1,909.0,1.1497,0.7,0.0,0.2,0.0,0.3838,0.210945,0.21084,0.0,0.1575,0.111,0.0,0.0,0.59454,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,weights,lossy_summarize,false,lossy_changes_exact_model_or_continuation_state,1,909.0,1.1497,0.7,0.0,0.2,0.0,0.7272,0.309386,0.295176,0.0,0.21,0.1776,0.09,0.0,-999.0,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,weights,summary_plus_pointer,true,,1,909.0,1.1497,0.7,0.0,0.2,0.0,0.5858,0.253134,0.238952,0.0,0.294,0.3624,0.016,0.0,0.49318,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,weights,offload_full,true,,1,909.0,1.1497,0.7,0.0,0.2,0.0,0.8282,0.154693,0.154616,0.0,0.4725,0.1998,0.006,0.0,0.583191,C_trajectory_dag_memory_fabric,synthetic
verification-heavy,weights,recompute_on_demand,true,,1,909.0,1.1497,0.7,0.0,0.2,0.0,0.8888,0.084378,0.126504,0.0,0.756,0.0888,0.032,0.0,0.355935,C_trajectory_dag_memory_fabric,synthetic
