n,trial,k,normalized_trace,tree_moment,centered_trace,seed
220,0,6,251.55454545454552,232,19.55454545454552,20260516
220,0,7,81.27272727272694,0,81.27272727272694,20260516
220,0,8,2396.409090909091,2092,304.409090909091,20260516
220,0,9,1301.518181818176,0,1301.518181818176,20260516
220,0,10,24658.763636363637,19864,4794.7636363636375,20260516
220,1,1,0.02727272727272727,0,0.02727272727272727,20260516
220,1,2,4.081818181818182,4,0.08181818181818201,20260516
220,1,3,0.40909090909090806,0,0.40909090909090806,20260516
220,1,4,29.390909090909094,28,1.3909090909090942,20260516
220,1,5,6.481818181818157,0,6.481818181818157,20260516
220,1,6,253.51818181818194,232,21.518181818181944,20260516
220,1,7,99.49090909090903,0,99.49090909090903,20260516
220,1,8,2421.2454545454566,2092,329.2454545454566,20260516
220,1,9,1512.7363636363648,0,1512.7363636363648,20260516
220,1,10,24956.718181818225,19864,5092.718181818225,20260516
220,2,1,0.00909090909090922,0,0.00909090909090922,20260516
220,2,2,4.081818181818182,4,0.08181818181818201,20260516
220,2,3,0.14545454545454442,0,0.14545454545454442,20260516
220,2,4,29.354545454545455,28,1.3545454545454554,20260516
220,2,5,2.9181818181818016,0,2.9181818181818016,20260516
220,2,6,253.16363636363639,232,21.163636363636385,20260516
220,2,7,55.881818181818446,0,55.881818181818446,20260516
220,2,8,2421.4272727272737,2092,329.4272727272737,20260516
220,2,9,999.1454545454599,0,999.1454545454599,20260516
220,2,10,25009.263636363663,19864,5145.263636363663,20260516
220,3,1,0.018181818181818053,0,0.018181818181818053,20260516
220,3,2,4.127272727272727,4,0.12727272727272698,20260516
220,3,3,0.34545454545454546,0,0.34545454545454546,20260516
220,3,4,30.163636363636364,28,2.163636363636364,20260516
220,3,5,5.290909090909066,0,5.290909090909066,20260516
220,3,6,264.0909090909091,232,32.09090909090912,20260516
220,3,7,79.81818181818161,0,79.81818181818161,20260516
220,3,8,2558.818181818182,2092,466.818181818182,20260516
220,3,9,1223.8545454545413,0,1223.8545454545413,20260516
220,3,10,26690.854545454546,19864,6826.854545454546,20260516
220,4,1,0.00909090909090922,0,0.00909090909090922,20260516
220,4,2,4.027272727272727,4,0.027272727272727337,20260516
220,4,3,0.2,0,0.2,20260516
220,4,4,28.75454545454546,28,0.7545454545454611,20260516
220,4,5,3.1909090909090994,0,3.1909090909090994,20260516
220,4,6,246.94545454545468,232,14.94545454545468,20260516
220,4,7,52.31818181818215,0,52.31818181818215,20260516
220,4,8,2358.5000000000027,2092,266.50000000000273,20260516
220,4,9,879.1727272727347,0,879.1727272727347,20260516
220,4,10,24389.754545454598,19864,4525.754545454598,20260516
220,5,1,-1.291895883200182e-16,0,-1.291895883200182e-16,20260516
220,5,2,4.072727272727272,4,0.07272727272727231,20260516
220,5,3,0.13636363636363533,0,0.13636363636363533,20260516
220,5,4,29.27272727272727,28,1.2727272727272698,20260516
220,5,5,3.3636363636363553,0,3.3636363636363553,20260516
220,5,6,252.1181818181818,232,20.118181818181796,20260516
220,5,7,62.80909090909078,0,62.80909090909078,20260516
220,5,8,2404.618181818181,2092,312.6181818181808,20260516
220,5,9,1080.545454545453,0,1080.545454545453,20260516
220,5,10,24745.89090909089,19864,4881.890909090889,20260516
220,6,1,0.01818181818181844,0,0.01818181818181844,20260516
220,6,2,4.0181818181818185,4,0.01818181818181852,20260516
220,6,3,0.2636363636363657,0,0.2636363636363657,20260516
220,6,4,28.563636363636363,28,0.5636363636363626,20260516
220,6,5,4.563636363636405,0,4.563636363636405,20260516
220,6,6,244.48181818181826,232,12.481818181818255,20260516
220,6,7,77.20909090909137,0,77.20909090909137,20260516
220,6,8,2329.3636363636374,2092,237.3636363636374,20260516
220,6,9,1269.836363636371,0,1269.836363636371,20260516
220,6,10,24051.200000000023,19864,4187.200000000023,20260516
220,7,1,0.036363636363636494,0,0.036363636363636494,20260516
220,7,2,4.127272727272728,4,0.12727272727272787,20260516
220,7,3,0.500000000000001,0,0.500000000000001,20260516
220,7,4,30.054545454545462,28,2.054545454545462,20260516
220,7,5,6.8545454545454625,0,6.8545454545454625,20260516
220,7,6,261.5545454545455,232,29.55454545454552,20260516
220,7,7,97.78181818181805,0,97.78181818181805,20260516
220,7,8,2517.1818181818176,2092,425.18181818181756,20260516
220,7,9,1440.3363636363595,0,1440.3363636363595,20260516
220,7,10,26093.399999999976,19864,6229.399999999976,20260516
220,8,1,0.00909090909090922,0,0.00909090909090922,20260516
220,8,2,4.118181818181818,4,0.11818181818181817,20260516
220,8,3,0.2272727272727314,0,0.2272727272727314,20260516
220,8,4,29.97272727272728,28,1.9727272727272798,20260516
220,8,5,4.327272727272785,0,4.327272727272785,20260516
220,8,6,261.84545454545463,232,29.84545454545463,20260516
220,8,7,74.20909090909177,0,74.20909090909177,20260516
220,8,8,2532.08181818182,2092,440.0818181818199,20260516
220,8,9,1220.4636363636507,0,1220.4636363636507,20260516
220,8,10,26355.61818181821,19864,6491.6181818182085,20260516
220,9,1,0.036363636363636494,0,0.036363636363636494,20260516
220,9,2,4.072727272727271,4,0.07272727272727142,20260516
220,9,3,0.44545454545454544,0,0.44545454545454544,20260516
220,9,4,29.490909090909074,28,1.4909090909090743,20260516
220,9,5,6.263636363636372,0,6.263636363636372,20260516
220,9,6,256.5909090909089,232,24.590909090908895,20260516
220,9,7,91.67272727272734,0,91.67272727272734,20260516
220,9,8,2476.2545454545416,2092,384.2545454545416,20260516
220,9,9,1379.572727272724,0,1379.572727272724,20260516
220,9,10,25776.754545454478,19864,5912.754545454478,20260516
220,10,1,0.045454545454545456,0,0.045454545454545456,20260516
220,10,2,4.1,4,0.09999999999999964,20260516
220,10,3,0.6727272727272717,0,0.6727272727272717,20260516
220,10,4,29.518181818181823,28,1.518181818181823,20260516
220,10,5,9.363636363636338,0,9.363636363636338,20260516
220,10,6,255.2545454545456,232,23.254545454545593,20260516
220,10,7,132.02727272727228,0,132.02727272727228,20260516
220,10,8,2452.3545454545474,2092,360.3545454545474,20260516
220,10,9,1890.1818181818119,0,1890.1818181818119,20260516
220,10,10,25471.690909090936,19864,5607.690909090936,20260516
220,11,1,0.0,0,0.0,20260516
220,11,2,4.072727272727273,4,0.0727272727272732,20260516
220,11,3,0.05454545454545558,0,0.05454545454545558,20260516
220,11,4,29.309090909090905,28,1.309090909090905,20260516
220,11,5,1.8181818181818017,0,1.8181818181818017,20260516
220,11,6,253.01818181818172,232,21.018181818181716,20260516
220,11,7,40.98181818181772,0,40.98181818181772,20260516
220,11,8,2420.50909090909,2092,328.50909090909,20260516
220,11,9,796.8818181818114,0,796.8818181818114,20260516
220,11,10,24986.799999999977,19864,5122.799999999977,20260516
220,12,1,0.045454545454545324,0,0.045454545454545324,20260516
220,12,2,4.1,4,0.09999999999999964,20260516
220,12,3,0.5363636363636354,0,0.5363636363636354,20260516
220,12,4,29.66363636363636,28,1.6636363636363605,20260516
220,12,5,7.409090909090901,0,7.409090909090901,20260516
220,12,6,257.1363636363637,232,25.136363636363683,20260516
220,12,7,106.827272727273,0,106.827272727273,20260516
220,12,8,2468.5727272727295,2092,376.5727272727295,20260516
220,12,9,1576.600000000009,0,1576.600000000009,20260516
220,12,10,25567.190909090947,19864,5703.190909090947,20260516
220,13,1,0.03636363636363624,0,0.03636363636363624,20260516
220,13,2,4.090909090909092,4,0.09090909090909172,20260516
220,13,3,0.4454545454545465,0,0.4454545454545465,20260516
220,13,4,29.618181818181828,28,1.618181818181828,20260516
220,13,5,5.7636363636363805,0,5.7636363636363805,20260516
220,13,6,256.39090909090925,232,24.390909090909247,20260516
220,13,7,80.79090909090955,0,80.79090909090955,20260516
220,13,8,2457.3272727272747,2092,365.3272727272747,20260516
220,13,9,1202.6000000000079,0,1202.6000000000079,20260516
220,13,10,25403.636363636397,19864,5539.636363636397,20260516
220,14,1,0.045454545454545324,0,0.045454545454545324,20260516
220,14,2,4.081818181818181,4,0.08181818181818112,20260516
220,14,3,0.6181818181818151,0,0.6181818181818151,20260516
220,14,4,29.827272727272724,28,1.8272727272727245,20260516
220,14,5,8.318181818181769,0,8.318181818181769,20260516
220,14,6,261.45454545454527,232,29.45454545454527,20260516
220,14,7,115.67272727272655,0,115.67272727272655,20260516
220,14,8,2534.918181818178,2092,442.9181818181778,20260516
220,14,9,1657.7636363636236,0,1657.7636363636236,20260516
220,14,10,26452.35454545447,19864,6588.354545454469,20260516
220,15,1,0.01818181818181844,0,0.01818181818181844,20260516
220,15,2,4.072727272727274,4,0.07272727272727408,20260516
220,15,3,0.3181818181818213,0,0.3181818181818213,20260516
220,15,4,29.345454545454558,28,1.3454545454545581,20260516
220,15,5,5.381818181818207,0,5.381818181818207,20260516
220,15,6,254.08181818181825,232,22.08181818181825,20260516
220,15,7,87.70909090909097,0,87.70909090909097,20260516
220,15,8,2438.8,2092,346.8000000000002,20260516
220,15,9,1386.9727272727257,0,1386.9727272727257,20260516
220,15,10,25248.527272727246,19864,5384.527272727246,20260516
220,16,1,0.045454545454545456,0,0.045454545454545456,20260516
220,16,2,4.118181818181817,4,0.11818181818181728,20260516
220,16,3,0.5363636363636364,0,0.5363636363636364,20260516
220,16,4,29.75454545454545,28,1.7545454545454504,20260516
220,16,5,6.954545454545438,0,6.954545454545438,20260516
220,16,6,256.9363636363635,232,24.936363636363524,20260516
220,16,7,97.28181818181791,0,97.28181818181791,20260516
220,16,8,2456.372727272725,2092,364.3727272727251,20260516
220,16,9,1426.3818181818112,0,1426.3818181818112,20260516
220,16,10,25342.663636363584,19864,5478.663636363584,20260516
220,17,1,0.00909090909090909,0,0.00909090909090909,20260516
220,17,2,4.063636363636364,4,0.06363636363636438,20260516
220,17,3,0.2545454545454556,0,0.2545454545454556,20260516
220,17,4,29.227272727272737,28,1.2272727272727373,20260516
220,17,5,4.690909090909099,0,4.690909090909099,20260516
220,17,6,252.65454545454566,232,20.654545454545655,20260516
220,17,7,76.37272727272753,0,76.37272727272753,20260516
220,17,8,2425.0818181818213,2092,333.0818181818213,20260516
220,17,9,1213.8636363636438,0,1213.8636363636438,20260516
220,17,10,25148.472727272787,19864,5284.472727272787,20260516
220,18,1,0.02727272727272727,0,0.02727272727272727,20260516
220,18,2,4.045454545454546,4,0.04545454545454586,20260516
220,18,3,0.3272727272727252,0,0.3272727272727252,20260516
220,18,4,29.06363636363636,28,1.063636363636359,20260516
220,18,5,4.845454545454504,0,4.845454545454504,20260516
220,18,6,251.54545454545442,232,19.54545454545442,20260516
220,18,7,77.34545454545369,0,77.34545454545369,20260516
220,18,8,2420.4090909090887,2092,328.4090909090887,20260516
220,18,9,1243.96363636362,0,1243.96363636362,20260516
220,18,10,25177.13636363632,19864,5313.13636363632,20260516
220,19,1,2.583791766400364e-16,0,2.583791766400364e-16,20260516
220,19,2,4.127272727272727,4,0.12727272727272698,20260516
220,19,3,0.05454545454545558,0,0.05454545454545558,20260516
220,19,4,29.945454545454552,28,1.9454545454545524,20260516
220,19,5,2.1363636363636775,0,2.1363636363636775,20260516
220,19,6,260.98181818181826,232,28.981818181818255,20260516
220,19,7,48.872727272727865,0,48.872727272727865,20260516
220,19,8,2525.072727272728,2092,433.0727272727281,20260516
220,19,9,933.6000000000096,0,933.6000000000096,20260516
220,19,10,26377.99090909092,19864,6513.9909090909205,20260516
220,20,1,0.027272727272727403,0,0.027272727272727403,20260516
220,20,2,4.081818181818181,4,0.08181818181818112,20260516
220,20,3,0.3545454545454525,0,0.3545454545454525,20260516
220,20,4,29.354545454545438,28,1.3545454545454376,20260516
220,20,5,5.072727272727256,0,5.072727272727256,20260516
220,20,6,253.62727272727247,232,21.62727272727247,20260516
220,20,7,75.56363636363609,0,75.56363636363609,20260516
220,20,8,2432.3363636363606,2092,340.3363636363606,20260516
220,20,9,1166.9999999999964,0,1166.9999999999964,20260516
220,20,10,25190.581818181778,19864,5326.581818181778,20260516
220,21,1,0.009090909090908962,0,0.009090909090908962,20260516
220,21,2,4.118181818181819,4,0.11818181818181905,20260516
220,21,3,0.2818181818181808,0,0.2818181818181808,20260516
220,21,4,30.04545454545455,28,2.0454545454545503,20260516
220,21,5,4.463636363636347,0,4.463636363636347,20260516
220,21,6,263.2090909090909,232,31.20909090909089,20260516
220,21,7,71.02727272727213,0,71.02727272727213,20260516
220,21,8,2558.4090909090905,2092,466.40909090909054,20260516
220,21,9,1151.62727272726,0,1151.62727272726,20260516
220,21,10,26827.84545454543,19864,6963.84545454543,20260516
220,22,1,0.02727272727272727,0,0.02727272727272727,20260516
220,22,2,4.081818181818182,4,0.08181818181818201,20260516
220,22,3,0.5181818181818172,0,0.5181818181818172,20260516
220,22,4,29.427272727272733,28,1.427272727272733,20260516
220,22,5,7.4363636363636525,0,7.4363636363636525,20260516
220,22,6,254.33636363636367,232,22.33636363636367,20260516
220,22,7,105.34545454545481,0,105.34545454545481,20260516
220,22,8,2434.4454545454555,2092,342.4454545454555,20260516
220,22,9,1527.981818181824,0,1527.981818181824,20260516
220,22,10,25125.400000000016,19864,5261.400000000016,20260516
220,23,1,0.018181818181818053,0,0.018181818181818053,20260516
220,23,2,4.036363636363636,4,0.036363636363636154,20260516
220,23,3,0.3181818181818182,0,0.3181818181818182,20260516
220,23,4,29.127272727272718,28,1.127272727272718,20260516
220,23,5,4.9272727272727606,0,4.9272727272727606,20260516
220,23,6,252.6818181818181,232,20.6818181818181,20260516
220,23,7,77.01818181818241,0,77.01818181818241,20260516
220,23,8,2431.163636363636,2092,339.1636363636362,20260516
220,23,9,1216.1363636363726,0,1216.1363636363726,20260516
220,23,10,25239.036363636373,19864,5375.036363636373,20260516
320,0,1,0.018750000000000176,0,0.018750000000000176,20260516
320,0,2,4.04375,4,0.04375000000000018,20260516
320,0,3,0.2625,0,0.2625,20260516
320,0,4,28.84375,28,0.84375,20260516
320,0,5,3.956250000000017,0,3.956250000000017,20260516
320,0,6,246.4625,232,14.462500000000006,20260516
320,0,7,60.70000000000023,0,60.70000000000023,20260516
320,0,8,2325.4937500000005,2092,233.49375000000055,20260516
320,0,9,938.4562500000047,0,938.4562500000047,20260516
320,0,10,23549.16875000003,19864,3685.16875000003,20260516
320,1,1,0.012500000000000178,0,0.012500000000000178,20260516
320,1,2,4.0625,4,0.0625,20260516
320,1,3,0.16250000000000142,0,0.16250000000000142,20260516
320,1,4,29.037500000000005,28,1.037500000000005,20260516
320,1,5,2.4500000000000055,0,2.4500000000000055,20260516
320,1,6,248.2625000000001,232,16.262500000000102,20260516
320,1,7,39.82500000000014,0,39.82500000000014,20260516
320,1,8,2343.137500000001,2092,251.13750000000118,20260516
320,1,9,665.20625,0,665.20625,20260516
320,1,10,23734.562500000007,19864,3870.5625000000073,20260516
320,2,1,0.006250000000000355,0,0.006250000000000355,20260516
320,2,2,4.0687500000000005,4,0.06875000000000053,20260516
320,2,3,0.1749999999999993,0,0.1749999999999993,20260516
320,2,4,29.14375,28,1.1437500000000007,20260516
320,2,5,3.131249999999966,0,3.131249999999966,20260516
320,2,6,249.4125,232,17.412499999999994,20260516
320,2,7,51.45624999999909,0,51.45624999999909,20260516
320,2,8,2354.793749999998,2092,262.793749999998,20260516
320,2,9,827.9499999999819,0,827.9499999999819,20260516
320,2,10,23855.19374999994,19864,3991.1937499999403,20260516
320,3,1,0.0,0,0.0,20260516
320,3,2,4.0375,4,0.037499999999999645,20260516
320,3,3,0.15000000000000213,0,0.15000000000000213,20260516
320,3,4,28.6375,28,0.6374999999999993,20260516
320,3,5,3.0625000000000226,0,3.0625000000000226,20260516
320,3,6,242.95,232,10.949999999999989,20260516
320,3,7,53.24375000000032,0,53.24375000000032,20260516
320,3,8,2277.8875000000007,2092,185.88750000000073,20260516
320,3,9,879.1125000000033,0,879.1125000000033,20260516
320,3,10,22959.600000000006,19864,3095.600000000006,20260516
320,4,1,0.01875,0,0.01875,20260516
320,4,2,4.106250000000001,4,0.10625000000000107,20260516
320,4,3,0.22500000000000142,0,0.22500000000000142,20260516
320,4,4,29.756250000000012,28,1.756250000000012,20260516
320,4,5,3.237500000000017,0,3.237500000000017,20260516
320,4,6,257.70000000000016,232,25.70000000000016,20260516
320,4,7,49.76250000000009,0,49.76250000000009,20260516
320,4,8,2460.9562500000025,2092,368.95625000000246,20260516
320,4,9,785.9812500000029,0,785.9812500000029,20260516
320,4,10,25184.700000000033,19864,5320.7000000000335,20260516
320,5,1,0.025,0,0.025,20260516
320,5,2,4.050000000000001,4,0.05000000000000071,20260516
320,5,3,0.3062499999999993,0,0.3062499999999993,20260516
320,5,4,28.900000000000006,28,0.9000000000000057,20260516
320,5,5,4.274999999999994,0,4.274999999999994,20260516
320,5,6,247.44375000000008,232,15.44375000000008,20260516
320,5,7,63.15625000000004,0,63.15625000000004,20260516
320,5,8,2345.1500000000015,2092,253.15000000000146,20260516
320,5,9,961.3375000000026,0,961.3375000000026,20260516
320,5,10,23898.17500000003,19864,4034.1750000000284,20260516
320,6,1,0.012499999999999822,0,0.012499999999999822,20260516
320,6,2,4.012499999999998,4,0.012499999999998401,20260516
320,6,3,0.19999999999999857,0,0.19999999999999857,20260516
320,6,4,28.362499999999976,28,0.36249999999997584,20260516
320,6,5,3.04375,0,3.04375,20260516
320,6,6,239.9249999999998,232,7.924999999999812,20260516
320,6,7,47.56875,0,47.56875,20260516
320,6,8,2243.162499999998,2092,151.1624999999981,20260516
320,6,9,758.1125000000008,0,758.1125000000008,20260516
320,6,10,22550.35624999999,19864,2686.35624999999,20260516
320,7,1,0.0062499999999998225,0,0.0062499999999998225,20260516
320,7,2,4.056250000000003,4,0.05625000000000302,20260516
320,7,3,0.13749999999999715,0,0.13749999999999715,20260516
320,7,4,28.906250000000018,28,0.9062500000000178,20260516
320,7,5,2.6624999999999432,0,2.6624999999999432,20260516
320,7,6,246.02499999999992,232,14.02499999999992,20260516
320,7,7,45.41874999999895,0,45.41874999999895,20260516
320,7,8,2309.4562499999956,2092,217.45624999999563,20260516
320,7,9,747.1937499999822,0,747.1937499999822,20260516
320,7,10,23267.7124999999,19864,3403.7124999998996,20260516
320,8,1,0.01875,0,0.01875,20260516
320,8,2,4.04375,4,0.04375000000000018,20260516
320,8,3,0.33749999999999647,0,0.33749999999999647,20260516
320,8,4,28.84374999999999,28,0.8437499999999893,20260516
320,8,5,4.9562499999999545,0,4.9562499999999545,20260516
320,8,6,246.08749999999992,232,14.08749999999992,20260516
320,8,7,71.3749999999994,0,71.3749999999994,20260516
320,8,8,2318.3937499999993,2092,226.39374999999927,20260516
320,8,9,1044.281249999992,0,1044.281249999992,20260516
320,8,10,23451.41874999999,19864,3587.41874999999,20260516
320,9,1,0.012499999999999822,0,0.012499999999999822,20260516
320,9,2,4.025,4,0.025000000000000355,20260516
320,9,3,0.21875000000000142,0,0.21875000000000142,20260516
320,9,4,28.650000000000006,28,0.6500000000000057,20260516
320,9,5,3.4812500000000055,0,3.4812500000000055,20260516
320,9,6,243.7437500000001,232,11.743750000000091,20260516
320,9,7,54.17500000000009,0,54.17500000000009,20260516
320,9,8,2286.900000000001,2092,194.900000000001,20260516
320,9,9,848.4125000000018,0,848.4125000000018,20260516
320,9,10,23023.18125000002,19864,3159.1812500000196,20260516
320,10,1,0.018750000000000176,0,0.018750000000000176,20260516
320,10,2,4.081250000000002,4,0.0812500000000016,20260516
320,10,3,0.24375000000000213,0,0.24375000000000213,20260516
320,10,4,29.381250000000016,28,1.3812500000000156,20260516
320,10,5,3.7062500000000456,0,3.7062500000000456,20260516
320,10,6,252.63125000000028,232,20.63125000000028,20260516
320,10,7,57.02500000000064,0,57.02500000000064,20260516
320,10,8,2393.7812500000045,2092,301.78125000000455,20260516
320,10,9,887.0812500000117,0,887.0812500000117,20260516
320,10,10,24306.643750000065,19864,4442.643750000065,20260516
320,11,1,0.00625,0,0.00625,20260516
320,11,2,4.018749999999999,4,0.018749999999998934,20260516
320,11,3,0.1,0,0.1,20260516
320,11,4,28.493749999999995,28,0.493749999999995,20260516
320,11,5,1.7250000000000114,0,1.7250000000000114,20260516
320,11,6,241.93749999999991,232,9.937499999999915,20260516
320,11,7,32.11875000000018,0,32.11875000000018,20260516
320,11,8,2269.6937499999995,2092,177.69374999999945,20260516
320,11,9,586.5625000000022,0,586.5625000000022,20260516
320,11,10,22876.987499999996,19864,3012.9874999999956,20260516
320,12,1,0.0125,0,0.0125,20260516
320,12,2,4.0625,4,0.0625,20260516
320,12,3,0.23750000000000285,0,0.23750000000000285,20260516
320,12,4,29.087500000000006,28,1.0875000000000057,20260516
320,12,5,3.7937500000000286,0,3.7937500000000286,20260516
320,12,6,248.78750000000008,232,16.78750000000008,20260516
320,12,7,58.98750000000041,0,58.98750000000041,20260516
320,12,8,2346.987500000001,2092,254.9875000000011,20260516
320,12,9,913.0062500000037,0,913.0062500000037,20260516
320,12,10,23754.28125000002,19864,3890.281250000018,20260516
320,13,1,0.0125,0,0.0125,20260516
320,13,2,4.0625,4,0.0625,20260516
320,13,3,0.20000000000000143,0,0.20000000000000143,20260516
320,13,4,29.012500000000006,28,1.0125000000000064,20260516
320,13,5,3.106250000000017,0,3.106250000000017,20260516
320,13,6,247.4000000000001,232,15.400000000000091,20260516
320,13,7,48.96875000000041,0,48.96875000000041,20260516
320,13,8,2327.5625000000014,2092,235.56250000000136,20260516
320,13,9,782.3000000000036,0,782.3000000000036,20260516
320,13,10,23508.093750000022,19864,3644.093750000022,20260516
320,14,1,0.03125,0,0.03125,20260516
320,14,2,4.08125,4,0.08124999999999982,20260516
320,14,3,0.40624999999999856,0,0.40624999999999856,20260516
320,14,4,29.38125,28,1.3812500000000014,20260516
320,14,5,5.343749999999983,0,5.343749999999983,20260516
320,14,6,252.78124999999994,232,20.781249999999943,20260516
320,14,7,73.88124999999972,0,73.88124999999972,20260516
320,14,8,2400.3812499999995,2092,308.38124999999945,20260516
320,14,9,1067.7499999999975,0,1067.7499999999975,20260516
320,14,10,24457.956249999992,19864,4593.956249999992,20260516
320,15,1,0.012499999999999822,0,0.012499999999999822,20260516
320,15,2,4.050000000000001,4,0.05000000000000071,20260516
320,15,3,0.2375,0,0.2375,20260516
320,15,4,28.95000000000001,28,0.95000000000001,20260516
320,15,5,3.7000000000000055,0,3.7000000000000055,20260516
320,15,6,247.27500000000018,232,15.275000000000176,20260516
320,15,7,57.36875000000018,0,57.36875000000018,20260516
320,15,8,2330.5500000000025,2092,238.55000000000246,20260516
320,15,9,894.8375000000058,0,894.8375000000058,20260516
320,15,10,23575.925000000043,19864,3711.925000000043,20260516
320,16,1,0.0125,0,0.0125,20260516
320,16,2,4.0625,4,0.0625,20260516
320,16,3,0.14375000000000213,0,0.14375000000000213,20260516
320,16,4,28.93749999999999,28,0.9374999999999893,20260516
320,16,5,2.4500000000000397,0,2.4500000000000397,20260516
320,16,6,246.03124999999972,232,14.031249999999716,20260516
320,16,7,43.23750000000064,0,43.23750000000064,20260516
320,16,8,2306.787499999996,2092,214.78749999999582,20260516
320,16,9,744.1062500000069,0,744.1062500000069,20260516
320,16,10,23210.74999999993,19864,3346.749999999931,20260516
320,17,1,1.7763568394002506e-16,0,1.7763568394002506e-16,20260516
320,17,2,3.999999999999999,4,-8.881784197001252e-16,20260516
320,17,3,0.11250000000000285,0,0.11250000000000285,20260516
320,17,4,28.375,28,0.375,20260516
320,17,5,2.3750000000000626,0,2.3750000000000626,20260516
320,17,6,241.2999999999999,232,9.299999999999898,20260516
320,17,7,42.43750000000114,0,42.43750000000114,20260516
320,17,8,2267.575,2092,175.57499999999982,20260516
320,17,9,723.993750000016,0,723.993750000016,20260516
320,17,10,22895.687500000007,19864,3031.6875000000073,20260516
320,18,1,0.006250000000000177,0,0.006250000000000177,20260516
320,18,2,4.05625,4,0.056250000000000355,20260516
320,18,3,0.15625000000000427,0,0.15625000000000427,20260516
320,18,4,29.00625,28,1.0062500000000014,20260516
320,18,5,2.4437500000000796,0,2.4437500000000796,20260516
320,18,6,248.21874999999994,232,16.218749999999943,20260516
320,18,7,38.85625000000141,0,38.85625000000141,20260516
320,18,8,2346.65625,2092,254.65625,20260516
320,18,9,636.6250000000218,0,636.6250000000218,20260516
320,18,10,23826.618750000005,19864,3962.618750000005,20260516
320,19,1,0.0,0,0.0,20260516
320,19,2,4.025,4,0.025000000000000355,20260516
320,19,3,0.07499999999999929,0,0.07499999999999929,20260516
320,19,4,28.675000000000004,28,0.6750000000000043,20260516
320,19,5,1.8437499999999887,0,1.8437499999999887,20260516
320,19,6,244.2125000000001,232,12.212500000000091,20260516
320,19,7,36.79375,0,36.79375,20260516
320,19,8,2295.275000000002,2092,203.2750000000019,20260516
320,19,9,669.0562500000015,0,669.0562500000015,20260516
320,19,10,23163.743750000034,19864,3299.743750000034,20260516
320,20,1,0.043749999999999824,0,0.043749999999999824,20260516
320,20,2,4.068750000000006,4,0.06875000000000586,20260516
320,20,3,0.49374999999999786,0,0.49374999999999786,20260516
320,20,4,29.1937500000001,28,1.193750000000101,20260516
320,20,5,6.106249999999994,0,6.106249999999994,20260516
320,20,6,250.59375000000153,232,18.593750000001535,20260516
320,20,7,80.10625000000032,0,80.10625000000032,20260516
320,20,8,2372.243750000021,2092,280.243750000021,20260516
320,20,9,1109.3500000000106,0,1109.3500000000106,20260516
320,20,10,24068.068750000286,19864,4204.068750000286,20260516
320,21,1,0.025,0,0.025,20260516
320,21,2,4.0875,4,0.08750000000000036,20260516
320,21,3,0.3437499999999993,0,0.3437499999999993,20260516
320,21,4,29.412500000000012,28,1.412500000000012,20260516
320,21,5,4.743749999999994,0,4.743749999999994,20260516
320,21,6,252.58125,232,20.58125000000001,20260516
320,21,7,68.18749999999991,0,68.18749999999991,20260516
320,21,8,2390.0125000000007,2092,298.0125000000007,20260516
320,21,9,1011.2687499999978,0,1011.2687499999978,20260516
320,21,10,24234.36875,19864,4370.3687500000015,20260516
320,22,1,0.01875,0,0.01875,20260516
320,22,2,4.03125,4,0.03125,20260516
320,22,3,0.24375000000000072,0,0.24375000000000072,20260516
320,22,4,28.681249999999988,28,0.6812499999999879,20260516
320,22,5,3.6749999999999887,0,3.6749999999999887,20260516
320,22,6,244.3312499999998,232,12.331249999999812,20260516
320,22,7,57.54999999999977,0,57.54999999999977,20260516
320,22,8,2298.131249999997,2092,206.13124999999718,20260516
320,22,9,905.699999999991,0,905.699999999991,20260516
320,22,10,23203.87499999995,19864,3339.874999999949,20260516
320,23,1,0.03125,0,0.03125,20260516
320,23,2,4.06875,4,0.06874999999999964,20260516
320,23,3,0.36874999999999714,0,0.36874999999999714,20260516
320,23,4,29.19375,28,1.1937500000000014,20260516
320,23,5,4.937499999999955,0,4.937499999999955,20260516
320,23,6,250.14375,232,18.14375000000001,20260516
320,23,7,69.72499999999941,0,69.72499999999941,20260516
320,23,8,2364.8437500000014,2092,272.84375000000136,20260516
320,23,9,1023.7249999999949,0,1023.7249999999949,20260516
320,23,10,23992.537500000035,19864,4128.537500000035,20260516
