mechanism,classification,kappa,eta,A,A_offset,sigma,D,beta,beta_formula,grouped_variance_exponent,denominator_safe_regime,saving_survives_denominator,theorem_ready_spc_kernel,coefficient_variation_equivalent,near_zero_denominator_obstruction
kernel_class_signed_pairing,surface_theorem_target,5.0,0.18,8.75,1.25,0.35,0.5,0.07499999999999996,beta=(2*kappa-A)*eta+sigma-D,2.7249999999999996,False,True,False,False,True
kernel_class_signed_pairing,surface_theorem_target,5.0,0.18,8.75,1.25,0.35,1.0,-0.42500000000000004,beta=(2*kappa-A)*eta+sigma-D,3.2249999999999996,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,8.0,0.02,14.75,1.25,0.35,0.0,0.375,beta=(2*kappa-A)*eta+sigma-D,0.9450000000000001,True,True,True,False,False
kernel_class_signed_pairing,surface_theorem_target,8.0,0.02,14.75,1.25,0.35,0.25,0.125,beta=(2*kappa-A)*eta+sigma-D,1.195,False,True,False,False,True
kernel_class_signed_pairing,surface_theorem_target,8.0,0.02,14.75,1.25,0.35,0.5,-0.125,beta=(2*kappa-A)*eta+sigma-D,1.445,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,8.0,0.02,14.75,1.25,0.35,1.0,-0.625,beta=(2*kappa-A)*eta+sigma-D,1.945,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,8.0,0.05,14.75,1.25,0.35,0.0,0.4125,beta=(2*kappa-A)*eta+sigma-D,1.3875000000000002,True,True,True,False,False
kernel_class_signed_pairing,surface_theorem_target,8.0,0.05,14.75,1.25,0.35,0.25,0.16249999999999998,beta=(2*kappa-A)*eta+sigma-D,1.6375000000000002,False,True,False,False,True
kernel_class_signed_pairing,surface_theorem_target,8.0,0.05,14.75,1.25,0.35,0.5,-0.08750000000000002,beta=(2*kappa-A)*eta+sigma-D,1.8875000000000002,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,8.0,0.05,14.75,1.25,0.35,1.0,-0.5875,beta=(2*kappa-A)*eta+sigma-D,2.3875,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,8.0,0.08,14.75,1.25,0.35,0.0,0.44999999999999996,beta=(2*kappa-A)*eta+sigma-D,1.8300000000000003,True,True,True,False,False
kernel_class_signed_pairing,surface_theorem_target,8.0,0.08,14.75,1.25,0.35,0.25,0.19999999999999996,beta=(2*kappa-A)*eta+sigma-D,2.08,False,True,False,False,True
kernel_class_signed_pairing,surface_theorem_target,8.0,0.08,14.75,1.25,0.35,0.5,-0.050000000000000044,beta=(2*kappa-A)*eta+sigma-D,2.33,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,8.0,0.08,14.75,1.25,0.35,1.0,-0.55,beta=(2*kappa-A)*eta+sigma-D,2.83,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,8.0,0.12,14.75,1.25,0.35,0.0,0.5,beta=(2*kappa-A)*eta+sigma-D,2.42,True,True,True,False,False
kernel_class_signed_pairing,surface_theorem_target,8.0,0.12,14.75,1.25,0.35,0.25,0.25,beta=(2*kappa-A)*eta+sigma-D,2.67,False,True,False,False,True
kernel_class_signed_pairing,surface_theorem_target,8.0,0.12,14.75,1.25,0.35,0.5,0.0,beta=(2*kappa-A)*eta+sigma-D,2.92,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,8.0,0.12,14.75,1.25,0.35,1.0,-0.5,beta=(2*kappa-A)*eta+sigma-D,3.42,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,8.0,0.18,14.75,1.25,0.35,0.0,0.575,beta=(2*kappa-A)*eta+sigma-D,3.3049999999999997,True,True,True,False,False
kernel_class_signed_pairing,surface_theorem_target,8.0,0.18,14.75,1.25,0.35,0.25,0.32499999999999996,beta=(2*kappa-A)*eta+sigma-D,3.5549999999999997,False,True,False,False,True
kernel_class_signed_pairing,surface_theorem_target,8.0,0.18,14.75,1.25,0.35,0.5,0.07499999999999996,beta=(2*kappa-A)*eta+sigma-D,3.8049999999999997,False,True,False,False,True
kernel_class_signed_pairing,surface_theorem_target,8.0,0.18,14.75,1.25,0.35,1.0,-0.42500000000000004,beta=(2*kappa-A)*eta+sigma-D,4.305,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,3.0,0.02,5.0,1.0,0.2,0.0,0.22,beta=(2*kappa-A)*eta+sigma-D,0.9000000000000001,True,True,False,False,False
relation_word_orientation_pairing,underdetermined_surface_input,3.0,0.02,5.0,1.0,0.2,0.25,-0.03,beta=(2*kappa-A)*eta+sigma-D,1.1500000000000001,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,3.0,0.02,5.0,1.0,0.2,0.5,-0.28,beta=(2*kappa-A)*eta+sigma-D,1.4000000000000001,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,3.0,0.02,5.0,1.0,0.2,1.0,-0.78,beta=(2*kappa-A)*eta+sigma-D,1.9000000000000001,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,3.0,0.05,5.0,1.0,0.2,0.0,0.25,beta=(2*kappa-A)*eta+sigma-D,1.05,True,True,False,False,False
relation_word_orientation_pairing,underdetermined_surface_input,3.0,0.05,5.0,1.0,0.2,0.25,0.0,beta=(2*kappa-A)*eta+sigma-D,1.3,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,3.0,0.05,5.0,1.0,0.2,0.5,-0.25,beta=(2*kappa-A)*eta+sigma-D,1.55,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,3.0,0.05,5.0,1.0,0.2,1.0,-0.75,beta=(2*kappa-A)*eta+sigma-D,2.05,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,3.0,0.08,5.0,1.0,0.2,0.0,0.28,beta=(2*kappa-A)*eta+sigma-D,1.2,True,True,False,False,False
relation_word_orientation_pairing,underdetermined_surface_input,3.0,0.08,5.0,1.0,0.2,0.25,0.030000000000000027,beta=(2*kappa-A)*eta+sigma-D,1.45,False,True,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,3.0,0.08,5.0,1.0,0.2,0.5,-0.21999999999999997,beta=(2*kappa-A)*eta+sigma-D,1.7,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,3.0,0.08,5.0,1.0,0.2,1.0,-0.72,beta=(2*kappa-A)*eta+sigma-D,2.2,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,3.0,0.12,5.0,1.0,0.2,0.0,0.32,beta=(2*kappa-A)*eta+sigma-D,1.4,True,True,False,False,False
relation_word_orientation_pairing,underdetermined_surface_input,3.0,0.12,5.0,1.0,0.2,0.25,0.07,beta=(2*kappa-A)*eta+sigma-D,1.65,False,True,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,3.0,0.12,5.0,1.0,0.2,0.5,-0.18,beta=(2*kappa-A)*eta+sigma-D,1.9,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,3.0,0.12,5.0,1.0,0.2,1.0,-0.6799999999999999,beta=(2*kappa-A)*eta+sigma-D,2.4,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,3.0,0.18,5.0,1.0,0.2,0.0,0.38,beta=(2*kappa-A)*eta+sigma-D,1.7000000000000002,True,True,False,False,False
relation_word_orientation_pairing,underdetermined_surface_input,3.0,0.18,5.0,1.0,0.2,0.25,0.13,beta=(2*kappa-A)*eta+sigma-D,1.9500000000000002,False,True,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,3.0,0.18,5.0,1.0,0.2,0.5,-0.12,beta=(2*kappa-A)*eta+sigma-D,2.2,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,3.0,0.18,5.0,1.0,0.2,1.0,-0.62,beta=(2*kappa-A)*eta+sigma-D,2.7,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,5.0,0.02,9.0,1.0,0.2,0.0,0.22,beta=(2*kappa-A)*eta+sigma-D,0.98,True,True,False,False,False
relation_word_orientation_pairing,underdetermined_surface_input,5.0,0.02,9.0,1.0,0.2,0.25,-0.03,beta=(2*kappa-A)*eta+sigma-D,1.23,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,5.0,0.02,9.0,1.0,0.2,0.5,-0.28,beta=(2*kappa-A)*eta+sigma-D,1.48,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,5.0,0.02,9.0,1.0,0.2,1.0,-0.78,beta=(2*kappa-A)*eta+sigma-D,1.98,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,5.0,0.05,9.0,1.0,0.2,0.0,0.25,beta=(2*kappa-A)*eta+sigma-D,1.25,True,True,False,False,False
relation_word_orientation_pairing,underdetermined_surface_input,5.0,0.05,9.0,1.0,0.2,0.25,0.0,beta=(2*kappa-A)*eta+sigma-D,1.5,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,5.0,0.05,9.0,1.0,0.2,0.5,-0.25,beta=(2*kappa-A)*eta+sigma-D,1.75,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,5.0,0.05,9.0,1.0,0.2,1.0,-0.75,beta=(2*kappa-A)*eta+sigma-D,2.25,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,5.0,0.08,9.0,1.0,0.2,0.0,0.28,beta=(2*kappa-A)*eta+sigma-D,1.52,True,True,False,False,False
relation_word_orientation_pairing,underdetermined_surface_input,5.0,0.08,9.0,1.0,0.2,0.25,0.030000000000000027,beta=(2*kappa-A)*eta+sigma-D,1.77,False,True,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,5.0,0.08,9.0,1.0,0.2,0.5,-0.21999999999999997,beta=(2*kappa-A)*eta+sigma-D,2.02,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,5.0,0.08,9.0,1.0,0.2,1.0,-0.72,beta=(2*kappa-A)*eta+sigma-D,2.52,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,5.0,0.12,9.0,1.0,0.2,0.0,0.32,beta=(2*kappa-A)*eta+sigma-D,1.8800000000000001,True,True,False,False,False
relation_word_orientation_pairing,underdetermined_surface_input,5.0,0.12,9.0,1.0,0.2,0.25,0.07,beta=(2*kappa-A)*eta+sigma-D,2.1300000000000003,False,True,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,5.0,0.12,9.0,1.0,0.2,0.5,-0.18,beta=(2*kappa-A)*eta+sigma-D,2.3800000000000003,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,5.0,0.12,9.0,1.0,0.2,1.0,-0.6799999999999999,beta=(2*kappa-A)*eta+sigma-D,2.88,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,5.0,0.18,9.0,1.0,0.2,0.0,0.38,beta=(2*kappa-A)*eta+sigma-D,2.42,True,True,False,False,False
relation_word_orientation_pairing,underdetermined_surface_input,5.0,0.18,9.0,1.0,0.2,0.25,0.13,beta=(2*kappa-A)*eta+sigma-D,2.67,False,True,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,5.0,0.18,9.0,1.0,0.2,0.5,-0.12,beta=(2*kappa-A)*eta+sigma-D,2.92,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,5.0,0.18,9.0,1.0,0.2,1.0,-0.62,beta=(2*kappa-A)*eta+sigma-D,3.42,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,8.0,0.02,15.0,1.0,0.2,0.0,0.22,beta=(2*kappa-A)*eta+sigma-D,1.1,True,True,False,False,False
relation_word_orientation_pairing,underdetermined_surface_input,8.0,0.02,15.0,1.0,0.2,0.25,-0.03,beta=(2*kappa-A)*eta+sigma-D,1.35,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,8.0,0.02,15.0,1.0,0.2,0.5,-0.28,beta=(2*kappa-A)*eta+sigma-D,1.6,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,8.0,0.02,15.0,1.0,0.2,1.0,-0.78,beta=(2*kappa-A)*eta+sigma-D,2.1,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,8.0,0.05,15.0,1.0,0.2,0.0,0.25,beta=(2*kappa-A)*eta+sigma-D,1.55,True,True,False,False,False
relation_word_orientation_pairing,underdetermined_surface_input,8.0,0.05,15.0,1.0,0.2,0.25,0.0,beta=(2*kappa-A)*eta+sigma-D,1.8,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,8.0,0.05,15.0,1.0,0.2,0.5,-0.25,beta=(2*kappa-A)*eta+sigma-D,2.05,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,8.0,0.05,15.0,1.0,0.2,1.0,-0.75,beta=(2*kappa-A)*eta+sigma-D,2.55,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,8.0,0.08,15.0,1.0,0.2,0.0,0.28,beta=(2*kappa-A)*eta+sigma-D,2.0,True,True,False,False,False
relation_word_orientation_pairing,underdetermined_surface_input,8.0,0.08,15.0,1.0,0.2,0.25,0.030000000000000027,beta=(2*kappa-A)*eta+sigma-D,2.25,False,True,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,8.0,0.08,15.0,1.0,0.2,0.5,-0.21999999999999997,beta=(2*kappa-A)*eta+sigma-D,2.5,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,8.0,0.08,15.0,1.0,0.2,1.0,-0.72,beta=(2*kappa-A)*eta+sigma-D,3.0,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,8.0,0.12,15.0,1.0,0.2,0.0,0.32,beta=(2*kappa-A)*eta+sigma-D,2.6,True,True,False,False,False
relation_word_orientation_pairing,underdetermined_surface_input,8.0,0.12,15.0,1.0,0.2,0.25,0.07,beta=(2*kappa-A)*eta+sigma-D,2.85,False,True,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,8.0,0.12,15.0,1.0,0.2,0.5,-0.18,beta=(2*kappa-A)*eta+sigma-D,3.1,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,8.0,0.12,15.0,1.0,0.2,1.0,-0.6799999999999999,beta=(2*kappa-A)*eta+sigma-D,3.5999999999999996,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,8.0,0.18,15.0,1.0,0.2,0.0,0.38,beta=(2*kappa-A)*eta+sigma-D,3.5,True,True,False,False,False
relation_word_orientation_pairing,underdetermined_surface_input,8.0,0.18,15.0,1.0,0.2,0.25,0.13,beta=(2*kappa-A)*eta+sigma-D,3.75,False,True,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,8.0,0.18,15.0,1.0,0.2,0.5,-0.12,beta=(2*kappa-A)*eta+sigma-D,4.0,False,False,False,False,True
relation_word_orientation_pairing,underdetermined_surface_input,8.0,0.18,15.0,1.0,0.2,1.0,-0.62,beta=(2*kappa-A)*eta+sigma-D,4.5,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,3.0,0.02,5.0,1.0,0.3,0.0,0.32,beta=(2*kappa-A)*eta+sigma-D,0.8,True,True,True,False,False
quotient_polynomial_sign_grouping,surface_theorem_target,3.0,0.02,5.0,1.0,0.3,0.25,0.07,beta=(2*kappa-A)*eta+sigma-D,1.05,False,True,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,3.0,0.02,5.0,1.0,0.3,0.5,-0.18,beta=(2*kappa-A)*eta+sigma-D,1.3,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,3.0,0.02,5.0,1.0,0.3,1.0,-0.6799999999999999,beta=(2*kappa-A)*eta+sigma-D,1.8,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,3.0,0.05,5.0,1.0,0.3,0.0,0.35,beta=(2*kappa-A)*eta+sigma-D,0.9500000000000001,True,True,True,False,False
quotient_polynomial_sign_grouping,surface_theorem_target,3.0,0.05,5.0,1.0,0.3,0.25,0.09999999999999998,beta=(2*kappa-A)*eta+sigma-D,1.2000000000000002,False,True,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,3.0,0.05,5.0,1.0,0.3,0.5,-0.15000000000000002,beta=(2*kappa-A)*eta+sigma-D,1.4500000000000002,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,3.0,0.05,5.0,1.0,0.3,1.0,-0.65,beta=(2*kappa-A)*eta+sigma-D,1.9500000000000002,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,3.0,0.08,5.0,1.0,0.3,0.0,0.38,beta=(2*kappa-A)*eta+sigma-D,1.1,True,True,True,False,False
quotient_polynomial_sign_grouping,surface_theorem_target,3.0,0.08,5.0,1.0,0.3,0.25,0.13,beta=(2*kappa-A)*eta+sigma-D,1.35,False,True,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,3.0,0.08,5.0,1.0,0.3,0.5,-0.12,beta=(2*kappa-A)*eta+sigma-D,1.6,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,3.0,0.08,5.0,1.0,0.3,1.0,-0.62,beta=(2*kappa-A)*eta+sigma-D,2.1,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,3.0,0.12,5.0,1.0,0.3,0.0,0.42,beta=(2*kappa-A)*eta+sigma-D,1.3,True,True,True,False,False
quotient_polynomial_sign_grouping,surface_theorem_target,3.0,0.12,5.0,1.0,0.3,0.25,0.16999999999999998,beta=(2*kappa-A)*eta+sigma-D,1.55,False,True,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,3.0,0.12,5.0,1.0,0.3,0.5,-0.08000000000000002,beta=(2*kappa-A)*eta+sigma-D,1.8,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,3.0,0.12,5.0,1.0,0.3,1.0,-0.5800000000000001,beta=(2*kappa-A)*eta+sigma-D,2.3,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,3.0,0.18,5.0,1.0,0.3,0.0,0.48,beta=(2*kappa-A)*eta+sigma-D,1.6,True,True,True,False,False
quotient_polynomial_sign_grouping,surface_theorem_target,3.0,0.18,5.0,1.0,0.3,0.25,0.22999999999999998,beta=(2*kappa-A)*eta+sigma-D,1.85,False,True,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,3.0,0.18,5.0,1.0,0.3,0.5,-0.020000000000000018,beta=(2*kappa-A)*eta+sigma-D,2.1,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,3.0,0.18,5.0,1.0,0.3,1.0,-0.52,beta=(2*kappa-A)*eta+sigma-D,2.6,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,5.0,0.02,9.0,1.0,0.3,0.0,0.32,beta=(2*kappa-A)*eta+sigma-D,0.8799999999999999,True,True,True,False,False
quotient_polynomial_sign_grouping,surface_theorem_target,5.0,0.02,9.0,1.0,0.3,0.25,0.07,beta=(2*kappa-A)*eta+sigma-D,1.13,False,True,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,5.0,0.02,9.0,1.0,0.3,0.5,-0.18,beta=(2*kappa-A)*eta+sigma-D,1.38,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,5.0,0.02,9.0,1.0,0.3,1.0,-0.6799999999999999,beta=(2*kappa-A)*eta+sigma-D,1.88,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,5.0,0.05,9.0,1.0,0.3,0.0,0.35,beta=(2*kappa-A)*eta+sigma-D,1.15,True,True,True,False,False
quotient_polynomial_sign_grouping,surface_theorem_target,5.0,0.05,9.0,1.0,0.3,0.25,0.09999999999999998,beta=(2*kappa-A)*eta+sigma-D,1.4,False,True,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,5.0,0.05,9.0,1.0,0.3,0.5,-0.15000000000000002,beta=(2*kappa-A)*eta+sigma-D,1.65,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,5.0,0.05,9.0,1.0,0.3,1.0,-0.65,beta=(2*kappa-A)*eta+sigma-D,2.15,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,5.0,0.08,9.0,1.0,0.3,0.0,0.38,beta=(2*kappa-A)*eta+sigma-D,1.42,True,True,True,False,False
quotient_polynomial_sign_grouping,surface_theorem_target,5.0,0.08,9.0,1.0,0.3,0.25,0.13,beta=(2*kappa-A)*eta+sigma-D,1.67,False,True,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,5.0,0.08,9.0,1.0,0.3,0.5,-0.12,beta=(2*kappa-A)*eta+sigma-D,1.92,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,5.0,0.08,9.0,1.0,0.3,1.0,-0.62,beta=(2*kappa-A)*eta+sigma-D,2.42,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,5.0,0.12,9.0,1.0,0.3,0.0,0.42,beta=(2*kappa-A)*eta+sigma-D,1.7800000000000002,True,True,True,False,False
quotient_polynomial_sign_grouping,surface_theorem_target,5.0,0.12,9.0,1.0,0.3,0.25,0.16999999999999998,beta=(2*kappa-A)*eta+sigma-D,2.0300000000000002,False,True,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,5.0,0.12,9.0,1.0,0.3,0.5,-0.08000000000000002,beta=(2*kappa-A)*eta+sigma-D,2.2800000000000002,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,5.0,0.12,9.0,1.0,0.3,1.0,-0.5800000000000001,beta=(2*kappa-A)*eta+sigma-D,2.7800000000000002,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,5.0,0.18,9.0,1.0,0.3,0.0,0.48,beta=(2*kappa-A)*eta+sigma-D,2.32,True,True,True,False,False
quotient_polynomial_sign_grouping,surface_theorem_target,5.0,0.18,9.0,1.0,0.3,0.25,0.22999999999999998,beta=(2*kappa-A)*eta+sigma-D,2.57,False,True,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,5.0,0.18,9.0,1.0,0.3,0.5,-0.020000000000000018,beta=(2*kappa-A)*eta+sigma-D,2.82,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,5.0,0.18,9.0,1.0,0.3,1.0,-0.52,beta=(2*kappa-A)*eta+sigma-D,3.32,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,8.0,0.02,15.0,1.0,0.3,0.0,0.32,beta=(2*kappa-A)*eta+sigma-D,1.0,True,True,True,False,False
quotient_polynomial_sign_grouping,surface_theorem_target,8.0,0.02,15.0,1.0,0.3,0.25,0.07,beta=(2*kappa-A)*eta+sigma-D,1.25,False,True,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,8.0,0.02,15.0,1.0,0.3,0.5,-0.18,beta=(2*kappa-A)*eta+sigma-D,1.5,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,8.0,0.02,15.0,1.0,0.3,1.0,-0.6799999999999999,beta=(2*kappa-A)*eta+sigma-D,2.0,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,8.0,0.05,15.0,1.0,0.3,0.0,0.35,beta=(2*kappa-A)*eta+sigma-D,1.4500000000000002,True,True,True,False,False
quotient_polynomial_sign_grouping,surface_theorem_target,8.0,0.05,15.0,1.0,0.3,0.25,0.09999999999999998,beta=(2*kappa-A)*eta+sigma-D,1.7000000000000002,False,True,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,8.0,0.05,15.0,1.0,0.3,0.5,-0.15000000000000002,beta=(2*kappa-A)*eta+sigma-D,1.9500000000000002,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,8.0,0.05,15.0,1.0,0.3,1.0,-0.65,beta=(2*kappa-A)*eta+sigma-D,2.45,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,8.0,0.08,15.0,1.0,0.3,0.0,0.38,beta=(2*kappa-A)*eta+sigma-D,1.9000000000000004,True,True,True,False,False
quotient_polynomial_sign_grouping,surface_theorem_target,8.0,0.08,15.0,1.0,0.3,0.25,0.13,beta=(2*kappa-A)*eta+sigma-D,2.1500000000000004,False,True,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,8.0,0.08,15.0,1.0,0.3,0.5,-0.12,beta=(2*kappa-A)*eta+sigma-D,2.4000000000000004,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,8.0,0.08,15.0,1.0,0.3,1.0,-0.62,beta=(2*kappa-A)*eta+sigma-D,2.9000000000000004,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,8.0,0.12,15.0,1.0,0.3,0.0,0.42,beta=(2*kappa-A)*eta+sigma-D,2.5,True,True,True,False,False
quotient_polynomial_sign_grouping,surface_theorem_target,8.0,0.12,15.0,1.0,0.3,0.25,0.16999999999999998,beta=(2*kappa-A)*eta+sigma-D,2.75,False,True,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,8.0,0.12,15.0,1.0,0.3,0.5,-0.08000000000000002,beta=(2*kappa-A)*eta+sigma-D,3.0,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,8.0,0.12,15.0,1.0,0.3,1.0,-0.5800000000000001,beta=(2*kappa-A)*eta+sigma-D,3.5,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,8.0,0.18,15.0,1.0,0.3,0.0,0.48,beta=(2*kappa-A)*eta+sigma-D,3.4,True,True,True,False,False
quotient_polynomial_sign_grouping,surface_theorem_target,8.0,0.18,15.0,1.0,0.3,0.25,0.22999999999999998,beta=(2*kappa-A)*eta+sigma-D,3.65,False,True,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,8.0,0.18,15.0,1.0,0.3,0.5,-0.020000000000000018,beta=(2*kappa-A)*eta+sigma-D,3.9,False,False,False,False,True
quotient_polynomial_sign_grouping,surface_theorem_target,8.0,0.18,15.0,1.0,0.3,1.0,-0.52,beta=(2*kappa-A)*eta+sigma-D,4.4,False,False,False,False,True
transform_weight_only_sign,underdetermined_surface_input,3.0,0.02,5.25,0.75,0.25,0.0,0.265,beta=(2*kappa-A)*eta+sigma-D,0.8550000000000001,True,True,False,False,False
transform_weight_only_sign,underdetermined_surface_input,3.0,0.02,5.25,0.75,0.25,0.25,0.015000000000000013,beta=(2*kappa-A)*eta+sigma-D,1.105,False,True,False,False,True
transform_weight_only_sign,underdetermined_surface_input,3.0,0.02,5.25,0.75,0.25,0.5,-0.235,beta=(2*kappa-A)*eta+sigma-D,1.355,False,False,False,False,True
transform_weight_only_sign,underdetermined_surface_input,3.0,0.02,5.25,0.75,0.25,1.0,-0.735,beta=(2*kappa-A)*eta+sigma-D,1.855,False,False,False,False,True
transform_weight_only_sign,underdetermined_surface_input,3.0,0.05,5.25,0.75,0.25,0.0,0.2875,beta=(2*kappa-A)*eta+sigma-D,1.0125000000000002,True,True,False,False,False
transform_weight_only_sign,underdetermined_surface_input,3.0,0.05,5.25,0.75,0.25,0.25,0.03749999999999998,beta=(2*kappa-A)*eta+sigma-D,1.2625000000000002,False,True,False,False,True
transform_weight_only_sign,underdetermined_surface_input,3.0,0.05,5.25,0.75,0.25,0.5,-0.21250000000000002,beta=(2*kappa-A)*eta+sigma-D,1.5125000000000002,False,False,False,False,True
transform_weight_only_sign,underdetermined_surface_input,3.0,0.05,5.25,0.75,0.25,1.0,-0.7125,beta=(2*kappa-A)*eta+sigma-D,2.0125,False,False,False,False,True
transform_weight_only_sign,underdetermined_surface_input,3.0,0.08,5.25,0.75,0.25,0.0,0.31,beta=(2*kappa-A)*eta+sigma-D,1.17,True,True,False,False,False
transform_weight_only_sign,underdetermined_surface_input,3.0,0.08,5.25,0.75,0.25,0.25,0.06,beta=(2*kappa-A)*eta+sigma-D,1.42,False,True,False,False,True
