grouping,classification,kappa,eta,A,A_offset,sigma,D,Lambda0_power,beta,markov_variance_exponent,grouped_variance_exponent,denominator_safe_regime,saving_survives_denominator,theorem_ready_spc_g,coefficient_variation_equivalent,near_zero_denominator_obstruction
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,3.0,0.05,5.0,1.0,0.25,0.25,20,0.04999999999999999,1.3,1.25,False,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,3.0,0.05,5.0,1.0,0.25,0.5,20,-0.2,1.3,1.5,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,3.0,0.05,5.0,1.0,0.25,1.0,20,-0.7,1.3,2.0,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,3.0,0.08,5.0,1.0,0.25,0.0,20,0.33,1.48,1.15,True,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,3.0,0.08,5.0,1.0,0.25,0.25,20,0.08000000000000002,1.48,1.4,False,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,3.0,0.08,5.0,1.0,0.25,0.5,20,-0.16999999999999998,1.48,1.65,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,3.0,0.08,5.0,1.0,0.25,1.0,20,-0.6699999999999999,1.48,2.15,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,3.0,0.12,5.0,1.0,0.25,0.0,20,0.37,1.72,1.35,True,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,3.0,0.12,5.0,1.0,0.25,0.25,20,0.12,1.72,1.6,False,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,3.0,0.12,5.0,1.0,0.25,0.5,20,-0.13,1.72,1.85,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,3.0,0.12,5.0,1.0,0.25,1.0,20,-0.63,1.72,2.35,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,3.0,0.18,5.0,1.0,0.25,0.0,20,0.43,2.08,1.6500000000000001,True,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,3.0,0.18,5.0,1.0,0.25,0.25,20,0.18,2.08,1.9000000000000001,False,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,3.0,0.18,5.0,1.0,0.25,0.5,20,-0.07,2.08,2.15,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,3.0,0.18,5.0,1.0,0.25,1.0,20,-0.5700000000000001,2.08,2.6500000000000004,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,5.0,0.02,9.0,1.0,0.25,0.0,20,0.27,1.2,0.9299999999999999,True,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,5.0,0.02,9.0,1.0,0.25,0.25,20,0.020000000000000018,1.2,1.18,False,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,5.0,0.02,9.0,1.0,0.25,0.5,20,-0.22999999999999998,1.2,1.43,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,5.0,0.02,9.0,1.0,0.25,1.0,20,-0.73,1.2,1.93,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,5.0,0.05,9.0,1.0,0.25,0.0,20,0.3,1.5,1.2,True,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,5.0,0.05,9.0,1.0,0.25,0.25,20,0.04999999999999999,1.5,1.45,False,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,5.0,0.05,9.0,1.0,0.25,0.5,20,-0.2,1.5,1.7,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,5.0,0.05,9.0,1.0,0.25,1.0,20,-0.7,1.5,2.2,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,5.0,0.08,9.0,1.0,0.25,0.0,20,0.33,1.8,1.47,True,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,5.0,0.08,9.0,1.0,0.25,0.25,20,0.08000000000000002,1.8,1.72,False,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,5.0,0.08,9.0,1.0,0.25,0.5,20,-0.16999999999999998,1.8,1.97,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,5.0,0.08,9.0,1.0,0.25,1.0,20,-0.6699999999999999,1.8,2.4699999999999998,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,5.0,0.12,9.0,1.0,0.25,0.0,20,0.37,2.2,1.83,True,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,5.0,0.12,9.0,1.0,0.25,0.25,20,0.12,2.2,2.08,False,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,5.0,0.12,9.0,1.0,0.25,0.5,20,-0.13,2.2,2.33,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,5.0,0.12,9.0,1.0,0.25,1.0,20,-0.63,2.2,2.83,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,5.0,0.18,9.0,1.0,0.25,0.0,20,0.43,2.8,2.3699999999999997,True,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,5.0,0.18,9.0,1.0,0.25,0.25,20,0.18,2.8,2.6199999999999997,False,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,5.0,0.18,9.0,1.0,0.25,0.5,20,-0.07,2.8,2.8699999999999997,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,5.0,0.18,9.0,1.0,0.25,1.0,20,-0.5700000000000001,2.8,3.37,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,8.0,0.02,15.0,1.0,0.25,0.0,20,0.27,1.32,1.05,True,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,8.0,0.02,15.0,1.0,0.25,0.25,20,0.020000000000000018,1.32,1.3,False,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,8.0,0.02,15.0,1.0,0.25,0.5,20,-0.22999999999999998,1.32,1.55,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,8.0,0.02,15.0,1.0,0.25,1.0,20,-0.73,1.32,2.05,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,8.0,0.05,15.0,1.0,0.25,0.0,20,0.3,1.8,1.5,True,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,8.0,0.05,15.0,1.0,0.25,0.25,20,0.04999999999999999,1.8,1.75,False,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,8.0,0.05,15.0,1.0,0.25,0.5,20,-0.2,1.8,2.0,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,8.0,0.05,15.0,1.0,0.25,1.0,20,-0.7,1.8,2.5,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,8.0,0.08,15.0,1.0,0.25,0.0,20,0.33,2.2800000000000002,1.9500000000000002,True,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,8.0,0.08,15.0,1.0,0.25,0.25,20,0.08000000000000002,2.2800000000000002,2.2,False,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,8.0,0.08,15.0,1.0,0.25,0.5,20,-0.16999999999999998,2.2800000000000002,2.45,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,8.0,0.08,15.0,1.0,0.25,1.0,20,-0.6699999999999999,2.2800000000000002,2.95,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,8.0,0.12,15.0,1.0,0.25,0.0,20,0.37,2.92,2.55,True,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,8.0,0.12,15.0,1.0,0.25,0.25,20,0.12,2.92,2.8,False,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,8.0,0.12,15.0,1.0,0.25,0.5,20,-0.13,2.92,3.05,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,8.0,0.12,15.0,1.0,0.25,1.0,20,-0.63,2.92,3.55,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,8.0,0.18,15.0,1.0,0.25,0.0,20,0.43,3.88,3.4499999999999997,True,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,8.0,0.18,15.0,1.0,0.25,0.25,20,0.18,3.88,3.6999999999999997,False,True,False,False,False
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,8.0,0.18,15.0,1.0,0.25,0.5,20,-0.07,3.88,3.9499999999999997,False,False,False,False,True
diagonal_offdiagonal_relation_balance,underdetermined_surface_input,8.0,0.18,15.0,1.0,0.25,1.0,20,-0.5700000000000001,3.88,4.45,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,3.0,0.02,5.0,1.0,0.2,0.0,20,0.22,1.12,0.9000000000000001,True,True,False,False,False
primitive_power_profile,underdetermined_surface_input,3.0,0.02,5.0,1.0,0.2,0.25,20,-0.03,1.12,1.1500000000000001,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,3.0,0.02,5.0,1.0,0.2,0.5,20,-0.28,1.12,1.4000000000000001,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,3.0,0.02,5.0,1.0,0.2,1.0,20,-0.78,1.12,1.9000000000000001,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,3.0,0.05,5.0,1.0,0.2,0.0,20,0.25,1.3,1.05,True,True,False,False,False
primitive_power_profile,underdetermined_surface_input,3.0,0.05,5.0,1.0,0.2,0.25,20,0.0,1.3,1.3,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,3.0,0.05,5.0,1.0,0.2,0.5,20,-0.25,1.3,1.55,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,3.0,0.05,5.0,1.0,0.2,1.0,20,-0.75,1.3,2.05,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,3.0,0.08,5.0,1.0,0.2,0.0,20,0.28,1.48,1.2,True,True,False,False,False
primitive_power_profile,underdetermined_surface_input,3.0,0.08,5.0,1.0,0.2,0.25,20,0.030000000000000027,1.48,1.45,False,True,False,False,False
primitive_power_profile,underdetermined_surface_input,3.0,0.08,5.0,1.0,0.2,0.5,20,-0.21999999999999997,1.48,1.7,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,3.0,0.08,5.0,1.0,0.2,1.0,20,-0.72,1.48,2.2,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,3.0,0.12,5.0,1.0,0.2,0.0,20,0.32,1.72,1.4,True,True,False,False,False
primitive_power_profile,underdetermined_surface_input,3.0,0.12,5.0,1.0,0.2,0.25,20,0.07,1.72,1.65,False,True,False,False,False
primitive_power_profile,underdetermined_surface_input,3.0,0.12,5.0,1.0,0.2,0.5,20,-0.18,1.72,1.9,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,3.0,0.12,5.0,1.0,0.2,1.0,20,-0.6799999999999999,1.72,2.4,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,3.0,0.18,5.0,1.0,0.2,0.0,20,0.38,2.08,1.7000000000000002,True,True,False,False,False
primitive_power_profile,underdetermined_surface_input,3.0,0.18,5.0,1.0,0.2,0.25,20,0.13,2.08,1.9500000000000002,False,True,False,False,False
primitive_power_profile,underdetermined_surface_input,3.0,0.18,5.0,1.0,0.2,0.5,20,-0.12,2.08,2.2,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,3.0,0.18,5.0,1.0,0.2,1.0,20,-0.62,2.08,2.7,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,5.0,0.02,9.0,1.0,0.2,0.0,20,0.22,1.2,0.98,True,True,False,False,False
primitive_power_profile,underdetermined_surface_input,5.0,0.02,9.0,1.0,0.2,0.25,20,-0.03,1.2,1.23,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,5.0,0.02,9.0,1.0,0.2,0.5,20,-0.28,1.2,1.48,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,5.0,0.02,9.0,1.0,0.2,1.0,20,-0.78,1.2,1.98,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,5.0,0.05,9.0,1.0,0.2,0.0,20,0.25,1.5,1.25,True,True,False,False,False
primitive_power_profile,underdetermined_surface_input,5.0,0.05,9.0,1.0,0.2,0.25,20,0.0,1.5,1.5,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,5.0,0.05,9.0,1.0,0.2,0.5,20,-0.25,1.5,1.75,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,5.0,0.05,9.0,1.0,0.2,1.0,20,-0.75,1.5,2.25,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,5.0,0.08,9.0,1.0,0.2,0.0,20,0.28,1.8,1.52,True,True,False,False,False
primitive_power_profile,underdetermined_surface_input,5.0,0.08,9.0,1.0,0.2,0.25,20,0.030000000000000027,1.8,1.77,False,True,False,False,False
primitive_power_profile,underdetermined_surface_input,5.0,0.08,9.0,1.0,0.2,0.5,20,-0.21999999999999997,1.8,2.02,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,5.0,0.08,9.0,1.0,0.2,1.0,20,-0.72,1.8,2.52,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,5.0,0.12,9.0,1.0,0.2,0.0,20,0.32,2.2,1.8800000000000001,True,True,False,False,False
primitive_power_profile,underdetermined_surface_input,5.0,0.12,9.0,1.0,0.2,0.25,20,0.07,2.2,2.1300000000000003,False,True,False,False,False
primitive_power_profile,underdetermined_surface_input,5.0,0.12,9.0,1.0,0.2,0.5,20,-0.18,2.2,2.3800000000000003,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,5.0,0.12,9.0,1.0,0.2,1.0,20,-0.6799999999999999,2.2,2.88,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,5.0,0.18,9.0,1.0,0.2,0.0,20,0.38,2.8,2.42,True,True,False,False,False
primitive_power_profile,underdetermined_surface_input,5.0,0.18,9.0,1.0,0.2,0.25,20,0.13,2.8,2.67,False,True,False,False,False
primitive_power_profile,underdetermined_surface_input,5.0,0.18,9.0,1.0,0.2,0.5,20,-0.12,2.8,2.92,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,5.0,0.18,9.0,1.0,0.2,1.0,20,-0.62,2.8,3.42,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,8.0,0.02,15.0,1.0,0.2,0.0,20,0.22,1.32,1.1,True,True,False,False,False
primitive_power_profile,underdetermined_surface_input,8.0,0.02,15.0,1.0,0.2,0.25,20,-0.03,1.32,1.35,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,8.0,0.02,15.0,1.0,0.2,0.5,20,-0.28,1.32,1.6,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,8.0,0.02,15.0,1.0,0.2,1.0,20,-0.78,1.32,2.1,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,8.0,0.05,15.0,1.0,0.2,0.0,20,0.25,1.8,1.55,True,True,False,False,False
primitive_power_profile,underdetermined_surface_input,8.0,0.05,15.0,1.0,0.2,0.25,20,0.0,1.8,1.8,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,8.0,0.05,15.0,1.0,0.2,0.5,20,-0.25,1.8,2.05,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,8.0,0.05,15.0,1.0,0.2,1.0,20,-0.75,1.8,2.55,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,8.0,0.08,15.0,1.0,0.2,0.0,20,0.28,2.2800000000000002,2.0,True,True,False,False,False
primitive_power_profile,underdetermined_surface_input,8.0,0.08,15.0,1.0,0.2,0.25,20,0.030000000000000027,2.2800000000000002,2.25,False,True,False,False,False
primitive_power_profile,underdetermined_surface_input,8.0,0.08,15.0,1.0,0.2,0.5,20,-0.21999999999999997,2.2800000000000002,2.5,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,8.0,0.08,15.0,1.0,0.2,1.0,20,-0.72,2.2800000000000002,3.0,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,8.0,0.12,15.0,1.0,0.2,0.0,20,0.32,2.92,2.6,True,True,False,False,False
primitive_power_profile,underdetermined_surface_input,8.0,0.12,15.0,1.0,0.2,0.25,20,0.07,2.92,2.85,False,True,False,False,False
primitive_power_profile,underdetermined_surface_input,8.0,0.12,15.0,1.0,0.2,0.5,20,-0.18,2.92,3.1,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,8.0,0.12,15.0,1.0,0.2,1.0,20,-0.6799999999999999,2.92,3.5999999999999996,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,8.0,0.18,15.0,1.0,0.2,0.0,20,0.38,3.88,3.5,True,True,False,False,False
primitive_power_profile,underdetermined_surface_input,8.0,0.18,15.0,1.0,0.2,0.25,20,0.13,3.88,3.75,False,True,False,False,False
primitive_power_profile,underdetermined_surface_input,8.0,0.18,15.0,1.0,0.2,0.5,20,-0.12,3.88,4.0,False,False,False,False,True
primitive_power_profile,underdetermined_surface_input,8.0,0.18,15.0,1.0,0.2,1.0,20,-0.62,3.88,4.5,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,3.0,0.02,5.0,1.0,0.35,0.0,20,0.37,1.12,0.7500000000000001,True,True,True,False,False
length_shell_transform_phase,surface_theorem_target,3.0,0.02,5.0,1.0,0.35,0.25,20,0.12,1.12,1.0,False,True,False,False,False
length_shell_transform_phase,surface_theorem_target,3.0,0.02,5.0,1.0,0.35,0.5,20,-0.13,1.12,1.25,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,3.0,0.02,5.0,1.0,0.35,1.0,20,-0.63,1.12,1.75,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,3.0,0.05,5.0,1.0,0.35,0.0,20,0.39999999999999997,1.3,0.9000000000000001,True,True,True,False,False
length_shell_transform_phase,surface_theorem_target,3.0,0.05,5.0,1.0,0.35,0.25,20,0.14999999999999997,1.3,1.1500000000000001,False,True,False,False,False
length_shell_transform_phase,surface_theorem_target,3.0,0.05,5.0,1.0,0.35,0.5,20,-0.10000000000000003,1.3,1.4000000000000001,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,3.0,0.05,5.0,1.0,0.35,1.0,20,-0.6000000000000001,1.3,1.9000000000000001,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,3.0,0.08,5.0,1.0,0.35,0.0,20,0.43,1.48,1.05,True,True,True,False,False
length_shell_transform_phase,surface_theorem_target,3.0,0.08,5.0,1.0,0.35,0.25,20,0.18,1.48,1.3,False,True,False,False,False
length_shell_transform_phase,surface_theorem_target,3.0,0.08,5.0,1.0,0.35,0.5,20,-0.07,1.48,1.55,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,3.0,0.08,5.0,1.0,0.35,1.0,20,-0.5700000000000001,1.48,2.05,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,3.0,0.12,5.0,1.0,0.35,0.0,20,0.47,1.72,1.25,True,True,True,False,False
length_shell_transform_phase,surface_theorem_target,3.0,0.12,5.0,1.0,0.35,0.25,20,0.21999999999999997,1.72,1.5,False,True,False,False,False
length_shell_transform_phase,surface_theorem_target,3.0,0.12,5.0,1.0,0.35,0.5,20,-0.030000000000000027,1.72,1.75,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,3.0,0.12,5.0,1.0,0.35,1.0,20,-0.53,1.72,2.25,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,3.0,0.18,5.0,1.0,0.35,0.0,20,0.53,2.08,1.55,True,True,True,False,False
length_shell_transform_phase,surface_theorem_target,3.0,0.18,5.0,1.0,0.35,0.25,20,0.28,2.08,1.8,False,True,False,False,False
length_shell_transform_phase,surface_theorem_target,3.0,0.18,5.0,1.0,0.35,0.5,20,0.030000000000000027,2.08,2.05,False,True,False,False,False
length_shell_transform_phase,surface_theorem_target,3.0,0.18,5.0,1.0,0.35,1.0,20,-0.47,2.08,2.55,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,5.0,0.02,9.0,1.0,0.35,0.0,20,0.37,1.2,0.83,True,True,True,False,False
length_shell_transform_phase,surface_theorem_target,5.0,0.02,9.0,1.0,0.35,0.25,20,0.12,1.2,1.08,False,True,False,False,False
length_shell_transform_phase,surface_theorem_target,5.0,0.02,9.0,1.0,0.35,0.5,20,-0.13,1.2,1.33,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,5.0,0.02,9.0,1.0,0.35,1.0,20,-0.63,1.2,1.83,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,5.0,0.05,9.0,1.0,0.35,0.0,20,0.39999999999999997,1.5,1.1,True,True,True,False,False
length_shell_transform_phase,surface_theorem_target,5.0,0.05,9.0,1.0,0.35,0.25,20,0.14999999999999997,1.5,1.35,False,True,False,False,False
length_shell_transform_phase,surface_theorem_target,5.0,0.05,9.0,1.0,0.35,0.5,20,-0.10000000000000003,1.5,1.6,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,5.0,0.05,9.0,1.0,0.35,1.0,20,-0.6000000000000001,1.5,2.1,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,5.0,0.08,9.0,1.0,0.35,0.0,20,0.43,1.8,1.37,True,True,True,False,False
length_shell_transform_phase,surface_theorem_target,5.0,0.08,9.0,1.0,0.35,0.25,20,0.18,1.8,1.62,False,True,False,False,False
length_shell_transform_phase,surface_theorem_target,5.0,0.08,9.0,1.0,0.35,0.5,20,-0.07,1.8,1.87,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,5.0,0.08,9.0,1.0,0.35,1.0,20,-0.5700000000000001,1.8,2.37,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,5.0,0.12,9.0,1.0,0.35,0.0,20,0.47,2.2,1.7300000000000002,True,True,True,False,False
length_shell_transform_phase,surface_theorem_target,5.0,0.12,9.0,1.0,0.35,0.25,20,0.21999999999999997,2.2,1.9800000000000002,False,True,False,False,False
length_shell_transform_phase,surface_theorem_target,5.0,0.12,9.0,1.0,0.35,0.5,20,-0.030000000000000027,2.2,2.2300000000000004,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,5.0,0.12,9.0,1.0,0.35,1.0,20,-0.53,2.2,2.7300000000000004,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,5.0,0.18,9.0,1.0,0.35,0.0,20,0.53,2.8,2.2699999999999996,True,True,True,False,False
length_shell_transform_phase,surface_theorem_target,5.0,0.18,9.0,1.0,0.35,0.25,20,0.28,2.8,2.5199999999999996,False,True,False,False,False
length_shell_transform_phase,surface_theorem_target,5.0,0.18,9.0,1.0,0.35,0.5,20,0.030000000000000027,2.8,2.7699999999999996,False,True,False,False,False
length_shell_transform_phase,surface_theorem_target,5.0,0.18,9.0,1.0,0.35,1.0,20,-0.47,2.8,3.2699999999999996,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,8.0,0.02,15.0,1.0,0.35,0.0,20,0.37,1.32,0.9500000000000001,True,True,True,False,False
length_shell_transform_phase,surface_theorem_target,8.0,0.02,15.0,1.0,0.35,0.25,20,0.12,1.32,1.2000000000000002,False,True,False,False,False
length_shell_transform_phase,surface_theorem_target,8.0,0.02,15.0,1.0,0.35,0.5,20,-0.13,1.32,1.4500000000000002,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,8.0,0.02,15.0,1.0,0.35,1.0,20,-0.63,1.32,1.9500000000000002,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,8.0,0.05,15.0,1.0,0.35,0.0,20,0.39999999999999997,1.8,1.4000000000000001,True,True,True,False,False
length_shell_transform_phase,surface_theorem_target,8.0,0.05,15.0,1.0,0.35,0.25,20,0.14999999999999997,1.8,1.6500000000000001,False,True,False,False,False
length_shell_transform_phase,surface_theorem_target,8.0,0.05,15.0,1.0,0.35,0.5,20,-0.10000000000000003,1.8,1.9000000000000001,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,8.0,0.05,15.0,1.0,0.35,1.0,20,-0.6000000000000001,1.8,2.4000000000000004,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,8.0,0.08,15.0,1.0,0.35,0.0,20,0.43,2.2800000000000002,1.8500000000000003,True,True,True,False,False
length_shell_transform_phase,surface_theorem_target,8.0,0.08,15.0,1.0,0.35,0.25,20,0.18,2.2800000000000002,2.1,False,True,False,False,False
length_shell_transform_phase,surface_theorem_target,8.0,0.08,15.0,1.0,0.35,0.5,20,-0.07,2.2800000000000002,2.35,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,8.0,0.08,15.0,1.0,0.35,1.0,20,-0.5700000000000001,2.2800000000000002,2.8500000000000005,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,8.0,0.12,15.0,1.0,0.35,0.0,20,0.47,2.92,2.45,True,True,True,False,False
length_shell_transform_phase,surface_theorem_target,8.0,0.12,15.0,1.0,0.35,0.25,20,0.21999999999999997,2.92,2.7,False,True,False,False,False
length_shell_transform_phase,surface_theorem_target,8.0,0.12,15.0,1.0,0.35,0.5,20,-0.030000000000000027,2.92,2.95,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,8.0,0.12,15.0,1.0,0.35,1.0,20,-0.53,2.92,3.45,False,False,False,False,True
length_shell_transform_phase,surface_theorem_target,8.0,0.18,15.0,1.0,0.35,0.0,20,0.53,3.88,3.3499999999999996,True,True,True,False,False
length_shell_transform_phase,surface_theorem_target,8.0,0.18,15.0,1.0,0.35,0.25,20,0.28,3.88,3.5999999999999996,False,True,False,False,False
length_shell_transform_phase,surface_theorem_target,8.0,0.18,15.0,1.0,0.35,0.5,20,0.030000000000000027,3.88,3.8499999999999996,False,True,False,False,False
length_shell_transform_phase,surface_theorem_target,8.0,0.18,15.0,1.0,0.35,1.0,20,-0.47,3.88,4.35,False,False,False,False,True
fixed_d_absolute_control,coefficient_variation_equivalent,3.0,0.02,4.0,2.0,0.0,0.0,20,0.04,1.12,1.08,True,True,False,True,False
fixed_d_absolute_control,coefficient_variation_equivalent,3.0,0.02,4.0,2.0,0.0,0.25,20,-0.21,1.12,1.33,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,3.0,0.02,4.0,2.0,0.0,0.5,20,-0.46,1.12,1.58,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,3.0,0.02,4.0,2.0,0.0,1.0,20,-0.96,1.12,2.08,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,3.0,0.05,4.0,2.0,0.0,0.0,20,0.1,1.3,1.2,True,True,False,True,False
fixed_d_absolute_control,coefficient_variation_equivalent,3.0,0.05,4.0,2.0,0.0,0.25,20,-0.15,1.3,1.45,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,3.0,0.05,4.0,2.0,0.0,0.5,20,-0.4,1.3,1.7000000000000002,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,3.0,0.05,4.0,2.0,0.0,1.0,20,-0.9,1.3,2.2,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,3.0,0.08,4.0,2.0,0.0,0.0,20,0.16,1.48,1.32,True,True,False,True,False
fixed_d_absolute_control,coefficient_variation_equivalent,3.0,0.08,4.0,2.0,0.0,0.25,20,-0.09,1.48,1.57,False,False,False,True,True
fixed_d_absolute_control,coefficient_variation_equivalent,3.0,0.08,4.0,2.0,0.0,0.5,20,-0.33999999999999997,1.48,1.8199999999999998,False,False,False,True,True
