kappa,alpha_W,Delta_exponent_d,eta,target_type,target_label,effective_A,sigma,omega,support_valid,endpoint_beating,required_beta,candidate_beta,variance_exponent_candidate,variance_exponent_baseline,mean_square_threshold_exponent,local_window_success,failure_reason
3.0,0.006,0.01,0.002,stratified_weighted,stratified A=2k-4 W=q^-1,1.0,0.0,-1.0,False,True,-0.968,0.01,1.002,1.012,1.98,False,support_invalid
3.0,0.006,0.01,0.004,markov_baseline,baseline A=2k,6.0,0.0,0.0,False,True,-0.956,0.0,1.024,1.024,1.98,False,support_invalid
3.0,0.006,0.01,0.004,coefficient_variation,CV A=2k-2,4.0,0.0,0.0,False,True,-0.956,0.008,1.016,1.024,1.98,False,support_invalid
3.0,0.006,0.01,0.004,coefficient_variation,CV A=2k-4,2.0,0.0,0.0,False,True,-0.956,0.016,1.008,1.024,1.98,False,support_invalid
3.0,0.006,0.01,0.004,direct_small_x,direct sigma=0.25,6.0,0.25,0.0,False,True,-0.956,0.25,0.774,1.024,1.98,False,support_invalid
3.0,0.006,0.01,0.004,direct_small_x,direct sigma=0.75,6.0,0.75,0.0,False,True,-0.956,0.75,0.274,1.024,1.98,False,support_invalid
3.0,0.006,0.01,0.004,direct_small_x,direct A=2k-2 sigma=0.25,4.0,0.25,0.0,False,True,-0.956,0.258,0.766,1.024,1.98,False,support_invalid
3.0,0.006,0.01,0.004,stratified_weighted,stratified A=2k-4 W=q,3.0,0.0,1.0,False,True,-0.956,0.012,1.012,1.024,1.98,False,support_invalid
3.0,0.006,0.01,0.004,stratified_weighted,stratified A=2k-4 W=q^-1,1.0,0.0,-1.0,False,True,-0.956,0.02,1.004,1.024,1.98,False,support_invalid
3.0,0.006,0.01,0.006,markov_baseline,baseline A=2k,6.0,0.0,0.0,False,True,-0.944,0.0,1.036,1.036,1.98,False,support_invalid
3.0,0.006,0.01,0.006,coefficient_variation,CV A=2k-2,4.0,0.0,0.0,False,True,-0.944,0.012,1.024,1.036,1.98,False,support_invalid
3.0,0.006,0.01,0.006,coefficient_variation,CV A=2k-4,2.0,0.0,0.0,False,True,-0.944,0.024,1.012,1.036,1.98,False,support_invalid
3.0,0.006,0.01,0.006,direct_small_x,direct sigma=0.25,6.0,0.25,0.0,False,True,-0.944,0.25,0.786,1.036,1.98,False,support_invalid
3.0,0.006,0.01,0.006,direct_small_x,direct sigma=0.75,6.0,0.75,0.0,False,True,-0.944,0.75,0.28600000000000003,1.036,1.98,False,support_invalid
3.0,0.006,0.01,0.006,direct_small_x,direct A=2k-2 sigma=0.25,4.0,0.25,0.0,False,True,-0.944,0.262,0.774,1.036,1.98,False,support_invalid
3.0,0.006,0.01,0.006,stratified_weighted,stratified A=2k-4 W=q,3.0,0.0,1.0,False,True,-0.944,0.018000000000000002,1.018,1.036,1.98,False,support_invalid
3.0,0.006,0.01,0.006,stratified_weighted,stratified A=2k-4 W=q^-1,1.0,0.0,-1.0,False,True,-0.944,0.03,1.006,1.036,1.98,False,support_invalid
3.0,0.006,0.01,0.008,markov_baseline,baseline A=2k,6.0,0.0,0.0,False,True,-0.9319999999999999,0.0,1.048,1.048,1.98,False,support_invalid
3.0,0.006,0.01,0.008,coefficient_variation,CV A=2k-2,4.0,0.0,0.0,False,True,-0.9319999999999999,0.016,1.032,1.048,1.98,False,support_invalid
3.0,0.006,0.01,0.008,coefficient_variation,CV A=2k-4,2.0,0.0,0.0,False,True,-0.9319999999999999,0.032,1.016,1.048,1.98,False,support_invalid
3.0,0.006,0.01,0.008,direct_small_x,direct sigma=0.25,6.0,0.25,0.0,False,True,-0.9319999999999999,0.25,0.798,1.048,1.98,False,support_invalid
3.0,0.006,0.01,0.008,direct_small_x,direct sigma=0.75,6.0,0.75,0.0,False,True,-0.9319999999999999,0.75,0.29800000000000004,1.048,1.98,False,support_invalid
3.0,0.006,0.01,0.008,direct_small_x,direct A=2k-2 sigma=0.25,4.0,0.25,0.0,False,True,-0.9319999999999999,0.266,0.782,1.048,1.98,False,support_invalid
3.0,0.006,0.01,0.008,stratified_weighted,stratified A=2k-4 W=q,3.0,0.0,1.0,False,True,-0.9319999999999999,0.024,1.024,1.048,1.98,False,support_invalid
3.0,0.006,0.01,0.008,stratified_weighted,stratified A=2k-4 W=q^-1,1.0,0.0,-1.0,False,True,-0.9319999999999999,0.04,1.008,1.048,1.98,False,support_invalid
3.0,0.006,0.01,0.01,markov_baseline,baseline A=2k,6.0,0.0,0.0,True,True,-0.92,0.0,1.06,1.06,1.98,True,conditional_success
3.0,0.006,0.01,0.01,coefficient_variation,CV A=2k-2,4.0,0.0,0.0,True,True,-0.92,0.02,1.04,1.06,1.98,True,conditional_success
3.0,0.006,0.01,0.01,coefficient_variation,CV A=2k-4,2.0,0.0,0.0,True,True,-0.92,0.04,1.02,1.06,1.98,True,conditional_success
3.0,0.006,0.01,0.01,direct_small_x,direct sigma=0.25,6.0,0.25,0.0,True,True,-0.92,0.25,0.81,1.06,1.98,True,conditional_success
3.0,0.006,0.01,0.01,direct_small_x,direct sigma=0.75,6.0,0.75,0.0,True,True,-0.92,0.75,0.31000000000000005,1.06,1.98,True,conditional_success
3.0,0.006,0.01,0.01,direct_small_x,direct A=2k-2 sigma=0.25,4.0,0.25,0.0,True,True,-0.92,0.27,0.79,1.06,1.98,True,conditional_success
3.0,0.006,0.01,0.01,stratified_weighted,stratified A=2k-4 W=q,3.0,0.0,1.0,True,True,-0.92,0.03,1.03,1.06,1.98,True,conditional_success
3.0,0.006,0.01,0.01,stratified_weighted,stratified A=2k-4 W=q^-1,1.0,0.0,-1.0,True,True,-0.92,0.05,1.01,1.06,1.98,True,conditional_success
3.0,0.006,0.01,0.02,markov_baseline,baseline A=2k,6.0,0.0,0.0,True,True,-0.86,0.0,1.12,1.12,1.98,True,conditional_success
3.0,0.006,0.01,0.02,coefficient_variation,CV A=2k-2,4.0,0.0,0.0,True,True,-0.86,0.04,1.08,1.12,1.98,True,conditional_success
3.0,0.006,0.01,0.02,coefficient_variation,CV A=2k-4,2.0,0.0,0.0,True,True,-0.86,0.08,1.04,1.12,1.98,True,conditional_success
3.0,0.006,0.01,0.02,direct_small_x,direct sigma=0.25,6.0,0.25,0.0,True,True,-0.86,0.25,0.8700000000000001,1.12,1.98,True,conditional_success
3.0,0.006,0.01,0.02,direct_small_x,direct sigma=0.75,6.0,0.75,0.0,True,True,-0.86,0.75,0.3700000000000001,1.12,1.98,True,conditional_success
3.0,0.006,0.01,0.02,direct_small_x,direct A=2k-2 sigma=0.25,4.0,0.25,0.0,True,True,-0.86,0.29,0.8300000000000001,1.12,1.98,True,conditional_success
3.0,0.006,0.01,0.02,stratified_weighted,stratified A=2k-4 W=q,3.0,0.0,1.0,True,True,-0.86,0.06,1.06,1.12,1.98,True,conditional_success
3.0,0.006,0.01,0.02,stratified_weighted,stratified A=2k-4 W=q^-1,1.0,0.0,-1.0,True,True,-0.86,0.1,1.02,1.12,1.98,True,conditional_success
3.0,0.006,0.01,0.05,markov_baseline,baseline A=2k,6.0,0.0,0.0,True,True,-0.6799999999999999,0.0,1.3,1.3,1.98,True,conditional_success
3.0,0.006,0.01,0.05,coefficient_variation,CV A=2k-2,4.0,0.0,0.0,True,True,-0.6799999999999999,0.1,1.2,1.3,1.98,True,conditional_success
3.0,0.006,0.01,0.05,coefficient_variation,CV A=2k-4,2.0,0.0,0.0,True,True,-0.6799999999999999,0.2,1.1,1.3,1.98,True,conditional_success
3.0,0.006,0.01,0.05,direct_small_x,direct sigma=0.25,6.0,0.25,0.0,True,True,-0.6799999999999999,0.25,1.05,1.3,1.98,True,conditional_success
3.0,0.006,0.01,0.05,direct_small_x,direct sigma=0.75,6.0,0.75,0.0,True,True,-0.6799999999999999,0.75,0.55,1.3,1.98,True,conditional_success
3.0,0.006,0.01,0.05,direct_small_x,direct A=2k-2 sigma=0.25,4.0,0.25,0.0,True,True,-0.6799999999999999,0.35,0.95,1.3,1.98,True,conditional_success
3.0,0.006,0.01,0.05,stratified_weighted,stratified A=2k-4 W=q,3.0,0.0,1.0,True,True,-0.6799999999999999,0.15000000000000002,1.15,1.3,1.98,True,conditional_success
3.0,0.006,0.01,0.05,stratified_weighted,stratified A=2k-4 W=q^-1,1.0,0.0,-1.0,True,True,-0.6799999999999999,0.25,1.05,1.3,1.98,True,conditional_success
3.0,0.006,0.01,0.08,markov_baseline,baseline A=2k,6.0,0.0,0.0,True,True,-0.5,0.0,1.48,1.48,1.98,True,conditional_success
3.0,0.006,0.01,0.08,coefficient_variation,CV A=2k-2,4.0,0.0,0.0,True,True,-0.5,0.16,1.32,1.48,1.98,True,conditional_success
3.0,0.006,0.01,0.08,coefficient_variation,CV A=2k-4,2.0,0.0,0.0,True,True,-0.5,0.32,1.16,1.48,1.98,True,conditional_success
3.0,0.006,0.01,0.08,direct_small_x,direct sigma=0.25,6.0,0.25,0.0,True,True,-0.5,0.25,1.23,1.48,1.98,True,conditional_success
3.0,0.006,0.01,0.08,direct_small_x,direct sigma=0.75,6.0,0.75,0.0,True,True,-0.5,0.75,0.73,1.48,1.98,True,conditional_success
3.0,0.006,0.01,0.08,direct_small_x,direct A=2k-2 sigma=0.25,4.0,0.25,0.0,True,True,-0.5,0.41000000000000003,1.07,1.48,1.98,True,conditional_success
3.0,0.006,0.01,0.08,stratified_weighted,stratified A=2k-4 W=q,3.0,0.0,1.0,True,True,-0.5,0.24,1.24,1.48,1.98,True,conditional_success
3.0,0.006,0.01,0.08,stratified_weighted,stratified A=2k-4 W=q^-1,1.0,0.0,-1.0,True,True,-0.5,0.4,1.08,1.48,1.98,True,conditional_success
3.0,0.006,0.01,0.1,markov_baseline,baseline A=2k,6.0,0.0,0.0,True,True,-0.3799999999999999,0.0,1.6,1.6,1.98,True,conditional_success
3.0,0.006,0.01,0.1,coefficient_variation,CV A=2k-2,4.0,0.0,0.0,True,True,-0.3799999999999999,0.2,1.4,1.6,1.98,True,conditional_success
3.0,0.006,0.01,0.1,coefficient_variation,CV A=2k-4,2.0,0.0,0.0,True,True,-0.3799999999999999,0.4,1.2,1.6,1.98,True,conditional_success
3.0,0.006,0.01,0.1,direct_small_x,direct sigma=0.25,6.0,0.25,0.0,True,True,-0.3799999999999999,0.25,1.35,1.6,1.98,True,conditional_success
3.0,0.006,0.01,0.1,direct_small_x,direct sigma=0.75,6.0,0.75,0.0,True,True,-0.3799999999999999,0.75,0.8500000000000001,1.6,1.98,True,conditional_success
3.0,0.006,0.01,0.1,direct_small_x,direct A=2k-2 sigma=0.25,4.0,0.25,0.0,True,True,-0.3799999999999999,0.45,1.15,1.6,1.98,True,conditional_success
3.0,0.006,0.01,0.1,stratified_weighted,stratified A=2k-4 W=q,3.0,0.0,1.0,True,True,-0.3799999999999999,0.30000000000000004,1.3,1.6,1.98,True,conditional_success
3.0,0.006,0.01,0.1,stratified_weighted,stratified A=2k-4 W=q^-1,1.0,0.0,-1.0,True,True,-0.3799999999999999,0.5,1.1,1.6,1.98,True,conditional_success
3.0,0.006,0.01,0.15,markov_baseline,baseline A=2k,6.0,0.0,0.0,True,True,-0.08000000000000007,0.0,1.9,1.9,1.98,True,conditional_success
3.0,0.006,0.01,0.15,coefficient_variation,CV A=2k-2,4.0,0.0,0.0,True,True,-0.08000000000000007,0.3,1.6,1.9,1.98,True,conditional_success
3.0,0.006,0.01,0.15,coefficient_variation,CV A=2k-4,2.0,0.0,0.0,True,True,-0.08000000000000007,0.6,1.3,1.9,1.98,True,conditional_success
3.0,0.006,0.01,0.15,direct_small_x,direct sigma=0.25,6.0,0.25,0.0,True,True,-0.08000000000000007,0.25,1.65,1.9,1.98,True,conditional_success
3.0,0.006,0.01,0.15,direct_small_x,direct sigma=0.75,6.0,0.75,0.0,True,True,-0.08000000000000007,0.75,1.15,1.9,1.98,True,conditional_success
3.0,0.006,0.01,0.15,direct_small_x,direct A=2k-2 sigma=0.25,4.0,0.25,0.0,True,True,-0.08000000000000007,0.55,1.35,1.9,1.98,True,conditional_success
3.0,0.006,0.01,0.15,stratified_weighted,stratified A=2k-4 W=q,3.0,0.0,1.0,True,True,-0.08000000000000007,0.44999999999999996,1.45,1.9,1.98,True,conditional_success
3.0,0.006,0.01,0.15,stratified_weighted,stratified A=2k-4 W=q^-1,1.0,0.0,-1.0,True,True,-0.08000000000000007,0.75,1.15,1.9,1.98,True,conditional_success
3.0,0.006,0.01,0.25,markov_baseline,baseline A=2k,6.0,0.0,0.0,True,True,0.52,0.0,2.5,2.5,1.98,False,needs_more_numerator_saving
3.0,0.006,0.01,0.25,coefficient_variation,CV A=2k-2,4.0,0.0,0.0,True,True,0.52,0.5,2.0,2.5,1.98,False,needs_more_numerator_saving
3.0,0.006,0.01,0.25,coefficient_variation,CV A=2k-4,2.0,0.0,0.0,True,True,0.52,1.0,1.5,2.5,1.98,True,conditional_success
3.0,0.006,0.01,0.25,direct_small_x,direct sigma=0.25,6.0,0.25,0.0,True,True,0.52,0.25,2.25,2.5,1.98,False,needs_more_numerator_saving
3.0,0.006,0.01,0.25,direct_small_x,direct sigma=0.75,6.0,0.75,0.0,True,True,0.52,0.75,1.75,2.5,1.98,True,conditional_success
3.0,0.006,0.01,0.25,direct_small_x,direct A=2k-2 sigma=0.25,4.0,0.25,0.0,True,True,0.52,0.75,1.75,2.5,1.98,True,conditional_success
3.0,0.006,0.01,0.25,stratified_weighted,stratified A=2k-4 W=q,3.0,0.0,1.0,True,True,0.52,0.75,1.75,2.5,1.98,True,conditional_success
3.0,0.006,0.01,0.25,stratified_weighted,stratified A=2k-4 W=q^-1,1.0,0.0,-1.0,True,True,0.52,1.25,1.25,2.5,1.98,True,conditional_success
3.0,0.006,0.02,0.0,markov_baseline,baseline A=2k,6.0,0.0,0.0,False,True,-0.96,0.0,1.0,1.0,1.96,False,support_invalid
3.0,0.006,0.02,0.0,coefficient_variation,CV A=2k-2,4.0,0.0,0.0,False,True,-0.96,0.0,1.0,1.0,1.96,False,support_invalid
3.0,0.006,0.02,0.0,coefficient_variation,CV A=2k-4,2.0,0.0,0.0,False,True,-0.96,0.0,1.0,1.0,1.96,False,support_invalid
3.0,0.006,0.02,0.0,direct_small_x,direct sigma=0.25,6.0,0.25,0.0,False,True,-0.96,0.25,0.75,1.0,1.96,False,support_invalid
3.0,0.006,0.02,0.0,direct_small_x,direct sigma=0.75,6.0,0.75,0.0,False,True,-0.96,0.75,0.25,1.0,1.96,False,support_invalid
3.0,0.006,0.02,0.0,direct_small_x,direct A=2k-2 sigma=0.25,4.0,0.25,0.0,False,True,-0.96,0.25,0.75,1.0,1.96,False,support_invalid
3.0,0.006,0.02,0.0,stratified_weighted,stratified A=2k-4 W=q,3.0,0.0,1.0,False,True,-0.96,0.0,1.0,1.0,1.96,False,support_invalid
3.0,0.006,0.02,0.0,stratified_weighted,stratified A=2k-4 W=q^-1,1.0,0.0,-1.0,False,True,-0.96,0.0,1.0,1.0,1.96,False,support_invalid
3.0,0.006,0.02,0.002,markov_baseline,baseline A=2k,6.0,0.0,0.0,False,True,-0.948,0.0,1.012,1.012,1.96,False,support_invalid
3.0,0.006,0.02,0.002,coefficient_variation,CV A=2k-2,4.0,0.0,0.0,False,True,-0.948,0.004,1.008,1.012,1.96,False,support_invalid
3.0,0.006,0.02,0.002,coefficient_variation,CV A=2k-4,2.0,0.0,0.0,False,True,-0.948,0.008,1.004,1.012,1.96,False,support_invalid
3.0,0.006,0.02,0.002,direct_small_x,direct sigma=0.25,6.0,0.25,0.0,False,True,-0.948,0.25,0.762,1.012,1.96,False,support_invalid
3.0,0.006,0.02,0.002,direct_small_x,direct sigma=0.75,6.0,0.75,0.0,False,True,-0.948,0.75,0.262,1.012,1.96,False,support_invalid
3.0,0.006,0.02,0.002,direct_small_x,direct A=2k-2 sigma=0.25,4.0,0.25,0.0,False,True,-0.948,0.254,0.758,1.012,1.96,False,support_invalid
3.0,0.006,0.02,0.002,stratified_weighted,stratified A=2k-4 W=q,3.0,0.0,1.0,False,True,-0.948,0.006,1.006,1.012,1.96,False,support_invalid
3.0,0.006,0.02,0.002,stratified_weighted,stratified A=2k-4 W=q^-1,1.0,0.0,-1.0,False,True,-0.948,0.01,1.002,1.012,1.96,False,support_invalid
3.0,0.006,0.02,0.004,markov_baseline,baseline A=2k,6.0,0.0,0.0,False,True,-0.9359999999999999,0.0,1.024,1.024,1.96,False,support_invalid
3.0,0.006,0.02,0.004,coefficient_variation,CV A=2k-2,4.0,0.0,0.0,False,True,-0.9359999999999999,0.008,1.016,1.024,1.96,False,support_invalid
3.0,0.006,0.02,0.004,coefficient_variation,CV A=2k-4,2.0,0.0,0.0,False,True,-0.9359999999999999,0.016,1.008,1.024,1.96,False,support_invalid
3.0,0.006,0.02,0.004,direct_small_x,direct sigma=0.25,6.0,0.25,0.0,False,True,-0.9359999999999999,0.25,0.774,1.024,1.96,False,support_invalid
3.0,0.006,0.02,0.004,direct_small_x,direct sigma=0.75,6.0,0.75,0.0,False,True,-0.9359999999999999,0.75,0.274,1.024,1.96,False,support_invalid
3.0,0.006,0.02,0.004,direct_small_x,direct A=2k-2 sigma=0.25,4.0,0.25,0.0,False,True,-0.9359999999999999,0.258,0.766,1.024,1.96,False,support_invalid
3.0,0.006,0.02,0.004,stratified_weighted,stratified A=2k-4 W=q,3.0,0.0,1.0,False,True,-0.9359999999999999,0.012,1.012,1.024,1.96,False,support_invalid
3.0,0.006,0.02,0.004,stratified_weighted,stratified A=2k-4 W=q^-1,1.0,0.0,-1.0,False,True,-0.9359999999999999,0.02,1.004,1.024,1.96,False,support_invalid
3.0,0.006,0.02,0.006,markov_baseline,baseline A=2k,6.0,0.0,0.0,False,True,-0.9239999999999999,0.0,1.036,1.036,1.96,False,support_invalid
3.0,0.006,0.02,0.006,coefficient_variation,CV A=2k-2,4.0,0.0,0.0,False,True,-0.9239999999999999,0.012,1.024,1.036,1.96,False,support_invalid
3.0,0.006,0.02,0.006,coefficient_variation,CV A=2k-4,2.0,0.0,0.0,False,True,-0.9239999999999999,0.024,1.012,1.036,1.96,False,support_invalid
3.0,0.006,0.02,0.006,direct_small_x,direct sigma=0.25,6.0,0.25,0.0,False,True,-0.9239999999999999,0.25,0.786,1.036,1.96,False,support_invalid
3.0,0.006,0.02,0.006,direct_small_x,direct sigma=0.75,6.0,0.75,0.0,False,True,-0.9239999999999999,0.75,0.28600000000000003,1.036,1.96,False,support_invalid
3.0,0.006,0.02,0.006,direct_small_x,direct A=2k-2 sigma=0.25,4.0,0.25,0.0,False,True,-0.9239999999999999,0.262,0.774,1.036,1.96,False,support_invalid
3.0,0.006,0.02,0.006,stratified_weighted,stratified A=2k-4 W=q,3.0,0.0,1.0,False,True,-0.9239999999999999,0.018000000000000002,1.018,1.036,1.96,False,support_invalid
3.0,0.006,0.02,0.006,stratified_weighted,stratified A=2k-4 W=q^-1,1.0,0.0,-1.0,False,True,-0.9239999999999999,0.03,1.006,1.036,1.96,False,support_invalid
3.0,0.006,0.02,0.008,markov_baseline,baseline A=2k,6.0,0.0,0.0,False,True,-0.912,0.0,1.048,1.048,1.96,False,support_invalid
3.0,0.006,0.02,0.008,coefficient_variation,CV A=2k-2,4.0,0.0,0.0,False,True,-0.912,0.016,1.032,1.048,1.96,False,support_invalid
3.0,0.006,0.02,0.008,coefficient_variation,CV A=2k-4,2.0,0.0,0.0,False,True,-0.912,0.032,1.016,1.048,1.96,False,support_invalid
3.0,0.006,0.02,0.008,direct_small_x,direct sigma=0.25,6.0,0.25,0.0,False,True,-0.912,0.25,0.798,1.048,1.96,False,support_invalid
3.0,0.006,0.02,0.008,direct_small_x,direct sigma=0.75,6.0,0.75,0.0,False,True,-0.912,0.75,0.29800000000000004,1.048,1.96,False,support_invalid
3.0,0.006,0.02,0.008,direct_small_x,direct A=2k-2 sigma=0.25,4.0,0.25,0.0,False,True,-0.912,0.266,0.782,1.048,1.96,False,support_invalid
3.0,0.006,0.02,0.008,stratified_weighted,stratified A=2k-4 W=q,3.0,0.0,1.0,False,True,-0.912,0.024,1.024,1.048,1.96,False,support_invalid
3.0,0.006,0.02,0.008,stratified_weighted,stratified A=2k-4 W=q^-1,1.0,0.0,-1.0,False,True,-0.912,0.04,1.008,1.048,1.96,False,support_invalid
3.0,0.006,0.02,0.01,markov_baseline,baseline A=2k,6.0,0.0,0.0,False,True,-0.9,0.0,1.06,1.06,1.96,False,support_invalid
3.0,0.006,0.02,0.01,coefficient_variation,CV A=2k-2,4.0,0.0,0.0,False,True,-0.9,0.02,1.04,1.06,1.96,False,support_invalid
3.0,0.006,0.02,0.01,coefficient_variation,CV A=2k-4,2.0,0.0,0.0,False,True,-0.9,0.04,1.02,1.06,1.96,False,support_invalid
3.0,0.006,0.02,0.01,direct_small_x,direct sigma=0.25,6.0,0.25,0.0,False,True,-0.9,0.25,0.81,1.06,1.96,False,support_invalid
3.0,0.006,0.02,0.01,direct_small_x,direct sigma=0.75,6.0,0.75,0.0,False,True,-0.9,0.75,0.31000000000000005,1.06,1.96,False,support_invalid
3.0,0.006,0.02,0.01,direct_small_x,direct A=2k-2 sigma=0.25,4.0,0.25,0.0,False,True,-0.9,0.27,0.79,1.06,1.96,False,support_invalid
3.0,0.006,0.02,0.01,stratified_weighted,stratified A=2k-4 W=q,3.0,0.0,1.0,False,True,-0.9,0.03,1.03,1.06,1.96,False,support_invalid
3.0,0.006,0.02,0.01,stratified_weighted,stratified A=2k-4 W=q^-1,1.0,0.0,-1.0,False,True,-0.9,0.05,1.01,1.06,1.96,False,support_invalid
3.0,0.006,0.02,0.02,markov_baseline,baseline A=2k,6.0,0.0,0.0,True,True,-0.84,0.0,1.12,1.12,1.96,True,conditional_success
3.0,0.006,0.02,0.02,coefficient_variation,CV A=2k-2,4.0,0.0,0.0,True,True,-0.84,0.04,1.08,1.12,1.96,True,conditional_success
3.0,0.006,0.02,0.02,coefficient_variation,CV A=2k-4,2.0,0.0,0.0,True,True,-0.84,0.08,1.04,1.12,1.96,True,conditional_success
3.0,0.006,0.02,0.02,direct_small_x,direct sigma=0.25,6.0,0.25,0.0,True,True,-0.84,0.25,0.8700000000000001,1.12,1.96,True,conditional_success
3.0,0.006,0.02,0.02,direct_small_x,direct sigma=0.75,6.0,0.75,0.0,True,True,-0.84,0.75,0.3700000000000001,1.12,1.96,True,conditional_success
3.0,0.006,0.02,0.02,direct_small_x,direct A=2k-2 sigma=0.25,4.0,0.25,0.0,True,True,-0.84,0.29,0.8300000000000001,1.12,1.96,True,conditional_success
3.0,0.006,0.02,0.02,stratified_weighted,stratified A=2k-4 W=q,3.0,0.0,1.0,True,True,-0.84,0.06,1.06,1.12,1.96,True,conditional_success
3.0,0.006,0.02,0.02,stratified_weighted,stratified A=2k-4 W=q^-1,1.0,0.0,-1.0,True,True,-0.84,0.1,1.02,1.12,1.96,True,conditional_success
3.0,0.006,0.02,0.05,markov_baseline,baseline A=2k,6.0,0.0,0.0,True,True,-0.6599999999999999,0.0,1.3,1.3,1.96,True,conditional_success
3.0,0.006,0.02,0.05,coefficient_variation,CV A=2k-2,4.0,0.0,0.0,True,True,-0.6599999999999999,0.1,1.2,1.3,1.96,True,conditional_success
3.0,0.006,0.02,0.05,coefficient_variation,CV A=2k-4,2.0,0.0,0.0,True,True,-0.6599999999999999,0.2,1.1,1.3,1.96,True,conditional_success
3.0,0.006,0.02,0.05,direct_small_x,direct sigma=0.25,6.0,0.25,0.0,True,True,-0.6599999999999999,0.25,1.05,1.3,1.96,True,conditional_success
3.0,0.006,0.02,0.05,direct_small_x,direct sigma=0.75,6.0,0.75,0.0,True,True,-0.6599999999999999,0.75,0.55,1.3,1.96,True,conditional_success
3.0,0.006,0.02,0.05,direct_small_x,direct A=2k-2 sigma=0.25,4.0,0.25,0.0,True,True,-0.6599999999999999,0.35,0.95,1.3,1.96,True,conditional_success
3.0,0.006,0.02,0.05,stratified_weighted,stratified A=2k-4 W=q,3.0,0.0,1.0,True,True,-0.6599999999999999,0.15000000000000002,1.15,1.3,1.96,True,conditional_success
3.0,0.006,0.02,0.05,stratified_weighted,stratified A=2k-4 W=q^-1,1.0,0.0,-1.0,True,True,-0.6599999999999999,0.25,1.05,1.3,1.96,True,conditional_success
3.0,0.006,0.02,0.08,markov_baseline,baseline A=2k,6.0,0.0,0.0,True,True,-0.48,0.0,1.48,1.48,1.96,True,conditional_success
3.0,0.006,0.02,0.08,coefficient_variation,CV A=2k-2,4.0,0.0,0.0,True,True,-0.48,0.16,1.32,1.48,1.96,True,conditional_success
3.0,0.006,0.02,0.08,coefficient_variation,CV A=2k-4,2.0,0.0,0.0,True,True,-0.48,0.32,1.16,1.48,1.96,True,conditional_success
3.0,0.006,0.02,0.08,direct_small_x,direct sigma=0.25,6.0,0.25,0.0,True,True,-0.48,0.25,1.23,1.48,1.96,True,conditional_success
3.0,0.006,0.02,0.08,direct_small_x,direct sigma=0.75,6.0,0.75,0.0,True,True,-0.48,0.75,0.73,1.48,1.96,True,conditional_success
3.0,0.006,0.02,0.08,direct_small_x,direct A=2k-2 sigma=0.25,4.0,0.25,0.0,True,True,-0.48,0.41000000000000003,1.07,1.48,1.96,True,conditional_success
3.0,0.006,0.02,0.08,stratified_weighted,stratified A=2k-4 W=q,3.0,0.0,1.0,True,True,-0.48,0.24,1.24,1.48,1.96,True,conditional_success
3.0,0.006,0.02,0.08,stratified_weighted,stratified A=2k-4 W=q^-1,1.0,0.0,-1.0,True,True,-0.48,0.4,1.08,1.48,1.96,True,conditional_success
3.0,0.006,0.02,0.1,markov_baseline,baseline A=2k,6.0,0.0,0.0,True,True,-0.3599999999999999,0.0,1.6,1.6,1.96,True,conditional_success
3.0,0.006,0.02,0.1,coefficient_variation,CV A=2k-2,4.0,0.0,0.0,True,True,-0.3599999999999999,0.2,1.4,1.6,1.96,True,conditional_success
3.0,0.006,0.02,0.1,coefficient_variation,CV A=2k-4,2.0,0.0,0.0,True,True,-0.3599999999999999,0.4,1.2,1.6,1.96,True,conditional_success
3.0,0.006,0.02,0.1,direct_small_x,direct sigma=0.25,6.0,0.25,0.0,True,True,-0.3599999999999999,0.25,1.35,1.6,1.96,True,conditional_success
3.0,0.006,0.02,0.1,direct_small_x,direct sigma=0.75,6.0,0.75,0.0,True,True,-0.3599999999999999,0.75,0.8500000000000001,1.6,1.96,True,conditional_success
3.0,0.006,0.02,0.1,direct_small_x,direct A=2k-2 sigma=0.25,4.0,0.25,0.0,True,True,-0.3599999999999999,0.45,1.15,1.6,1.96,True,conditional_success
3.0,0.006,0.02,0.1,stratified_weighted,stratified A=2k-4 W=q,3.0,0.0,1.0,True,True,-0.3599999999999999,0.30000000000000004,1.3,1.6,1.96,True,conditional_success
3.0,0.006,0.02,0.1,stratified_weighted,stratified A=2k-4 W=q^-1,1.0,0.0,-1.0,True,True,-0.3599999999999999,0.5,1.1,1.6,1.96,True,conditional_success
3.0,0.006,0.02,0.15,markov_baseline,baseline A=2k,6.0,0.0,0.0,True,True,-0.06000000000000005,0.0,1.9,1.9,1.96,True,conditional_success
3.0,0.006,0.02,0.15,coefficient_variation,CV A=2k-2,4.0,0.0,0.0,True,True,-0.06000000000000005,0.3,1.6,1.9,1.96,True,conditional_success
3.0,0.006,0.02,0.15,coefficient_variation,CV A=2k-4,2.0,0.0,0.0,True,True,-0.06000000000000005,0.6,1.3,1.9,1.96,True,conditional_success
3.0,0.006,0.02,0.15,direct_small_x,direct sigma=0.25,6.0,0.25,0.0,True,True,-0.06000000000000005,0.25,1.65,1.9,1.96,True,conditional_success
3.0,0.006,0.02,0.15,direct_small_x,direct sigma=0.75,6.0,0.75,0.0,True,True,-0.06000000000000005,0.75,1.15,1.9,1.96,True,conditional_success
