kappa,eta,A,A_offset_from_markov,sigma,denominator_loss_D,raw_beta_before_denominator,net_beta_after_denominator,saving_survives_denominator,near_zero_denominator_obstruction,paper_denominator_safe_regime
5.0,0.08,8.0,2.0,0.0,0.0,0.16,0.16,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,8.0,2.0,0.0,0.25,0.16,-0.09,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,8.0,2.0,0.0,0.5,0.16,-0.33999999999999997,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,8.0,2.0,0.0,1.0,0.16,-0.84,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,8.0,2.0,0.0,2.0,0.16,-1.84,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,8.0,2.0,0.15,0.0,0.31,0.31,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,8.0,2.0,0.15,0.25,0.31,0.06,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,8.0,2.0,0.15,0.5,0.31,-0.19,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,8.0,2.0,0.15,1.0,0.31,-0.69,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,8.0,2.0,0.15,2.0,0.31,-1.69,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,8.0,2.0,0.35,0.0,0.51,0.51,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,8.0,2.0,0.35,0.25,0.51,0.26,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,8.0,2.0,0.35,0.5,0.51,0.010000000000000009,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,8.0,2.0,0.35,1.0,0.51,-0.49,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,8.0,2.0,0.35,2.0,0.51,-1.49,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,8.0,2.0,0.6,0.0,0.76,0.76,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,8.0,2.0,0.6,0.25,0.76,0.51,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,8.0,2.0,0.6,0.5,0.76,0.26,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,8.0,2.0,0.6,1.0,0.76,-0.24,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,8.0,2.0,0.6,2.0,0.76,-1.24,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,7.0,3.0,0.0,0.0,0.24,0.24,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,7.0,3.0,0.0,0.25,0.24,-0.010000000000000009,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,7.0,3.0,0.0,0.5,0.24,-0.26,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,7.0,3.0,0.0,1.0,0.24,-0.76,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,7.0,3.0,0.0,2.0,0.24,-1.76,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,7.0,3.0,0.15,0.0,0.39,0.39,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,7.0,3.0,0.15,0.25,0.39,0.14,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,7.0,3.0,0.15,0.5,0.39,-0.10999999999999999,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,7.0,3.0,0.15,1.0,0.39,-0.61,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,7.0,3.0,0.15,2.0,0.39,-1.6099999999999999,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,7.0,3.0,0.35,0.0,0.59,0.59,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,7.0,3.0,0.35,0.25,0.59,0.33999999999999997,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,7.0,3.0,0.35,0.5,0.59,0.08999999999999997,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,7.0,3.0,0.35,1.0,0.59,-0.41000000000000003,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,7.0,3.0,0.35,2.0,0.59,-1.4100000000000001,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,7.0,3.0,0.6,0.0,0.84,0.84,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,7.0,3.0,0.6,0.25,0.84,0.59,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,7.0,3.0,0.6,0.5,0.84,0.33999999999999997,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,7.0,3.0,0.6,1.0,0.84,-0.16000000000000003,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.08,7.0,3.0,0.6,2.0,0.84,-1.1600000000000001,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,10.0,0.0,0.0,0.0,0.0,0.0,False,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,10.0,0.0,0.0,0.25,0.0,-0.25,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,10.0,0.0,0.0,0.5,0.0,-0.5,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,10.0,0.0,0.0,1.0,0.0,-1.0,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,10.0,0.0,0.0,2.0,0.0,-2.0,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,10.0,0.0,0.15,0.0,0.15,0.15,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,10.0,0.0,0.15,0.25,0.15,-0.1,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,10.0,0.0,0.15,0.5,0.15,-0.35,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,10.0,0.0,0.15,1.0,0.15,-0.85,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,10.0,0.0,0.15,2.0,0.15,-1.85,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,10.0,0.0,0.35,0.0,0.35,0.35,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,10.0,0.0,0.35,0.25,0.35,0.09999999999999998,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,10.0,0.0,0.35,0.5,0.35,-0.15000000000000002,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,10.0,0.0,0.35,1.0,0.35,-0.65,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,10.0,0.0,0.35,2.0,0.35,-1.65,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,10.0,0.0,0.6,0.0,0.6,0.6,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,10.0,0.0,0.6,0.25,0.6,0.35,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,10.0,0.0,0.6,0.5,0.6,0.09999999999999998,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,10.0,0.0,0.6,1.0,0.6,-0.4,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,10.0,0.0,0.6,2.0,0.6,-1.4,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,9.0,1.0,0.0,0.0,0.12,0.12,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,9.0,1.0,0.0,0.25,0.12,-0.13,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,9.0,1.0,0.0,0.5,0.12,-0.38,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,9.0,1.0,0.0,1.0,0.12,-0.88,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,9.0,1.0,0.0,2.0,0.12,-1.88,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,9.0,1.0,0.15,0.0,0.27,0.27,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,9.0,1.0,0.15,0.25,0.27,0.020000000000000018,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,9.0,1.0,0.15,0.5,0.27,-0.22999999999999998,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,9.0,1.0,0.15,1.0,0.27,-0.73,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,9.0,1.0,0.15,2.0,0.27,-1.73,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,9.0,1.0,0.35,0.0,0.47,0.47,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,9.0,1.0,0.35,0.25,0.47,0.21999999999999997,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,9.0,1.0,0.35,0.5,0.47,-0.030000000000000027,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,9.0,1.0,0.35,1.0,0.47,-0.53,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,9.0,1.0,0.35,2.0,0.47,-1.53,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,9.0,1.0,0.6,0.0,0.72,0.72,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,9.0,1.0,0.6,0.25,0.72,0.47,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,9.0,1.0,0.6,0.5,0.72,0.21999999999999997,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,9.0,1.0,0.6,1.0,0.72,-0.28,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,9.0,1.0,0.6,2.0,0.72,-1.28,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,8.0,2.0,0.0,0.0,0.24,0.24,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,8.0,2.0,0.0,0.25,0.24,-0.010000000000000009,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,8.0,2.0,0.0,0.5,0.24,-0.26,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,8.0,2.0,0.0,1.0,0.24,-0.76,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,8.0,2.0,0.0,2.0,0.24,-1.76,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,8.0,2.0,0.15,0.0,0.39,0.39,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,8.0,2.0,0.15,0.25,0.39,0.14,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,8.0,2.0,0.15,0.5,0.39,-0.10999999999999999,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,8.0,2.0,0.15,1.0,0.39,-0.61,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,8.0,2.0,0.15,2.0,0.39,-1.6099999999999999,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,8.0,2.0,0.35,0.0,0.59,0.59,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,8.0,2.0,0.35,0.25,0.59,0.33999999999999997,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,8.0,2.0,0.35,0.5,0.59,0.08999999999999997,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,8.0,2.0,0.35,1.0,0.59,-0.41000000000000003,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,8.0,2.0,0.35,2.0,0.59,-1.4100000000000001,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,8.0,2.0,0.6,0.0,0.84,0.84,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,8.0,2.0,0.6,0.25,0.84,0.59,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,8.0,2.0,0.6,0.5,0.84,0.33999999999999997,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,8.0,2.0,0.6,1.0,0.84,-0.16000000000000003,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,8.0,2.0,0.6,2.0,0.84,-1.1600000000000001,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,7.0,3.0,0.0,0.0,0.36,0.36,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,7.0,3.0,0.0,0.25,0.36,0.10999999999999999,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,7.0,3.0,0.0,0.5,0.36,-0.14,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,7.0,3.0,0.0,1.0,0.36,-0.64,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,7.0,3.0,0.0,2.0,0.36,-1.6400000000000001,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,7.0,3.0,0.15,0.0,0.51,0.51,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,7.0,3.0,0.15,0.25,0.51,0.26,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,7.0,3.0,0.15,0.5,0.51,0.010000000000000009,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,7.0,3.0,0.15,1.0,0.51,-0.49,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,7.0,3.0,0.15,2.0,0.51,-1.49,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,7.0,3.0,0.35,0.0,0.71,0.71,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,7.0,3.0,0.35,0.25,0.71,0.45999999999999996,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,7.0,3.0,0.35,0.5,0.71,0.20999999999999996,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,7.0,3.0,0.35,1.0,0.71,-0.29000000000000004,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,7.0,3.0,0.35,2.0,0.71,-1.29,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,7.0,3.0,0.6,0.0,0.96,0.96,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,7.0,3.0,0.6,0.25,0.96,0.71,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,7.0,3.0,0.6,0.5,0.96,0.45999999999999996,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,7.0,3.0,0.6,1.0,0.96,-0.040000000000000036,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.12,7.0,3.0,0.6,2.0,0.96,-1.04,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,10.0,0.0,0.0,0.0,0.0,0.0,False,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,10.0,0.0,0.0,0.25,0.0,-0.25,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,10.0,0.0,0.0,0.5,0.0,-0.5,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,10.0,0.0,0.0,1.0,0.0,-1.0,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,10.0,0.0,0.0,2.0,0.0,-2.0,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,10.0,0.0,0.15,0.0,0.15,0.15,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,10.0,0.0,0.15,0.25,0.15,-0.1,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,10.0,0.0,0.15,0.5,0.15,-0.35,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,10.0,0.0,0.15,1.0,0.15,-0.85,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,10.0,0.0,0.15,2.0,0.15,-1.85,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,10.0,0.0,0.35,0.0,0.35,0.35,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,10.0,0.0,0.35,0.25,0.35,0.09999999999999998,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,10.0,0.0,0.35,0.5,0.35,-0.15000000000000002,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,10.0,0.0,0.35,1.0,0.35,-0.65,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,10.0,0.0,0.35,2.0,0.35,-1.65,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,10.0,0.0,0.6,0.0,0.6,0.6,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,10.0,0.0,0.6,0.25,0.6,0.35,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,10.0,0.0,0.6,0.5,0.6,0.09999999999999998,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,10.0,0.0,0.6,1.0,0.6,-0.4,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,10.0,0.0,0.6,2.0,0.6,-1.4,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,9.0,1.0,0.0,0.0,0.18,0.18,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,9.0,1.0,0.0,0.25,0.18,-0.07,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,9.0,1.0,0.0,0.5,0.18,-0.32,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,9.0,1.0,0.0,1.0,0.18,-0.8200000000000001,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,9.0,1.0,0.0,2.0,0.18,-1.82,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,9.0,1.0,0.15,0.0,0.32999999999999996,0.32999999999999996,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,9.0,1.0,0.15,0.25,0.32999999999999996,0.07999999999999996,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,9.0,1.0,0.15,0.5,0.32999999999999996,-0.17000000000000004,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,9.0,1.0,0.15,1.0,0.32999999999999996,-0.67,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,9.0,1.0,0.15,2.0,0.32999999999999996,-1.67,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,9.0,1.0,0.35,0.0,0.53,0.53,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,9.0,1.0,0.35,0.25,0.53,0.28,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,9.0,1.0,0.35,0.5,0.53,0.030000000000000027,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,9.0,1.0,0.35,1.0,0.53,-0.47,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,9.0,1.0,0.35,2.0,0.53,-1.47,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,9.0,1.0,0.6,0.0,0.78,0.78,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,9.0,1.0,0.6,0.25,0.78,0.53,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,9.0,1.0,0.6,0.5,0.78,0.28,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,9.0,1.0,0.6,1.0,0.78,-0.21999999999999997,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,9.0,1.0,0.6,2.0,0.78,-1.22,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,8.0,2.0,0.0,0.0,0.36,0.36,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,8.0,2.0,0.0,0.25,0.36,0.10999999999999999,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,8.0,2.0,0.0,0.5,0.36,-0.14,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,8.0,2.0,0.0,1.0,0.36,-0.64,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,8.0,2.0,0.0,2.0,0.36,-1.6400000000000001,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,8.0,2.0,0.15,0.0,0.51,0.51,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,8.0,2.0,0.15,0.25,0.51,0.26,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,8.0,2.0,0.15,0.5,0.51,0.010000000000000009,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,8.0,2.0,0.15,1.0,0.51,-0.49,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,8.0,2.0,0.15,2.0,0.51,-1.49,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,8.0,2.0,0.35,0.0,0.71,0.71,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,8.0,2.0,0.35,0.25,0.71,0.45999999999999996,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,8.0,2.0,0.35,0.5,0.71,0.20999999999999996,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,8.0,2.0,0.35,1.0,0.71,-0.29000000000000004,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,8.0,2.0,0.35,2.0,0.71,-1.29,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,8.0,2.0,0.6,0.0,0.96,0.96,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,8.0,2.0,0.6,0.25,0.96,0.71,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,8.0,2.0,0.6,0.5,0.96,0.45999999999999996,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,8.0,2.0,0.6,1.0,0.96,-0.040000000000000036,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,8.0,2.0,0.6,2.0,0.96,-1.04,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,7.0,3.0,0.0,0.0,0.54,0.54,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,7.0,3.0,0.0,0.25,0.54,0.29000000000000004,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,7.0,3.0,0.0,0.5,0.54,0.040000000000000036,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,7.0,3.0,0.0,1.0,0.54,-0.45999999999999996,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,7.0,3.0,0.0,2.0,0.54,-1.46,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,7.0,3.0,0.15,0.0,0.6900000000000001,0.6900000000000001,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,7.0,3.0,0.15,0.25,0.6900000000000001,0.44000000000000006,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,7.0,3.0,0.15,0.5,0.6900000000000001,0.19000000000000006,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,7.0,3.0,0.15,1.0,0.6900000000000001,-0.30999999999999994,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,7.0,3.0,0.15,2.0,0.6900000000000001,-1.31,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,7.0,3.0,0.35,0.0,0.89,0.89,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,7.0,3.0,0.35,0.25,0.89,0.64,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,7.0,3.0,0.35,0.5,0.89,0.39,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,7.0,3.0,0.35,1.0,0.89,-0.10999999999999999,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,7.0,3.0,0.35,2.0,0.89,-1.1099999999999999,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,7.0,3.0,0.6,0.0,1.1400000000000001,1.1400000000000001,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,7.0,3.0,0.6,0.25,1.1400000000000001,0.8900000000000001,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,7.0,3.0,0.6,0.5,1.1400000000000001,0.6400000000000001,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,7.0,3.0,0.6,1.0,1.1400000000000001,0.14000000000000012,True,False,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
5.0,0.18,7.0,3.0,0.6,2.0,1.1400000000000001,-0.8599999999999999,False,True,"n >= q^kappa and Q_id(1/n) in [C^-1,C]"
