L,variant,weight_scheme,n_power,coefficient_order,num_terms,num_profiles,signed_coefficient_sum,coefficient_absolute_variation,weight_l1,m12_tv_bound_proxy,absolute_variation_bound_proxy,signed_bound_proxy,cancellation_ratio,theorem_bound_ratio,absolute_variation_bound_ratio,zero_av,notes
3,all_conflict_free,weight_exp_decay_theta_0_5,1,3,18,9,-2.91280912797,4.50599531574,11.4728214144,8363.68681106,4.50599531574,2.91280912797,0.64642968398,0.000348268555934,0.64642968398,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,all_conflict_free,weight_exp_decay_theta_0_5,1,4,18,9,0.273563247571,7.69236769129,11.4728214144,75273.1812996,7.69236769129,0.273563247571,0.035562944798,3.63427243075e-06,0.035562944798,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,all_conflict_free,weight_length_inverse,0,1,2,2,0,0,8,72,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,all_conflict_free,weight_length_inverse,0,2,2,2,0,0,8,648,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,all_conflict_free,weight_length_inverse,0,3,2,2,0,0,8,5832,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,all_conflict_free,weight_length_inverse,0,4,2,2,0,0,8,52488,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,all_conflict_free,weight_length_inverse,1,1,18,9,-10.8888888889,10.8888888889,26.8888888889,242,10.8888888889,10.8888888889,1,0.0449954086318,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,all_conflict_free,weight_length_inverse,1,2,18,9,-9.11111111111,9.11111111111,26.8888888889,2178,9.11111111111,9.11111111111,1,0.00418324660749,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,all_conflict_free,weight_length_inverse,1,3,18,9,-5.55555555556,9.11111111111,26.8888888889,19602,9.11111111111,5.55555555556,0.609756097561,0.000283417791835,0.609756097561,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,all_conflict_free,weight_length_inverse,1,4,18,9,1.55555555556,16.2222222222,26.8888888889,176418,16.2222222222,1.55555555556,0.0958904109589,8.81744241265e-06,0.0958904109589,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,all_conflict_free,weight_unweighted,0,1,2,2,0,0,8,72,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,all_conflict_free,weight_unweighted,0,2,2,2,0,0,8,648,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,all_conflict_free,weight_unweighted,0,3,2,2,0,0,8,5832,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,all_conflict_free,weight_unweighted,0,4,2,2,0,0,8,52488,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,all_conflict_free,weight_unweighted,1,1,18,9,-72,72,72,648,72,72,1,0.111111111111,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,all_conflict_free,weight_unweighted,1,2,18,9,-56,56,72,5832,56,56,1,0.00960219478738,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,all_conflict_free,weight_unweighted,1,3,18,9,-24,56,72,52488,56,24,0.428571428571,0.000457247370828,0.428571428571,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,all_conflict_free,weight_unweighted,1,4,18,9,40,120,72,472392,120,40,0.333333333333,8.46754390422e-05,0.333333333333,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,diagonal_cyclic_only,weight_exp_decay_theta_0_5,0,1,2,2,0,0,2.94303552937,26.4873197643,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,diagonal_cyclic_only,weight_exp_decay_theta_0_5,0,2,2,2,0,0,2.94303552937,238.385877879,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,diagonal_cyclic_only,weight_exp_decay_theta_0_5,0,3,2,2,0,0,2.94303552937,2145.47290091,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,diagonal_cyclic_only,weight_exp_decay_theta_0_5,0,4,2,2,0,0,2.94303552937,19309.2561082,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,diagonal_cyclic_only,weight_length_inverse,0,1,2,2,0,0,8,72,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,diagonal_cyclic_only,weight_length_inverse,0,2,2,2,0,0,8,648,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,diagonal_cyclic_only,weight_length_inverse,0,3,2,2,0,0,8,5832,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,diagonal_cyclic_only,weight_length_inverse,0,4,2,2,0,0,8,52488,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,diagonal_cyclic_only,weight_unweighted,0,1,2,2,0,0,8,72,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,diagonal_cyclic_only,weight_unweighted,0,2,2,2,0,0,8,648,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,diagonal_cyclic_only,weight_unweighted,0,3,2,2,0,0,8,5832,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,diagonal_cyclic_only,weight_unweighted,0,4,2,2,0,0,8,52488,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,primitive_non_diagonal,weight_exp_decay_theta_0_5,1,1,2,1,0,0,2.94303552937,26.4873197643,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,primitive_non_diagonal,weight_exp_decay_theta_0_5,1,2,2,1,0,0,2.94303552937,238.385877879,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,primitive_non_diagonal,weight_exp_decay_theta_0_5,1,3,2,1,0,0,2.94303552937,2145.47290091,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,primitive_non_diagonal,weight_exp_decay_theta_0_5,1,4,2,1,0,0,2.94303552937,19309.2561082,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,primitive_non_diagonal,weight_length_inverse,1,1,2,1,0,0,8,72,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,primitive_non_diagonal,weight_length_inverse,1,2,2,1,0,0,8,648,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,primitive_non_diagonal,weight_length_inverse,1,3,2,1,0,0,8,5832,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,primitive_non_diagonal,weight_length_inverse,1,4,2,1,0,0,8,52488,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,primitive_non_diagonal,weight_unweighted,1,1,2,1,0,0,8,72,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,primitive_non_diagonal,weight_unweighted,1,2,2,1,0,0,8,648,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,primitive_non_diagonal,weight_unweighted,1,3,2,1,0,0,8,5832,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,primitive_non_diagonal,weight_unweighted,1,4,2,1,0,0,8,52488,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,1,18,9,-5.30258840963,5.30258840963,11.4728214144,103.255392729,5.30258840963,5.30258840963,1,0.0513541062551,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,2,18,9,-4.50599531574,4.50599531574,11.4728214144,929.298534562,4.50599531574,4.50599531574,1,0.00484881353855,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,3,18,9,-2.91280912797,4.50599531574,11.4728214144,8363.68681106,4.50599531574,2.91280912797,0.64642968398,0.000348268555934,0.64642968398,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,4,18,9,0.273563247571,7.69236769129,11.4728214144,75273.1812996,7.69236769129,0.273563247571,0.035562944798,3.63427243075e-06,0.035562944798,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,rank_two_noncyclic_remainder,weight_length_inverse,1,1,18,9,-10.8888888889,10.8888888889,26.8888888889,242,10.8888888889,10.8888888889,1,0.0449954086318,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,rank_two_noncyclic_remainder,weight_length_inverse,1,2,18,9,-9.11111111111,9.11111111111,26.8888888889,2178,9.11111111111,9.11111111111,1,0.00418324660749,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,rank_two_noncyclic_remainder,weight_length_inverse,1,3,18,9,-5.55555555556,9.11111111111,26.8888888889,19602,9.11111111111,5.55555555556,0.609756097561,0.000283417791835,0.609756097561,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,rank_two_noncyclic_remainder,weight_length_inverse,1,4,18,9,1.55555555556,16.2222222222,26.8888888889,176418,16.2222222222,1.55555555556,0.0958904109589,8.81744241265e-06,0.0958904109589,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,rank_two_noncyclic_remainder,weight_unweighted,1,1,18,9,-72,72,72,648,72,72,1,0.111111111111,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,rank_two_noncyclic_remainder,weight_unweighted,1,2,18,9,-56,56,72,5832,56,56,1,0.00960219478738,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,rank_two_noncyclic_remainder,weight_unweighted,1,3,18,9,-24,56,72,52488,56,24,0.428571428571,0.000457247370828,0.428571428571,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,rank_two_noncyclic_remainder,weight_unweighted,1,4,18,9,40,120,72,472392,120,40,0.333333333333,8.46754390422e-05,0.333333333333,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,1,18,9,-5.30258840963,5.30258840963,11.4728214144,103.255392729,5.30258840963,5.30258840963,1,0.0513541062551,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,2,18,9,-4.50599531574,4.50599531574,11.4728214144,929.298534562,4.50599531574,4.50599531574,1,0.00484881353855,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,3,18,9,-2.91280912797,4.50599531574,11.4728214144,8363.68681106,4.50599531574,2.91280912797,0.64642968398,0.000348268555934,0.64642968398,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,4,18,9,0.273563247571,7.69236769129,11.4728214144,75273.1812996,7.69236769129,0.273563247571,0.035562944798,3.63427243075e-06,0.035562944798,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,signed_diagonal_subtracted_proxy,weight_length_inverse,1,1,18,9,-10.8888888889,10.8888888889,26.8888888889,242,10.8888888889,10.8888888889,1,0.0449954086318,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,signed_diagonal_subtracted_proxy,weight_length_inverse,1,2,18,9,-9.11111111111,9.11111111111,26.8888888889,2178,9.11111111111,9.11111111111,1,0.00418324660749,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,signed_diagonal_subtracted_proxy,weight_length_inverse,1,3,18,9,-5.55555555556,9.11111111111,26.8888888889,19602,9.11111111111,5.55555555556,0.609756097561,0.000283417791835,0.609756097561,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,signed_diagonal_subtracted_proxy,weight_length_inverse,1,4,18,9,1.55555555556,16.2222222222,26.8888888889,176418,16.2222222222,1.55555555556,0.0958904109589,8.81744241265e-06,0.0958904109589,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,signed_diagonal_subtracted_proxy,weight_unweighted,1,1,18,9,-72,72,72,648,72,72,1,0.111111111111,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,signed_diagonal_subtracted_proxy,weight_unweighted,1,2,18,9,-56,56,72,5832,56,56,1,0.00960219478738,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,signed_diagonal_subtracted_proxy,weight_unweighted,1,3,18,9,-24,56,72,52488,56,24,0.428571428571,0.000457247370828,0.428571428571,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
3,signed_diagonal_subtracted_proxy,weight_unweighted,1,4,18,9,40,120,72,472392,120,40,0.333333333333,8.46754390422e-05,0.333333333333,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_exp_decay_theta_0_5,0,1,2,2,0,0,2.94303552937,47.0885684699,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_exp_decay_theta_0_5,0,2,2,2,0,0,2.94303552937,753.417095519,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_exp_decay_theta_0_5,0,3,2,2,0,0,2.94303552937,12054.6735283,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_exp_decay_theta_0_5,0,4,2,2,0,0,2.94303552937,192874.776453,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_exp_decay_theta_0_5,1,1,32,16,-11.9100424998,11.9100424998,14.2124577321,227.399323713,11.9100424998,11.9100424998,1,0.0523750128423,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_exp_decay_theta_0_5,1,2,32,16,-5.57704859741,8.21450059739,14.2124577321,3638.38917941,8.21450059739,5.57704859741,0.678927286119,0.00153283453814,0.678927286119,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_exp_decay_theta_0_5,1,3,32,16,6.20978854074,18.4081515478,14.2124577321,58214.2268706,18.4081515478,6.20978854074,0.337339060069,0.000106671322021,0.337339060069,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_exp_decay_theta_0_5,1,4,32,16,27.1460108171,39.3443738241,14.2124577321,931427.62993,39.3443738241,27.1460108171,0.689959152443,2.91445196006e-05,0.689959152443,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_length_inverse,0,1,2,2,0,0,8,128,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_length_inverse,0,2,2,2,0,0,8,2048,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_length_inverse,0,3,2,2,0,0,8,32768,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_length_inverse,0,4,2,2,0,0,8,524288,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_length_inverse,1,1,32,16,-29.3888888889,29.3888888889,34.7222222222,555.555555556,29.3888888889,29.3888888889,1,0.0529,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_length_inverse,1,2,32,16,-10.6111111111,19.6111111111,34.7222222222,8888.88888889,19.6111111111,10.6111111111,0.541076487252,0.00119375,0.541076487252,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_length_inverse,1,3,32,16,23.9444444444,50.6111111111,34.7222222222,142222.222222,50.6111111111,23.9444444444,0.4731064764,0.000168359375,0.4731064764,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_length_inverse,1,4,32,16,84.0555555556,110.722222222,34.7222222222,2275555.55556,110.722222222,84.0555555556,0.759157049674,3.69384765625e-05,0.759157049674,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_unweighted,0,1,2,2,0,0,8,128,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_unweighted,0,2,2,2,0,0,8,2048,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_unweighted,0,3,2,2,0,0,8,32768,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_unweighted,0,4,2,2,0,0,8,524288,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_unweighted,1,1,32,16,-288,288,128,2048,288,288,1,0.140625,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_unweighted,1,2,32,16,-32,176,128,32768,176,32,0.181818181818,0.0009765625,0.181818181818,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_unweighted,1,3,32,16,432,608,128,524288,608,432,0.710526315789,0.000823974609375,0.710526315789,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,all_conflict_free,weight_unweighted,1,4,32,16,1216,1392,128,8388608,1392,1216,0.873563218391,0.000144958496094,0.873563218391,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,diagonal_cyclic_only,weight_exp_decay_theta_0_5,0,1,2,2,0,0,2.94303552937,47.0885684699,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,diagonal_cyclic_only,weight_exp_decay_theta_0_5,0,2,2,2,0,0,2.94303552937,753.417095519,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,diagonal_cyclic_only,weight_exp_decay_theta_0_5,0,3,2,2,0,0,2.94303552937,12054.6735283,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,diagonal_cyclic_only,weight_exp_decay_theta_0_5,0,4,2,2,0,0,2.94303552937,192874.776453,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,diagonal_cyclic_only,weight_length_inverse,0,1,2,2,0,0,8,128,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,diagonal_cyclic_only,weight_length_inverse,0,2,2,2,0,0,8,2048,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,diagonal_cyclic_only,weight_length_inverse,0,3,2,2,0,0,8,32768,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,diagonal_cyclic_only,weight_length_inverse,0,4,2,2,0,0,8,524288,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,diagonal_cyclic_only,weight_unweighted,0,1,2,2,0,0,8,128,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,diagonal_cyclic_only,weight_unweighted,0,2,2,2,0,0,8,2048,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,diagonal_cyclic_only,weight_unweighted,0,3,2,2,0,0,8,32768,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,diagonal_cyclic_only,weight_unweighted,0,4,2,2,0,0,8,524288,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,primitive_non_diagonal,weight_exp_decay_theta_0_5,1,1,2,1,0,0,2.94303552937,47.0885684699,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,primitive_non_diagonal,weight_exp_decay_theta_0_5,1,2,2,1,0,0,2.94303552937,753.417095519,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,primitive_non_diagonal,weight_exp_decay_theta_0_5,1,3,2,1,0,0,2.94303552937,12054.6735283,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,primitive_non_diagonal,weight_exp_decay_theta_0_5,1,4,2,1,0,0,2.94303552937,192874.776453,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,primitive_non_diagonal,weight_length_inverse,1,1,2,1,0,0,8,128,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,primitive_non_diagonal,weight_length_inverse,1,2,2,1,0,0,8,2048,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,primitive_non_diagonal,weight_length_inverse,1,3,2,1,0,0,8,32768,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,primitive_non_diagonal,weight_length_inverse,1,4,2,1,0,0,8,524288,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,primitive_non_diagonal,weight_unweighted,1,1,2,1,0,0,8,128,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,primitive_non_diagonal,weight_unweighted,1,2,2,1,0,0,8,2048,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,primitive_non_diagonal,weight_unweighted,1,3,2,1,0,0,8,32768,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,primitive_non_diagonal,weight_unweighted,1,4,2,1,0,0,8,524288,0,0,,0,0,yes,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,1,32,16,-11.9100424998,11.9100424998,14.2124577321,227.399323713,11.9100424998,11.9100424998,1,0.0523750128423,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,2,32,16,-5.57704859741,8.21450059739,14.2124577321,3638.38917941,8.21450059739,5.57704859741,0.678927286119,0.00153283453814,0.678927286119,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,3,32,16,6.20978854074,18.4081515478,14.2124577321,58214.2268706,18.4081515478,6.20978854074,0.337339060069,0.000106671322021,0.337339060069,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,4,32,16,27.1460108171,39.3443738241,14.2124577321,931427.62993,39.3443738241,27.1460108171,0.689959152443,2.91445196006e-05,0.689959152443,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,rank_two_noncyclic_remainder,weight_length_inverse,1,1,32,16,-29.3888888889,29.3888888889,34.7222222222,555.555555556,29.3888888889,29.3888888889,1,0.0529,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,rank_two_noncyclic_remainder,weight_length_inverse,1,2,32,16,-10.6111111111,19.6111111111,34.7222222222,8888.88888889,19.6111111111,10.6111111111,0.541076487252,0.00119375,0.541076487252,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,rank_two_noncyclic_remainder,weight_length_inverse,1,3,32,16,23.9444444444,50.6111111111,34.7222222222,142222.222222,50.6111111111,23.9444444444,0.4731064764,0.000168359375,0.4731064764,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,rank_two_noncyclic_remainder,weight_length_inverse,1,4,32,16,84.0555555556,110.722222222,34.7222222222,2275555.55556,110.722222222,84.0555555556,0.759157049674,3.69384765625e-05,0.759157049674,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,rank_two_noncyclic_remainder,weight_unweighted,1,1,32,16,-288,288,128,2048,288,288,1,0.140625,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,rank_two_noncyclic_remainder,weight_unweighted,1,2,32,16,-32,176,128,32768,176,32,0.181818181818,0.0009765625,0.181818181818,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,rank_two_noncyclic_remainder,weight_unweighted,1,3,32,16,432,608,128,524288,608,432,0.710526315789,0.000823974609375,0.710526315789,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,rank_two_noncyclic_remainder,weight_unweighted,1,4,32,16,1216,1392,128,8388608,1392,1216,0.873563218391,0.000144958496094,0.873563218391,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,1,32,16,-11.9100424998,11.9100424998,14.2124577321,227.399323713,11.9100424998,11.9100424998,1,0.0523750128423,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,2,32,16,-5.57704859741,8.21450059739,14.2124577321,3638.38917941,8.21450059739,5.57704859741,0.678927286119,0.00153283453814,0.678927286119,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,3,32,16,6.20978854074,18.4081515478,14.2124577321,58214.2268706,18.4081515478,6.20978854074,0.337339060069,0.000106671322021,0.337339060069,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,4,32,16,27.1460108171,39.3443738241,14.2124577321,931427.62993,39.3443738241,27.1460108171,0.689959152443,2.91445196006e-05,0.689959152443,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,signed_diagonal_subtracted_proxy,weight_length_inverse,1,1,32,16,-29.3888888889,29.3888888889,34.7222222222,555.555555556,29.3888888889,29.3888888889,1,0.0529,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,signed_diagonal_subtracted_proxy,weight_length_inverse,1,2,32,16,-10.6111111111,19.6111111111,34.7222222222,8888.88888889,19.6111111111,10.6111111111,0.541076487252,0.00119375,0.541076487252,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,signed_diagonal_subtracted_proxy,weight_length_inverse,1,3,32,16,23.9444444444,50.6111111111,34.7222222222,142222.222222,50.6111111111,23.9444444444,0.4731064764,0.000168359375,0.4731064764,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,signed_diagonal_subtracted_proxy,weight_length_inverse,1,4,32,16,84.0555555556,110.722222222,34.7222222222,2275555.55556,110.722222222,84.0555555556,0.759157049674,3.69384765625e-05,0.759157049674,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,signed_diagonal_subtracted_proxy,weight_unweighted,1,1,32,16,-288,288,128,2048,288,288,1,0.140625,1,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
4,signed_diagonal_subtracted_proxy,weight_unweighted,1,2,32,16,-32,176,128,32768,176,32,0.181818181818,0.0009765625,0.181818181818,no,record-level M11 terms grouped by fixed d=C-V before cancellation diagnostics
