regime,Lambda,density_F_prime,Delta_exponent,mean_exponent,endpoint_threshold_exponent,variance_model,variance_exponent,chebyshev_pass,beats_endpoint,useful_new_input,parameters
edge,0.25,0,0,1,0.004,poisson_global_V_n,1,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.006,0.994,0.006,pessimistic_global_trace_proxy,1.988,false,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.008,0.992,0.006,poisson_global_V_n,1,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.008,0.992,0.006,poisson_window_V_nDelta,0.992,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.008,0.992,0.006,mild_gain_beta_0p25_theta_1,0.742,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.008,0.992,0.006,strong_gain_beta_0p75_theta_1,0.242,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.008,0.992,0.006,delta_squared_gain_beta_0p25_theta_2,0.734,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.008,0.992,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.01,0.99,0.006,poisson_global_V_n,1,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.01,0.99,0.006,poisson_window_V_nDelta,0.99,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.01,0.99,0.006,mild_gain_beta_0p25_theta_1,0.74,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.01,0.99,0.006,strong_gain_beta_0p75_theta_1,0.24,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.01,0.99,0.006,delta_squared_gain_beta_0p25_theta_2,0.73,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.01,0.99,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.02,0.98,0.006,poisson_global_V_n,1,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.02,0.98,0.006,poisson_window_V_nDelta,0.98,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.02,0.98,0.006,mild_gain_beta_0p25_theta_1,0.73,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.02,0.98,0.006,strong_gain_beta_0p75_theta_1,0.23,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.02,0.98,0.006,delta_squared_gain_beta_0p25_theta_2,0.71,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.02,0.98,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.05,0.95,0.006,poisson_global_V_n,1,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.05,0.95,0.006,poisson_window_V_nDelta,0.95,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.05,0.95,0.006,mild_gain_beta_0p25_theta_1,0.7,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.05,0.95,0.006,strong_gain_beta_0p75_theta_1,0.2,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.05,0.95,0.006,delta_squared_gain_beta_0p25_theta_2,0.65,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.05,0.95,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.1,0.9,0.006,poisson_global_V_n,1,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.1,0.9,0.006,poisson_window_V_nDelta,0.9,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.1,0.9,0.006,mild_gain_beta_0p25_theta_1,0.65,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.1,0.9,0.006,strong_gain_beta_0p75_theta_1,0.15,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.1,0.9,0.006,delta_squared_gain_beta_0p25_theta_2,0.55,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.1,0.9,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.25,0.75,0.006,poisson_global_V_n,1,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.25,0.75,0.006,poisson_window_V_nDelta,0.75,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.25,0.75,0.006,mild_gain_beta_0p25_theta_1,0.5,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.25,0.75,0.006,strong_gain_beta_0p75_theta_1,0,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.25,0.75,0.006,delta_squared_gain_beta_0p25_theta_2,0.25,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.25,0.75,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.5,0.5,0.006,poisson_global_V_n,1,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.5,0.5,0.006,poisson_window_V_nDelta,0.5,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.5,0.5,0.006,mild_gain_beta_0p25_theta_1,0.25,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.5,0.5,0.006,strong_gain_beta_0p75_theta_1,-0.25,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.5,0.5,0.006,delta_squared_gain_beta_0p25_theta_2,-0.25,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.5,0.5,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.75,0.25,0.006,poisson_global_V_n,1,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.75,0.25,0.006,poisson_window_V_nDelta,0.25,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.75,0.25,0.006,mild_gain_beta_0p25_theta_1,0,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.75,0.25,0.006,strong_gain_beta_0p75_theta_1,-0.5,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.75,0.25,0.006,delta_squared_gain_beta_0p25_theta_2,-0.75,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
moderate_bulk,1,0.495685276999,0.75,0.25,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0,1,0.006,poisson_global_V_n,1,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0,1,0.006,poisson_window_V_nDelta,1,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0,1,0.006,mild_gain_beta_0p25_theta_1,0.75,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0,1,0.006,strong_gain_beta_0p75_theta_1,0.25,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0,1,0.006,delta_squared_gain_beta_0p25_theta_2,0.75,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0,1,0.006,pessimistic_global_trace_proxy,1.988,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.002,0.998,0.006,poisson_global_V_n,1,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.002,0.998,0.006,poisson_window_V_nDelta,0.998,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.002,0.998,0.006,mild_gain_beta_0p25_theta_1,0.748,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.002,0.998,0.006,strong_gain_beta_0p75_theta_1,0.248,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.002,0.998,0.006,delta_squared_gain_beta_0p25_theta_2,0.746,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.002,0.998,0.006,pessimistic_global_trace_proxy,1.988,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.004,0.996,0.006,poisson_global_V_n,1,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.004,0.996,0.006,poisson_window_V_nDelta,0.996,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.004,0.996,0.006,mild_gain_beta_0p25_theta_1,0.746,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.004,0.996,0.006,strong_gain_beta_0p75_theta_1,0.246,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.004,0.996,0.006,delta_squared_gain_beta_0p25_theta_2,0.742,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.004,0.996,0.006,pessimistic_global_trace_proxy,1.988,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.006,0.994,0.006,poisson_global_V_n,1,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.006,0.994,0.006,poisson_window_V_nDelta,0.994,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.006,0.994,0.006,mild_gain_beta_0p25_theta_1,0.744,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.006,0.994,0.006,strong_gain_beta_0p75_theta_1,0.244,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.006,0.994,0.006,delta_squared_gain_beta_0p25_theta_2,0.738,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.006,0.994,0.006,pessimistic_global_trace_proxy,1.988,false,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.008,0.992,0.006,poisson_global_V_n,1,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.008,0.992,0.006,poisson_window_V_nDelta,0.992,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.008,0.992,0.006,mild_gain_beta_0p25_theta_1,0.742,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.008,0.992,0.006,strong_gain_beta_0p75_theta_1,0.242,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.008,0.992,0.006,delta_squared_gain_beta_0p25_theta_2,0.734,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.008,0.992,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.01,0.99,0.006,poisson_global_V_n,1,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.01,0.99,0.006,poisson_window_V_nDelta,0.99,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.01,0.99,0.006,mild_gain_beta_0p25_theta_1,0.74,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.01,0.99,0.006,strong_gain_beta_0p75_theta_1,0.24,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.01,0.99,0.006,delta_squared_gain_beta_0p25_theta_2,0.73,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.01,0.99,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.02,0.98,0.006,poisson_global_V_n,1,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.02,0.98,0.006,poisson_window_V_nDelta,0.98,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.02,0.98,0.006,mild_gain_beta_0p25_theta_1,0.73,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.02,0.98,0.006,strong_gain_beta_0p75_theta_1,0.23,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.02,0.98,0.006,delta_squared_gain_beta_0p25_theta_2,0.71,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.02,0.98,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.05,0.95,0.006,poisson_global_V_n,1,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.05,0.95,0.006,poisson_window_V_nDelta,0.95,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.05,0.95,0.006,mild_gain_beta_0p25_theta_1,0.7,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.05,0.95,0.006,strong_gain_beta_0p75_theta_1,0.2,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.05,0.95,0.006,delta_squared_gain_beta_0p25_theta_2,0.65,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.05,0.95,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.1,0.9,0.006,poisson_global_V_n,1,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.1,0.9,0.006,poisson_window_V_nDelta,0.9,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.1,0.9,0.006,mild_gain_beta_0p25_theta_1,0.65,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.1,0.9,0.006,strong_gain_beta_0p75_theta_1,0.15,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.1,0.9,0.006,delta_squared_gain_beta_0p25_theta_2,0.55,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.1,0.9,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.25,0.75,0.006,poisson_global_V_n,1,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.25,0.75,0.006,poisson_window_V_nDelta,0.75,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.25,0.75,0.006,mild_gain_beta_0p25_theta_1,0.5,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.25,0.75,0.006,strong_gain_beta_0p75_theta_1,0,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.25,0.75,0.006,delta_squared_gain_beta_0p25_theta_2,0.25,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.25,0.75,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.5,0.5,0.006,poisson_global_V_n,1,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.5,0.5,0.006,poisson_window_V_nDelta,0.5,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.5,0.5,0.006,mild_gain_beta_0p25_theta_1,0.25,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.5,0.5,0.006,strong_gain_beta_0p75_theta_1,-0.25,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.5,0.5,0.006,delta_squared_gain_beta_0p25_theta_2,-0.25,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.5,0.5,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.75,0.25,0.006,poisson_global_V_n,1,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.75,0.25,0.006,poisson_window_V_nDelta,0.25,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.75,0.25,0.006,mild_gain_beta_0p25_theta_1,0,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.75,0.25,0.006,strong_gain_beta_0p75_theta_1,-0.5,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.75,0.25,0.006,delta_squared_gain_beta_0p25_theta_2,-0.75,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
bulk,4,0.499994802544,0.75,0.25,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0,1,0.006,poisson_global_V_n,1,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0,1,0.006,poisson_window_V_nDelta,1,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0,1,0.006,mild_gain_beta_0p25_theta_1,0.75,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0,1,0.006,strong_gain_beta_0p75_theta_1,0.25,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0,1,0.006,delta_squared_gain_beta_0p25_theta_2,0.75,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0,1,0.006,pessimistic_global_trace_proxy,1.988,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.002,0.998,0.006,poisson_global_V_n,1,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.002,0.998,0.006,poisson_window_V_nDelta,0.998,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.002,0.998,0.006,mild_gain_beta_0p25_theta_1,0.748,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.002,0.998,0.006,strong_gain_beta_0p75_theta_1,0.248,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.002,0.998,0.006,delta_squared_gain_beta_0p25_theta_2,0.746,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.002,0.998,0.006,pessimistic_global_trace_proxy,1.988,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.004,0.996,0.006,poisson_global_V_n,1,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.004,0.996,0.006,poisson_window_V_nDelta,0.996,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.004,0.996,0.006,mild_gain_beta_0p25_theta_1,0.746,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.004,0.996,0.006,strong_gain_beta_0p75_theta_1,0.246,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.004,0.996,0.006,delta_squared_gain_beta_0p25_theta_2,0.742,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.004,0.996,0.006,pessimistic_global_trace_proxy,1.988,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.006,0.994,0.006,poisson_global_V_n,1,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.006,0.994,0.006,poisson_window_V_nDelta,0.994,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.006,0.994,0.006,mild_gain_beta_0p25_theta_1,0.744,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.006,0.994,0.006,strong_gain_beta_0p75_theta_1,0.244,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.006,0.994,0.006,delta_squared_gain_beta_0p25_theta_2,0.738,true,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.006,0.994,0.006,pessimistic_global_trace_proxy,1.988,false,false,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.008,0.992,0.006,poisson_global_V_n,1,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.008,0.992,0.006,poisson_window_V_nDelta,0.992,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.008,0.992,0.006,mild_gain_beta_0p25_theta_1,0.742,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.008,0.992,0.006,strong_gain_beta_0p75_theta_1,0.242,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.008,0.992,0.006,delta_squared_gain_beta_0p25_theta_2,0.734,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.008,0.992,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.01,0.99,0.006,poisson_global_V_n,1,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.01,0.99,0.006,poisson_window_V_nDelta,0.99,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.01,0.99,0.006,mild_gain_beta_0p25_theta_1,0.74,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.01,0.99,0.006,strong_gain_beta_0p75_theta_1,0.24,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.01,0.99,0.006,delta_squared_gain_beta_0p25_theta_2,0.73,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.01,0.99,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.02,0.98,0.006,poisson_global_V_n,1,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.02,0.98,0.006,poisson_window_V_nDelta,0.98,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.02,0.98,0.006,mild_gain_beta_0p25_theta_1,0.73,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.02,0.98,0.006,strong_gain_beta_0p75_theta_1,0.23,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.02,0.98,0.006,delta_squared_gain_beta_0p25_theta_2,0.71,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.02,0.98,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.05,0.95,0.006,poisson_global_V_n,1,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.05,0.95,0.006,poisson_window_V_nDelta,0.95,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.05,0.95,0.006,mild_gain_beta_0p25_theta_1,0.7,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.05,0.95,0.006,strong_gain_beta_0p75_theta_1,0.2,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.05,0.95,0.006,delta_squared_gain_beta_0p25_theta_2,0.65,true,true,true,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
high_energy,25,0.5,0.05,0.95,0.006,pessimistic_global_trace_proxy,1.988,false,true,false,alpha_W=0.006; epsilon=0.1; genus=2; constants suppressed
