regime,kappa,alpha_W,Delta_exponent_d,eta,beta_model,beta_model_parameter,endpoint_beating,support_valid,required_beta,hypothetical_beta,variance_exponent_no_beta,mean_exponent,chebyshev_success,local_window_success,theorem_plausibility_class
fixed_bulk_trace,3,0.004,0.05,0.05,constant,0.25,true,true,-0.6,0.25,1.3,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.05,constant,0.75,true,true,-0.6,0.75,1.3,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.05,constant,1.25,true,true,-0.6,1.25,1.3,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.05,linear,4,true,true,-0.6,0.2,1.3,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.05,linear,8,true,true,-0.6,0.4,1.3,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.05,linear,12,true,true,-0.6,0.6,1.3,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.05,saturation,0.5,true,true,-0.6,0.5,1.3,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.05,saturation,1,true,true,-0.6,0.5,1.3,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.08,no_new_saving,0,true,true,-0.42,0,1.48,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.08,constant,0.25,true,true,-0.42,0.25,1.48,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.08,constant,0.75,true,true,-0.42,0.75,1.48,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.08,constant,1.25,true,true,-0.42,1.25,1.48,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.08,linear,4,true,true,-0.42,0.32,1.48,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.08,linear,8,true,true,-0.42,0.64,1.48,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.08,linear,12,true,true,-0.42,0.96,1.48,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.08,saturation,0.5,true,true,-0.42,0.5,1.48,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.08,saturation,1,true,true,-0.42,0.8,1.48,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.1,no_new_saving,0,true,true,-0.3,0,1.6,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.1,constant,0.25,true,true,-0.3,0.25,1.6,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.1,constant,0.75,true,true,-0.3,0.75,1.6,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.1,constant,1.25,true,true,-0.3,1.25,1.6,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.1,linear,4,true,true,-0.3,0.4,1.6,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.1,linear,8,true,true,-0.3,0.8,1.6,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.1,linear,12,true,true,-0.3,1.2,1.6,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.1,saturation,0.5,true,true,-0.3,0.5,1.6,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.1,saturation,1,true,true,-0.3,1,1.6,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.15,no_new_saving,0,true,true,0,0,1.9,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.15,constant,0.25,true,true,0,0.25,1.9,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.15,constant,0.75,true,true,0,0.75,1.9,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.15,constant,1.25,true,true,0,1.25,1.9,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.15,linear,4,true,true,0,0.6,1.9,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.15,linear,8,true,true,0,1.2,1.9,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.15,linear,12,true,true,0,1.8,1.9,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.15,saturation,0.5,true,true,0,0.5,1.9,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.15,saturation,1,true,true,0,1,1.9,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.25,no_new_saving,0,true,true,0.6,0,2.5,0.95,false,false,needs_moderate_saving
fixed_bulk_trace,3,0.004,0.05,0.25,constant,0.25,true,true,0.6,0.25,2.5,0.95,false,false,needs_moderate_saving
fixed_bulk_trace,3,0.004,0.05,0.25,constant,0.75,true,true,0.6,0.75,2.5,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.25,constant,1.25,true,true,0.6,1.25,2.5,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.25,linear,4,true,true,0.6,1,2.5,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.25,linear,8,true,true,0.6,2,2.5,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.25,linear,12,true,true,0.6,3,2.5,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.05,0.25,saturation,0.5,true,true,0.6,0.5,2.5,0.95,false,false,needs_moderate_saving
fixed_bulk_trace,3,0.004,0.05,0.25,saturation,1,true,true,0.6,1,2.5,0.95,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0,no_new_saving,0,true,false,-0.84,0,1,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0,constant,0.25,true,false,-0.84,0.25,1,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0,constant,0.75,true,false,-0.84,0.75,1,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0,constant,1.25,true,false,-0.84,1.25,1,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0,linear,4,true,false,-0.84,0,1,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0,linear,8,true,false,-0.84,0,1,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0,linear,12,true,false,-0.84,0,1,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0,saturation,0.5,true,false,-0.84,0,1,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0,saturation,1,true,false,-0.84,0,1,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.002,no_new_saving,0,true,false,-0.828,0,1.012,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.002,constant,0.25,true,false,-0.828,0.25,1.012,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.002,constant,0.75,true,false,-0.828,0.75,1.012,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.002,constant,1.25,true,false,-0.828,1.25,1.012,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.002,linear,4,true,false,-0.828,0.008,1.012,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.002,linear,8,true,false,-0.828,0.016,1.012,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.002,linear,12,true,false,-0.828,0.024,1.012,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.002,saturation,0.5,true,false,-0.828,0.02,1.012,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.002,saturation,1,true,false,-0.828,0.02,1.012,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.004,no_new_saving,0,true,false,-0.816,0,1.024,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.004,constant,0.25,true,false,-0.816,0.25,1.024,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.004,constant,0.75,true,false,-0.816,0.75,1.024,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.004,constant,1.25,true,false,-0.816,1.25,1.024,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.004,linear,4,true,false,-0.816,0.016,1.024,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.004,linear,8,true,false,-0.816,0.032,1.024,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.004,linear,12,true,false,-0.816,0.048,1.024,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.004,saturation,0.5,true,false,-0.816,0.04,1.024,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.004,saturation,1,true,false,-0.816,0.04,1.024,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.006,no_new_saving,0,true,false,-0.804,0,1.036,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.006,constant,0.25,true,false,-0.804,0.25,1.036,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.006,constant,0.75,true,false,-0.804,0.75,1.036,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.006,constant,1.25,true,false,-0.804,1.25,1.036,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.006,linear,4,true,false,-0.804,0.024,1.036,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.006,linear,8,true,false,-0.804,0.048,1.036,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.006,linear,12,true,false,-0.804,0.072,1.036,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.006,saturation,0.5,true,false,-0.804,0.06,1.036,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.006,saturation,1,true,false,-0.804,0.06,1.036,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.008,no_new_saving,0,true,false,-0.792,0,1.048,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.008,constant,0.25,true,false,-0.792,0.25,1.048,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.008,constant,0.75,true,false,-0.792,0.75,1.048,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.008,constant,1.25,true,false,-0.792,1.25,1.048,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.008,linear,4,true,false,-0.792,0.032,1.048,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.008,linear,8,true,false,-0.792,0.064,1.048,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.008,linear,12,true,false,-0.792,0.096,1.048,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.008,saturation,0.5,true,false,-0.792,0.08,1.048,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.008,saturation,1,true,false,-0.792,0.08,1.048,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.01,no_new_saving,0,true,false,-0.78,0,1.06,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.01,constant,0.25,true,false,-0.78,0.25,1.06,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.01,constant,0.75,true,false,-0.78,0.75,1.06,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.01,constant,1.25,true,false,-0.78,1.25,1.06,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.01,linear,4,true,false,-0.78,0.04,1.06,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.01,linear,8,true,false,-0.78,0.08,1.06,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.01,linear,12,true,false,-0.78,0.12,1.06,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.01,saturation,0.5,true,false,-0.78,0.1,1.06,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.01,saturation,1,true,false,-0.78,0.1,1.06,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.02,no_new_saving,0,true,false,-0.72,0,1.12,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.02,constant,0.25,true,false,-0.72,0.25,1.12,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.02,constant,0.75,true,false,-0.72,0.75,1.12,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.02,constant,1.25,true,false,-0.72,1.25,1.12,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.02,linear,4,true,false,-0.72,0.08,1.12,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.02,linear,8,true,false,-0.72,0.16,1.12,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.02,linear,12,true,false,-0.72,0.24,1.12,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.02,saturation,0.5,true,false,-0.72,0.2,1.12,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.02,saturation,1,true,false,-0.72,0.2,1.12,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.05,no_new_saving,0,true,false,-0.54,0,1.3,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.05,constant,0.25,true,false,-0.54,0.25,1.3,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.05,constant,0.75,true,false,-0.54,0.75,1.3,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.05,constant,1.25,true,false,-0.54,1.25,1.3,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.05,linear,4,true,false,-0.54,0.2,1.3,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.05,linear,8,true,false,-0.54,0.4,1.3,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.05,linear,12,true,false,-0.54,0.6,1.3,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.05,saturation,0.5,true,false,-0.54,0.5,1.3,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.05,saturation,1,true,false,-0.54,0.5,1.3,0.92,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.08,0.08,no_new_saving,0,true,true,-0.36,0,1.48,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.08,constant,0.25,true,true,-0.36,0.25,1.48,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.08,constant,0.75,true,true,-0.36,0.75,1.48,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.08,constant,1.25,true,true,-0.36,1.25,1.48,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.08,linear,4,true,true,-0.36,0.32,1.48,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.08,linear,8,true,true,-0.36,0.64,1.48,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.08,linear,12,true,true,-0.36,0.96,1.48,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.08,saturation,0.5,true,true,-0.36,0.5,1.48,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.08,saturation,1,true,true,-0.36,0.8,1.48,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.1,no_new_saving,0,true,true,-0.24,0,1.6,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.1,constant,0.25,true,true,-0.24,0.25,1.6,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.1,constant,0.75,true,true,-0.24,0.75,1.6,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.1,constant,1.25,true,true,-0.24,1.25,1.6,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.1,linear,4,true,true,-0.24,0.4,1.6,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.1,linear,8,true,true,-0.24,0.8,1.6,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.1,linear,12,true,true,-0.24,1.2,1.6,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.1,saturation,0.5,true,true,-0.24,0.5,1.6,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.1,saturation,1,true,true,-0.24,1,1.6,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.15,no_new_saving,0,true,true,0.06,0,1.9,0.92,false,false,needs_moderate_saving
fixed_bulk_trace,3,0.004,0.08,0.15,constant,0.25,true,true,0.06,0.25,1.9,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.15,constant,0.75,true,true,0.06,0.75,1.9,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.15,constant,1.25,true,true,0.06,1.25,1.9,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.15,linear,4,true,true,0.06,0.6,1.9,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.15,linear,8,true,true,0.06,1.2,1.9,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.15,linear,12,true,true,0.06,1.8,1.9,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.15,saturation,0.5,true,true,0.06,0.5,1.9,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.15,saturation,1,true,true,0.06,1,1.9,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.25,no_new_saving,0,true,true,0.66,0,2.5,0.92,false,false,needs_moderate_saving
fixed_bulk_trace,3,0.004,0.08,0.25,constant,0.25,true,true,0.66,0.25,2.5,0.92,false,false,needs_moderate_saving
fixed_bulk_trace,3,0.004,0.08,0.25,constant,0.75,true,true,0.66,0.75,2.5,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.25,constant,1.25,true,true,0.66,1.25,2.5,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.25,linear,4,true,true,0.66,1,2.5,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.25,linear,8,true,true,0.66,2,2.5,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.25,linear,12,true,true,0.66,3,2.5,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.08,0.25,saturation,0.5,true,true,0.66,0.5,2.5,0.92,false,false,needs_moderate_saving
fixed_bulk_trace,3,0.004,0.08,0.25,saturation,1,true,true,0.66,1,2.5,0.92,true,true,conditional_success
fixed_bulk_trace,3,0.004,0.1,0,no_new_saving,0,true,false,-0.8,0,1,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0,constant,0.25,true,false,-0.8,0.25,1,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0,constant,0.75,true,false,-0.8,0.75,1,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0,constant,1.25,true,false,-0.8,1.25,1,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0,linear,4,true,false,-0.8,0,1,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0,linear,8,true,false,-0.8,0,1,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0,linear,12,true,false,-0.8,0,1,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0,saturation,0.5,true,false,-0.8,0,1,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0,saturation,1,true,false,-0.8,0,1,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.002,no_new_saving,0,true,false,-0.788,0,1.012,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.002,constant,0.25,true,false,-0.788,0.25,1.012,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.002,constant,0.75,true,false,-0.788,0.75,1.012,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.002,constant,1.25,true,false,-0.788,1.25,1.012,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.002,linear,4,true,false,-0.788,0.008,1.012,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.002,linear,8,true,false,-0.788,0.016,1.012,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.002,linear,12,true,false,-0.788,0.024,1.012,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.002,saturation,0.5,true,false,-0.788,0.02,1.012,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.002,saturation,1,true,false,-0.788,0.02,1.012,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.004,no_new_saving,0,true,false,-0.776,0,1.024,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.004,constant,0.25,true,false,-0.776,0.25,1.024,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.004,constant,0.75,true,false,-0.776,0.75,1.024,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.004,constant,1.25,true,false,-0.776,1.25,1.024,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.004,linear,4,true,false,-0.776,0.016,1.024,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.004,linear,8,true,false,-0.776,0.032,1.024,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.004,linear,12,true,false,-0.776,0.048,1.024,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.004,saturation,0.5,true,false,-0.776,0.04,1.024,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.004,saturation,1,true,false,-0.776,0.04,1.024,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.006,no_new_saving,0,true,false,-0.764,0,1.036,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.006,constant,0.25,true,false,-0.764,0.25,1.036,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.006,constant,0.75,true,false,-0.764,0.75,1.036,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.006,constant,1.25,true,false,-0.764,1.25,1.036,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.006,linear,4,true,false,-0.764,0.024,1.036,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.006,linear,8,true,false,-0.764,0.048,1.036,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.006,linear,12,true,false,-0.764,0.072,1.036,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.006,saturation,0.5,true,false,-0.764,0.06,1.036,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.006,saturation,1,true,false,-0.764,0.06,1.036,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.008,no_new_saving,0,true,false,-0.752,0,1.048,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.008,constant,0.25,true,false,-0.752,0.25,1.048,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.008,constant,0.75,true,false,-0.752,0.75,1.048,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.008,constant,1.25,true,false,-0.752,1.25,1.048,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.008,linear,4,true,false,-0.752,0.032,1.048,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.008,linear,8,true,false,-0.752,0.064,1.048,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.008,linear,12,true,false,-0.752,0.096,1.048,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.008,saturation,0.5,true,false,-0.752,0.08,1.048,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.008,saturation,1,true,false,-0.752,0.08,1.048,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.01,no_new_saving,0,true,false,-0.74,0,1.06,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.01,constant,0.25,true,false,-0.74,0.25,1.06,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.01,constant,0.75,true,false,-0.74,0.75,1.06,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.01,constant,1.25,true,false,-0.74,1.25,1.06,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.01,linear,4,true,false,-0.74,0.04,1.06,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.01,linear,8,true,false,-0.74,0.08,1.06,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.01,linear,12,true,false,-0.74,0.12,1.06,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.01,saturation,0.5,true,false,-0.74,0.1,1.06,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.01,saturation,1,true,false,-0.74,0.1,1.06,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.02,no_new_saving,0,true,false,-0.68,0,1.12,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.02,constant,0.25,true,false,-0.68,0.25,1.12,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.02,constant,0.75,true,false,-0.68,0.75,1.12,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.02,constant,1.25,true,false,-0.68,1.25,1.12,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.02,linear,4,true,false,-0.68,0.08,1.12,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.02,linear,8,true,false,-0.68,0.16,1.12,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.02,linear,12,true,false,-0.68,0.24,1.12,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.02,saturation,0.5,true,false,-0.68,0.2,1.12,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.02,saturation,1,true,false,-0.68,0.2,1.12,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.05,no_new_saving,0,true,false,-0.5,0,1.3,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.05,constant,0.25,true,false,-0.5,0.25,1.3,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.05,constant,0.75,true,false,-0.5,0.75,1.3,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.05,constant,1.25,true,false,-0.5,1.25,1.3,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.05,linear,4,true,false,-0.5,0.2,1.3,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.05,linear,8,true,false,-0.5,0.4,1.3,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.05,linear,12,true,false,-0.5,0.6,1.3,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.05,saturation,0.5,true,false,-0.5,0.5,1.3,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.05,saturation,1,true,false,-0.5,0.5,1.3,0.9,true,false,support_invalid
fixed_bulk_trace,3,0.004,0.1,0.08,no_new_saving,0,true,false,-0.32,0,1.48,0.9,true,false,support_invalid
