family,L,V,constraint_counts,log_coeff_order,log_coefficient,abs_log_coefficient,nearest_singularity_scale,mechanism_note
rank2_deficit_k3,13,23,13;13,4,-1029983/4,1029983/4,1/22,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,13,48,13;13;13;13,1,-816,816,1/47,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,13,48,13;13;13;13,2,-16560,16560,1/47,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,13,48,13;13;13;13,3,-416016,416016,1/47,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,13,48,13;13;13;13,4,-12025152,12025152,1/47,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,14,14,14,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,14,14,14,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,14,14,14,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,14,14,14,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,14,15,14,1,-14,14,1/14,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,14,15,14,2,-98,98,1/14,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,14,15,14,3,-2744/3,2744/3,1/14,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,14,15,14,4,-9604,9604,1/14,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,14,27,14;14,1,-169,169,1/26,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,14,27,14;14,2,-4563/2,4563/2,1/26,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,14,27,14;14,3,-106639/3,106639/3,1/26,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,14,27,14;14,4,-2432079/4,2432079/4,1/26,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,14,25,14;14,1,-118,118,1/24,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,14,25,14;14,2,-1631,1631,1/24,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,14,25,14;14,3,-73438/3,73438/3,1/24,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,14,25,14;14,4,-792239/2,792239/2,1/24,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,14,52,14;14;14;14,1,-962,962,1/51,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,14,52,14;14;14;14,2,-21125,21125,1/51,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,14,52,14;14;14;14,3,-1725152/3,1725152/3,1/51,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,14,52,14;14;14;14,4,-36037391/2,36037391/2,1/51,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,15,15,15,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,15,15,15,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,15,15,15,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,15,15,15,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,15,16,15,1,-15,15,1/15,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,15,16,15,2,-225/2,225/2,1/15,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,15,16,15,3,-1125,1125,1/15,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,15,16,15,4,-50625/4,50625/4,1/15,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,15,29,15;15,1,-196,196,1/28,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,15,29,15;15,2,-2842,2842,1/28,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,15,29,15;15,3,-142786/3,142786/3,1/28,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,15,29,15;15,4,-875336,875336,1/28,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,15,27,15;15,1,-141,141,1/26,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,15,27,15;15,2,-4171/2,4171/2,1/26,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,15,27,15;15,3,-33717,33717,1/26,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,15,27,15;15,4,-2355247/4,2355247/4,1/26,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,15,56,15;15;15;15,1,-1120,1120,1/55,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,15,56,15;15;15;15,2,-26460,26460,1/55,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,15,56,15;15;15;15,3,-2327500/3,2327500/3,1/55,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,15,56,15;15;15;15,4,-26194224,26194224,1/55,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,16,16,16,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,16,16,16,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,16,16,16,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,16,16,16,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,16,17,16,1,-16,16,1/16,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,16,17,16,2,-128,128,1/16,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,16,17,16,3,-4096/3,4096/3,1/16,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,16,17,16,4,-16384,16384,1/16,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,16,31,16;16,1,-225,225,1/30,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,16,31,16;16,2,-6975/2,6975/2,1/30,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,16,31,16;16,3,-62475,62475,1/30,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,16,31,16;16,4,-4917375/4,4917375/4,1/30,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,16,29,16;16,1,-166,166,1/28,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,16,29,16;16,2,-2617,2617,1/28,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,16,29,16;16,3,-136036/3,136036/3,1/28,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,16,29,16;16,4,-1700047/2,1700047/2,1/28,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,16,60,16;16;16;16,1,-1290,1290,1/59,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,16,60,16;16;16;16,2,-32625,32625,1/59,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,16,60,16;16;16;16,3,-1025100,1025100,1/59,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,16,60,16;16;16;16,4,-74199375/2,74199375/2,1/59,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,17,17,17,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,17,17,17,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,17,17,17,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,17,17,17,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,17,18,17,1,-17,17,1/17,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,17,18,17,2,-289/2,289/2,1/17,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,17,18,17,3,-4913/3,4913/3,1/17,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,17,18,17,4,-83521/4,83521/4,1/17,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,17,33,17;17,1,-256,256,1/32,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,17,33,17;17,2,-4224,4224,1/32,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,17,33,17;17,3,-241792/3,241792/3,1/32,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,17,33,17;17,4,-1689600,1689600,1/32,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,17,31,17;17,1,-193,193,1/30,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,17,31,17;17,2,-6463/2,6463/2,1/30,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,17,31,17;17,3,-179233/3,179233/3,1/30,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,17,31,17;17,4,-4786303/4,4786303/4,1/30,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,17,64,17;17;17;17,1,-1472,1472,1/63,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,17,64,17;17;17;17,2,-39680,39680,1/63,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,17,64,17;17;17;17,3,-3990272/3,3990272/3,1/63,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,17,64,17;17;17;17,4,-51367936,51367936,1/63,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,18,18,18,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,18,18,18,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,18,18,18,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,18,18,18,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,18,19,18,1,-18,18,1/18,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,18,19,18,2,-162,162,1/18,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,18,19,18,3,-1944,1944,1/18,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,18,19,18,4,-26244,26244,1/18,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,18,35,18;18,1,-289,289,1/34,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,18,35,18;18,2,-10115/2,10115/2,1/34,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,18,35,18;18,3,-307207/3,307207/3,1/34,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,18,35,18;18,4,-9113615/4,9113615/4,1/34,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,18,33,18;18,1,-222,222,1/32,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,18,33,18;18,2,-3935,3935,1/32,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,18,33,18;18,3,-77322,77322,1/32,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,18,33,18;18,4,-3295679/2,3295679/2,1/32,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,18,68,18;18;18;18,1,-1666,1666,1/67,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,18,68,18;18;18;18,2,-47685,47685,1/67,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,18,68,18;18;18;18,3,-5095648/3,5095648/3,1/67,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,18,68,18;18;18;18,4,-139445679/2,139445679/2,1/67,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,19,19,19,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,19,19,19,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,19,19,19,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,19,19,19,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,19,20,19,1,-19,19,1/19,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,19,20,19,2,-361/2,361/2,1/19,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,19,20,19,3,-6859/3,6859/3,1/19,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,19,20,19,4,-130321/4,130321/4,1/19,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,19,37,19;19,1,-324,324,1/36,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,19,37,19;19,2,-5994,5994,1/36,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,19,37,19;19,3,-128358,128358,1/36,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,19,37,19;19,4,-3020976,3020976,1/36,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,19,35,19;19,1,-253,253,1/34,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,19,35,19;19,2,-9467/2,9467/2,1/34,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,19,35,19;19,3,-295543/3,295543/3,1/34,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,19,35,19;19,4,-8903663/4,8903663/4,1/34,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,19,72,19;19;19;19,1,-1872,1872,1/71,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,19,72,19;19;19;19,2,-56700,56700,1/71,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,19,72,19;19;19;19,3,-2138724,2138724,1/71,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,19,72,19;19;19;19,4,-92985408,92985408,1/71,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,20,20,20,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,20,20,20,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,20,20,20,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,20,20,20,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,20,21,20,1,-20,20,1/20,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,20,21,20,2,-200,200,1/20,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,20,21,20,3,-8000/3,8000/3,1/20,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,20,21,20,4,-40000,40000,1/20,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,20,39,20;20,1,-361,361,1/38,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,20,39,20;20,2,-14079/2,14079/2,1/38,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,20,39,20;20,3,-476881/3,476881/3,1/38,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,20,39,20;20,4,-15782559/4,15782559/4,1/38,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,20,37,20;20,1,-286,286,1/36,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,20,37,20;20,2,-5633,5633,1/36,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,20,37,20;20,3,-371356/3,371356/3,1/36,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,20,37,20;20,4,-5911631/2,5911631/2,1/36,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,20,76,20;20;20;20,1,-2090,2090,1/75,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,20,76,20;20;20;20,2,-66785,66785,1/75,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,20,76,20;20;20;20,3,-7978100/3,7978100/3,1/75,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,20,76,20;20;20;20,4,-244159823/2,244159823/2,1/75,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,21,21,21,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,21,21,21,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,21,21,21,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,21,21,21,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,21,22,21,1,-21,21,1/21,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,21,22,21,2,-441/2,441/2,1/21,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,21,22,21,3,-3087,3087,1/21,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,21,22,21,4,-194481/4,194481/4,1/21,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,21,41,21;21,1,-400,400,1/40,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,21,41,21;21,2,-8200,8200,1/40,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,21,41,21;21,3,-584200/3,584200/3,1/40,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,21,41,21;21,4,-5084000,5084000,1/40,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,21,39,21;21,1,-321,321,1/38,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,21,39,21;21,2,-13279/2,13279/2,1/38,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,21,39,21;21,3,-153627,153627,1/38,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,21,39,21;21,4,-15462559/4,15462559/4,1/38,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,21,80,21;21;21;21,1,-2320,2320,1/79,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,21,80,21;21;21;21,2,-78000,78000,1/79,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,21,80,21;21;21;21,3,-9809200/3,9809200/3,1/79,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,21,80,21;21;21;21,4,-158040000,158040000,1/79,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,22,22,22,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,22,22,22,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,22,22,22,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,22,22,22,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,22,23,22,1,-22,22,1/22,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,22,23,22,2,-242,242,1/22,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,22,23,22,3,-10648/3,10648/3,1/22,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,22,23,22,4,-58564,58564,1/22,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,22,43,22;22,1,-441,441,1/42,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,22,43,22;22,2,-18963/2,18963/2,1/42,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,22,43,22;22,3,-236229,236229,1/42,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,22,43,22;22,4,-25884495/4,25884495/4,1/42,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,22,41,22;22,1,-358,358,1/40,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,22,41,22;22,2,-7759,7759,1/40,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,22,41,22;22,3,-565678/3,565678/3,1/40,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,22,41,22;22,4,-9973519/2,9973519/2,1/40,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,22,84,22;22;22;22,1,-2562,2562,1/83,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,22,84,22;22;22;22,2,-90405,90405,1/83,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,22,84,22;22;22;22,3,-3979584,3979584,1/83,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,22,84,22;22;22;22,4,-404029647/2,404029647/2,1/83,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,23,23,23,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,23,23,23,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,23,23,23,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,23,23,23,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,23,24,23,1,-23,23,1/23,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,23,24,23,2,-529/2,529/2,1/23,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,23,24,23,3,-12167/3,12167/3,1/23,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,23,24,23,4,-279841/4,279841/4,1/23,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,23,45,23;23,1,-484,484,1/44,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,23,45,23;23,2,-10890,10890,1/44,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,23,45,23;23,3,-852082/3,852082/3,1/44,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,23,45,23;23,4,-8145720,8145720,1/44,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,23,43,23;23,1,-397,397,1/42,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,23,43,23;23,2,-17995/2,17995/2,1/42,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,23,43,23;23,3,-687391/3,687391/3,1/42,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,23,43,23;23,4,-25415983/4,25415983/4,1/42,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,23,88,23;23;23;23,1,-2816,2816,1/87,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,23,88,23;23;23;23,2,-104060,104060,1/87,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,23,88,23;23;23;23,3,-14397548/3,14397548/3,1/87,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,23,88,23;23;23;23,4,-255275152,255275152,1/87,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,24,24,24,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,24,24,24,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,24,24,24,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,24,24,24,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,24,25,24,1,-24,24,1/24,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,24,25,24,2,-288,288,1/24,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,24,25,24,3,-4608,4608,1/24,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,24,25,24,4,-82944,82944,1/24,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,24,47,24;24,1,-529,529,1/46,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,24,47,24;24,2,-24863/2,24863/2,1/46,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,24,47,24;24,3,-1016209/3,1016209/3,1/46,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,24,47,24;24,4,-40601279/4,40601279/4,1/46,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,24,45,24;24,1,-438,438,1/44,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,24,45,24;24,2,-10361,10361,1/44,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,24,45,24;24,3,-275916,275916,1/44,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,24,45,24;24,4,-16011599/2,16011599/2,1/44,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,24,92,24;24;24;24,1,-3082,3082,1/91,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,24,92,24;24;24;24,2,-119025,119025,1/91,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,24,92,24;24;24;24,3,-17217892/3,17217892/3,1/91,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,24,92,24;24;24;24,4,-638438991/2,638438991/2,1/91,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,25,25,25,1,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,25,25,25,2,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,25,25,25,3,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_cycle_profile,25,25,25,4,0,0,,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,25,26,25,1,-25,25,1/25,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,25,26,25,2,-625/2,625/2,1/25,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,25,26,25,3,-15625/3,15625/3,1/25,sum_B j^r - sum_A j^r over indices up to O(L)
single_label_path_profile,25,26,25,4,-390625/4,390625/4,1/25,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,25,49,25;25,1,-576,576,1/48,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,25,49,25;25,2,-14112,14112,1/48,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,25,49,25;25,3,-400992,400992,1/48,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_balanced_profile,25,49,25;25,4,-12531456,12531456,1/48,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,25,47,25;25,1,-481,481,1/46,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,25,47,25;25,2,-23711/2,23711/2,1/46,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,25,47,25;25,3,-988561/3,988561/3,1/46,sum_B j^r - sum_A j^r over indices up to O(L)
rank2_deficit_k3,25,47,25;25,4,-39937727/4,39937727/4,1/46,sum_B j^r - sum_A j^r over indices up to O(L)
rank4_delocalization_toy_s4,25,96,25;25;25;25,1,-3360,3360,1/95,sum_B j^r - sum_A j^r over indices up to O(L)
