regime,architecture,Delta_exponent_d,eta,kappa,Lambda0,support_requirement_eta_min,support_requirement_met,q_exponent,loss_exponent,mean_exponent,variance_exponent_beta_zero,required_beta,chebyshev_pass_beta_zero,beats_endpoint,feasibility_class,notes
bulk,trace,0.5,0.006,3,25,0.5,false,0.006,0.036,0.5,1.036,0.036,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.006,3,25,0.5,false,0.006,0.072,0.5,1.072,0.072,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.006,5,1,0.5,false,0.006,0.06,0.5,1.06,0.06,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.006,5,1,0.5,false,0.006,0.12,0.5,1.12,0.12,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.006,5,4,0.5,false,0.006,0.06,0.5,1.06,0.06,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.006,5,4,0.5,false,0.006,0.12,0.5,1.12,0.12,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.006,5,25,0.5,false,0.006,0.06,0.5,1.06,0.06,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.006,5,25,0.5,false,0.006,0.12,0.5,1.12,0.12,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.008,3,1,0.5,false,0.008,0.048,0.5,1.048,0.048,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.008,3,1,0.5,false,0.008,0.096,0.5,1.096,0.096,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.008,3,4,0.5,false,0.008,0.048,0.5,1.048,0.048,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.008,3,4,0.5,false,0.008,0.096,0.5,1.096,0.096,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.008,3,25,0.5,false,0.008,0.048,0.5,1.048,0.048,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.008,3,25,0.5,false,0.008,0.096,0.5,1.096,0.096,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.008,5,1,0.5,false,0.008,0.08,0.5,1.08,0.08,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.008,5,1,0.5,false,0.008,0.16,0.5,1.16,0.16,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.008,5,4,0.5,false,0.008,0.08,0.5,1.08,0.08,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.008,5,4,0.5,false,0.008,0.16,0.5,1.16,0.16,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.008,5,25,0.5,false,0.008,0.08,0.5,1.08,0.08,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.008,5,25,0.5,false,0.008,0.16,0.5,1.16,0.16,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.01,3,1,0.5,false,0.01,0.06,0.5,1.06,0.06,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.01,3,1,0.5,false,0.01,0.12,0.5,1.12,0.12,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.01,3,4,0.5,false,0.01,0.06,0.5,1.06,0.06,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.01,3,4,0.5,false,0.01,0.12,0.5,1.12,0.12,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.01,3,25,0.5,false,0.01,0.06,0.5,1.06,0.06,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.01,3,25,0.5,false,0.01,0.12,0.5,1.12,0.12,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.01,5,1,0.5,false,0.01,0.1,0.5,1.1,0.1,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.01,5,1,0.5,false,0.01,0.2,0.5,1.2,0.2,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.01,5,4,0.5,false,0.01,0.1,0.5,1.1,0.1,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.01,5,4,0.5,false,0.01,0.2,0.5,1.2,0.2,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.01,5,25,0.5,false,0.01,0.1,0.5,1.1,0.1,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.01,5,25,0.5,false,0.01,0.2,0.5,1.2,0.2,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.02,3,1,0.5,false,0.02,0.12,0.5,1.12,0.12,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.02,3,1,0.5,false,0.02,0.24,0.5,1.24,0.24,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.02,3,4,0.5,false,0.02,0.12,0.5,1.12,0.12,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.02,3,4,0.5,false,0.02,0.24,0.5,1.24,0.24,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.02,3,25,0.5,false,0.02,0.12,0.5,1.12,0.12,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.02,3,25,0.5,false,0.02,0.24,0.5,1.24,0.24,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.02,5,1,0.5,false,0.02,0.2,0.5,1.2,0.2,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.02,5,1,0.5,false,0.02,0.4,0.5,1.4,0.4,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.02,5,4,0.5,false,0.02,0.2,0.5,1.2,0.2,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.02,5,4,0.5,false,0.02,0.4,0.5,1.4,0.4,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.02,5,25,0.5,false,0.02,0.2,0.5,1.2,0.2,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.02,5,25,0.5,false,0.02,0.4,0.5,1.4,0.4,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.05,3,1,0.5,false,0.05,0.3,0.5,1.3,0.3,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.05,3,1,0.5,false,0.05,0.6,0.5,1.6,0.6,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.05,3,4,0.5,false,0.05,0.3,0.5,1.3,0.3,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.05,3,4,0.5,false,0.05,0.6,0.5,1.6,0.6,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.05,3,25,0.5,false,0.05,0.3,0.5,1.3,0.3,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.05,3,25,0.5,false,0.05,0.6,0.5,1.6,0.6,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.05,5,1,0.5,false,0.05,0.5,0.5,1.5,0.5,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.05,5,1,0.5,false,0.05,1,0.5,2,1,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.05,5,4,0.5,false,0.05,0.5,0.5,1.5,0.5,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.05,5,4,0.5,false,0.05,1,0.5,2,1,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.05,5,25,0.5,false,0.05,0.5,0.5,1.5,0.5,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.05,5,25,0.5,false,0.05,1,0.5,2,1,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.1,3,1,0.5,false,0.1,0.6,0.5,1.6,0.6,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.1,3,1,0.5,false,0.1,1.2,0.5,2.2,1.2,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.1,3,4,0.5,false,0.1,0.6,0.5,1.6,0.6,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.1,3,4,0.5,false,0.1,1.2,0.5,2.2,1.2,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.1,3,25,0.5,false,0.1,0.6,0.5,1.6,0.6,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.1,3,25,0.5,false,0.1,1.2,0.5,2.2,1.2,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.1,5,1,0.5,false,0.1,1,0.5,2,1,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.1,5,1,0.5,false,0.1,2,0.5,3,2,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.1,5,4,0.5,false,0.1,1,0.5,2,1,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.1,5,4,0.5,false,0.1,2,0.5,3,2,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.1,5,25,0.5,false,0.1,1,0.5,2,1,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.1,5,25,0.5,false,0.1,2,0.5,3,2,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.25,3,1,0.5,false,0.25,1.5,0.5,2.5,1.5,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.25,3,1,0.5,false,0.25,3,0.5,4,3,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.25,3,4,0.5,false,0.25,1.5,0.5,2.5,1.5,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.25,3,4,0.5,false,0.25,3,0.5,4,3,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.25,3,25,0.5,false,0.25,1.5,0.5,2.5,1.5,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.25,3,25,0.5,false,0.25,3,0.5,4,3,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.25,5,1,0.5,false,0.25,2.5,0.5,3.5,2.5,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.25,5,1,0.5,false,0.25,5,0.5,6,5,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.25,5,4,0.5,false,0.25,2.5,0.5,3.5,2.5,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.25,5,4,0.5,false,0.25,5,0.5,6,5,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.25,5,25,0.5,false,0.25,2.5,0.5,3.5,2.5,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.25,5,25,0.5,false,0.25,5,0.5,6,5,false,true,impossible_by_support,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.5,3,1,0.5,true,0.5,3,0.5,4,3,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.5,3,1,0.5,true,0.5,6,0.5,7,6,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.5,3,4,0.5,true,0.5,3,0.5,4,3,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.5,3,4,0.5,true,0.5,6,0.5,7,6,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.5,3,25,0.5,true,0.5,3,0.5,4,3,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.5,3,25,0.5,true,0.5,6,0.5,7,6,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.5,5,1,0.5,true,0.5,5,0.5,6,5,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.5,5,1,0.5,true,0.5,10,0.5,11,10,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.5,5,4,0.5,true,0.5,5,0.5,6,5,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.5,5,4,0.5,true,0.5,10,0.5,11,10,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,trace,0.5,0.5,5,25,0.5,true,0.5,5,0.5,6,5,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
bulk,pretrace,0.5,0.5,5,25,0.5,true,0.5,10,0.5,11,10,false,true,requires_large_new_saving,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0,3,1,0,true,0,0,1,1,-1,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0,3,1,0,true,0,0,1,1,-1,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0,3,4,0,true,0,0,1,1,-1,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0,3,4,0,true,0,0,1,1,-1,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0,3,25,0,true,0,0,1,1,-1,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0,3,25,0,true,0,0,1,1,-1,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0,5,1,0,true,0,0,1,1,-1,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0,5,1,0,true,0,0,1,1,-1,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0,5,4,0,true,0,0,1,1,-1,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0,5,4,0,true,0,0,1,1,-1,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0,5,25,0,true,0,0,1,1,-1,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0,5,25,0,true,0,0,1,1,-1,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0.002,3,1,0,true,0.002,0.012,1,1.012,-0.988,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0.002,3,1,0,true,0.002,0.024,1,1.024,-0.976,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0.002,3,4,0,true,0.002,0.012,1,1.012,-0.988,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0.002,3,4,0,true,0.002,0.024,1,1.024,-0.976,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0.002,3,25,0,true,0.002,0.012,1,1.012,-0.988,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0.002,3,25,0,true,0.002,0.024,1,1.024,-0.976,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0.002,5,1,0,true,0.002,0.02,1,1.02,-0.98,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0.002,5,1,0,true,0.002,0.04,1,1.04,-0.96,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0.002,5,4,0,true,0.002,0.02,1,1.02,-0.98,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0.002,5,4,0,true,0.002,0.04,1,1.04,-0.96,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0.002,5,25,0,true,0.002,0.02,1,1.02,-0.98,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0.002,5,25,0,true,0.002,0.04,1,1.04,-0.96,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0.004,3,1,0,true,0.004,0.024,1,1.024,-0.976,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0.004,3,1,0,true,0.004,0.048,1,1.048,-0.952,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0.004,3,4,0,true,0.004,0.024,1,1.024,-0.976,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0.004,3,4,0,true,0.004,0.048,1,1.048,-0.952,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0.004,3,25,0,true,0.004,0.024,1,1.024,-0.976,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0.004,3,25,0,true,0.004,0.048,1,1.048,-0.952,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0.004,5,1,0,true,0.004,0.04,1,1.04,-0.96,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0.004,5,1,0,true,0.004,0.08,1,1.08,-0.92,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0.004,5,4,0,true,0.004,0.04,1,1.04,-0.96,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0.004,5,4,0,true,0.004,0.08,1,1.08,-0.92,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0.004,5,25,0,true,0.004,0.04,1,1.04,-0.96,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0.004,5,25,0,true,0.004,0.08,1,1.08,-0.92,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0.006,3,1,0,true,0.006,0.036,1,1.036,-0.964,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0.006,3,1,0,true,0.006,0.072,1,1.072,-0.928,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0.006,3,4,0,true,0.006,0.036,1,1.036,-0.964,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0.006,3,4,0,true,0.006,0.072,1,1.072,-0.928,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0.006,3,25,0,true,0.006,0.036,1,1.036,-0.964,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0.006,3,25,0,true,0.006,0.072,1,1.072,-0.928,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0.006,5,1,0,true,0.006,0.06,1,1.06,-0.94,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0.006,5,1,0,true,0.006,0.12,1,1.12,-0.88,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0.006,5,4,0,true,0.006,0.06,1,1.06,-0.94,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0.006,5,4,0,true,0.006,0.12,1,1.12,-0.88,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0.006,5,25,0,true,0.006,0.06,1,1.06,-0.94,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0.006,5,25,0,true,0.006,0.12,1,1.12,-0.88,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0.008,3,1,0,true,0.008,0.048,1,1.048,-0.952,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,pretrace,0,0.008,3,1,0,true,0.008,0.096,1,1.096,-0.904,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
edge,trace,0,0.008,3,4,0,true,0.008,0.048,1,1.048,-0.952,true,false,outside_current_architecture,fixed Lambda0 exponent model: R <= C Lambda0^(-1/2) q implies q_exponent=eta
