kappa,eta,mechanism,classification,stratum_type,A,A_offset_from_markov,sigma,denominator_loss_D,Lambda0_power,candidate_beta,markov_variance_exponent,signed_variance_exponent,survives_absolute_values,coefficient_variation_equivalent,independent_signed_target,paper_proved_success
5.0,0.05,surface_signed_pointwise_grouping,surface_theorem_target,fixed_d,8.5,1.5,0.35,0.0,20,0.425,1.5,1.075,True,False,True,False
5.0,0.05,surface_signed_pointwise_grouping,surface_theorem_target,fixed_length,8.5,1.5,0.35,0.0,20,0.425,1.5,1.075,True,False,True,False
5.0,0.05,surface_signed_pointwise_grouping,surface_theorem_target,primitive_power,8.5,1.5,0.35,0.0,20,0.425,1.5,1.075,True,False,True,False
5.0,0.05,surface_signed_pointwise_grouping,surface_theorem_target,quotient_complexity,8.5,1.5,0.35,0.0,20,0.425,1.5,1.075,True,False,True,False
5.0,0.05,diagonal_offdiagonal_signed_balance,surface_theorem_target,all_terms,9.0,1.0,0.25,0.0,20,0.3,1.5,1.2,True,False,True,False
5.0,0.05,diagonal_offdiagonal_signed_balance,surface_theorem_target,fixed_d,9.0,1.0,0.25,0.0,20,0.3,1.5,1.2,True,False,True,False
5.0,0.05,diagonal_offdiagonal_signed_balance,surface_theorem_target,fixed_length,9.0,1.0,0.25,0.0,20,0.3,1.5,1.2,True,False,True,False
5.0,0.05,diagonal_offdiagonal_signed_balance,surface_theorem_target,primitive_power,9.0,1.0,0.25,0.0,20,0.3,1.5,1.2,True,False,True,False
5.0,0.05,diagonal_offdiagonal_signed_balance,surface_theorem_target,quotient_complexity,9.0,1.0,0.25,0.0,20,0.3,1.5,1.2,True,False,True,False
5.0,0.05,oscillatory_transform_phase,surface_theorem_target,all_terms,9.0,1.0,0.35,0.0,20,0.39999999999999997,1.5,1.1,True,False,True,False
5.0,0.05,oscillatory_transform_phase,surface_theorem_target,fixed_d,9.0,1.0,0.35,0.0,20,0.39999999999999997,1.5,1.1,True,False,True,False
5.0,0.05,oscillatory_transform_phase,surface_theorem_target,fixed_length,9.0,1.0,0.35,0.0,20,0.39999999999999997,1.5,1.1,True,False,True,False
5.0,0.05,oscillatory_transform_phase,surface_theorem_target,primitive_power,9.0,1.0,0.35,0.0,20,0.39999999999999997,1.5,1.1,True,False,True,False
5.0,0.05,oscillatory_transform_phase,surface_theorem_target,quotient_complexity,9.0,1.0,0.35,0.0,20,0.39999999999999997,1.5,1.1,True,False,True,False
5.0,0.05,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,all_terms,8.0,2.0,0.0,0.0,20,0.1,1.5,1.4,False,True,False,False
5.0,0.05,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,fixed_d,8.0,2.0,0.0,0.0,20,0.1,1.5,1.4,False,True,False,False
5.0,0.05,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,fixed_length,8.0,2.0,0.0,0.0,20,0.1,1.5,1.4,False,True,False,False
5.0,0.05,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,primitive_power,8.0,2.0,0.0,0.0,20,0.1,1.5,1.4,False,True,False,False
5.0,0.05,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,quotient_complexity,8.0,2.0,0.0,0.0,20,0.1,1.5,1.4,False,True,False,False
5.0,0.05,coefficient_sign_variation_control,coefficient_variation_equivalent,all_terms,8.0,2.0,0.15,0.0,20,0.25,1.5,1.25,False,True,False,False
5.0,0.05,coefficient_sign_variation_control,coefficient_variation_equivalent,fixed_d,8.0,2.0,0.15,0.0,20,0.25,1.5,1.25,False,True,False,False
5.0,0.05,coefficient_sign_variation_control,coefficient_variation_equivalent,fixed_length,8.0,2.0,0.15,0.0,20,0.25,1.5,1.25,False,True,False,False
5.0,0.05,coefficient_sign_variation_control,coefficient_variation_equivalent,primitive_power,8.0,2.0,0.15,0.0,20,0.25,1.5,1.25,False,True,False,False
5.0,0.05,coefficient_sign_variation_control,coefficient_variation_equivalent,quotient_complexity,8.0,2.0,0.15,0.0,20,0.25,1.5,1.25,False,True,False,False
5.0,0.05,x_zero_only_cancellation,range_blocked,special_point,8.0,2.0,0.35,0.0,20,0.44999999999999996,1.5,1.05,False,False,False,False
5.0,0.05,off_range_reciprocal_cancellation,range_blocked,reciprocal_boundary,8.0,2.0,0.35,0.0,20,0.44999999999999996,1.5,1.05,False,False,False,False
5.0,0.05,near_zero_denominator_signed_saving,denominator_blocked,denominator,8.0,2.0,0.6,1.0,20,-0.30000000000000004,1.5,1.8,False,False,False,False
5.0,0.05,schreier_pairing_transfer,toy_only,toy,8.0,2.0,0.35,0.0,20,0.44999999999999996,1.5,1.05,False,False,False,False
5.0,0.08,surface_signed_pointwise_grouping,surface_theorem_target,all_terms,8.5,1.5,0.35,0.0,20,0.47,1.8,1.33,True,False,True,False
5.0,0.08,surface_signed_pointwise_grouping,surface_theorem_target,fixed_d,8.5,1.5,0.35,0.0,20,0.47,1.8,1.33,True,False,True,False
5.0,0.08,surface_signed_pointwise_grouping,surface_theorem_target,fixed_length,8.5,1.5,0.35,0.0,20,0.47,1.8,1.33,True,False,True,False
5.0,0.08,surface_signed_pointwise_grouping,surface_theorem_target,primitive_power,8.5,1.5,0.35,0.0,20,0.47,1.8,1.33,True,False,True,False
5.0,0.08,surface_signed_pointwise_grouping,surface_theorem_target,quotient_complexity,8.5,1.5,0.35,0.0,20,0.47,1.8,1.33,True,False,True,False
5.0,0.08,diagonal_offdiagonal_signed_balance,surface_theorem_target,all_terms,9.0,1.0,0.25,0.0,20,0.33,1.8,1.47,True,False,True,False
5.0,0.08,diagonal_offdiagonal_signed_balance,surface_theorem_target,fixed_d,9.0,1.0,0.25,0.0,20,0.33,1.8,1.47,True,False,True,False
5.0,0.08,diagonal_offdiagonal_signed_balance,surface_theorem_target,fixed_length,9.0,1.0,0.25,0.0,20,0.33,1.8,1.47,True,False,True,False
5.0,0.08,diagonal_offdiagonal_signed_balance,surface_theorem_target,primitive_power,9.0,1.0,0.25,0.0,20,0.33,1.8,1.47,True,False,True,False
5.0,0.08,diagonal_offdiagonal_signed_balance,surface_theorem_target,quotient_complexity,9.0,1.0,0.25,0.0,20,0.33,1.8,1.47,True,False,True,False
5.0,0.08,oscillatory_transform_phase,surface_theorem_target,all_terms,9.0,1.0,0.35,0.0,20,0.43,1.8,1.37,True,False,True,False
5.0,0.08,oscillatory_transform_phase,surface_theorem_target,fixed_d,9.0,1.0,0.35,0.0,20,0.43,1.8,1.37,True,False,True,False
5.0,0.08,oscillatory_transform_phase,surface_theorem_target,fixed_length,9.0,1.0,0.35,0.0,20,0.43,1.8,1.37,True,False,True,False
5.0,0.08,oscillatory_transform_phase,surface_theorem_target,primitive_power,9.0,1.0,0.35,0.0,20,0.43,1.8,1.37,True,False,True,False
5.0,0.08,oscillatory_transform_phase,surface_theorem_target,quotient_complexity,9.0,1.0,0.35,0.0,20,0.43,1.8,1.37,True,False,True,False
5.0,0.08,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,all_terms,8.0,2.0,0.0,0.0,20,0.16,1.8,1.6400000000000001,False,True,False,False
5.0,0.08,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,fixed_d,8.0,2.0,0.0,0.0,20,0.16,1.8,1.6400000000000001,False,True,False,False
5.0,0.08,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,fixed_length,8.0,2.0,0.0,0.0,20,0.16,1.8,1.6400000000000001,False,True,False,False
5.0,0.08,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,primitive_power,8.0,2.0,0.0,0.0,20,0.16,1.8,1.6400000000000001,False,True,False,False
5.0,0.08,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,quotient_complexity,8.0,2.0,0.0,0.0,20,0.16,1.8,1.6400000000000001,False,True,False,False
5.0,0.08,coefficient_sign_variation_control,coefficient_variation_equivalent,all_terms,8.0,2.0,0.15,0.0,20,0.31,1.8,1.49,False,True,False,False
5.0,0.08,coefficient_sign_variation_control,coefficient_variation_equivalent,fixed_d,8.0,2.0,0.15,0.0,20,0.31,1.8,1.49,False,True,False,False
5.0,0.08,coefficient_sign_variation_control,coefficient_variation_equivalent,fixed_length,8.0,2.0,0.15,0.0,20,0.31,1.8,1.49,False,True,False,False
5.0,0.08,coefficient_sign_variation_control,coefficient_variation_equivalent,primitive_power,8.0,2.0,0.15,0.0,20,0.31,1.8,1.49,False,True,False,False
5.0,0.08,coefficient_sign_variation_control,coefficient_variation_equivalent,quotient_complexity,8.0,2.0,0.15,0.0,20,0.31,1.8,1.49,False,True,False,False
5.0,0.08,x_zero_only_cancellation,range_blocked,special_point,8.0,2.0,0.35,0.0,20,0.51,1.8,1.29,False,False,False,False
5.0,0.08,off_range_reciprocal_cancellation,range_blocked,reciprocal_boundary,8.0,2.0,0.35,0.0,20,0.51,1.8,1.29,False,False,False,False
5.0,0.08,near_zero_denominator_signed_saving,denominator_blocked,denominator,8.0,2.0,0.6,1.0,20,-0.24,1.8,2.04,False,False,False,False
5.0,0.08,schreier_pairing_transfer,toy_only,toy,8.0,2.0,0.35,0.0,20,0.51,1.8,1.29,False,False,False,False
5.0,0.12,surface_signed_pointwise_grouping,surface_theorem_target,all_terms,8.5,1.5,0.35,0.0,20,0.53,2.2,1.6700000000000002,True,False,True,False
5.0,0.12,surface_signed_pointwise_grouping,surface_theorem_target,fixed_d,8.5,1.5,0.35,0.0,20,0.53,2.2,1.6700000000000002,True,False,True,False
5.0,0.12,surface_signed_pointwise_grouping,surface_theorem_target,fixed_length,8.5,1.5,0.35,0.0,20,0.53,2.2,1.6700000000000002,True,False,True,False
5.0,0.12,surface_signed_pointwise_grouping,surface_theorem_target,primitive_power,8.5,1.5,0.35,0.0,20,0.53,2.2,1.6700000000000002,True,False,True,False
5.0,0.12,surface_signed_pointwise_grouping,surface_theorem_target,quotient_complexity,8.5,1.5,0.35,0.0,20,0.53,2.2,1.6700000000000002,True,False,True,False
5.0,0.12,diagonal_offdiagonal_signed_balance,surface_theorem_target,all_terms,9.0,1.0,0.25,0.0,20,0.37,2.2,1.83,True,False,True,False
5.0,0.12,diagonal_offdiagonal_signed_balance,surface_theorem_target,fixed_d,9.0,1.0,0.25,0.0,20,0.37,2.2,1.83,True,False,True,False
5.0,0.12,diagonal_offdiagonal_signed_balance,surface_theorem_target,fixed_length,9.0,1.0,0.25,0.0,20,0.37,2.2,1.83,True,False,True,False
5.0,0.12,diagonal_offdiagonal_signed_balance,surface_theorem_target,primitive_power,9.0,1.0,0.25,0.0,20,0.37,2.2,1.83,True,False,True,False
5.0,0.12,diagonal_offdiagonal_signed_balance,surface_theorem_target,quotient_complexity,9.0,1.0,0.25,0.0,20,0.37,2.2,1.83,True,False,True,False
5.0,0.12,oscillatory_transform_phase,surface_theorem_target,all_terms,9.0,1.0,0.35,0.0,20,0.47,2.2,1.7300000000000002,True,False,True,False
5.0,0.12,oscillatory_transform_phase,surface_theorem_target,fixed_d,9.0,1.0,0.35,0.0,20,0.47,2.2,1.7300000000000002,True,False,True,False
5.0,0.12,oscillatory_transform_phase,surface_theorem_target,fixed_length,9.0,1.0,0.35,0.0,20,0.47,2.2,1.7300000000000002,True,False,True,False
5.0,0.12,oscillatory_transform_phase,surface_theorem_target,primitive_power,9.0,1.0,0.35,0.0,20,0.47,2.2,1.7300000000000002,True,False,True,False
5.0,0.12,oscillatory_transform_phase,surface_theorem_target,quotient_complexity,9.0,1.0,0.35,0.0,20,0.47,2.2,1.7300000000000002,True,False,True,False
5.0,0.12,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,all_terms,8.0,2.0,0.0,0.0,20,0.24,2.2,1.9600000000000002,False,True,False,False
5.0,0.12,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,fixed_d,8.0,2.0,0.0,0.0,20,0.24,2.2,1.9600000000000002,False,True,False,False
5.0,0.12,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,fixed_length,8.0,2.0,0.0,0.0,20,0.24,2.2,1.9600000000000002,False,True,False,False
5.0,0.12,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,primitive_power,8.0,2.0,0.0,0.0,20,0.24,2.2,1.9600000000000002,False,True,False,False
5.0,0.12,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,quotient_complexity,8.0,2.0,0.0,0.0,20,0.24,2.2,1.9600000000000002,False,True,False,False
5.0,0.12,coefficient_sign_variation_control,coefficient_variation_equivalent,all_terms,8.0,2.0,0.15,0.0,20,0.39,2.2,1.81,False,True,False,False
5.0,0.12,coefficient_sign_variation_control,coefficient_variation_equivalent,fixed_d,8.0,2.0,0.15,0.0,20,0.39,2.2,1.81,False,True,False,False
5.0,0.12,coefficient_sign_variation_control,coefficient_variation_equivalent,fixed_length,8.0,2.0,0.15,0.0,20,0.39,2.2,1.81,False,True,False,False
5.0,0.12,coefficient_sign_variation_control,coefficient_variation_equivalent,primitive_power,8.0,2.0,0.15,0.0,20,0.39,2.2,1.81,False,True,False,False
5.0,0.12,coefficient_sign_variation_control,coefficient_variation_equivalent,quotient_complexity,8.0,2.0,0.15,0.0,20,0.39,2.2,1.81,False,True,False,False
5.0,0.12,x_zero_only_cancellation,range_blocked,special_point,8.0,2.0,0.35,0.0,20,0.59,2.2,1.6100000000000003,False,False,False,False
5.0,0.12,off_range_reciprocal_cancellation,range_blocked,reciprocal_boundary,8.0,2.0,0.35,0.0,20,0.59,2.2,1.6100000000000003,False,False,False,False
5.0,0.12,near_zero_denominator_signed_saving,denominator_blocked,denominator,8.0,2.0,0.6,1.0,20,-0.16000000000000003,2.2,2.3600000000000003,False,False,False,False
5.0,0.12,schreier_pairing_transfer,toy_only,toy,8.0,2.0,0.35,0.0,20,0.59,2.2,1.6100000000000003,False,False,False,False
5.0,0.18,surface_signed_pointwise_grouping,surface_theorem_target,all_terms,8.5,1.5,0.35,0.0,20,0.62,2.8,2.1799999999999997,True,False,True,False
5.0,0.18,surface_signed_pointwise_grouping,surface_theorem_target,fixed_d,8.5,1.5,0.35,0.0,20,0.62,2.8,2.1799999999999997,True,False,True,False
5.0,0.18,surface_signed_pointwise_grouping,surface_theorem_target,fixed_length,8.5,1.5,0.35,0.0,20,0.62,2.8,2.1799999999999997,True,False,True,False
5.0,0.18,surface_signed_pointwise_grouping,surface_theorem_target,primitive_power,8.5,1.5,0.35,0.0,20,0.62,2.8,2.1799999999999997,True,False,True,False
5.0,0.18,surface_signed_pointwise_grouping,surface_theorem_target,quotient_complexity,8.5,1.5,0.35,0.0,20,0.62,2.8,2.1799999999999997,True,False,True,False
5.0,0.18,diagonal_offdiagonal_signed_balance,surface_theorem_target,all_terms,9.0,1.0,0.25,0.0,20,0.43,2.8,2.3699999999999997,True,False,True,False
5.0,0.18,diagonal_offdiagonal_signed_balance,surface_theorem_target,fixed_d,9.0,1.0,0.25,0.0,20,0.43,2.8,2.3699999999999997,True,False,True,False
5.0,0.18,diagonal_offdiagonal_signed_balance,surface_theorem_target,fixed_length,9.0,1.0,0.25,0.0,20,0.43,2.8,2.3699999999999997,True,False,True,False
5.0,0.18,diagonal_offdiagonal_signed_balance,surface_theorem_target,primitive_power,9.0,1.0,0.25,0.0,20,0.43,2.8,2.3699999999999997,True,False,True,False
5.0,0.18,diagonal_offdiagonal_signed_balance,surface_theorem_target,quotient_complexity,9.0,1.0,0.25,0.0,20,0.43,2.8,2.3699999999999997,True,False,True,False
5.0,0.18,oscillatory_transform_phase,surface_theorem_target,all_terms,9.0,1.0,0.35,0.0,20,0.53,2.8,2.2699999999999996,True,False,True,False
5.0,0.18,oscillatory_transform_phase,surface_theorem_target,fixed_d,9.0,1.0,0.35,0.0,20,0.53,2.8,2.2699999999999996,True,False,True,False
5.0,0.18,oscillatory_transform_phase,surface_theorem_target,fixed_length,9.0,1.0,0.35,0.0,20,0.53,2.8,2.2699999999999996,True,False,True,False
5.0,0.18,oscillatory_transform_phase,surface_theorem_target,primitive_power,9.0,1.0,0.35,0.0,20,0.53,2.8,2.2699999999999996,True,False,True,False
5.0,0.18,oscillatory_transform_phase,surface_theorem_target,quotient_complexity,9.0,1.0,0.35,0.0,20,0.53,2.8,2.2699999999999996,True,False,True,False
5.0,0.18,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,all_terms,8.0,2.0,0.0,0.0,20,0.36,2.8,2.44,False,True,False,False
5.0,0.18,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,fixed_d,8.0,2.0,0.0,0.0,20,0.36,2.8,2.44,False,True,False,False
5.0,0.18,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,fixed_length,8.0,2.0,0.0,0.0,20,0.36,2.8,2.44,False,True,False,False
5.0,0.18,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,primitive_power,8.0,2.0,0.0,0.0,20,0.36,2.8,2.44,False,True,False,False
5.0,0.18,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,quotient_complexity,8.0,2.0,0.0,0.0,20,0.36,2.8,2.44,False,True,False,False
5.0,0.18,coefficient_sign_variation_control,coefficient_variation_equivalent,all_terms,8.0,2.0,0.15,0.0,20,0.51,2.8,2.29,False,True,False,False
5.0,0.18,coefficient_sign_variation_control,coefficient_variation_equivalent,fixed_d,8.0,2.0,0.15,0.0,20,0.51,2.8,2.29,False,True,False,False
5.0,0.18,coefficient_sign_variation_control,coefficient_variation_equivalent,fixed_length,8.0,2.0,0.15,0.0,20,0.51,2.8,2.29,False,True,False,False
5.0,0.18,coefficient_sign_variation_control,coefficient_variation_equivalent,primitive_power,8.0,2.0,0.15,0.0,20,0.51,2.8,2.29,False,True,False,False
5.0,0.18,coefficient_sign_variation_control,coefficient_variation_equivalent,quotient_complexity,8.0,2.0,0.15,0.0,20,0.51,2.8,2.29,False,True,False,False
5.0,0.18,x_zero_only_cancellation,range_blocked,special_point,8.0,2.0,0.35,0.0,20,0.71,2.8,2.09,False,False,False,False
5.0,0.18,off_range_reciprocal_cancellation,range_blocked,reciprocal_boundary,8.0,2.0,0.35,0.0,20,0.71,2.8,2.09,False,False,False,False
5.0,0.18,near_zero_denominator_signed_saving,denominator_blocked,denominator,8.0,2.0,0.6,1.0,20,-0.040000000000000036,2.8,2.84,False,False,False,False
5.0,0.18,schreier_pairing_transfer,toy_only,toy,8.0,2.0,0.35,0.0,20,0.71,2.8,2.09,False,False,False,False
8.0,0.02,surface_signed_pointwise_grouping,surface_theorem_target,all_terms,14.5,1.5,0.35,0.0,20,0.38,1.32,0.9400000000000001,True,False,True,False
8.0,0.02,surface_signed_pointwise_grouping,surface_theorem_target,fixed_d,14.5,1.5,0.35,0.0,20,0.38,1.32,0.9400000000000001,True,False,True,False
8.0,0.02,surface_signed_pointwise_grouping,surface_theorem_target,fixed_length,14.5,1.5,0.35,0.0,20,0.38,1.32,0.9400000000000001,True,False,True,False
8.0,0.02,surface_signed_pointwise_grouping,surface_theorem_target,primitive_power,14.5,1.5,0.35,0.0,20,0.38,1.32,0.9400000000000001,True,False,True,False
8.0,0.02,surface_signed_pointwise_grouping,surface_theorem_target,quotient_complexity,14.5,1.5,0.35,0.0,20,0.38,1.32,0.9400000000000001,True,False,True,False
8.0,0.02,diagonal_offdiagonal_signed_balance,surface_theorem_target,all_terms,15.0,1.0,0.25,0.0,20,0.27,1.32,1.05,True,False,True,False
8.0,0.02,diagonal_offdiagonal_signed_balance,surface_theorem_target,fixed_d,15.0,1.0,0.25,0.0,20,0.27,1.32,1.05,True,False,True,False
8.0,0.02,diagonal_offdiagonal_signed_balance,surface_theorem_target,fixed_length,15.0,1.0,0.25,0.0,20,0.27,1.32,1.05,True,False,True,False
8.0,0.02,diagonal_offdiagonal_signed_balance,surface_theorem_target,primitive_power,15.0,1.0,0.25,0.0,20,0.27,1.32,1.05,True,False,True,False
8.0,0.02,diagonal_offdiagonal_signed_balance,surface_theorem_target,quotient_complexity,15.0,1.0,0.25,0.0,20,0.27,1.32,1.05,True,False,True,False
8.0,0.02,oscillatory_transform_phase,surface_theorem_target,all_terms,15.0,1.0,0.35,0.0,20,0.37,1.32,0.9500000000000001,True,False,True,False
8.0,0.02,oscillatory_transform_phase,surface_theorem_target,fixed_d,15.0,1.0,0.35,0.0,20,0.37,1.32,0.9500000000000001,True,False,True,False
8.0,0.02,oscillatory_transform_phase,surface_theorem_target,fixed_length,15.0,1.0,0.35,0.0,20,0.37,1.32,0.9500000000000001,True,False,True,False
8.0,0.02,oscillatory_transform_phase,surface_theorem_target,primitive_power,15.0,1.0,0.35,0.0,20,0.37,1.32,0.9500000000000001,True,False,True,False
8.0,0.02,oscillatory_transform_phase,surface_theorem_target,quotient_complexity,15.0,1.0,0.35,0.0,20,0.37,1.32,0.9500000000000001,True,False,True,False
8.0,0.02,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,all_terms,14.0,2.0,0.0,0.0,20,0.04,1.32,1.28,False,True,False,False
8.0,0.02,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,fixed_d,14.0,2.0,0.0,0.0,20,0.04,1.32,1.28,False,True,False,False
8.0,0.02,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,fixed_length,14.0,2.0,0.0,0.0,20,0.04,1.32,1.28,False,True,False,False
8.0,0.02,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,primitive_power,14.0,2.0,0.0,0.0,20,0.04,1.32,1.28,False,True,False,False
8.0,0.02,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,quotient_complexity,14.0,2.0,0.0,0.0,20,0.04,1.32,1.28,False,True,False,False
8.0,0.02,coefficient_sign_variation_control,coefficient_variation_equivalent,all_terms,14.0,2.0,0.15,0.0,20,0.19,1.32,1.1300000000000001,False,True,False,False
8.0,0.02,coefficient_sign_variation_control,coefficient_variation_equivalent,fixed_d,14.0,2.0,0.15,0.0,20,0.19,1.32,1.1300000000000001,False,True,False,False
8.0,0.02,coefficient_sign_variation_control,coefficient_variation_equivalent,fixed_length,14.0,2.0,0.15,0.0,20,0.19,1.32,1.1300000000000001,False,True,False,False
8.0,0.02,coefficient_sign_variation_control,coefficient_variation_equivalent,primitive_power,14.0,2.0,0.15,0.0,20,0.19,1.32,1.1300000000000001,False,True,False,False
8.0,0.02,coefficient_sign_variation_control,coefficient_variation_equivalent,quotient_complexity,14.0,2.0,0.15,0.0,20,0.19,1.32,1.1300000000000001,False,True,False,False
8.0,0.02,x_zero_only_cancellation,range_blocked,special_point,14.0,2.0,0.35,0.0,20,0.38999999999999996,1.32,0.9300000000000002,False,False,False,False
8.0,0.02,off_range_reciprocal_cancellation,range_blocked,reciprocal_boundary,14.0,2.0,0.35,0.0,20,0.38999999999999996,1.32,0.9300000000000002,False,False,False,False
8.0,0.02,near_zero_denominator_signed_saving,denominator_blocked,denominator,14.0,2.0,0.6,1.0,20,-0.36,1.32,1.6800000000000002,False,False,False,False
8.0,0.02,schreier_pairing_transfer,toy_only,toy,14.0,2.0,0.35,0.0,20,0.38999999999999996,1.32,0.9300000000000002,False,False,False,False
8.0,0.05,surface_signed_pointwise_grouping,surface_theorem_target,all_terms,14.5,1.5,0.35,0.0,20,0.425,1.8,1.375,True,False,True,False
8.0,0.05,surface_signed_pointwise_grouping,surface_theorem_target,fixed_d,14.5,1.5,0.35,0.0,20,0.425,1.8,1.375,True,False,True,False
8.0,0.05,surface_signed_pointwise_grouping,surface_theorem_target,fixed_length,14.5,1.5,0.35,0.0,20,0.425,1.8,1.375,True,False,True,False
8.0,0.05,surface_signed_pointwise_grouping,surface_theorem_target,primitive_power,14.5,1.5,0.35,0.0,20,0.425,1.8,1.375,True,False,True,False
8.0,0.05,surface_signed_pointwise_grouping,surface_theorem_target,quotient_complexity,14.5,1.5,0.35,0.0,20,0.425,1.8,1.375,True,False,True,False
8.0,0.05,diagonal_offdiagonal_signed_balance,surface_theorem_target,all_terms,15.0,1.0,0.25,0.0,20,0.3,1.8,1.5,True,False,True,False
8.0,0.05,diagonal_offdiagonal_signed_balance,surface_theorem_target,fixed_d,15.0,1.0,0.25,0.0,20,0.3,1.8,1.5,True,False,True,False
8.0,0.05,diagonal_offdiagonal_signed_balance,surface_theorem_target,fixed_length,15.0,1.0,0.25,0.0,20,0.3,1.8,1.5,True,False,True,False
8.0,0.05,diagonal_offdiagonal_signed_balance,surface_theorem_target,primitive_power,15.0,1.0,0.25,0.0,20,0.3,1.8,1.5,True,False,True,False
8.0,0.05,diagonal_offdiagonal_signed_balance,surface_theorem_target,quotient_complexity,15.0,1.0,0.25,0.0,20,0.3,1.8,1.5,True,False,True,False
8.0,0.05,oscillatory_transform_phase,surface_theorem_target,all_terms,15.0,1.0,0.35,0.0,20,0.39999999999999997,1.8,1.4000000000000001,True,False,True,False
8.0,0.05,oscillatory_transform_phase,surface_theorem_target,fixed_d,15.0,1.0,0.35,0.0,20,0.39999999999999997,1.8,1.4000000000000001,True,False,True,False
8.0,0.05,oscillatory_transform_phase,surface_theorem_target,fixed_length,15.0,1.0,0.35,0.0,20,0.39999999999999997,1.8,1.4000000000000001,True,False,True,False
8.0,0.05,oscillatory_transform_phase,surface_theorem_target,primitive_power,15.0,1.0,0.35,0.0,20,0.39999999999999997,1.8,1.4000000000000001,True,False,True,False
8.0,0.05,oscillatory_transform_phase,surface_theorem_target,quotient_complexity,15.0,1.0,0.35,0.0,20,0.39999999999999997,1.8,1.4000000000000001,True,False,True,False
8.0,0.05,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,all_terms,14.0,2.0,0.0,0.0,20,0.1,1.8,1.7,False,True,False,False
8.0,0.05,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,fixed_d,14.0,2.0,0.0,0.0,20,0.1,1.8,1.7,False,True,False,False
8.0,0.05,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,fixed_length,14.0,2.0,0.0,0.0,20,0.1,1.8,1.7,False,True,False,False
8.0,0.05,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,primitive_power,14.0,2.0,0.0,0.0,20,0.1,1.8,1.7,False,True,False,False
8.0,0.05,fixed_d_absolute_stratum_control,coefficient_variation_equivalent,quotient_complexity,14.0,2.0,0.0,0.0,20,0.1,1.8,1.7,False,True,False,False
8.0,0.05,coefficient_sign_variation_control,coefficient_variation_equivalent,all_terms,14.0,2.0,0.15,0.0,20,0.25,1.8,1.55,False,True,False,False
8.0,0.05,coefficient_sign_variation_control,coefficient_variation_equivalent,fixed_d,14.0,2.0,0.15,0.0,20,0.25,1.8,1.55,False,True,False,False
8.0,0.05,coefficient_sign_variation_control,coefficient_variation_equivalent,fixed_length,14.0,2.0,0.15,0.0,20,0.25,1.8,1.55,False,True,False,False
8.0,0.05,coefficient_sign_variation_control,coefficient_variation_equivalent,primitive_power,14.0,2.0,0.15,0.0,20,0.25,1.8,1.55,False,True,False,False
8.0,0.05,coefficient_sign_variation_control,coefficient_variation_equivalent,quotient_complexity,14.0,2.0,0.15,0.0,20,0.25,1.8,1.55,False,True,False,False
8.0,0.05,x_zero_only_cancellation,range_blocked,special_point,14.0,2.0,0.35,0.0,20,0.44999999999999996,1.8,1.35,False,False,False,False
8.0,0.05,off_range_reciprocal_cancellation,range_blocked,reciprocal_boundary,14.0,2.0,0.35,0.0,20,0.44999999999999996,1.8,1.35,False,False,False,False
8.0,0.05,near_zero_denominator_signed_saving,denominator_blocked,denominator,14.0,2.0,0.6,1.0,20,-0.30000000000000004,1.8,2.1,False,False,False,False
8.0,0.05,schreier_pairing_transfer,toy_only,toy,14.0,2.0,0.35,0.0,20,0.44999999999999996,1.8,1.35,False,False,False,False
8.0,0.08,surface_signed_pointwise_grouping,surface_theorem_target,all_terms,14.5,1.5,0.35,0.0,20,0.47,2.2800000000000002,1.8100000000000003,True,False,True,False
8.0,0.08,surface_signed_pointwise_grouping,surface_theorem_target,fixed_d,14.5,1.5,0.35,0.0,20,0.47,2.2800000000000002,1.8100000000000003,True,False,True,False
