L,variant,weight_scheme,num_profiles,pair_classes,coefficient_order,aggregate_coefficient,weight_l1,m7_bound_proxy,weighted_aggregate_bound_proxy,notes
4,primitive_non_diagonal,weight_unweighted,1,2,4,0,8,65536,524288,signed proxy is all conflict-free with diagonal/cyclic records removed
4,primitive_non_diagonal,weight_exp_decay_theta_0_5,1,2,1,0,2.94303552937,16,47.0885684699,signed proxy is all conflict-free with diagonal/cyclic records removed
4,primitive_non_diagonal,weight_exp_decay_theta_0_5,1,2,2,0,2.94303552937,256,753.417095519,signed proxy is all conflict-free with diagonal/cyclic records removed
4,primitive_non_diagonal,weight_exp_decay_theta_0_5,1,2,3,0,2.94303552937,4096,12054.6735283,signed proxy is all conflict-free with diagonal/cyclic records removed
4,primitive_non_diagonal,weight_exp_decay_theta_0_5,1,2,4,0,2.94303552937,65536,192874.776453,signed proxy is all conflict-free with diagonal/cyclic records removed
4,primitive_non_diagonal,weight_length_inverse,1,2,1,0,8,16,128,signed proxy is all conflict-free with diagonal/cyclic records removed
4,primitive_non_diagonal,weight_length_inverse,1,2,2,0,8,256,2048,signed proxy is all conflict-free with diagonal/cyclic records removed
4,primitive_non_diagonal,weight_length_inverse,1,2,3,0,8,4096,32768,signed proxy is all conflict-free with diagonal/cyclic records removed
4,primitive_non_diagonal,weight_length_inverse,1,2,4,0,8,65536,524288,signed proxy is all conflict-free with diagonal/cyclic records removed
4,diagonal_cyclic_only,weight_unweighted,2,2,1,0,8,16,128,signed proxy is all conflict-free with diagonal/cyclic records removed
4,diagonal_cyclic_only,weight_unweighted,2,2,2,0,8,256,2048,signed proxy is all conflict-free with diagonal/cyclic records removed
4,diagonal_cyclic_only,weight_unweighted,2,2,3,0,8,4096,32768,signed proxy is all conflict-free with diagonal/cyclic records removed
4,diagonal_cyclic_only,weight_unweighted,2,2,4,0,8,65536,524288,signed proxy is all conflict-free with diagonal/cyclic records removed
4,diagonal_cyclic_only,weight_exp_decay_theta_0_5,2,2,1,0,2.94303552937,16,47.0885684699,signed proxy is all conflict-free with diagonal/cyclic records removed
4,diagonal_cyclic_only,weight_exp_decay_theta_0_5,2,2,2,0,2.94303552937,256,753.417095519,signed proxy is all conflict-free with diagonal/cyclic records removed
4,diagonal_cyclic_only,weight_exp_decay_theta_0_5,2,2,3,0,2.94303552937,4096,12054.6735283,signed proxy is all conflict-free with diagonal/cyclic records removed
4,diagonal_cyclic_only,weight_exp_decay_theta_0_5,2,2,4,0,2.94303552937,65536,192874.776453,signed proxy is all conflict-free with diagonal/cyclic records removed
4,diagonal_cyclic_only,weight_length_inverse,2,2,1,0,8,16,128,signed proxy is all conflict-free with diagonal/cyclic records removed
4,diagonal_cyclic_only,weight_length_inverse,2,2,2,0,8,256,2048,signed proxy is all conflict-free with diagonal/cyclic records removed
4,diagonal_cyclic_only,weight_length_inverse,2,2,3,0,8,4096,32768,signed proxy is all conflict-free with diagonal/cyclic records removed
4,diagonal_cyclic_only,weight_length_inverse,2,2,4,0,8,65536,524288,signed proxy is all conflict-free with diagonal/cyclic records removed
4,signed_diagonal_subtracted_proxy,weight_unweighted,16,32,1,-288,128,16,2048,signed proxy is all conflict-free with diagonal/cyclic records removed
4,signed_diagonal_subtracted_proxy,weight_unweighted,16,32,2,-32,128,256,32768,signed proxy is all conflict-free with diagonal/cyclic records removed
4,signed_diagonal_subtracted_proxy,weight_unweighted,16,32,3,432,128,4096,524288,signed proxy is all conflict-free with diagonal/cyclic records removed
4,signed_diagonal_subtracted_proxy,weight_unweighted,16,32,4,1216,128,65536,8388608,signed proxy is all conflict-free with diagonal/cyclic records removed
4,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,16,32,1,-11.9100424998,14.2124577321,16,227.399323713,signed proxy is all conflict-free with diagonal/cyclic records removed
4,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,16,32,2,-5.57704859741,14.2124577321,256,3638.38917941,signed proxy is all conflict-free with diagonal/cyclic records removed
4,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,16,32,3,6.20978854074,14.2124577321,4096,58214.2268706,signed proxy is all conflict-free with diagonal/cyclic records removed
4,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,16,32,4,27.1460108171,14.2124577321,65536,931427.62993,signed proxy is all conflict-free with diagonal/cyclic records removed
4,signed_diagonal_subtracted_proxy,weight_length_inverse,16,32,1,-29.3888888889,34.7222222222,16,555.555555556,signed proxy is all conflict-free with diagonal/cyclic records removed
4,signed_diagonal_subtracted_proxy,weight_length_inverse,16,32,2,-10.6111111111,34.7222222222,256,8888.88888889,signed proxy is all conflict-free with diagonal/cyclic records removed
4,signed_diagonal_subtracted_proxy,weight_length_inverse,16,32,3,23.9444444444,34.7222222222,4096,142222.222222,signed proxy is all conflict-free with diagonal/cyclic records removed
4,signed_diagonal_subtracted_proxy,weight_length_inverse,16,32,4,84.0555555556,34.7222222222,65536,2275555.55556,signed proxy is all conflict-free with diagonal/cyclic records removed
4,rank_two_noncyclic_remainder,weight_unweighted,16,32,1,-288,128,16,2048,signed proxy is all conflict-free with diagonal/cyclic records removed
4,rank_two_noncyclic_remainder,weight_unweighted,16,32,2,-32,128,256,32768,signed proxy is all conflict-free with diagonal/cyclic records removed
4,rank_two_noncyclic_remainder,weight_unweighted,16,32,3,432,128,4096,524288,signed proxy is all conflict-free with diagonal/cyclic records removed
4,rank_two_noncyclic_remainder,weight_unweighted,16,32,4,1216,128,65536,8388608,signed proxy is all conflict-free with diagonal/cyclic records removed
4,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,16,32,1,-11.9100424998,14.2124577321,16,227.399323713,signed proxy is all conflict-free with diagonal/cyclic records removed
4,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,16,32,2,-5.57704859741,14.2124577321,256,3638.38917941,signed proxy is all conflict-free with diagonal/cyclic records removed
4,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,16,32,3,6.20978854074,14.2124577321,4096,58214.2268706,signed proxy is all conflict-free with diagonal/cyclic records removed
4,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,16,32,4,27.1460108171,14.2124577321,65536,931427.62993,signed proxy is all conflict-free with diagonal/cyclic records removed
4,rank_two_noncyclic_remainder,weight_length_inverse,16,32,1,-29.3888888889,34.7222222222,16,555.555555556,signed proxy is all conflict-free with diagonal/cyclic records removed
4,rank_two_noncyclic_remainder,weight_length_inverse,16,32,2,-10.6111111111,34.7222222222,256,8888.88888889,signed proxy is all conflict-free with diagonal/cyclic records removed
4,rank_two_noncyclic_remainder,weight_length_inverse,16,32,3,23.9444444444,34.7222222222,4096,142222.222222,signed proxy is all conflict-free with diagonal/cyclic records removed
4,rank_two_noncyclic_remainder,weight_length_inverse,16,32,4,84.0555555556,34.7222222222,65536,2275555.55556,signed proxy is all conflict-free with diagonal/cyclic records removed
5,all_conflict_free,weight_unweighted,27,52,1,-800,208,25,5200,signed proxy is all conflict-free with diagonal/cyclic records removed
5,all_conflict_free,weight_unweighted,27,52,2,800,208,625,130000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,all_conflict_free,weight_unweighted,27,52,3,2800,208,15625,3250000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,all_conflict_free,weight_unweighted,27,52,4,3392,208,390625,81250000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,all_conflict_free,weight_exp_decay_theta_0_5,27,52,1,-19.1824613678,18.9599422329,25,473.998555823,signed proxy is all conflict-free with diagonal/cyclic records removed
5,all_conflict_free,weight_exp_decay_theta_0_5,27,52,2,0.946974678714,18.9599422329,625,11849.9638956,signed proxy is all conflict-free with diagonal/cyclic records removed
5,all_conflict_free,weight_exp_decay_theta_0_5,27,52,3,30.8860981392,18.9599422329,15625,296249.097389,signed proxy is all conflict-free with diagonal/cyclic records removed
5,all_conflict_free,weight_exp_decay_theta_0_5,27,52,4,61.0987849859,18.9599422329,390625,7406227.43474,signed proxy is all conflict-free with diagonal/cyclic records removed
5,all_conflict_free,weight_length_inverse,27,52,1,-59.0422222222,49.7088888889,25,1242.72222222,signed proxy is all conflict-free with diagonal/cyclic records removed
5,all_conflict_free,weight_length_inverse,27,52,2,24.3755555556,49.7088888889,625,31068.0555556,signed proxy is all conflict-free with diagonal/cyclic records removed
5,all_conflict_free,weight_length_inverse,27,52,3,138.291111111,49.7088888889,15625,776701.388889,signed proxy is all conflict-free with diagonal/cyclic records removed
5,all_conflict_free,weight_length_inverse,27,52,4,215.042222222,49.7088888889,390625,19417534.7222,signed proxy is all conflict-free with diagonal/cyclic records removed
5,primitive_non_diagonal,weight_unweighted,1,2,1,0,8,25,200,signed proxy is all conflict-free with diagonal/cyclic records removed
5,primitive_non_diagonal,weight_unweighted,1,2,2,0,8,625,5000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,primitive_non_diagonal,weight_unweighted,1,2,3,0,8,15625,125000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,primitive_non_diagonal,weight_unweighted,1,2,4,0,8,390625,3125000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,primitive_non_diagonal,weight_exp_decay_theta_0_5,1,2,1,0,2.94303552937,25,73.5758882343,signed proxy is all conflict-free with diagonal/cyclic records removed
5,primitive_non_diagonal,weight_exp_decay_theta_0_5,1,2,2,0,2.94303552937,625,1839.39720586,signed proxy is all conflict-free with diagonal/cyclic records removed
5,primitive_non_diagonal,weight_exp_decay_theta_0_5,1,2,3,0,2.94303552937,15625,45984.9301464,signed proxy is all conflict-free with diagonal/cyclic records removed
5,primitive_non_diagonal,weight_exp_decay_theta_0_5,1,2,4,0,2.94303552937,390625,1149623.25366,signed proxy is all conflict-free with diagonal/cyclic records removed
5,primitive_non_diagonal,weight_length_inverse,1,2,1,0,8,25,200,signed proxy is all conflict-free with diagonal/cyclic records removed
5,primitive_non_diagonal,weight_length_inverse,1,2,2,0,8,625,5000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,primitive_non_diagonal,weight_length_inverse,1,2,3,0,8,15625,125000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,primitive_non_diagonal,weight_length_inverse,1,2,4,0,8,390625,3125000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,diagonal_cyclic_only,weight_unweighted,2,2,1,0,8,25,200,signed proxy is all conflict-free with diagonal/cyclic records removed
5,diagonal_cyclic_only,weight_unweighted,2,2,2,0,8,625,5000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,diagonal_cyclic_only,weight_unweighted,2,2,3,0,8,15625,125000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,diagonal_cyclic_only,weight_unweighted,2,2,4,0,8,390625,3125000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,diagonal_cyclic_only,weight_exp_decay_theta_0_5,2,2,1,0,2.94303552937,25,73.5758882343,signed proxy is all conflict-free with diagonal/cyclic records removed
5,diagonal_cyclic_only,weight_exp_decay_theta_0_5,2,2,2,0,2.94303552937,625,1839.39720586,signed proxy is all conflict-free with diagonal/cyclic records removed
5,diagonal_cyclic_only,weight_exp_decay_theta_0_5,2,2,3,0,2.94303552937,15625,45984.9301464,signed proxy is all conflict-free with diagonal/cyclic records removed
5,diagonal_cyclic_only,weight_exp_decay_theta_0_5,2,2,4,0,2.94303552937,390625,1149623.25366,signed proxy is all conflict-free with diagonal/cyclic records removed
5,diagonal_cyclic_only,weight_length_inverse,2,2,1,0,8,25,200,signed proxy is all conflict-free with diagonal/cyclic records removed
5,diagonal_cyclic_only,weight_length_inverse,2,2,2,0,8,625,5000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,diagonal_cyclic_only,weight_length_inverse,2,2,3,0,8,15625,125000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,diagonal_cyclic_only,weight_length_inverse,2,2,4,0,8,390625,3125000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,signed_diagonal_subtracted_proxy,weight_unweighted,25,50,1,-800,200,25,5000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,signed_diagonal_subtracted_proxy,weight_unweighted,25,50,2,800,200,625,125000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,signed_diagonal_subtracted_proxy,weight_unweighted,25,50,3,2800,200,15625,3125000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,signed_diagonal_subtracted_proxy,weight_unweighted,25,50,4,3392,200,390625,78125000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,25,50,1,-19.1824613678,16.0169067036,25,400.422667589,signed proxy is all conflict-free with diagonal/cyclic records removed
5,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,25,50,2,0.946974678714,16.0169067036,625,10010.5666897,signed proxy is all conflict-free with diagonal/cyclic records removed
5,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,25,50,3,30.8860981392,16.0169067036,15625,250264.167243,signed proxy is all conflict-free with diagonal/cyclic records removed
5,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,25,50,4,61.0987849859,16.0169067036,390625,6256604.18108,signed proxy is all conflict-free with diagonal/cyclic records removed
5,signed_diagonal_subtracted_proxy,weight_length_inverse,25,50,1,-59.0422222222,41.7088888889,25,1042.72222222,signed proxy is all conflict-free with diagonal/cyclic records removed
5,signed_diagonal_subtracted_proxy,weight_length_inverse,25,50,2,24.3755555556,41.7088888889,625,26068.0555556,signed proxy is all conflict-free with diagonal/cyclic records removed
5,signed_diagonal_subtracted_proxy,weight_length_inverse,25,50,3,138.291111111,41.7088888889,15625,651701.388889,signed proxy is all conflict-free with diagonal/cyclic records removed
5,signed_diagonal_subtracted_proxy,weight_length_inverse,25,50,4,215.042222222,41.7088888889,390625,16292534.7222,signed proxy is all conflict-free with diagonal/cyclic records removed
5,rank_two_noncyclic_remainder,weight_unweighted,25,50,1,-800,200,25,5000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,rank_two_noncyclic_remainder,weight_unweighted,25,50,2,800,200,625,125000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,rank_two_noncyclic_remainder,weight_unweighted,25,50,3,2800,200,15625,3125000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,rank_two_noncyclic_remainder,weight_unweighted,25,50,4,3392,200,390625,78125000,signed proxy is all conflict-free with diagonal/cyclic records removed
5,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,25,50,1,-19.1824613678,16.0169067036,25,400.422667589,signed proxy is all conflict-free with diagonal/cyclic records removed
5,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,25,50,2,0.946974678714,16.0169067036,625,10010.5666897,signed proxy is all conflict-free with diagonal/cyclic records removed
5,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,25,50,3,30.8860981392,16.0169067036,15625,250264.167243,signed proxy is all conflict-free with diagonal/cyclic records removed
5,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,25,50,4,61.0987849859,16.0169067036,390625,6256604.18108,signed proxy is all conflict-free with diagonal/cyclic records removed
5,rank_two_noncyclic_remainder,weight_length_inverse,25,50,1,-59.0422222222,41.7088888889,25,1042.72222222,signed proxy is all conflict-free with diagonal/cyclic records removed
5,rank_two_noncyclic_remainder,weight_length_inverse,25,50,2,24.3755555556,41.7088888889,625,26068.0555556,signed proxy is all conflict-free with diagonal/cyclic records removed
5,rank_two_noncyclic_remainder,weight_length_inverse,25,50,3,138.291111111,41.7088888889,15625,651701.388889,signed proxy is all conflict-free with diagonal/cyclic records removed
5,rank_two_noncyclic_remainder,weight_length_inverse,25,50,4,215.042222222,41.7088888889,390625,16292534.7222,signed proxy is all conflict-free with diagonal/cyclic records removed
