n,alpha_label,lambda_model,alpha_kind,alpha,lambda_power,energy_label,lambda_growth_exponent,lambda,p,n_decay_exponent_fixed_lambda,lp_bound_unit_constant,classification
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,4,0.003,2.7513446332523204,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,6,0.004000000000000001,3.855316094495883,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,8,0.0045000000000000005,4.563704228547406,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,12,0.005,5.402253868469078,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,16,0.00525,5.877650234257744,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,32,0.005625,6.6703229745882835,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,infinity,0.006,7.5698972909263444,direct_theorem2_corollary
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.5848931924611136,2,0.0,1.0,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.5848931924611136,3,0.0020000000000000005,1.2359474334445106,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.5848931924611136,4,0.003,1.3740419750125152,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.5848931924611136,6,0.004000000000000001,1.5275660582380728,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.5848931924611136,8,0.0045000000000000005,1.6106456351782705,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.5848931924611136,12,0.005,1.6982436524617446,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.5848931924611136,16,0.00525,1.7438133574658383,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.5848931924611136,32,0.005625,1.8144708686925963,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.5848931924611136,infinity,0.006,1.8879913490962936,direct_theorem2_corollary
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,6.309573444801933,2,0.0,1.0,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,6.309573444801933,3,0.0020000000000000005,2.4660393372343394,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,6.309573444801933,4,0.003,3.8725764492161723,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,6.309573444801933,6,0.004000000000000001,6.081350012787181,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,6.309573444801933,8,0.0045000000000000005,7.620790100254122,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,6.309573444801933,12,0.005,9.549925860214362,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,6.309573444801933,16,0.00525,10.690548792226581,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,6.309573444801933,32,0.005625,12.661932675109444,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,6.309573444801933,infinity,0.006,14.996848355023738,direct_theorem2_corollary
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,2,0.0,1.0,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,3,0.004000000000000001,0.9638290236239705,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,4,0.006,0.946237161365793,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,6,0.008000000000000002,0.9289663867799363,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,8,0.009000000000000001,0.9204495717531712,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,12,0.01,0.9120108393559097,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,16,0.0105,0.9078205301781856,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,32,0.01125,0.9015711376059569,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,infinity,0.012,0.8953647655495938,direct_theorem2_corollary
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,2,0.0,1.0,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,3,0.004000000000000001,1.1071488139352532,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,4,0.006,1.164954594914848,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,6,0.008000000000000002,1.225778496198238,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,8,0.009000000000000001,1.2573711693271754,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,12,0.01,1.2897780980483975,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,16,0.0105,1.3062934454966173,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,32,0.01125,1.331463828440895,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,infinity,0.012,1.3571192082132177,direct_theorem2_corollary
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,mild_growth,0.05,1.5848931924611136,2,0.0,1.0,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,mild_growth,0.05,1.5848931924611136,3,0.004000000000000001,1.0092528860766845,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,mild_growth,0.05,1.5848931924611136,4,0.006,1.0139113857366795,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,mild_growth,0.05,1.5848931924611136,6,0.008000000000000002,1.0185913880541169,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,mild_growth,0.05,1.5848931924611136,8,0.009000000000000001,1.02093948370768,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,mild_growth,0.05,1.5848931924611136,12,0.01,1.023292992280754,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,mild_growth,0.05,1.5848931924611136,16,0.0105,1.0244717803103813,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,mild_growth,0.05,1.5848931924611136,32,0.01125,1.0262425089274543,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,mild_growth,0.05,1.5848931924611136,infinity,0.012,1.0280162981264735,direct_theorem2_corollary
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,high_growth,0.2,6.309573444801933,2,0.0,1.0,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,high_growth,0.2,6.309573444801933,3,0.004000000000000001,1.158777356155126,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,high_growth,0.2,6.309573444801933,4,0.006,1.247383514242943,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,high_growth,0.2,6.309573444801933,6,0.008000000000000002,1.342764961137864,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,high_growth,0.2,6.309573444801933,8,0.009000000000000001,1.3931568029453032,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,high_growth,0.2,6.309573444801933,12,0.01,1.4454397707459277,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,high_growth,0.2,6.309573444801933,16,0.0105,1.4723125024327188,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,high_growth,0.2,6.309573444801933,32,0.01125,1.5135612484362082,standard_interpolation
10000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,high_growth,0.2,6.309573444801933,infinity,0.012,1.5559656316050745,direct_theorem2_corollary
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,fixed_low_energy,0.0,1.0,2,0.0,1.0,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,fixed_low_energy,0.0,1.0,3,0.006666666666666668,0.9261187281287935,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,fixed_low_energy,0.0,1.0,4,0.01,0.8912509381337456,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,fixed_low_energy,0.0,1.0,6,0.013333333333333336,0.8576958985908941,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,fixed_low_energy,0.0,1.0,8,0.015,0.8413951416451951,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,fixed_low_energy,0.0,1.0,12,0.016666666666666666,0.8254041852680184,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,fixed_low_energy,0.0,1.0,16,0.0175,0.81752303794365,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,fixed_low_energy,0.0,1.0,32,0.01875,0.8058421877614818,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,fixed_low_energy,0.0,1.0,infinity,0.02,0.7943282347242815,direct_theorem2_corollary
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,bulk_fixed,0.0,4.0,2,0.0,1.0,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,bulk_fixed,0.0,4.0,3,0.006666666666666668,1.8522374562575872,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,bulk_fixed,0.0,4.0,4,0.01,2.5208383283729745,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,bulk_fixed,0.0,4.0,6,0.013333333333333336,3.430783594363577,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,bulk_fixed,0.0,4.0,8,0.015,4.002372355892753,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,bulk_fixed,0.0,4.0,12,0.016666666666666666,4.669191172982186,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,bulk_fixed,0.0,4.0,16,0.0175,5.043171516548335,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,bulk_fixed,0.0,4.0,32,0.01875,5.661048332704194,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,bulk_fixed,0.0,4.0,infinity,0.02,6.354625877794252,direct_theorem2_corollary
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.7782794100389228,2,0.0,1.0,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.7782794100389228,3,0.006666666666666668,1.2349991726875849,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.7782794100389228,4,0.01,1.372460961007562,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.7782794100389228,6,0.013333333333333336,1.525222956539019,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.7782794100389228,8,0.015,1.6078665490525605,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.7782794100389228,12,0.016666666666666666,1.6949881513903466,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.7782794100389228,16,0.0175,1.7403035255793637,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.7782794100389228,32,0.01875,1.8105582430271216,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.7782794100389228,infinity,0.02,1.8836490894898004,direct_theorem2_corollary
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,10.000000000000002,2,0.0,1.0,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,10.000000000000002,3,0.006666666666666668,2.928644564625237,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,10.000000000000002,4,0.01,5.011872336272724,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,10.000000000000002,6,0.013333333333333336,8.576958985908945,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,10.000000000000002,8,0.015,11.220184543019638,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,10.000000000000002,12,0.016666666666666666,14.6779926762207,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,10.000000000000002,16,0.0175,16.788040181225607,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,10.000000000000002,32,0.01875,20.535250264571467,standard_interpolation
100000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,10.000000000000002,infinity,0.02,25.11886431509581,direct_theorem2_corollary
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,2,0.0,1.0,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,3,0.0020000000000000005,0.9772372209558107,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,4,0.003,0.9660508789898133,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,6,0.004000000000000001,0.9549925860214359,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,8,0.0045000000000000005,0.9495109992021982,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,12,0.005,0.9440608762859234,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,16,0.00525,0.9413475573131849,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,32,0.005625,0.9372921937193714,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,infinity,0.006,0.933254300796991,direct_theorem2_corollary
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,2,0.0,1.0,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,3,0.0020000000000000005,1.9544744419116216,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,4,0.003,2.732404510019687,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,6,0.004000000000000001,3.8199703440857444,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,8,0.0045000000000000005,4.516660944098389,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,12,0.005,5.340414779797526,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,16,0.00525,5.807025573438863,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,32,0.005625,6.584485760482701,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,infinity,0.006,7.466034406375928,direct_theorem2_corollary
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.7782794100389228,2,0.0,1.0,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.7782794100389228,3,0.0020000000000000005,1.3031667784522993,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.7782794100389228,4,0.003,1.4876473740795018,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.7782794100389228,6,0.004000000000000001,1.6982436524617441,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.7782794100389228,8,0.0045000000000000005,1.8144708686925959,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.7782794100389228,12,0.005,1.938652635952207,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.7782794100389228,16,0.00525,2.003895176958398,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.7782794100389228,32,0.005625,2.105898813982021,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.7782794100389228,infinity,0.006,2.2130947096056373,direct_theorem2_corollary
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,10.000000000000002,2,0.0,1.0,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,10.000000000000002,3,0.0020000000000000005,3.0902954325135914,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,10.000000000000002,4,0.003,5.432503314924333,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,10.000000000000002,6,0.004000000000000001,9.549925860214364,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,10.000000000000002,8,0.0045000000000000005,12.661932675109446,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,10.000000000000002,12,0.005,16.78804018122561,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,10.000000000000002,16,0.00525,19.330807675369282,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,10.000000000000002,32,0.005625,23.884986491615027,standard_interpolation
100000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,10.000000000000002,infinity,0.006,29.512092266663867,direct_theorem2_corollary
100000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,2,0.0,1.0,standard_interpolation
100000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,3,0.004000000000000001,0.9549925860214359,standard_interpolation
100000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,4,0.006,0.933254300796991,standard_interpolation
100000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,6,0.008000000000000002,0.9120108393559097,standard_interpolation
100000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,8,0.009000000000000001,0.9015711376059569,standard_interpolation
100000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,12,0.01,0.8912509381337455,standard_interpolation
100000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,16,0.0105,0.8861352236594998,standard_interpolation
100000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,32,0.01125,0.8785166564072717,standard_interpolation
100000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,infinity,0.012,0.8709635899560806,direct_theorem2_corollary
100000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,2,0.0,1.0,standard_interpolation
100000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,3,0.004000000000000001,1.0969984125971879,standard_interpolation
100000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,4,0.006,1.1489708186563314,standard_interpolation
100000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,6,0.008000000000000002,1.20340551724075,standard_interpolation
100000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,8,0.009000000000000001,1.2315824682975935,standard_interpolation
100000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,12,0.01,1.260419164186487,standard_interpolation
100000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,16,0.0105,1.2750897297540527,standard_interpolation
100000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,32,0.01125,1.2974163678256063,standard_interpolation
100000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,infinity,0.012,1.3201339421238005,direct_theorem2_corollary
100000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,mild_growth,0.05,1.7782794100389228,2,0.0,1.0,standard_interpolation
100000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,mild_growth,0.05,1.7782794100389228,3,0.004000000000000001,1.0115794542598986,standard_interpolation
