d,eta,q_delta_exponent_eta_minus_d,support_valid_eta_ge_d,endpoint_beating_d_gt_alpha_w,transform_model,compatibility,growth_model,growth_rate_per_t,t_endpoint_n_eta,u_endpoint_t_delta,transform_envelope_endpoint,log10_transform_envelope_endpoint,net_log10_endpoint_after_growth,exponential_damping_exponent_if_any,m22_support_and_endpoint_conditions,success_row,verdict,note
0.006,0.02,0.014,true,false,smooth_schwartz_scaled,compatible,geodesic_after_selberg,0.5,1.73780082875,1.47231250243,0.000716428871645,-3.14482692067,-2.76746826538,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.02,0.014,true,false,smooth_schwartz_scaled,compatible,reduced_word_family,0.72,1.73780082875,1.47231250243,0.000716428871645,-3.14482692067,-2.60143045706,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.02,0.014,true,false,smooth_schwartz_scaled,compatible,quotient_family_proxy,0.95,1.73780082875,1.47231250243,0.000716428871645,-3.14482692067,-2.42784547562,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.02,0.014,true,false,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,geodesic_after_selberg,0.5,1.73780082875,1.47231250243,0.000254077582867,-3.59503365084,-3.21767499555,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.02,0.014,true,false,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,reduced_word_family,0.72,1.73780082875,1.47231250243,0.000254077582867,-3.59503365084,-3.05163718722,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.02,0.014,true,false,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,quotient_family_proxy,0.95,1.73780082875,1.47231250243,0.000254077582867,-3.59503365084,-2.87805220579,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.02,0.014,true,false,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,geodesic_after_selberg,0.5,1.73780082875,1.47231250243,0.731393142493,-0.135849115903,0.241509539383,0.02,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.02,0.014,true,false,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,reduced_word_family,0.72,1.73780082875,1.47231250243,0.731393142493,-0.135849115903,0.407547347709,0.02,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.02,0.014,true,false,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,quotient_family_proxy,0.95,1.73780082875,1.47231250243,0.731393142493,-0.135849115903,0.581132329141,0.02,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.05,0.044,true,false,compact_support_only,compatible,geodesic_after_selberg,0.5,3.98107170553,3.37287308659,1,0,0.864478736888,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.05,0.044,true,false,compact_support_only,compatible,reduced_word_family,0.72,3.98107170553,3.37287308659,1,0,1.24484938112,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.05,0.044,true,false,compact_support_only,compatible,quotient_family_proxy,0.95,3.98107170553,3.37287308659,1,0,1.64250960009,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.05,0.044,true,false,smooth_schwartz_scaled,compatible,geodesic_after_selberg,0.5,3.98107170553,3.37287308659,7.47936995828e-06,-5.12613498438,-4.26165624749,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.05,0.044,true,false,smooth_schwartz_scaled,compatible,reduced_word_family,0.72,3.98107170553,3.37287308659,7.47936995828e-06,-5.12613498438,-3.88128560326,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.05,0.044,true,false,smooth_schwartz_scaled,compatible,quotient_family_proxy,0.95,3.98107170553,3.37287308659,7.47936995828e-06,-5.12613498438,-3.48362538429,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.05,0.044,true,false,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,geodesic_after_selberg,0.5,3.98107170553,3.37287308659,4.44970551035e-06,-5.35166873047,-4.48718999358,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.05,0.044,true,false,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,reduced_word_family,0.72,3.98107170553,3.37287308659,4.44970551035e-06,-5.35166873047,-4.10681934935,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.05,0.044,true,false,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,quotient_family_proxy,0.95,3.98107170553,3.37287308659,4.44970551035e-06,-5.35166873047,-3.70915913038,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.05,0.044,true,false,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,geodesic_after_selberg,0.5,3.98107170553,3.37287308659,0.488413494556,-0.31121234528,0.553266391608,0.05,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.05,0.044,true,false,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,reduced_word_family,0.72,3.98107170553,3.37287308659,0.488413494556,-0.31121234528,0.933637035839,0.05,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.05,0.044,true,false,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,quotient_family_proxy,0.95,3.98107170553,3.37287308659,0.488413494556,-0.31121234528,1.33129725481,0.05,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.08,0.074,true,false,compact_support_only,compatible,geodesic_after_selberg,0.5,9.12010839356,7.72680585096,1,0,1.98040637484,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.08,0.074,true,false,compact_support_only,compatible,reduced_word_family,0.72,9.12010839356,7.72680585096,1,0,2.85178517977,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.08,0.074,true,false,compact_support_only,compatible,quotient_family_proxy,0.95,9.12010839356,7.72680585096,1,0,3.7627721122,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.08,0.074,true,false,smooth_schwartz_scaled,compatible,geodesic_after_selberg,0.5,9.12010839356,7.72680585096,2.97274383353e-08,-7.52684251309,-5.54643613825,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.08,0.074,true,false,smooth_schwartz_scaled,compatible,reduced_word_family,0.72,9.12010839356,7.72680585096,2.97274383353e-08,-7.52684251309,-4.67505733332,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.08,0.074,true,false,smooth_schwartz_scaled,compatible,quotient_family_proxy,0.95,9.12010839356,7.72680585096,2.97274383353e-08,-7.52684251309,-3.76407040089,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.08,0.074,true,false,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,geodesic_after_selberg,0.5,9.12010839356,7.72680585096,2.33048793349e-08,-7.63255314136,-5.65214676652,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.08,0.074,true,false,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,reduced_word_family,0.72,9.12010839356,7.72680585096,2.33048793349e-08,-7.63255314136,-4.78076796159,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.08,0.074,true,false,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,quotient_family_proxy,0.95,9.12010839356,7.72680585096,2.33048793349e-08,-7.63255314136,-3.86978102916,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.08,0.074,true,false,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,geodesic_after_selberg,0.5,9.12010839356,7.72680585096,0.193666143759,-0.712946294943,1.2674600799,0.08,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.08,0.074,true,false,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,reduced_word_family,0.72,9.12010839356,7.72680585096,0.193666143759,-0.712946294943,2.13883888483,0.08,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.08,0.074,true,false,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,quotient_family_proxy,0.95,9.12010839356,7.72680585096,0.193666143759,-0.712946294943,3.04982581726,0.08,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.12,0.114,true,false,compact_support_only,compatible,geodesic_after_selberg,0.5,27.5422870334,23.3345806228,1,0,5.9807316388,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.12,0.114,true,false,compact_support_only,compatible,reduced_word_family,0.72,27.5422870334,23.3345806228,1,0,8.61225355987,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.12,0.114,true,false,compact_support_only,compatible,quotient_family_proxy,0.95,27.5422870334,23.3345806228,1,0,11.3633901137,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.12,0.114,true,false,smooth_schwartz_scaled,compatible,geodesic_after_selberg,0.5,27.5422870334,23.3345806228,8.13221910389e-12,-11.0897909288,-5.10905929002,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.12,0.114,true,false,smooth_schwartz_scaled,compatible,reduced_word_family,0.72,27.5422870334,23.3345806228,8.13221910389e-12,-11.0897909288,-2.47753736895,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.12,0.114,true,false,smooth_schwartz_scaled,compatible,quotient_family_proxy,0.95,27.5422870334,23.3345806228,8.13221910389e-12,-11.0897909288,0.2735991849,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.12,0.114,true,false,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,geodesic_after_selberg,0.5,27.5422870334,23.3345806228,7.47758466414e-12,-11.126238661,-5.14550702222,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.12,0.114,true,false,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,reduced_word_family,0.72,27.5422870334,23.3345806228,7.47758466414e-12,-11.126238661,-2.51398510115,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.12,0.114,true,false,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,quotient_family_proxy,0.95,27.5422870334,23.3345806228,7.47758466414e-12,-11.126238661,0.237151452697,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.12,0.114,true,false,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,geodesic_after_selberg,0.5,27.5422870334,23.3345806228,0.0070296970638,-2.15306338997,3.82766824883,0.12,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.12,0.114,true,false,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,reduced_word_family,0.72,27.5422870334,23.3345806228,0.0070296970638,-2.15306338997,6.4591901699,0.12,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.12,0.114,true,false,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,quotient_family_proxy,0.95,27.5422870334,23.3345806228,0.0070296970638,-2.15306338997,9.21032672375,0.12,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.16,0.154,true,false,compact_support_only,compatible,geodesic_after_selberg,0.5,83.1763771103,70.4693068967,1,0,18.0615208018,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.16,0.154,true,false,compact_support_only,compatible,reduced_word_family,0.72,83.1763771103,70.4693068967,1,0,26.0085899547,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.16,0.154,true,false,compact_support_only,compatible,quotient_family_proxy,0.95,83.1763771103,70.4693068967,1,0,34.3168895235,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.16,0.154,true,false,smooth_schwartz_scaled,compatible,geodesic_after_selberg,0.5,83.1763771103,70.4693068967,0,-14.832956563,3.22856423888,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.16,0.154,true,false,smooth_schwartz_scaled,compatible,reduced_word_family,0.72,83.1763771103,70.4693068967,0,-14.832956563,11.1756333917,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.16,0.154,true,false,smooth_schwartz_scaled,compatible,quotient_family_proxy,0.95,83.1763771103,70.4693068967,0,-14.832956563,19.4839329605,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.16,0.154,true,false,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,geodesic_after_selberg,0.5,83.1763771103,70.4693068967,0,-14.8451957037,3.21632509814,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.16,0.154,true,false,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,reduced_word_family,0.72,83.1763771103,70.4693068967,0,-14.8451957037,11.163394251,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.16,0.154,true,false,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,quotient_family_proxy,0.95,83.1763771103,70.4693068967,0,-14.8451957037,19.4716938198,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.16,0.154,true,false,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,geodesic_after_selberg,0.5,83.1763771103,70.4693068967,3.1466795039e-07,-6.50214748866,11.5593733132,0.16,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.16,0.154,true,false,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,reduced_word_family,0.72,83.1763771103,70.4693068967,3.1466795039e-07,-6.50214748866,19.506442466,0.16,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.16,0.154,true,false,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,quotient_family_proxy,0.95,83.1763771103,70.4693068967,3.1466795039e-07,-6.50214748866,27.8147420348,0.16,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.24,0.234,true,false,compact_support_only,compatible,geodesic_after_selberg,0.5,758.577575029,642.687717317,1,0,164.723027465,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.24,0.234,true,false,compact_support_only,compatible,reduced_word_family,0.72,758.577575029,642.687717317,1,0,237.20115955,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.24,0.234,true,false,compact_support_only,compatible,quotient_family_proxy,0.95,758.577575029,642.687717317,1,0,312.973752184,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.24,0.234,true,false,smooth_schwartz_scaled,compatible,geodesic_after_selberg,0.5,758.577575029,642.687717317,0,-22.4694017769,142.253625688,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.24,0.234,true,false,smooth_schwartz_scaled,compatible,reduced_word_family,0.72,758.577575029,642.687717317,0,-22.4694017769,214.731757773,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.24,0.234,true,false,smooth_schwartz_scaled,compatible,quotient_family_proxy,0.95,758.577575029,642.687717317,0,-22.4694017769,290.504350407,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.24,0.234,true,false,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,geodesic_after_selberg,0.5,758.577575029,642.687717317,0,-22.4707522211,142.252275244,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.24,0.234,true,false,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,reduced_word_family,0.72,758.577575029,642.687717317,0,-22.4707522211,214.730407329,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.24,0.234,true,false,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,quotient_family_proxy,0.95,758.577575029,642.687717317,0,-22.4707522211,290.502999963,0,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.24,0.234,true,false,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,geodesic_after_selberg,0.5,758.577575029,642.687717317,0,-59.3002898875,105.422737578,0.24,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.24,0.234,true,false,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,reduced_word_family,0.72,758.577575029,642.687717317,0,-59.3002898875,177.900869663,0.24,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.006,0.24,0.234,true,false,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,quotient_family_proxy,0.95,758.577575029,642.687717317,0,-59.3002898875,253.673462297,0.24,false,false,not_endpoint_beating,d is not above the inherited endpoint-subtraction threshold
0.008,0.004,-0.004,false,true,compact_support_only,compatible,geodesic_after_selberg,0.5,1.11686324778,0.89536476555,1,0,0.242523772776,0,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.004,-0.004,false,true,compact_support_only,compatible,reduced_word_family,0.72,1.11686324778,0.89536476555,1,0,0.349234232797,0,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.004,-0.004,false,true,compact_support_only,compatible,quotient_family_proxy,0.95,1.11686324778,0.89536476555,1,0,0.460795168274,0,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.004,-0.004,false,true,smooth_schwartz_scaled,compatible,geodesic_after_selberg,0.5,1.11686324778,0.89536476555,0.00600423354688,-2.22154242333,-1.97901865056,0,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.004,-0.004,false,true,smooth_schwartz_scaled,compatible,reduced_word_family,0.72,1.11686324778,0.89536476555,0.00600423354688,-2.22154242333,-1.87230819054,0,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.004,-0.004,false,true,smooth_schwartz_scaled,compatible,quotient_family_proxy,0.95,1.11686324778,0.89536476555,0.00600423354688,-2.22154242333,-1.76074725506,0,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.004,-0.004,false,true,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,geodesic_after_selberg,0.5,1.11686324778,0.89536476555,0.00133989871566,-2.87292802917,-2.63040425639,0,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.004,-0.004,false,true,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,reduced_word_family,0.72,1.11686324778,0.89536476555,0.00133989871566,-2.87292802917,-2.52369379637,0,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.004,-0.004,false,true,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,quotient_family_proxy,0.95,1.11686324778,0.89536476555,0.00133989871566,-2.87292802917,-2.41213286089,0,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.004,-0.004,false,true,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,geodesic_after_selberg,0.5,1.11686324778,0.89536476555,0.817883490561,-0.0873085581993,0.155215214577,0.004,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.004,-0.004,false,true,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,reduced_word_family,0.72,1.11686324778,0.89536476555,0.817883490561,-0.0873085581993,0.261925674598,0.004,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.004,-0.004,false,true,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,quotient_family_proxy,0.95,1.11686324778,0.89536476555,0.817883490561,-0.0873085581993,0.373486610075,0.004,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.006,-0.002,false,true,compact_support_only,compatible,geodesic_after_selberg,0.5,1.18032063565,0.946237161366,1,0,0.25630336947,0,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.006,-0.002,false,true,compact_support_only,compatible,reduced_word_family,0.72,1.18032063565,0.946237161366,1,0,0.369076852037,0,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.006,-0.002,false,true,compact_support_only,compatible,quotient_family_proxy,0.95,1.18032063565,0.946237161366,1,0,0.486976401993,0,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.006,-0.002,false,true,smooth_schwartz_scaled,compatible,geodesic_after_selberg,0.5,1.18032063565,0.946237161366,0.00485773606257,-2.3135660856,-2.05726271613,0,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.006,-0.002,false,true,smooth_schwartz_scaled,compatible,reduced_word_family,0.72,1.18032063565,0.946237161366,0.00485773606257,-2.3135660856,-1.94448923356,0,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.006,-0.002,false,true,smooth_schwartz_scaled,compatible,quotient_family_proxy,0.95,1.18032063565,0.946237161366,0.00485773606257,-2.3135660856,-1.8265896836,0,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.006,-0.002,false,true,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,geodesic_after_selberg,0.5,1.18032063565,0.946237161366,0.00114826570226,-2.93995760699,-2.68365423752,0,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.006,-0.002,false,true,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,reduced_word_family,0.72,1.18032063565,0.946237161366,0.00114826570226,-2.93995760699,-2.57088075496,0,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.006,-0.002,false,true,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,quotient_family_proxy,0.95,1.18032063565,0.946237161366,0.00114826570226,-2.93995760699,-2.452981205,0,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.006,-0.002,false,true,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,geodesic_after_selberg,0.5,1.18032063565,0.946237161366,0.808594507488,-0.0922692130092,0.164034156461,0.006,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.006,-0.002,false,true,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,reduced_word_family,0.72,1.18032063565,0.946237161366,0.808594507488,-0.0922692130092,0.276807639028,0.006,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.006,-0.002,false,true,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,quotient_family_proxy,0.95,1.18032063565,0.946237161366,0.808594507488,-0.0922692130092,0.394707188984,0.006,false,false,fails_support,"eta<d, so the bulk localized window is not resolved"
0.008,0.008,0,true,true,compact_support_only,compatible,geodesic_after_selberg,0.5,1.24738351424,1,1,0,0.270865888526,0,true,false,compact_route_obstructed,"compatible envelope gives at most scaled cutoff/Schwartz decay, not exponential-in-t damping against positive growth"
0.008,0.008,0,true,true,compact_support_only,compatible,reduced_word_family,0.72,1.24738351424,1,1,0,0.390046879478,0,true,false,compact_route_obstructed,"compatible envelope gives at most scaled cutoff/Schwartz decay, not exponential-in-t damping against positive growth"
0.008,0.008,0,true,true,compact_support_only,compatible,quotient_family_proxy,0.95,1.24738351424,1,1,0,0.5146451882,0,true,false,compact_route_obstructed,"compatible envelope gives at most scaled cutoff/Schwartz decay, not exponential-in-t damping against positive growth"
0.008,0.008,0,true,true,smooth_schwartz_scaled,compatible,geodesic_after_selberg,0.5,1.24738351424,1,0.00390625,-2.40823996531,-2.13737407679,0,true,false,compact_route_obstructed,"compatible envelope gives at most scaled cutoff/Schwartz decay, not exponential-in-t damping against positive growth"
0.008,0.008,0,true,true,smooth_schwartz_scaled,compatible,reduced_word_family,0.72,1.24738351424,1,0.00390625,-2.40823996531,-2.01819308583,0,true,false,compact_route_obstructed,"compatible envelope gives at most scaled cutoff/Schwartz decay, not exponential-in-t damping against positive growth"
0.008,0.008,0,true,true,smooth_schwartz_scaled,compatible,quotient_family_proxy,0.95,1.24738351424,1,0.00390625,-2.40823996531,-1.89359477711,0,true,false,compact_route_obstructed,"compatible envelope gives at most scaled cutoff/Schwartz decay, not exponential-in-t damping against positive growth"
0.008,0.008,0,true,true,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,geodesic_after_selberg,0.5,1.24738351424,1,0.0009765625,-3.01029995664,-2.73943406811,0,true,false,conditional_not_count_positive,moment cancellation gives damping near t=0 but loses positive window-count interpretation
0.008,0.008,0,true,true,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,reduced_word_family,0.72,1.24738351424,1,0.0009765625,-3.01029995664,-2.62025307716,0,true,false,conditional_not_count_positive,moment cancellation gives damping near t=0 but loses positive window-count interpretation
0.008,0.008,0,true,true,vanishing_moment_scaled,conditional_zero_mean_not_count_positive,quotient_family_proxy,0.95,1.24738351424,1,0.0009765625,-3.01029995664,-2.49565476844,0,true,false,conditional_not_count_positive,moment cancellation gives damping near t=0 but loses positive window-count interpretation
0.008,0.008,0,true,true,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,geodesic_after_selberg,0.5,1.24738351424,1,0.798892382469,-0.0975117198695,0.173354168657,0.008,true,false,contrast_insufficient,this exponential t-tail is outside compact support and is still weaker than the growth proxy
0.008,0.008,0,true,true,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,reduced_word_family,0.72,1.24738351424,1,0.798892382469,-0.0975117198695,0.292535159609,0.008,true,false,contrast_insufficient,this exponential t-tail is outside compact support and is still weaker than the growth proxy
0.008,0.008,0,true,true,noncompact_gaussian_t_tail,incompatible_noncompact_geometric_tail,quotient_family_proxy,0.95,1.24738351424,1,0.798892382469,-0.0975117198695,0.417133468331,0.008,true,false,contrast_insufficient,this exponential t-tail is outside compact support and is still weaker than the growth proxy
0.008,0.01,0.002,true,true,compact_support_only,compatible,geodesic_after_selberg,0.5,1.31825673856,1.05681750921,1,0,0.286255813643,0,true,false,compact_route_obstructed,"compatible envelope gives at most scaled cutoff/Schwartz decay, not exponential-in-t damping against positive growth"
0.008,0.01,0.002,true,true,compact_support_only,compatible,reduced_word_family,0.72,1.31825673856,1.05681750921,1,0,0.412208371647,0,true,false,compact_route_obstructed,"compatible envelope gives at most scaled cutoff/Schwartz decay, not exponential-in-t damping against positive growth"
0.008,0.01,0.002,true,true,compact_support_only,compatible,quotient_family_proxy,0.95,1.31825673856,1.05681750921,1,0,0.543886045922,0,true,false,compact_route_obstructed,"compatible envelope gives at most scaled cutoff/Schwartz decay, not exponential-in-t damping against positive growth"
0.008,0.01,0.002,true,true,smooth_schwartz_scaled,compatible,geodesic_after_selberg,0.5,1.31825673856,1.05681750921,0.00312200730138,-2.5055660856,-2.21931027195,0,true,false,compact_route_obstructed,"compatible envelope gives at most scaled cutoff/Schwartz decay, not exponential-in-t damping against positive growth"
0.008,0.01,0.002,true,true,smooth_schwartz_scaled,compatible,reduced_word_family,0.72,1.31825673856,1.05681750921,0.00312200730138,-2.5055660856,-2.09335771395,0,true,false,compact_route_obstructed,"compatible envelope gives at most scaled cutoff/Schwartz decay, not exponential-in-t damping against positive growth"
0.008,0.01,0.002,true,true,smooth_schwartz_scaled,compatible,quotient_family_proxy,0.95,1.31825673856,1.05681750921,0.00312200730138,-2.5055660856,-1.96168003967,0,true,false,compact_route_obstructed,"compatible envelope gives at most scaled cutoff/Schwartz decay, not exponential-in-t damping against positive growth"
