n,Lambda,regime,Delta_exponent_d,Delta_lambda,delta_r_exact,delta_r_exponent,support_model,support_type,eta,support_R,support_exponent,R_delta_r,R_delta_exponent,asymptotic_R_delta,kernel,leakage_proxy,resolved_flag,small_leakage_flag,classification
1000000,4,bulk,0.05,0.501187233627,0.125349066048,0.05,n_eta,polynomial,0.008,1.11686324778,0.008,0.139997765013,-0.042,goes_to_zero,gaussian_fourier_tail,0.888661756259,false,false,negative obstruction
1000000,4,bulk,0.05,0.501187233627,0.125349066048,0.05,n_eta,polynomial,0.008,1.11686324778,0.008,0.139997765013,-0.042,goes_to_zero,exponential_tail_proxy,0.869360178405,false,false,negative obstruction
1000000,4,bulk,0.05,0.501187233627,0.125349066048,0.05,n_eta,polynomial,0.008,1.11686324778,0.008,0.139997765013,-0.042,goes_to_zero,compact_fejer_transition_proxy,0.860002234987,false,false,negative obstruction
1000000,4,bulk,0.05,0.501187233627,0.125349066048,0.05,n_eta,polynomial,0.01,1.1481536215,0.01,0.143919984135,-0.04,goes_to_zero,gaussian_fourier_tail,0.885563654915,false,false,negative obstruction
1000000,4,bulk,0.05,0.501187233627,0.125349066048,0.05,n_eta,polynomial,0.01,1.1481536215,0.01,0.143919984135,-0.04,goes_to_zero,exponential_tail_proxy,0.865957035589,false,false,negative obstruction
1000000,4,bulk,0.05,0.501187233627,0.125349066048,0.05,n_eta,polynomial,0.01,1.1481536215,0.01,0.143919984135,-0.04,goes_to_zero,compact_fejer_transition_proxy,0.856080015865,false,false,negative obstruction
1000000,4,bulk,0.05,0.501187233627,0.125349066048,0.05,n_eta,polynomial,0.02,1.31825673856,0.02,0.16524225099,-0.03,goes_to_zero,gaussian_fourier_tail,0.868753310854,false,false,negative obstruction
1000000,4,bulk,0.05,0.501187233627,0.125349066048,0.05,n_eta,polynomial,0.02,1.31825673856,0.02,0.16524225099,-0.03,goes_to_zero,exponential_tail_proxy,0.847688325876,false,false,negative obstruction
1000000,4,bulk,0.05,0.501187233627,0.125349066048,0.05,n_eta,polynomial,0.02,1.31825673856,0.02,0.16524225099,-0.03,goes_to_zero,compact_fejer_transition_proxy,0.83475774901,false,false,negative obstruction
1000000,4,bulk,0.05,0.501187233627,0.125349066048,0.05,n_eta,polynomial,0.05,1.99526231497,0.05,0.250104267703,0,stays_bounded,gaussian_fourier_tail,0.802506715693,true,false,fixed-quality only
1000000,4,bulk,0.05,0.501187233627,0.125349066048,0.05,n_eta,polynomial,0.05,1.99526231497,0.05,0.250104267703,0,stays_bounded,exponential_tail_proxy,0.778719583536,true,false,fixed-quality only
1000000,4,bulk,0.05,0.501187233627,0.125349066048,0.05,n_eta,polynomial,0.05,1.99526231497,0.05,0.250104267703,0,stays_bounded,compact_fejer_transition_proxy,0.749895732297,true,false,fixed-quality only
1000000,4,bulk,0.05,0.501187233627,0.125349066048,0.05,n_eta,polynomial,0.1,3.98107170553,0.1,0.49902362016,0.05,goes_to_infinity,gaussian_fourier_tail,0.61776274416,true,false,small leakage asymptotically
1000000,4,bulk,0.05,0.501187233627,0.125349066048,0.05,n_eta,polynomial,0.1,3.98107170553,0.1,0.49902362016,0.05,goes_to_infinity,exponential_tail_proxy,0.607123153223,true,false,small leakage asymptotically
1000000,4,bulk,0.05,0.501187233627,0.125349066048,0.05,n_eta,polynomial,0.1,3.98107170553,0.1,0.49902362016,0.05,goes_to_infinity,compact_fejer_transition_proxy,0.50097637984,true,false,small leakage asymptotically
1000000,4,bulk,0.05,0.501187233627,0.125349066048,0.05,n_eta,polynomial,0.25,31.6227766017,0.25,3.96388551288,0.2,goes_to_infinity,gaussian_fourier_tail,7.37396271294e-05,true,true,small leakage asymptotically
1000000,4,bulk,0.05,0.501187233627,0.125349066048,0.05,n_eta,polynomial,0.25,31.6227766017,0.25,3.96388551288,0.2,goes_to_infinity,exponential_tail_proxy,0.0189891880293,true,false,small leakage asymptotically
1000000,4,bulk,0.05,0.501187233627,0.125349066048,0.05,n_eta,polynomial,0.25,31.6227766017,0.25,3.96388551288,0.2,goes_to_infinity,compact_fejer_transition_proxy,0,true,true,small leakage asymptotically
1000000,4,bulk,0.05,0.501187233627,0.125349066048,0.05,n_eta,polynomial,0.5,1000,0.5,125.349066048,0.45,goes_to_infinity,gaussian_fourier_tail,0,true,true,small leakage asymptotically
1000000,4,bulk,0.05,0.501187233627,0.125349066048,0.05,n_eta,polynomial,0.5,1000,0.5,125.349066048,0.45,goes_to_infinity,exponential_tail_proxy,0,true,true,small leakage asymptotically
1000000,4,bulk,0.05,0.501187233627,0.125349066048,0.05,n_eta,polynomial,0.5,1000,0.5,125.349066048,0.45,goes_to_infinity,compact_fejer_transition_proxy,0,true,true,small leakage asymptotically
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,log_n,sub_polynomial,0,13.815510558,0,0.881505083807,-0.1,goes_to_zero,gaussian_fourier_tail,0.378044503619,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,log_n,sub_polynomial,0,13.815510558,0,0.881505083807,-0.1,goes_to_zero,exponential_tail_proxy,0.414159098201,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,log_n,sub_polynomial,0,13.815510558,0,0.881505083807,-0.1,goes_to_zero,compact_fejer_transition_proxy,0.118494916193,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0,1,0,0.0638054656112,-0.1,goes_to_zero,gaussian_fourier_tail,0.949125126201,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0,1,0,0.0638054656112,-0.1,goes_to_zero,exponential_tail_proxy,0.93818749151,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0,1,0,0.0638054656112,-0.1,goes_to_zero,compact_fejer_transition_proxy,0.936194534389,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.002,1.02801629813,0.002,0.0655930585578,-0.098,goes_to_zero,gaussian_fourier_tail,0.947701815682,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.002,1.02801629813,0.002,0.0655930585578,-0.098,goes_to_zero,exponential_tail_proxy,0.936511892258,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.002,1.02801629813,0.002,0.0655930585578,-0.098,goes_to_zero,compact_fejer_transition_proxy,0.934406941442,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.004,1.05681750921,0.004,0.0674307332414,-0.096,goes_to_zero,gaussian_fourier_tail,0.946238803272,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.004,1.05681750921,0.004,0.0674307332414,-0.096,goes_to_zero,exponential_tail_proxy,0.934792468418,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.004,1.05681750921,0.004,0.0674307332414,-0.096,goes_to_zero,compact_fejer_transition_proxy,0.932569266759,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.006,1.08642562362,0.006,0.0693198927668,-0.094,goes_to_zero,gaussian_fourier_tail,0.944734991686,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.006,1.08642562362,0.006,0.0693198927668,-0.094,goes_to_zero,exponential_tail_proxy,0.933028163373,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.006,1.08642562362,0.006,0.0693198927668,-0.094,goes_to_zero,compact_fejer_transition_proxy,0.930680107233,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.008,1.11686324778,0.008,0.0712619795487,-0.092,goes_to_zero,gaussian_fourier_tail,0.943189254192,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.008,1.11686324778,0.008,0.0712619795487,-0.092,goes_to_zero,exponential_tail_proxy,0.931217900123,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.008,1.11686324778,0.008,0.0712619795487,-0.092,goes_to_zero,compact_fejer_transition_proxy,0.928738020451,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.01,1.1481536215,0.01,0.0732584764128,-0.09,goes_to_zero,gaussian_fourier_tail,0.941600433896,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.01,1.1481536215,0.01,0.0732584764128,-0.09,goes_to_zero,exponential_tail_proxy,0.929360581189,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.01,1.1481536215,0.01,0.0732584764128,-0.09,goes_to_zero,compact_fejer_transition_proxy,0.926741523587,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.02,1.31825673856,0.02,0.0841119849987,-0.08,goes_to_zero,gaussian_fourier_tail,0.932967395763,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.02,1.31825673856,0.02,0.0841119849987,-0.08,goes_to_zero,exponential_tail_proxy,0.919328299352,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.02,1.31825673856,0.02,0.0841119849987,-0.08,goes_to_zero,compact_fejer_transition_proxy,0.915888015001,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.05,1.99526231497,0.05,0.127308641023,-0.05,goes_to_zero,gaussian_fourier_tail,0.898696121411,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.05,1.99526231497,0.05,0.127308641023,-0.05,goes_to_zero,exponential_tail_proxy,0.880461884,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.05,1.99526231497,0.05,0.127308641023,-0.05,goes_to_zero,compact_fejer_transition_proxy,0.872691358977,false,false,negative obstruction
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.1,3.98107170553,0.1,0.254014133803,0,stays_bounded,gaussian_fourier_tail,0.799484638949,true,false,fixed-quality only
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.1,3.98107170553,0.1,0.254014133803,0,stays_bounded,exponential_tail_proxy,0.775680838649,true,false,fixed-quality only
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.1,3.98107170553,0.1,0.254014133803,0,stays_bounded,compact_fejer_transition_proxy,0.745985866197,true,false,fixed-quality only
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.25,31.6227766017,0.25,2.01770598499,0.15,goes_to_infinity,gaussian_fourier_tail,0.0436218911486,true,false,small leakage asymptotically
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.25,31.6227766017,0.25,2.01770598499,0.15,goes_to_infinity,exponential_tail_proxy,0.132960128025,true,false,small leakage asymptotically
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.25,31.6227766017,0.25,2.01770598499,0.15,goes_to_infinity,compact_fejer_transition_proxy,0,true,true,small leakage asymptotically
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.5,1000,0.5,63.8054656112,0.4,goes_to_infinity,gaussian_fourier_tail,0,true,true,small leakage asymptotically
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.5,1000,0.5,63.8054656112,0.4,goes_to_infinity,exponential_tail_proxy,0,true,true,small leakage asymptotically
1000000,4,bulk,0.1,0.251188643151,0.0638054656112,0.1,n_eta,polynomial,0.5,1000,0.5,63.8054656112,0.4,goes_to_infinity,compact_fejer_transition_proxy,0,true,true,small leakage asymptotically
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,log_n,sub_polynomial,0,13.815510558,0,0.112566358819,-0.25,goes_to_zero,gaussian_fourier_tail,0.910374357258,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,log_n,sub_polynomial,0,13.815510558,0,0.112566358819,-0.25,goes_to_zero,exponential_tail_proxy,0.893538051011,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,log_n,sub_polynomial,0,13.815510558,0,0.112566358819,-0.25,goes_to_zero,compact_fejer_transition_proxy,0.887433641181,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0,1,0,0.00814782474716,-0.25,goes_to_zero,gaussian_fourier_tail,0.99349904836,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0,1,0,0.00814782474716,-0.25,goes_to_zero,exponential_tail_proxy,0.991885278809,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0,1,0,0.00814782474716,-0.25,goes_to_zero,compact_fejer_transition_proxy,0.991852175253,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.002,1.02801629813,0.002,0.00837609663436,-0.248,goes_to_zero,gaussian_fourier_tail,0.993316919962,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.002,1.02801629813,0.002,0.00837609663436,-0.248,goes_to_zero,exponential_tail_proxy,0.991658885125,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.002,1.02801629813,0.002,0.00837609663436,-0.248,goes_to_zero,compact_fejer_transition_proxy,0.991623903366,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.004,1.05681750921,0.004,0.0086107638548,-0.246,goes_to_zero,gaussian_fourier_tail,0.993129689364,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.004,1.05681750921,0.004,0.0086107638548,-0.246,goes_to_zero,exponential_tail_proxy,0.991426202593,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.004,1.05681750921,0.004,0.0086107638548,-0.246,goes_to_zero,compact_fejer_transition_proxy,0.991389236145,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.006,1.08642562362,0.006,0.00885200558206,-0.244,goes_to_zero,gaussian_fourier_tail,0.992937213652,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.006,1.08642562362,0.006,0.00885200558206,-0.244,goes_to_zero,exponential_tail_proxy,0.99118705807,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.006,1.08642562362,0.006,0.00885200558206,-0.244,goes_to_zero,compact_fejer_transition_proxy,0.991147994418,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.008,1.11686324778,0.008,0.00910000600946,-0.242,goes_to_zero,gaussian_fourier_tail,0.992739345911,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.008,1.11686324778,0.008,0.00910000600946,-0.242,goes_to_zero,exponential_tail_proxy,0.990941273735,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.008,1.11686324778,0.008,0.00910000600946,-0.242,goes_to_zero,compact_fejer_transition_proxy,0.990899993991,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.01,1.1481536215,0.01,0.00935495449078,-0.24,goes_to_zero,gaussian_fourier_tail,0.992535935115,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.01,1.1481536215,0.01,0.00935495449078,-0.24,goes_to_zero,exponential_tail_proxy,0.990688666964,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.01,1.1481536215,0.01,0.00935495449078,-0.24,goes_to_zero,compact_fejer_transition_proxy,0.990645045509,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.02,1.31825673856,0.02,0.0107409248775,-0.23,goes_to_zero,gaussian_fourier_tail,0.991430146652,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.02,1.31825673856,0.02,0.0107409248775,-0.23,goes_to_zero,exponential_tail_proxy,0.989316552884,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.02,1.31825673856,0.02,0.0107409248775,-0.23,goes_to_zero,compact_fejer_transition_proxy,0.989259075122,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.05,1.99526231497,0.05,0.016257047667,-0.2,goes_to_zero,gaussian_fourier_tail,0.987029324005,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.05,1.99526231497,0.05,0.016257047667,-0.2,goes_to_zero,exponential_tail_proxy,0.983874384933,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.05,1.99526231497,0.05,0.016257047667,-0.2,goes_to_zero,compact_fejer_transition_proxy,0.983742952333,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.1,3.98107170553,0.1,0.0324370745626,-0.15,goes_to_zero,gaussian_fourier_tail,0.974123496808,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.1,3.98107170553,0.1,0.0324370745626,-0.15,goes_to_zero,exponential_tail_proxy,0.968083364984,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.1,3.98107170553,0.1,0.0324370745626,-0.15,goes_to_zero,compact_fejer_transition_proxy,0.967562925437,false,false,negative obstruction
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.25,31.6227766017,0.25,0.257656841769,0,stays_bounded,gaussian_fourier_tail,0.796671756939,true,false,fixed-quality only
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.25,31.6227766017,0.25,0.257656841769,0,stays_bounded,exponential_tail_proxy,0.772860400015,true,false,fixed-quality only
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.25,31.6227766017,0.25,0.257656841769,0,stays_bounded,compact_fejer_transition_proxy,0.742343158231,true,false,fixed-quality only
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.5,1000,0.5,8.14782474716,0.25,goes_to_infinity,gaussian_fourier_tail,0,true,true,small leakage asymptotically
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.5,1000,0.5,8.14782474716,0.25,goes_to_infinity,exponential_tail_proxy,0.000289364115643,true,true,small leakage asymptotically
1000000,4,bulk,0.25,0.0316227766017,0.00814782474716,0.25,n_eta,polynomial,0.5,1000,0.5,8.14782474716,0.25,goes_to_infinity,compact_fejer_transition_proxy,0,true,true,small leakage asymptotically
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,log_n,sub_polynomial,0,13.815510558,0,0.00356691170909,-0.5,goes_to_zero,gaussian_fourier_tail,0.997154022252,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,log_n,sub_polynomial,0,13.815510558,0,0.00356691170909,-0.5,goes_to_zero,exponential_tail_proxy,0.996439442164,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,log_n,sub_polynomial,0,13.815510558,0,0.00356691170909,-0.5,goes_to_zero,compact_fejer_transition_proxy,0.996433088291,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0,1,0,0.000258181678783,-0.5,goes_to_zero,gaussian_fourier_tail,0.999794000827,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0,1,0,0.000258181678783,-0.5,goes_to_zero,exponential_tail_proxy,0.999741851647,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0,1,0,0.000258181678783,-0.5,goes_to_zero,compact_fejer_transition_proxy,0.999741818321,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.002,1.02801629813,0.002,0.000265414973666,-0.498,goes_to_zero,gaussian_fourier_tail,0.999788229493,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.002,1.02801629813,0.002,0.000265414973666,-0.498,goes_to_zero,exponential_tail_proxy,0.999734620246,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.002,1.02801629813,0.002,0.000265414973666,-0.498,goes_to_zero,compact_fejer_transition_proxy,0.999734585026,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.004,1.05681750921,0.004,0.000272850918696,-0.496,goes_to_zero,gaussian_fourier_tail,0.999782296467,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.004,1.05681750921,0.004,0.000272850918696,-0.496,goes_to_zero,exponential_tail_proxy,0.999727186302,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.004,1.05681750921,0.004,0.000272850918696,-0.496,goes_to_zero,compact_fejer_transition_proxy,0.999727149081,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.006,1.08642562362,0.006,0.000280495191378,-0.494,goes_to_zero,gaussian_fourier_tail,0.99977619722,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.006,1.08642562362,0.006,0.000280495191378,-0.494,goes_to_zero,exponential_tail_proxy,0.999719544144,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.006,1.08642562362,0.006,0.000280495191378,-0.494,goes_to_zero,compact_fejer_transition_proxy,0.999719504809,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.008,1.11686324778,0.008,0.000288353628283,-0.492,goes_to_zero,gaussian_fourier_tail,0.999769927095,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.008,1.11686324778,0.008,0.000288353628283,-0.492,goes_to_zero,exponential_tail_proxy,0.999711687942,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.008,1.11686324778,0.008,0.000288353628283,-0.492,goes_to_zero,compact_fejer_transition_proxy,0.999711646372,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.01,1.1481536215,0.01,0.000296432229498,-0.49,goes_to_zero,gaussian_fourier_tail,0.999763481304,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.01,1.1481536215,0.01,0.000296432229498,-0.49,goes_to_zero,exponential_tail_proxy,0.999703611702,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.01,1.1481536215,0.01,0.000296432229498,-0.49,goes_to_zero,compact_fejer_transition_proxy,0.999703567771,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.02,1.31825673856,0.02,0.000340349737827,-0.48,goes_to_zero,gaussian_fourier_tail,0.999728440204,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.02,1.31825673856,0.02,0.000340349737827,-0.48,goes_to_zero,exponential_tail_proxy,0.999659708175,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.02,1.31825673856,0.02,0.000340349737827,-0.48,goes_to_zero,compact_fejer_transition_proxy,0.999659650262,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.05,1.99526231497,0.05,0.00051514017409,-0.45,goes_to_zero,gaussian_fourier_tail,0.999588977627,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.05,1.99526231497,0.05,0.00051514017409,-0.45,goes_to_zero,exponential_tail_proxy,0.999484992488,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.05,1.99526231497,0.05,0.00051514017409,-0.45,goes_to_zero,compact_fejer_transition_proxy,0.999484859826,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.1,3.98107170553,0.1,0.00102783977629,-0.4,goes_to_zero,gaussian_fourier_tail,0.999179902656,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.1,3.98107170553,0.1,0.00102783977629,-0.4,goes_to_zero,exponential_tail_proxy,0.99897268827,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.1,3.98107170553,0.1,0.00102783977629,-0.4,goes_to_zero,compact_fejer_transition_proxy,0.998972160224,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.25,31.6227766017,0.25,0.00816442155079,-0.25,goes_to_zero,gaussian_fourier_tail,0.993485806467,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.25,31.6227766017,0.25,0.00816442155079,-0.25,goes_to_zero,exponential_tail_proxy,0.99186881682,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.25,31.6227766017,0.25,0.00816442155079,-0.25,goes_to_zero,compact_fejer_transition_proxy,0.991835578449,false,false,negative obstruction
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.5,1000,0.5,0.258181678783,0,stays_bounded,gaussian_fourier_tail,0.79626669693,true,false,fixed-quality only
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.5,1000,0.5,0.258181678783,0,stays_bounded,exponential_tail_proxy,0.772454880696,true,false,fixed-quality only
1000000,4,bulk,0.5,0.001,0.000258181678783,0.5,n_eta,polynomial,0.5,1000,0.5,0.258181678783,0,stays_bounded,compact_fejer_transition_proxy,0.741818321217,true,false,fixed-quality only
1000000,25,high_energy,0,1,0.099508597013,0,log_n,sub_polynomial,0,13.815510558,0,1.37476207264,0,diverges_logarithmically,gaussian_fourier_tail,0.169205220087,true,false,small leakage asymptotically
