check,alpha,N,d,N_mod_5,d_mod_5,lhs,rhs,residual,comment
diagonal_one_step,1,4,7,4,2,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,4,8,4,3,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,4,9,4,4,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,4,10,4,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,4,11,4,1,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,4,12,4,2,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,5,0,0,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,5,1,0,1,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,5,2,0,2,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,5,3,0,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,5,4,0,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,5,5,0,0,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,5,6,0,1,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,5,7,0,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,5,8,0,3,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,5,9,0,4,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,5,10,0,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,5,11,0,1,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,5,12,0,2,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,6,0,1,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,6,1,1,1,2,2,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,6,2,1,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,6,3,1,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,6,4,1,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,6,5,1,0,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,6,6,1,1,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,6,7,1,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,6,8,1,3,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,6,9,1,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,6,10,1,0,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,6,11,1,1,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,6,12,1,2,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,7,0,2,0,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,7,1,2,1,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,7,2,2,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,7,3,2,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,7,4,2,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,7,5,2,0,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,7,6,2,1,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,7,7,2,2,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,7,8,2,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,7,9,2,4,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,7,10,2,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,7,11,2,1,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,7,12,2,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,8,0,3,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,8,1,3,1,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,8,2,3,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,8,3,3,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,8,4,3,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,8,5,3,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,8,6,3,1,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,8,7,3,2,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,8,8,3,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,8,9,3,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,8,10,3,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,8,11,3,1,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,8,12,3,2,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,9,0,4,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,9,1,4,1,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,9,2,4,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,9,3,4,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,9,4,4,4,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,9,5,4,0,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,9,6,4,1,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,9,7,4,2,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,9,8,4,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,9,9,4,4,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,9,10,4,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,9,11,4,1,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,9,12,4,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,10,0,0,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,10,1,0,1,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,10,2,0,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,10,3,0,3,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,10,4,0,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,10,5,0,0,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,10,6,0,1,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,10,7,0,2,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,10,8,0,3,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,10,9,0,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,10,10,0,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,10,11,0,1,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,10,12,0,2,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,11,0,1,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,11,1,1,1,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,11,2,1,2,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,11,3,1,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,11,4,1,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,11,5,1,0,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,11,6,1,1,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,11,7,1,2,-2,-2,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,11,8,1,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,11,9,1,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,11,10,1,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,11,11,1,1,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,11,12,1,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,12,0,2,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,12,1,2,1,2,2,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,12,2,2,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,12,3,2,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,12,4,2,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,12,5,2,0,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,12,6,2,1,-2,-2,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,12,7,2,2,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,12,8,2,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,12,9,2,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,12,10,2,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,12,11,2,1,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,12,12,2,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,13,0,3,0,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,13,1,3,1,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,13,2,3,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,13,3,3,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,13,4,3,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,13,5,3,0,-2,-2,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,13,6,3,1,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,13,7,3,2,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,13,8,3,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,13,9,3,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,13,10,3,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,13,11,3,1,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,13,12,3,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,14,0,4,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,14,1,4,1,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,14,2,4,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,14,3,4,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,14,4,4,4,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,14,5,4,0,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,14,6,4,1,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,14,7,4,2,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,14,8,4,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,14,9,4,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,14,10,4,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,14,11,4,1,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,14,12,4,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,15,0,0,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,15,1,0,1,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,15,2,0,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,15,3,0,3,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,15,4,0,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,15,5,0,0,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,15,6,0,1,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,15,7,0,2,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,15,8,0,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,15,9,0,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,15,10,0,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,15,11,0,1,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,15,12,0,2,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,16,0,1,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,16,1,1,1,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,16,2,1,2,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,16,3,1,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,16,4,1,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,16,5,1,0,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,16,6,1,1,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,16,7,1,2,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,16,8,1,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,16,9,1,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,16,10,1,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,16,11,1,1,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,16,12,1,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,17,0,2,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,17,1,2,1,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,17,2,2,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,17,3,2,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,17,4,2,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,17,5,2,0,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,17,6,2,1,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,17,7,2,2,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,17,8,2,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,17,9,2,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,17,10,2,0,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,17,11,2,1,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,17,12,2,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,18,0,3,0,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,18,1,3,1,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,18,2,3,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,18,3,3,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,18,4,3,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,18,5,3,0,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,18,6,3,1,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,18,7,3,2,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,18,8,3,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,18,9,3,4,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,18,10,3,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,18,11,3,1,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,18,12,3,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,19,0,4,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,19,1,4,1,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,19,2,4,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,19,3,4,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,19,4,4,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,19,5,4,0,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,19,6,4,1,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,19,7,4,2,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,19,8,4,3,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,19,9,4,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,19,10,4,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,19,11,4,1,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,19,12,4,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,20,0,0,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,20,1,0,1,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,20,2,0,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,20,3,0,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,20,4,0,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,20,5,0,0,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,20,6,0,1,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,20,7,0,2,-2,-2,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,20,8,0,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,20,9,0,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,20,10,0,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,20,11,0,1,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,20,12,0,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,21,0,1,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,21,1,1,1,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,21,2,1,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,21,3,1,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,21,4,1,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,21,5,1,0,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,21,6,1,1,-2,-2,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,21,7,1,2,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,21,8,1,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,21,9,1,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,21,10,1,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,21,11,1,1,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,21,12,1,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,22,0,2,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,22,1,2,1,1,1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,22,2,2,2,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,22,3,2,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,22,4,2,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,22,5,2,0,-2,-2,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,22,6,2,1,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,22,7,2,2,-1,-1,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,22,8,2,3,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,22,9,2,4,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
diagonal_one_step,1,22,10,2,0,0,0,0,T_N(d)=T_{N-1}(d+1)-h_{N-1}(d)+source
