"alpha","N","exponent","signed_coefficient","positive_count","negative_count","is_pentagonal_exponent","pentagonal_j_values"
1,7,17,0,7,7,false,""
1,7,18,0,7,7,true,"3"
1,7,19,0,6,6,false,""
1,7,20,0,6,6,false,""
1,7,21,0,5,5,false,""
1,7,22,0,5,5,false,""
1,7,23,0,4,4,false,""
1,7,24,1,4,3,false,""
1,7,25,0,3,3,false,""
1,7,26,0,2,2,false,""
1,7,27,-1,2,3,true,"-3"
1,7,28,-1,1,2,false,""
1,7,29,0,1,1,false,""
1,7,30,0,1,1,false,""
1,7,31,0,1,1,false,""
1,7,32,1,1,0,false,""
1,7,33,1,1,0,false,""
1,7,34,1,1,0,true,"4"
1,7,35,0,0,0,false,""
1,7,36,-1,0,1,false,""
1,7,37,-1,0,1,false,""
1,7,38,-1,0,1,false,""
1,7,39,0,0,0,false,""
1,7,40,0,0,0,false,""
1,8,0,1,1,0,true,"0"
1,8,1,-1,0,1,true,"1"
1,8,2,0,1,1,false,""
1,8,3,0,1,1,false,""
1,8,4,-1,1,2,true,"-1"
1,8,5,0,2,2,false,""
1,8,6,0,3,3,false,""
1,8,7,1,4,3,true,"2"
1,8,8,0,4,4,false,""
1,8,9,1,6,5,false,""
1,8,10,0,6,6,false,""
1,8,11,0,7,7,false,""
1,8,12,0,8,8,false,""
1,8,13,0,9,9,true,"-2"
1,8,14,-1,9,10,false,""
1,8,15,-1,10,11,false,""
1,8,16,0,11,11,false,""
1,8,17,0,12,12,false,""
1,8,18,0,12,12,true,"3"
1,8,19,0,12,12,false,""
1,8,20,1,13,12,false,""
1,8,21,0,12,12,false,""
1,8,22,1,12,11,false,""
1,8,23,0,11,11,false,""
1,8,24,0,11,11,false,""
1,8,25,0,10,10,false,""
1,8,26,0,9,9,false,""
1,8,27,-1,8,9,true,"-3"
1,8,28,-1,7,8,false,""
1,8,29,0,6,6,false,""
1,8,30,0,6,6,false,""
1,8,31,0,5,5,false,""
1,8,32,0,4,4,false,""
1,8,33,1,4,3,false,""
1,8,34,1,3,2,true,"4"
1,8,35,1,3,2,false,""
1,8,36,0,2,2,false,""
1,8,37,-1,1,2,false,""
1,8,38,-1,1,2,false,""
1,8,39,0,1,1,false,""
1,8,40,-1,0,1,false,""
1,9,0,1,1,0,true,"0"
1,9,1,-1,0,1,true,"1"
1,9,2,0,1,1,false,""
1,9,3,0,1,1,false,""
1,9,4,-1,1,2,true,"-1"
1,9,5,0,2,2,false,""
1,9,6,0,3,3,false,""
1,9,7,1,4,3,true,"2"
1,9,8,0,4,4,false,""
1,9,9,0,6,6,false,""
1,9,10,1,7,6,false,""
1,9,11,0,8,8,false,""
1,9,12,0,9,9,false,""
1,9,13,1,11,10,true,"-2"
1,9,14,-1,11,12,false,""
1,9,15,-1,13,14,false,""
1,9,16,-1,14,15,false,""
1,9,17,0,16,16,false,""
1,9,18,-1,17,18,true,"3"
1,9,19,0,18,18,false,""
1,9,20,1,20,19,false,""
1,9,21,0,20,20,false,""
1,9,22,1,21,20,false,""
1,9,23,1,21,20,false,""
1,9,24,1,22,21,false,""
1,9,25,0,21,21,false,""
1,9,26,0,21,21,false,""
1,9,27,-1,20,21,true,"-3"
1,9,28,-1,19,20,false,""
1,9,29,-1,18,19,false,""
1,9,30,0,18,18,false,""
1,9,31,-1,16,17,false,""
1,9,32,0,15,15,false,""
1,9,33,1,15,14,false,""
1,9,34,1,13,12,true,"4"
1,9,35,1,12,11,false,""
1,9,36,1,11,10,false,""
1,9,37,0,9,9,false,""
1,9,38,-1,7,8,false,""
1,9,39,0,7,7,false,""
1,9,40,-1,5,6,false,""
1,10,0,1,1,0,true,"0"
1,10,1,-1,0,1,true,"1"
1,10,2,0,1,1,false,""
1,10,3,0,1,1,false,""
1,10,4,-1,1,2,true,"-1"
1,10,5,0,2,2,false,""
1,10,6,0,3,3,false,""
1,10,7,1,4,3,true,"2"
1,10,8,0,4,4,false,""
1,10,9,0,6,6,false,""
1,10,10,0,7,7,false,""
1,10,11,1,9,8,false,""
1,10,12,0,10,10,false,""
1,10,13,1,12,11,true,"-2"
1,10,14,0,13,13,false,""
1,10,15,-1,15,16,false,""
1,10,16,-1,17,18,false,""
1,10,17,-1,19,20,false,""
1,10,18,-1,21,22,true,"3"
1,10,19,0,24,24,false,""
1,10,20,0,26,26,false,""
1,10,21,0,28,28,false,""
1,10,22,1,30,29,false,""
1,10,23,0,31,31,false,""
1,10,24,2,34,32,false,""
1,10,25,1,35,34,false,""
1,10,26,1,36,35,false,""
1,10,27,-1,36,37,true,"-3"
1,10,28,0,37,37,false,""
1,10,29,-1,36,37,false,""
1,10,30,-1,37,38,false,""
1,10,31,-1,36,37,false,""
1,10,32,-1,35,36,false,""
1,10,33,0,35,35,false,""
1,10,34,0,34,34,true,"4"
1,10,35,1,33,32,false,""
1,10,36,1,32,31,false,""
1,10,37,1,30,29,false,""
1,10,38,0,27,27,false,""
1,10,39,1,26,25,false,""
1,10,40,-1,23,24,false,""
1,11,0,1,1,0,true,"0"
1,11,1,-1,0,1,true,"1"
1,11,2,0,1,1,false,""
1,11,3,0,1,1,false,""
1,11,4,-1,1,2,true,"-1"
1,11,5,0,2,2,false,""
1,11,6,0,3,3,false,""
1,11,7,1,4,3,true,"2"
1,11,8,0,4,4,false,""
1,11,9,0,6,6,false,""
1,11,10,0,7,7,false,""
1,11,11,0,9,9,false,""
1,11,12,1,11,10,false,""
1,11,13,1,13,12,true,"-2"
1,11,14,0,14,14,false,""
1,11,15,0,17,17,false,""
1,11,16,-1,19,20,false,""
1,11,17,-1,22,23,false,""
1,11,18,-2,24,26,true,"3"
1,11,19,0,28,28,false,""
1,11,20,0,32,32,false,""
1,11,21,0,35,35,false,""
1,11,22,0,38,38,false,""
1,11,23,0,41,41,false,""
1,11,24,1,45,44,false,""
1,11,25,1,48,47,false,""
1,11,26,2,52,50,false,""
1,11,27,0,54,54,true,"-3"
1,11,28,1,57,56,false,""
1,11,29,0,58,58,false,""
1,11,30,-1,61,62,false,""
1,11,31,-1,62,63,false,""
1,11,32,-1,63,64,false,""
1,11,33,-1,64,65,false,""
1,11,34,0,65,65,true,"4"
1,11,35,-1,65,66,false,""
1,11,36,0,66,66,false,""
1,11,37,0,65,65,false,""
1,11,38,1,64,63,false,""
1,11,39,1,63,62,false,""
1,11,40,0,60,60,false,""
1,12,0,1,1,0,true,"0"
1,12,1,-1,0,1,true,"1"
1,12,2,0,1,1,false,""
1,12,3,0,1,1,false,""
1,12,4,-1,1,2,true,"-1"
1,12,5,0,2,2,false,""
1,12,6,0,3,3,false,""
1,12,7,1,4,3,true,"2"
1,12,8,0,4,4,false,""
1,12,9,0,6,6,false,""
1,12,10,0,7,7,false,""
1,12,11,0,9,9,false,""
1,12,12,0,11,11,false,""
1,12,13,2,14,12,true,"-2"
1,12,14,0,15,15,false,""
1,12,15,0,18,18,false,""
1,12,16,0,21,21,false,""
1,12,17,-1,24,25,false,""
1,12,18,-2,27,29,true,"3"
1,12,19,-1,31,32,false,""
1,12,20,0,36,36,false,""
1,12,21,0,41,41,false,""
1,12,22,0,45,45,false,""
1,12,23,0,50,50,false,""
1,12,24,0,55,55,false,""
1,12,25,0,60,60,false,""
1,12,26,2,66,64,false,""
1,12,27,0,71,71,true,"-3"
1,12,28,2,77,75,false,""
1,12,29,1,81,80,false,""
1,12,30,1,87,86,false,""
1,12,31,-1,90,91,false,""
1,12,32,-1,95,96,false,""
1,12,33,-1,99,100,false,""
1,12,34,0,103,103,true,"4"
1,12,35,-1,106,107,false,""
1,12,36,-1,110,111,false,""
1,12,37,-1,112,113,false,""
1,12,38,-1,114,115,false,""
1,12,39,1,117,116,false,""
1,12,40,-1,116,117,false,""
