node_id	node_type	raw_label	canonical_taxon	attributes_json	source_id	source_provenance_json	allowed_evidence_scope	caveats_json
landrace:Gossypium_hirsutum_landrace_Acala	landrace	Gossypium hirsutum landrace 'Acala'	Gossypium hirsutum	"{""region"": ""vc:north_american""}"	usda_grin	"{""source_id"": ""usda_grin"", ""source_name"": ""USDA GRIN-Global"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Public domain (US gov)"", ""attribution"": ""USDA-ARS National Plant Germplasm System (NPGS) GRIN-Global"", ""source_reliability"": 0.92, ""note"": ""GRIN-Global PI cluster""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""GRIN-Global PI cluster""}"
landrace:Gossypium_hirsutum_landrace_Pima_G._barbadense	landrace	Gossypium hirsutum landrace 'Pima' (G. barbadense)	Gossypium hirsutum	"{""region"": ""vc:north_american""}"	usda_grin	"{""source_id"": ""usda_grin"", ""source_name"": ""USDA GRIN-Global"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Public domain (US gov)"", ""attribution"": ""USDA-ARS National Plant Germplasm System (NPGS) GRIN-Global"", ""source_reliability"": 0.92, ""note"": ""GRIN-Global PI cluster""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""GRIN-Global PI cluster""}"
landrace:Vitis_vinifera_landrace_Mission_criolla	landrace	Vitis vinifera landrace 'Mission' (criolla)	Vitis vinifera	"{""region"": ""vc:south_american""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Vitis_vinifera_landrace_Garnacha	landrace	Vitis vinifera landrace 'Garnacha'	Vitis vinifera	"{""region"": ""vc:mediterranean""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Olea_europaea_landrace_Picual	landrace	Olea europaea landrace 'Picual'	Olea europaea	"{""region"": ""vc:mediterranean""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Olea_europaea_landrace_Koroneiki	landrace	Olea europaea landrace 'Koroneiki'	Olea europaea	"{""region"": ""vc:mediterranean""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Theobroma_cacao_landrace_Criollo_Mesoamerica	landrace	Theobroma cacao landrace 'Criollo (Mesoamerica)'	Theobroma cacao	"{""region"": ""vc:south_mexican""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Theobroma_cacao_landrace_Nacional_Ecuador	landrace	Theobroma cacao landrace 'Nacional (Ecuador)'	Theobroma cacao	"{""region"": ""vc:south_american""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Saccharum_officinarum_landrace_Badila	landrace	Saccharum officinarum landrace 'Badila'	Saccharum officinarum	"{""region"": ""vc:indo_malay""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Avena_sativa_landrace_Black_Mesdag	landrace	Avena sativa landrace 'Black Mesdag'	Avena sativa	"{""region"": ""vc:near_eastern""}"	genesys	"{""source_id"": ""genesys"", ""source_name"": ""Genesys germplasm"", ""source_version_or_release"": ""API/DUMP accessed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (DOI per accession)"", ""attribution"": ""Genesys PGR, Crop Trust + partners; accession DOIs"", ""source_reliability"": 0.88, ""note"": ""Genesys""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""Genesys""}"
landrace:Secale_cereale_landrace_Petkus	landrace	Secale cereale landrace 'Petkus'	Secale cereale	"{""region"": ""vc:near_eastern""}"	genesys	"{""source_id"": ""genesys"", ""source_name"": ""Genesys germplasm"", ""source_version_or_release"": ""API/DUMP accessed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (DOI per accession)"", ""attribution"": ""Genesys PGR, Crop Trust + partners; accession DOIs"", ""source_reliability"": 0.88, ""note"": ""Genesys""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""Genesys""}"
landrace:Beta_vulgaris_landrace_Detroit_Dark_Red	landrace	Beta vulgaris landrace 'Detroit Dark Red'	Beta vulgaris	"{""region"": ""vc:north_american""}"	usda_grin	"{""source_id"": ""usda_grin"", ""source_name"": ""USDA GRIN-Global"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Public domain (US gov)"", ""attribution"": ""USDA-ARS National Plant Germplasm System (NPGS) GRIN-Global"", ""source_reliability"": 0.92, ""note"": ""GRIN-Global PI cluster""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""GRIN-Global PI cluster""}"
landrace:Brassica_oleracea_landrace_Calabrese_broccoli	landrace	Brassica oleracea landrace 'Calabrese broccoli'	Brassica oleracea	"{""region"": ""vc:mediterranean""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Brassica_oleracea_landrace_Romanesco	landrace	Brassica oleracea landrace 'Romanesco'	Brassica oleracea	"{""region"": ""vc:mediterranean""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Brassica_rapa_landrace_Mizuna	landrace	Brassica rapa landrace 'Mizuna'	Brassica rapa	"{""region"": ""vc:chinese""}"	genesys	"{""source_id"": ""genesys"", ""source_name"": ""Genesys germplasm"", ""source_version_or_release"": ""API/DUMP accessed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (DOI per accession)"", ""attribution"": ""Genesys PGR, Crop Trust + partners; accession DOIs"", ""source_reliability"": 0.88, ""note"": ""Genesys""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""Genesys""}"
landrace:Brassica_rapa_landrace_Bok_choy	landrace	Brassica rapa landrace 'Bok choy'	Brassica rapa	"{""region"": ""vc:chinese""}"	genesys	"{""source_id"": ""genesys"", ""source_name"": ""Genesys germplasm"", ""source_version_or_release"": ""API/DUMP accessed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (DOI per accession)"", ""attribution"": ""Genesys PGR, Crop Trust + partners; accession DOIs"", ""source_reliability"": 0.88, ""note"": ""Genesys""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""Genesys""}"
landrace:Pisum_sativum_landrace_Alaska	landrace	Pisum sativum landrace 'Alaska'	Pisum sativum	"{""region"": ""vc:near_eastern""}"	usda_grin	"{""source_id"": ""usda_grin"", ""source_name"": ""USDA GRIN-Global"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Public domain (US gov)"", ""attribution"": ""USDA-ARS National Plant Germplasm System (NPGS) GRIN-Global"", ""source_reliability"": 0.92, ""note"": ""GRIN-Global PI cluster""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""GRIN-Global PI cluster""}"
