genus_key	genus_label	family_key	family_label	n_taxa_scored	evidence_supported_taxa	structural_only_taxa	data_limited_unknown_taxa	evidence_supported_fraction	ploidy_entropy_norm	hotspot_score	mean_tci	min_tci	n_chrom_records_in_genus	data_sufficiency
wfo:wfo-4000010470-2025-12	Cyphophoenix	wfo:wfo-7000000046-2025-12	Arecaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010473-2025-12	Cyphosperma	wfo:wfo-7000000046-2025-12	Arecaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010474-2025-12	Cyphostemma	wfo:wfo-7000000639-2025-12	Vitaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010475-2025-12	Cyphostigma			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010477-2025-12	Cyphotheca	wfo:wfo-7000000372-2025-12	Melastomataceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010482-2025-12	Cypripedium			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010485-2025-12	Cypselocarpus	wfo:wfo-7000000264-2025-12	Gyrostemonaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010491-2025-12	Cyrilla	wfo:wfo-7000000171-2025-12	Cyrillaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010497-2025-12	Cyrillopsis	wfo:wfo-7000000304-2025-12	Ixonanthaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010501-2025-12	Cyrtandra			1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000010505-2025-12	Cyrtandromoea	wfo:wfo-7000000460-2025-12	Phrymaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010512-2025-12	Cyrtanthus	wfo:wfo-7000000018-2025-12	Amaryllidaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000010516-2025-12	Cyrtocarpa	wfo:wfo-7000000022-2025-12	Anacardiaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010519-2025-12	Cyrtochiloides			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010520-2025-12	Cyrtochilum			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010521-2025-12	Cyrtochloa	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010523-2025-12	Cyrtococcum	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010524-2025-12	Cyrtocymura			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010529-2025-12	Cyrtogonone	wfo:wfo-7000000224-2025-12	Euphorbiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010540-2025-12	Cyrtophyllum	wfo:wfo-7000000243-2025-12	Gentianaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010542-2025-12	Cyrtopodium			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010546-2025-12	Cyrtorchis			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010547-2025-12	Cyrtorhyncha	wfo:wfo-7000000514-2025-12	Ranunculaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010548-2025-12	Cyrtosia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010551-2025-12	Cyrtosperma	wfo:wfo-7000000042-2025-12	Araceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010554-2025-12	Cyrtostachys	wfo:wfo-7000000046-2025-12	Arecaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010557-2025-12	Cyrtostylis			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010565-2025-12	Cysticapnos			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010584-2025-12	Cystorchis			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010586-2025-12	Cystostemon			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010590-2025-12	Cytinus	wfo:wfo-7000000175-2025-12	Cytinaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010593-2025-12	Cytisophyllum			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010594-2025-12	Cytisopsis			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010595-2025-12	Cytisus			1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000010596-2025-12	Cytogonidium	wfo:wfo-7000000518-2025-12	Restionaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010597-2025-12	Cyttaranthus	wfo:wfo-7000000224-2025-12	Euphorbiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010605-2025-12	Daboecia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010610-2025-12	Dacryodes	wfo:wfo-7000000092-2025-12	Burseraceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010612-2025-12	Dacryotrichia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010615-2025-12	Dactyladenia	wfo:wfo-7000000132-2025-12	Chrysobalanaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010616-2025-12	Dactylaea	wfo:wfo-7000000036-2025-12	Apiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010621-2025-12	Dactylanthus	wfo:wfo-7000000060-2025-12	Balanophoraceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010624-2025-12	Dactyliandra	wfo:wfo-7000000160-2025-12	Cucurbitaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010625-2025-12	Dactylicapnos			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010626-2025-12	Dactyliophora	wfo:wfo-7000000350-2025-12	Loranthaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010628-2025-12	Dactylis	wfo:wfo-7000000483-2025-12	Poaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010631-2025-12	Dactylocamptis	wfo:wfo-7000000429-2025-12	Orchidaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010632-2025-12	Dactylocardamum			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010634-2025-12	Dactylocladus	wfo:wfo-7000000660-2025-12	Crypteroniaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010635-2025-12	Dactyloctenium	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010649-2025-12	Dactylorhiza			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010651-2025-12	Dactylostalix			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010664-2025-12	Daenikera	wfo:wfo-7000000543-2025-12	Santalaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010667-2025-12	Dahlia			1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000010668-2025-12	Dahliaphyllum	wfo:wfo-7000000036-2025-12	Apiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010669-2025-12	Dahlstedtia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010670-2025-12	Daiotyla			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010671-2025-12	Dais	wfo:wfo-7000000613-2025-12	Thymelaeaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010673-2025-12	Daknopholis	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010678-2025-12	Dalbergia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010679-2025-12	Dalbergiella			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010680-2025-12	Dalea			1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000010682-2025-12	Dalechampia	wfo:wfo-7000000224-2025-12	Euphorbiaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010683-2025-12	Dalembertia	wfo:wfo-7000000224-2025-12	Euphorbiaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010684-2025-12	Dalenia	wfo:wfo-7000000372-2025-12	Melastomataceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010685-2025-12	Dalhousiea			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010690-2025-12	Dalrympelea	wfo:wfo-7000000582-2025-12	Staphyleaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010701-2025-12	Dalzellia	wfo:wfo-7000000485-2025-12	Podostemaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000010702-2025-12	Dalzielia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010704-2025-12	Damasonium	wfo:wfo-7000000012-2025-12	Alismataceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000010707-2025-12	Damburneya	wfo:wfo-7000000321-2025-12	Lauraceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010716-2025-12	Damnacanthus	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010717-2025-12	Damnamenia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010718-2025-12	Damnxanthodium			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010719-2025-12	Dampiera	wfo:wfo-7000000255-2025-12	Goodeniaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010721-2025-12	Damrongia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010723-2025-12	Danae			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010728-2025-12	Danais	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010731-2025-12	Dandya			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010735-2025-12	Danhatchia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010739-2025-12	Daniellia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010742-2025-12	Dansiea			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010743-2025-12	Danthonia	wfo:wfo-7000000483-2025-12	Poaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010744-2025-12	Danthoniastrum	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010745-2025-12	Danthonidium	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010746-2025-12	Danthoniopsis	wfo:wfo-7000000483-2025-12	Poaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4001303182-2025-12	Danxiaorchis			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010753-2025-12	Dapania	wfo:wfo-7000000434-2025-12	Oxalidaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010755-2025-12	Daphnandra	wfo:wfo-7000000054-2025-12	Atherospermataceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010759-2025-12	Daphne	wfo:wfo-7000000613-2025-12	Thymelaeaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010762-2025-12	Daphnimorpha	wfo:wfo-7000000613-2025-12	Thymelaeaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010764-2025-12	Daphniphyllum	wfo:wfo-7000000177-2025-12	Daphniphyllaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010770-2025-12	Daphnopsis	wfo:wfo-7000000613-2025-12	Thymelaeaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000049201-2025-12	Daprainia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010771-2025-12	Dapsilanthus	wfo:wfo-7000000518-2025-12	Restionaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010773-2025-12	Darcya	wfo:wfo-7000000476-2025-12	Plantaginaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000010775-2025-12	Darcyanthus			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010781-2025-12	Darlingia	wfo:wfo-7000000499-2025-12	Proteaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010783-2025-12	Darlingtonia	wfo:wfo-7000000548-2025-12	Sarraceniaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000010785-2025-12	Darmera	wfo:wfo-7000000550-2025-12	Saxifragaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010790-2025-12	Darwinia			1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000010799-2025-12	Dasiphora	wfo:wfo-7000000532-2025-12	Rosaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010800-2025-12	Dasispermum	wfo:wfo-7000000036-2025-12	Apiaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010802-2025-12	Dasistoma	wfo:wfo-7000000430-2025-12	Orobanchaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010808-2025-12	Dasyandantha			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010810-2025-12	Dasyanthina			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010819-2025-12	Dasycondylus			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010823-2025-12	Dasylepis	wfo:wfo-7000000002-2025-12	Achariaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010824-2025-12	Dasylirion			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010827-2025-12	Dasymalla	wfo:wfo-7000000318-2025-12	Lamiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010828-2025-12	Dasymaschalon			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010832-2025-12	Dasynotus			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010836-2025-12	Dasyphyllum			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010838-2025-12	Dasypogon	wfo:wfo-7000000178-2025-12	Dasypogonaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010839-2025-12	Dasypyrum	wfo:wfo-7000000483-2025-12	Poaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010840-2025-12	Dasysphaera	wfo:wfo-7000000017-2025-12	Amaranthaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010846-2025-12	Dasytropis	wfo:wfo-7000000001-2025-12	Acanthaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010848-2025-12	Datisca	wfo:wfo-7000000179-2025-12	Datiscaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010849-2025-12	Datura			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010853-2025-12	Daubenya			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010857-2025-12	Daucosma	wfo:wfo-7000000036-2025-12	Apiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010858-2025-12	Daucus	wfo:wfo-7000000036-2025-12	Apiaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010861-2025-12	Dauresia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4001303183-2025-12	Daustinia	wfo:wfo-7000000149-2025-12	Convolvulaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010878-2025-12	Daveaua			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010881-2025-12	Davidia	wfo:wfo-7000000667-2025-12	Nyssaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010882-2025-12	Davidsea	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010883-2025-12	Davidsonia	wfo:wfo-7000000162-2025-12	Cunoniaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010885-2025-12	Daviesia			1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4001303184-2025-12	Davilanthus			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010886-2025-12	Davilla	wfo:wfo-7000000190-2025-12	Dilleniaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010895-2025-12	Dayia	wfo:wfo-7000000486-2025-12	Polemoniaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010896-2025-12	Deamia	wfo:wfo-7000000098-2025-12	Cactaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4001303185-2025-12	Debia	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010901-2025-12	Debregeasia	wfo:wfo-7000000631-2025-12	Urticaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010905-2025-12	Decachaeta			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010907-2025-12	Decagonocarpus	wfo:wfo-7000000536-2025-12	Rutaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010908-2025-12	Decaisnea	wfo:wfo-7000000320-2025-12	Lardizabalaceae	1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000010911-2025-12	Decaisnina	wfo:wfo-7000000350-2025-12	Loranthaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010912-2025-12	Decalepidanthus			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010913-2025-12	Decalepis			1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000010916-2025-12	Decalobanthus	wfo:wfo-7000000149-2025-12	Convolvulaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010924-2025-12	Decaneuropsis			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010932-2025-12	Decarya			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010933-2025-12	Decarydendron	wfo:wfo-7000000389-2025-12	Monimiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010934-2025-12	Decaryella	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010935-2025-12	Decaryochloa	wfo:wfo-7000000483-2025-12	Poaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010936-2025-12	Decaschistia	wfo:wfo-7000000360-2025-12	Malvaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010937-2025-12	Decaspermum			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010943-2025-12	Decastylocarpus			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010945-2025-12	Decatoca			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010946-2025-12	Decatropis	wfo:wfo-7000000536-2025-12	Rutaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010948-2025-12	Decazesia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010949-2025-12	Decazyx	wfo:wfo-7000000536-2025-12	Rutaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010950-2025-12	Deccania	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010952-2025-12	Deceptor			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010953-2025-12	Deckenia	wfo:wfo-7000000046-2025-12	Arecaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010956-2025-12	Declieuxia	wfo:wfo-7000000534-2025-12	Rubiaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010957-2025-12	Decodon	wfo:wfo-7000000356-2025-12	Lythraceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010959-2025-12	Decorsea			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010960-2025-12	Decorsella	wfo:wfo-7000000637-2025-12	Violaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010966-2025-12	Dedeckera	wfo:wfo-7000000488-2025-12	Polygonaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010967-2025-12	Deeringia	wfo:wfo-7000000017-2025-12	Amaranthaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010970-2025-12	Degeneria	wfo:wfo-7000000181-2025-12	Degeneriaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010971-2025-12	Degenia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010972-2025-12	Degranvillea			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010973-2025-12	Deguelia			1	0	1	0	0.0	0.0	0.0	0.958333	0.958333	0	data_limited
wfo:wfo-4000010974-2025-12	Dehaasia	wfo:wfo-7000000321-2025-12	Lauraceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010975-2025-12	Deherainia	wfo:wfo-7000000497-2025-12	Primulaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010976-2025-12	Deianira	wfo:wfo-7000000243-2025-12	Gentianaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010977-2025-12	Deidamia	wfo:wfo-7000000442-2025-12	Passifloraceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010978-2025-12	Deilanthe			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010981-2025-12	Deinacanthon	wfo:wfo-7000000084-2025-12	Bromeliaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010983-2025-12	Deinandra			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010986-2025-12	Deinbollia			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010989-2025-12	Deinostema	wfo:wfo-7000000476-2025-12	Plantaginaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010991-2025-12	Deiregyne			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000010997-2025-12	Delairea			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000010998-2025-12	Delamerea			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000011000-2025-12	Delarbrea	wfo:wfo-7000000399-2025-12	Myodocarpaceae	1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000011003-2025-12	Delavaya			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4100003433-2025-12	Delgadoana			1	0	1	0	0.0	0.0	0.0	0.975	0.975	0	data_limited
wfo:wfo-4000011006-2025-12	Delilia			1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
wfo:wfo-4000011009-2025-12	Delissea	wfo:wfo-7000000106-2025-12	Campanulaceae	1	0	0	1	0.0	0.0	0.0	1.0	1.0	0	data_limited
