accepted_key	label	genus_key	genus_label	family_key	family_label	tci	tci_observed	tci_structural	n_evidence_edges	n_ploidy_states	n_chrom_counts	chrom_count_cv	synonym_cluster_size	n_taxonomic_conflicts	confidence	tci_provenance
wfo:wfo-0000514823-2025-12	Acer pectinatum	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000514836-2025-12	Acer pehpeiense	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000514839-2025-12	Acer pensylvanicum	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000514840-2025-12	Acer pentaphyllum	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000514841-2025-12	Acer pentapomicum	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000514846-2025-12	Acer pictum	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000514854-2025-12	Acer pictum f. dissectum					0.9375	1.0	0.875	0	0	0		1	1	data_limited	structural_only
wfo:wfo-0000514865-2025-12	Acer pictum f. mono					0.9375	1.0	0.875	0	0	0		1	1	data_limited	structural_only
wfo:wfo-0000514877-2025-12	Acer pilosum	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000514880-2025-12	Acer pinnatinervium	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000514884-2025-12	Acer platanoides	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000514894-2025-12	Acer pluridens	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000514895-2025-12	Acer poliophyllum	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000514908-2025-12	Acer pseudoplatanus	wfo:wfo-4000000188-2025-12	Acer			0.958333	1.0	0.916667	0	0	0		3	0	data_limited	structural_only
wfo:wfo-0000514918-2025-12	Acer pseudosieboldianum	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000514932-2025-12	Acer pubipalmatum	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000514942-2025-12	Acer pycnanthum	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000514958-2025-12	Acer robustum	wfo:wfo-4000000188-2025-12	Acer			0.958333	1.0	0.916667	0	0	0		3	0	data_limited	structural_only
wfo:wfo-0000514964-2025-12	Acer rubescens	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000514965-2025-12	Acer rubronervium	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000514966-2025-12	Acer rubrum	wfo:wfo-4000000188-2025-12	Acer			0.958333	1.0	0.916667	0	0	0		3	0	data_limited	structural_only
wfo:wfo-0000514997-2025-12	Acer rufinerve	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515004-2025-12	Acer saccharinum	wfo:wfo-4000000188-2025-12	Acer			0.958333	1.0	0.916667	0	0	0		3	0	data_limited	structural_only
wfo:wfo-0000515026-2025-12	Acer saccharum	wfo:wfo-4000000188-2025-12	Acer			0.9125	1.0	0.825	0	0	0		2	1	data_limited	structural_only
wfo:wfo-0000515077-2025-12	Acer schneiderianum	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515081-2025-12	Acer × schwerinii	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515085-2025-12	Acer sempervirens	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515089-2025-12	Acer serrulatum	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515091-2025-12	Acer shangszeense	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515093-2025-12	Acer shenkanense	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515094-2025-12	Acer shensiense	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515097-2025-12	Acer shihweii	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515098-2025-12	Acer shirasawanum	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515101-2025-12	Acer sichourense	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515102-2025-12	Acer sieboldianum	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515109-2025-12	Acer sikkimense	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515113-2025-12	Acer sinense	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515122-2025-12	Acer sino-oblongum	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515123-2025-12	Acer sinopurpurascens	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515128-2025-12	Acer spicatum	wfo:wfo-4000000188-2025-12	Acer			0.958333	1.0	0.916667	0	0	0		3	0	data_limited	structural_only
wfo:wfo-0000515132-2025-12	Acer stachyophyllum	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515143-2025-12	Acer sterculiaceum	wfo:wfo-4000000188-2025-12	Acer			0.958333	1.0	0.916667	0	0	0		3	0	data_limited	structural_only
wfo:wfo-0000515163-2025-12	Acer sutchuenense	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515165-2025-12	Acer sycopseoides	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515176-2025-12	Acer tataricum	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515198-2025-12	Acer tegmentosum	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515203-2025-12	Acer tenellum	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515205-2025-12	Acer tenuifolium	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515213-2025-12	Acer tibetense	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515218-2025-12	Acer tonkinense	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515225-2025-12	Acer trialatum	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515226-2025-12	Acer tricaudatum	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515234-2025-12	Acer triflorum	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515246-2025-12	Acer truncatum	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515250-2025-12	Acer tschonoskii	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515259-2025-12	Acer tutcheri	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515266-2025-12	Acer ukurunduense	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515267-2025-12	Acer undulatum	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515270-2025-12	Acer varbossanium	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515271-2025-12	Acer velutinum	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515288-2025-12	Acer wangchii	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515290-2025-12	Acer wardii	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515292-2025-12	Acer wilsonii	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515302-2025-12	Acer wuyishanicum	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515303-2025-12	Acer wuyuanense	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515307-2025-12	Acer yangbiense	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515309-2025-12	Acer yaoshanicum	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515310-2025-12	Acer yinkunii	wfo:wfo-4000000188-2025-12	Acer			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515311-2025-12	Acer yui	wfo:wfo-4000000188-2025-12	Acer			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515360-2025-12	Aceratium archboldianum	wfo:wfo-4000000193-2025-12	Aceratium	wfo:wfo-7000000210-2025-12	Elaeocarpaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515363-2025-12	Aceratium brassii	wfo:wfo-4000000193-2025-12	Aceratium	wfo:wfo-7000000210-2025-12	Elaeocarpaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515365-2025-12	Aceratium calomala	wfo:wfo-4000000193-2025-12	Aceratium	wfo:wfo-7000000210-2025-12	Elaeocarpaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515367-2025-12	Aceratium concinnum	wfo:wfo-4000000193-2025-12	Aceratium	wfo:wfo-7000000210-2025-12	Elaeocarpaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515369-2025-12	Aceratium dasyphyllum	wfo:wfo-4000000193-2025-12	Aceratium	wfo:wfo-7000000210-2025-12	Elaeocarpaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515371-2025-12	Aceratium doggrellii	wfo:wfo-4000000193-2025-12	Aceratium	wfo:wfo-7000000210-2025-12	Elaeocarpaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515374-2025-12	Aceratium ferrugineum	wfo:wfo-4000000193-2025-12	Aceratium	wfo:wfo-7000000210-2025-12	Elaeocarpaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515376-2025-12	Aceratium hypoleucum	wfo:wfo-4000000193-2025-12	Aceratium	wfo:wfo-7000000210-2025-12	Elaeocarpaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515378-2025-12	Aceratium ledermannii	wfo:wfo-4000000193-2025-12	Aceratium	wfo:wfo-7000000210-2025-12	Elaeocarpaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515379-2025-12	Aceratium megalospermum	wfo:wfo-4000000193-2025-12	Aceratium	wfo:wfo-7000000210-2025-12	Elaeocarpaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515383-2025-12	Aceratium muellerianum	wfo:wfo-4000000193-2025-12	Aceratium	wfo:wfo-7000000210-2025-12	Elaeocarpaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515386-2025-12	Aceratium oppositifolium	wfo:wfo-4000000193-2025-12	Aceratium	wfo:wfo-7000000210-2025-12	Elaeocarpaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515387-2025-12	Aceratium pachypetalum	wfo:wfo-4000000193-2025-12	Aceratium	wfo:wfo-7000000210-2025-12	Elaeocarpaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515388-2025-12	Aceratium parvifolium	wfo:wfo-4000000193-2025-12	Aceratium	wfo:wfo-7000000210-2025-12	Elaeocarpaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515389-2025-12	Aceratium pittosporoides	wfo:wfo-4000000193-2025-12	Aceratium	wfo:wfo-7000000210-2025-12	Elaeocarpaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515390-2025-12	Aceratium sericeum	wfo:wfo-4000000193-2025-12	Aceratium	wfo:wfo-7000000210-2025-12	Elaeocarpaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515391-2025-12	Aceratium sericoleopsis	wfo:wfo-4000000193-2025-12	Aceratium	wfo:wfo-7000000210-2025-12	Elaeocarpaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515393-2025-12	Aceratium sinuatum	wfo:wfo-4000000193-2025-12	Aceratium	wfo:wfo-7000000210-2025-12	Elaeocarpaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515394-2025-12	Aceratium sphaerocarpum	wfo:wfo-4000000193-2025-12	Aceratium	wfo:wfo-7000000210-2025-12	Elaeocarpaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515395-2025-12	Aceratium tomentosum	wfo:wfo-4000000193-2025-12	Aceratium	wfo:wfo-7000000210-2025-12	Elaeocarpaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515924-2025-12	Acharagma aguirreanum	wfo:wfo-4000000206-2025-12	Acharagma	wfo:wfo-7000000098-2025-12	Cactaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515925-2025-12	Acharagma roseanum	wfo:wfo-4000000206-2025-12	Acharagma	wfo:wfo-7000000098-2025-12	Cactaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515928-2025-12	Achatocarpus balansae	wfo:wfo-4000000211-2025-12	Achatocarpus	wfo:wfo-7000000003-2025-12	Achatocarpaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515930-2025-12	Achatocarpus brasiliensis	wfo:wfo-4000000211-2025-12	Achatocarpus	wfo:wfo-7000000003-2025-12	Achatocarpaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515931-2025-12	Achatocarpus brevipedicellatus	wfo:wfo-4000000211-2025-12	Achatocarpus	wfo:wfo-7000000003-2025-12	Achatocarpaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515932-2025-12	Achatocarpus gracilis	wfo:wfo-4000000211-2025-12	Achatocarpus	wfo:wfo-7000000003-2025-12	Achatocarpaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515933-2025-12	Achatocarpus hasslerianus	wfo:wfo-4000000211-2025-12	Achatocarpus	wfo:wfo-7000000003-2025-12	Achatocarpaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515935-2025-12	Achatocarpus microcarpus	wfo:wfo-4000000211-2025-12	Achatocarpus	wfo:wfo-7000000003-2025-12	Achatocarpaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515939-2025-12	Achatocarpus nigricans	wfo:wfo-4000000211-2025-12	Achatocarpus	wfo:wfo-7000000003-2025-12	Achatocarpaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515942-2025-12	Achatocarpus praecox	wfo:wfo-4000000211-2025-12	Achatocarpus	wfo:wfo-7000000003-2025-12	Achatocarpaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515944-2025-12	Achatocarpus praecox f. obovatus					0.9125	1.0	0.825	0	0	0		2	1	data_limited	structural_only
wfo:wfo-0000515945-2025-12	Achatocarpus praecox f. spinulosus					0.9125	1.0	0.825	0	0	0		2	1	data_limited	structural_only
wfo:wfo-0000515946-2025-12	Achatocarpus pubescens	wfo:wfo-4000000211-2025-12	Achatocarpus	wfo:wfo-7000000003-2025-12	Achatocarpaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515959-2025-12	Achimenes admirabilis	wfo:wfo-4000000219-2025-12	Achimenes			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515966-2025-12	Achimenes antirrhina	wfo:wfo-4000000219-2025-12	Achimenes			0.958333	1.0	0.916667	0	0	0		3	0	data_limited	structural_only
wfo:wfo-0000515971-2025-12	Achimenes brevifolia	wfo:wfo-4000000219-2025-12	Achimenes			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515975-2025-12	Achimenes candida	wfo:wfo-4000000219-2025-12	Achimenes			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515977-2025-12	Achimenes cettoana	wfo:wfo-4000000219-2025-12	Achimenes			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515990-2025-12	Achimenes dulcis	wfo:wfo-4000000219-2025-12	Achimenes			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000515993-2025-12	Achimenes erecta	wfo:wfo-4000000219-2025-12	Achimenes			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000515997-2025-12	Achimenes × escheri	wfo:wfo-4000000219-2025-12	Achimenes			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516000-2025-12	Achimenes flava	wfo:wfo-4000000219-2025-12	Achimenes			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516003-2025-12	Achimenes × georgeana	wfo:wfo-4000000219-2025-12	Achimenes			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000516006-2025-12	Achimenes glabrata	wfo:wfo-4000000219-2025-12	Achimenes			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516011-2025-12	Achimenes grandiflora	wfo:wfo-4000000219-2025-12	Achimenes			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516022-2025-12	Achimenes heterophylla	wfo:wfo-4000000219-2025-12	Achimenes			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516024-2025-12	Achimenes hintoniana	wfo:wfo-4000000219-2025-12	Achimenes			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000516038-2025-12	Achimenes longiflora	wfo:wfo-4000000219-2025-12	Achimenes			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516053-2025-12	Achimenes mexicana	wfo:wfo-4000000219-2025-12	Achimenes			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516055-2025-12	Achimenes misera	wfo:wfo-4000000219-2025-12	Achimenes			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516059-2025-12	Achimenes nayaritensis	wfo:wfo-4000000219-2025-12	Achimenes			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000516061-2025-12	Achimenes obscura	wfo:wfo-4000000219-2025-12	Achimenes			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000516062-2025-12	Achimenes occidentalis	wfo:wfo-4000000219-2025-12	Achimenes			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000516065-2025-12	Achimenes patens	wfo:wfo-4000000219-2025-12	Achimenes			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516069-2025-12	Achimenes pedunculata	wfo:wfo-4000000219-2025-12	Achimenes			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516080-2025-12	Achimenes saxicola	wfo:wfo-4000000219-2025-12	Achimenes			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516084-2025-12	Achimenes skinneri	wfo:wfo-4000000219-2025-12	Achimenes			0.958333	1.0	0.916667	0	0	0		3	0	data_limited	structural_only
wfo:wfo-0000516085-2025-12	Achimenes speciosa	wfo:wfo-4000000219-2025-12	Achimenes			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000516095-2025-12	Achimenes × venusta	wfo:wfo-4000000219-2025-12	Achimenes			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000516097-2025-12	Achimenes warszewicziana	wfo:wfo-4000000219-2025-12	Achimenes			0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516098-2025-12	Achimenes woodii	wfo:wfo-4000000219-2025-12	Achimenes			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000516101-2025-12	Achlys californica	wfo:wfo-4000000226-2025-12	Achlys	wfo:wfo-7000000069-2025-12	Berberidaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516102-2025-12	Achlys japonica	wfo:wfo-4000000226-2025-12	Achlys	wfo:wfo-7000000069-2025-12	Berberidaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516103-2025-12	Achlys triphylla	wfo:wfo-4000000226-2025-12	Achlys	wfo:wfo-7000000069-2025-12	Berberidaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516149-2025-12	Achudemia japonica	wfo:wfo-4000000248-2025-12	Achudemia	wfo:wfo-7000000631-2025-12	Urticaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516173-2025-12	Achyranthes arborescens	wfo:wfo-4000000251-2025-12	Achyranthes	wfo:wfo-7000000017-2025-12	Amaranthaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516177-2025-12	Achyranthes aspera	wfo:wfo-4000000251-2025-12	Achyranthes	wfo:wfo-7000000017-2025-12	Amaranthaceae	0.958333	1.0	0.916667	0	0	0		3	0	data_limited	structural_only
wfo:wfo-0000516220-2025-12	Achyranthes bidentata	wfo:wfo-4000000251-2025-12	Achyranthes	wfo:wfo-7000000017-2025-12	Amaranthaceae	0.958333	1.0	0.916667	0	0	0		3	0	data_limited	structural_only
wfo:wfo-0000516259-2025-12	Achyranthes diandra	wfo:wfo-4000000251-2025-12	Achyranthes	wfo:wfo-7000000017-2025-12	Amaranthaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516272-2025-12	Achyranthes fasciculata	wfo:wfo-4000000251-2025-12	Achyranthes	wfo:wfo-7000000017-2025-12	Amaranthaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516351-2025-12	Achyranthes mangarevica	wfo:wfo-4000000251-2025-12	Achyranthes	wfo:wfo-7000000017-2025-12	Amaranthaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000516352-2025-12	Achyranthes marchionica	wfo:wfo-4000000251-2025-12	Achyranthes	wfo:wfo-7000000017-2025-12	Amaranthaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000516353-2025-12	Achyranthes margaretarum	wfo:wfo-4000000251-2025-12	Achyranthes	wfo:wfo-7000000017-2025-12	Amaranthaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000516375-2025-12	Achyranthes mutica	wfo:wfo-4000000251-2025-12	Achyranthes	wfo:wfo-7000000017-2025-12	Amaranthaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516481-2025-12	Achyranthes splendens	wfo:wfo-4000000251-2025-12	Achyranthes	wfo:wfo-7000000017-2025-12	Amaranthaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516490-2025-12	Achyranthes talbotii	wfo:wfo-4000000251-2025-12	Achyranthes	wfo:wfo-7000000017-2025-12	Amaranthaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000516555-2025-12	Achyronychia cooperi	wfo:wfo-4000000260-2025-12	Achyronychia			1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
wfo:wfo-0000516561-2025-12	Achyropsis avicularis	wfo:wfo-4000000264-2025-12	Achyropsis	wfo:wfo-7000000017-2025-12	Amaranthaceae	0.975	1.0	0.95	0	0	0		2	0	data_limited	structural_only
wfo:wfo-0000516563-2025-12	Achyropsis filifolia	wfo:wfo-4000000264-2025-12	Achyropsis	wfo:wfo-7000000017-2025-12	Amaranthaceae	1.0	1.0	1.0	0	0	0		1	0	data_limited	data_limited_unknown
