n,trial,observable,value,seed
100,29,centered_trace_moment_6,79.98000000000008,20260515
100,29,trace_moment_8_per_vertex,3216.2000000000007,20260515
100,29,centered_trace_moment_8,1124.2000000000007,20260515
100,29,spectral_radius_nontrivial,3.4445602005116545,20260515
200,0,top_nontrivial_1,3.4238552229237498,20260515
200,0,top_nontrivial_2,3.342414729716031,20260515
200,0,top_nontrivial_3,3.325438290104969,20260515
200,0,top_nontrivial_4,3.306813030517125,20260515
200,0,top_nontrivial_5,3.2473682924207186,20260515
200,0,window_neg_edge,0.21,20260515
200,0,window_neg_mid,0.29,20260515
200,0,window_pos_mid,0.285,20260515
200,0,window_pos_edge,0.215,20260515
200,0,trace_moment_2_per_vertex,4.090000000000001,20260515
200,0,centered_trace_moment_2,0.09000000000000075,20260515
200,0,trace_moment_4_per_vertex,29.570000000000004,20260515
200,0,centered_trace_moment_4,1.5700000000000038,20260515
200,0,trace_moment_6_per_vertex,256.54,20260515
200,0,centered_trace_moment_6,24.54000000000002,20260515
200,0,trace_moment_8_per_vertex,2470.0499999999993,20260515
200,0,centered_trace_moment_8,378.0499999999993,20260515
200,0,spectral_radius_nontrivial,3.4238552229237498,20260515
200,1,top_nontrivial_1,3.487441242227816,20260515
200,1,top_nontrivial_2,3.386518915715695,20260515
200,1,top_nontrivial_3,3.3291966011159295,20260515
200,1,top_nontrivial_4,3.3248404482741263,20260515
200,1,top_nontrivial_5,3.2399455940624913,20260515
200,1,window_neg_edge,0.215,20260515
200,1,window_neg_mid,0.28,20260515
200,1,window_pos_mid,0.28,20260515
200,1,window_pos_edge,0.225,20260515
200,1,trace_moment_2_per_vertex,4.080000000000001,20260515
200,1,centered_trace_moment_2,0.08000000000000096,20260515
200,1,trace_moment_4_per_vertex,29.440000000000023,20260515
200,1,centered_trace_moment_4,1.4400000000000226,20260515
200,1,trace_moment_6_per_vertex,255.6300000000004,20260515
200,1,centered_trace_moment_6,23.630000000000393,20260515
200,1,trace_moment_8_per_vertex,2468.7200000000057,20260515
200,1,centered_trace_moment_8,376.7200000000057,20260515
200,1,spectral_radius_nontrivial,3.487441242227816,20260515
200,2,top_nontrivial_1,3.4187536852694915,20260515
200,2,top_nontrivial_2,3.3365618807490307,20260515
200,2,top_nontrivial_3,3.3013737422528173,20260515
200,2,top_nontrivial_4,3.2441752080114092,20260515
200,2,top_nontrivial_5,3.2278948790231836,20260515
200,2,window_neg_edge,0.215,20260515
200,2,window_neg_mid,0.28,20260515
200,2,window_pos_mid,0.275,20260515
200,2,window_pos_edge,0.23,20260515
200,2,trace_moment_2_per_vertex,4.03,20260515
200,2,centered_trace_moment_2,0.03000000000000025,20260515
200,2,trace_moment_4_per_vertex,28.59000000000001,20260515
200,2,centered_trace_moment_4,0.5900000000000105,20260515
200,2,trace_moment_6_per_vertex,243.82000000000014,20260515
200,2,centered_trace_moment_6,11.820000000000135,20260515
200,2,trace_moment_8_per_vertex,2315.5500000000025,20260515
200,2,centered_trace_moment_8,223.55000000000246,20260515
200,2,spectral_radius_nontrivial,3.4187536852694915,20260515
200,3,top_nontrivial_1,3.398359221536276,20260515
200,3,top_nontrivial_2,3.370840192091585,20260515
200,3,top_nontrivial_3,3.329001363627749,20260515
200,3,top_nontrivial_4,3.2712882748659675,20260515
200,3,top_nontrivial_5,3.258624049862817,20260515
200,3,window_neg_edge,0.22,20260515
200,3,window_neg_mid,0.285,20260515
200,3,window_pos_mid,0.275,20260515
200,3,window_pos_edge,0.22,20260515
200,3,trace_moment_2_per_vertex,4.08,20260515
200,3,centered_trace_moment_2,0.08000000000000007,20260515
200,3,trace_moment_4_per_vertex,29.39999999999999,20260515
200,3,centered_trace_moment_4,1.3999999999999915,20260515
200,3,trace_moment_6_per_vertex,253.4999999999999,20260515
200,3,centered_trace_moment_6,21.499999999999886,20260515
200,3,trace_moment_8_per_vertex,2424.599999999998,20260515
200,3,centered_trace_moment_8,332.5999999999981,20260515
200,3,spectral_radius_nontrivial,3.398359221536276,20260515
200,4,top_nontrivial_1,3.5053284537391955,20260515
200,4,top_nontrivial_2,3.3589404931939995,20260515
200,4,top_nontrivial_3,3.31239245974409,20260515
200,4,top_nontrivial_4,3.230495769213558,20260515
200,4,top_nontrivial_5,3.1993506822073545,20260515
200,4,window_neg_edge,0.215,20260515
200,4,window_neg_mid,0.28,20260515
200,4,window_pos_mid,0.29,20260515
200,4,window_pos_edge,0.215,20260515
200,4,trace_moment_2_per_vertex,4.05,20260515
200,4,centered_trace_moment_2,0.04999999999999982,20260515
200,4,trace_moment_4_per_vertex,28.84999999999999,20260515
200,4,centered_trace_moment_4,0.8499999999999908,20260515
200,4,trace_moment_6_per_vertex,246.7799999999999,20260515
200,4,centered_trace_moment_6,14.779999999999887,20260515
200,4,trace_moment_8_per_vertex,2347.969999999998,20260515
200,4,centered_trace_moment_8,255.96999999999798,20260515
200,4,spectral_radius_nontrivial,3.5053284537391955,20260515
200,5,top_nontrivial_1,3.4514563245275864,20260515
200,5,top_nontrivial_2,3.3467239117095713,20260515
200,5,top_nontrivial_3,3.326430569969186,20260515
200,5,top_nontrivial_4,3.297779795956792,20260515
200,5,top_nontrivial_5,3.2578919331940828,20260515
200,5,window_neg_edge,0.215,20260515
200,5,window_neg_mid,0.275,20260515
200,5,window_pos_mid,0.295,20260515
200,5,window_pos_edge,0.215,20260515
200,5,trace_moment_2_per_vertex,4.06,20260515
200,5,centered_trace_moment_2,0.05999999999999961,20260515
200,5,trace_moment_4_per_vertex,29.26,20260515
200,5,centered_trace_moment_4,1.2600000000000016,20260515
200,5,trace_moment_6_per_vertex,252.9699999999999,20260515
200,5,centered_trace_moment_6,20.969999999999914,20260515
200,5,trace_moment_8_per_vertex,2427.8999999999974,20260515
200,5,centered_trace_moment_8,335.89999999999736,20260515
200,5,spectral_radius_nontrivial,3.4514563245275864,20260515
200,6,top_nontrivial_1,3.3878635728562956,20260515
200,6,top_nontrivial_2,3.3483296285580963,20260515
200,6,top_nontrivial_3,3.3057362409649893,20260515
200,6,top_nontrivial_4,3.2871529978429126,20260515
200,6,top_nontrivial_5,3.2614597821697817,20260515
200,6,window_neg_edge,0.215,20260515
200,6,window_neg_mid,0.285,20260515
200,6,window_pos_mid,0.27,20260515
200,6,window_pos_edge,0.23,20260515
200,6,trace_moment_2_per_vertex,4.069999999999999,20260515
200,6,centered_trace_moment_2,0.0699999999999994,20260515
200,6,trace_moment_4_per_vertex,29.229999999999986,20260515
200,6,centered_trace_moment_4,1.2299999999999862,20260515
200,6,trace_moment_6_per_vertex,251.86999999999978,20260515
200,6,centered_trace_moment_6,19.869999999999777,20260515
200,6,trace_moment_8_per_vertex,2412.2699999999963,20260515
200,6,centered_trace_moment_8,320.26999999999634,20260515
200,6,spectral_radius_nontrivial,3.3878635728562956,20260515
200,7,top_nontrivial_1,3.499212469006394,20260515
200,7,top_nontrivial_2,3.395501167707031,20260515
200,7,top_nontrivial_3,3.367899583231769,20260515
200,7,top_nontrivial_4,3.3274938368720393,20260515
200,7,top_nontrivial_5,3.30168192651994,20260515
200,7,window_neg_edge,0.21,20260515
200,7,window_neg_mid,0.285,20260515
200,7,window_pos_mid,0.28,20260515
200,7,window_pos_edge,0.225,20260515
200,7,trace_moment_2_per_vertex,4.08,20260515
200,7,centered_trace_moment_2,0.08000000000000007,20260515
200,7,trace_moment_4_per_vertex,29.519999999999992,20260515
200,7,centered_trace_moment_4,1.5199999999999925,20260515
200,7,trace_moment_6_per_vertex,256.73999999999995,20260515
200,7,centered_trace_moment_6,24.739999999999952,20260515
200,7,trace_moment_8_per_vertex,2484.1600000000008,20260515
200,7,centered_trace_moment_8,392.16000000000076,20260515
200,7,spectral_radius_nontrivial,3.499212469006394,20260515
200,8,top_nontrivial_1,3.4549026093470108,20260515
200,8,top_nontrivial_2,3.328988738979503,20260515
200,8,top_nontrivial_3,3.3138964688734847,20260515
200,8,top_nontrivial_4,3.2708483496058904,20260515
200,8,top_nontrivial_5,3.236343912416925,20260515
200,8,window_neg_edge,0.22,20260515
200,8,window_neg_mid,0.275,20260515
200,8,window_pos_mid,0.28,20260515
200,8,window_pos_edge,0.225,20260515
200,8,trace_moment_2_per_vertex,4.09,20260515
200,8,centered_trace_moment_2,0.08999999999999986,20260515
200,8,trace_moment_4_per_vertex,29.44999999999998,20260515
200,8,centered_trace_moment_4,1.4499999999999815,20260515
200,8,trace_moment_6_per_vertex,254.31999999999974,20260515
200,8,centered_trace_moment_6,22.319999999999737,20260515
200,8,trace_moment_8_per_vertex,2440.0099999999966,20260515
200,8,centered_trace_moment_8,348.0099999999966,20260515
200,8,spectral_radius_nontrivial,3.4549026093470108,20260515
200,9,top_nontrivial_1,3.380809983035854,20260515
200,9,top_nontrivial_2,3.3329494152294177,20260515
200,9,top_nontrivial_3,3.2976086898878596,20260515
200,9,top_nontrivial_4,3.2393992719847047,20260515
200,9,top_nontrivial_5,3.223897967036738,20260515
200,9,window_neg_edge,0.21,20260515
200,9,window_neg_mid,0.29,20260515
200,9,window_pos_mid,0.28,20260515
200,9,window_pos_edge,0.22,20260515
200,9,trace_moment_2_per_vertex,4.029999999999999,20260515
200,9,centered_trace_moment_2,0.02999999999999936,20260515
200,9,trace_moment_4_per_vertex,28.82999999999998,20260515
200,9,centered_trace_moment_4,0.8299999999999805,20260515
200,9,trace_moment_6_per_vertex,247.83999999999978,20260515
200,9,centered_trace_moment_6,15.839999999999776,20260515
200,9,trace_moment_8_per_vertex,2367.1499999999974,20260515
200,9,centered_trace_moment_8,275.14999999999736,20260515
200,9,spectral_radius_nontrivial,3.380809983035854,20260515
200,10,top_nontrivial_1,3.4542743012497557,20260515
200,10,top_nontrivial_2,3.3635716336919237,20260515
200,10,top_nontrivial_3,3.319172991248653,20260515
200,10,top_nontrivial_4,3.2796314567510603,20260515
200,10,top_nontrivial_5,3.2639598398012923,20260515
200,10,window_neg_edge,0.21,20260515
200,10,window_neg_mid,0.29,20260515
200,10,window_pos_mid,0.295,20260515
200,10,window_pos_edge,0.205,20260515
200,10,trace_moment_2_per_vertex,4.020000000000001,20260515
200,10,centered_trace_moment_2,0.02000000000000135,20260515
200,10,trace_moment_4_per_vertex,28.980000000000008,20260515
200,10,centered_trace_moment_4,0.9800000000000075,20260515
200,10,trace_moment_6_per_vertex,253.2300000000001,20260515
200,10,centered_trace_moment_6,21.230000000000103,20260515
200,10,trace_moment_8_per_vertex,2468.2600000000007,20260515
200,10,centered_trace_moment_8,376.2600000000007,20260515
200,10,spectral_radius_nontrivial,3.4542743012497557,20260515
200,11,top_nontrivial_1,3.4436951059871546,20260515
200,11,top_nontrivial_2,3.3903550274504175,20260515
200,11,top_nontrivial_3,3.351656464794012,20260515
200,11,top_nontrivial_4,3.302736871660032,20260515
200,11,top_nontrivial_5,3.2698172671651444,20260515
200,11,window_neg_edge,0.22,20260515
200,11,window_neg_mid,0.28,20260515
200,11,window_pos_mid,0.275,20260515
200,11,window_pos_edge,0.225,20260515
200,11,trace_moment_2_per_vertex,4.119999999999999,20260515
200,11,centered_trace_moment_2,0.11999999999999922,20260515
200,11,trace_moment_4_per_vertex,30.039999999999996,20260515
200,11,centered_trace_moment_4,2.0399999999999956,20260515
200,11,trace_moment_6_per_vertex,262.9599999999999,20260515
200,11,centered_trace_moment_6,30.959999999999923,20260515
200,11,trace_moment_8_per_vertex,2553.6399999999994,20260515
200,11,centered_trace_moment_8,461.6399999999994,20260515
200,11,spectral_radius_nontrivial,3.4436951059871546,20260515
200,12,top_nontrivial_1,3.435688523097715,20260515
200,12,top_nontrivial_2,3.391586027516056,20260515
200,12,top_nontrivial_3,3.3643950375871197,20260515
200,12,top_nontrivial_4,3.2901407749005225,20260515
200,12,top_nontrivial_5,3.2654056824357416,20260515
200,12,window_neg_edge,0.215,20260515
200,12,window_neg_mid,0.28,20260515
200,12,window_pos_mid,0.285,20260515
200,12,window_pos_edge,0.22,20260515
200,12,trace_moment_2_per_vertex,4.08,20260515
200,12,centered_trace_moment_2,0.08000000000000007,20260515
200,12,trace_moment_4_per_vertex,29.52,20260515
200,12,centered_trace_moment_4,1.5199999999999996,20260515
200,12,trace_moment_6_per_vertex,257.37000000000006,20260515
200,12,centered_trace_moment_6,25.37000000000006,20260515
200,12,trace_moment_8_per_vertex,2495.3600000000006,20260515
200,12,centered_trace_moment_8,403.3600000000006,20260515
200,12,spectral_radius_nontrivial,3.435688523097715,20260515
200,13,top_nontrivial_1,3.4714570588679954,20260515
200,13,top_nontrivial_2,3.4058311945679343,20260515
200,13,top_nontrivial_3,3.3429989096758645,20260515
200,13,top_nontrivial_4,3.296164991838343,20260515
200,13,top_nontrivial_5,3.22830085191192,20260515
200,13,window_neg_edge,0.215,20260515
200,13,window_neg_mid,0.29,20260515
200,13,window_pos_mid,0.28,20260515
200,13,window_pos_edge,0.215,20260515
200,13,trace_moment_2_per_vertex,4.050000000000001,20260515
200,13,centered_trace_moment_2,0.05000000000000071,20260515
200,13,trace_moment_4_per_vertex,29.17000000000002,20260515
200,13,centered_trace_moment_4,1.1700000000000195,20260515
200,13,trace_moment_6_per_vertex,252.51000000000025,20260515
200,13,centered_trace_moment_6,20.510000000000247,20260515
200,13,trace_moment_8_per_vertex,2431.170000000003,20260515
200,13,centered_trace_moment_8,339.1700000000028,20260515
200,13,spectral_radius_nontrivial,3.4714570588679954,20260515
200,14,top_nontrivial_1,3.432371817769143,20260515
200,14,top_nontrivial_2,3.3857798017067426,20260515
200,14,top_nontrivial_3,3.3388184770048444,20260515
200,14,top_nontrivial_4,3.3069409931579323,20260515
200,14,top_nontrivial_5,3.2551318776982026,20260515
200,14,window_neg_edge,0.21,20260515
200,14,window_neg_mid,0.29,20260515
200,14,window_pos_mid,0.275,20260515
200,14,window_pos_edge,0.225,20260515
200,14,trace_moment_2_per_vertex,4.04,20260515
200,14,centered_trace_moment_2,0.040000000000000036,20260515
200,14,trace_moment_4_per_vertex,29.12,20260515
200,14,centered_trace_moment_4,1.120000000000001,20260515
200,14,trace_moment_6_per_vertex,253.18999999999994,20260515
200,14,centered_trace_moment_6,21.18999999999994,20260515
200,14,trace_moment_8_per_vertex,2448.559999999998,20260515
200,14,centered_trace_moment_8,356.5599999999981,20260515
200,14,spectral_radius_nontrivial,3.432371817769143,20260515
200,15,top_nontrivial_1,3.4357890830621285,20260515
200,15,top_nontrivial_2,3.3910105470946346,20260515
200,15,top_nontrivial_3,3.336861869385092,20260515
200,15,top_nontrivial_4,3.2909950300057194,20260515
200,15,top_nontrivial_5,3.2380796241664043,20260515
200,15,window_neg_edge,0.215,20260515
200,15,window_neg_mid,0.28,20260515
200,15,window_pos_mid,0.285,20260515
200,15,window_pos_edge,0.22,20260515
200,15,trace_moment_2_per_vertex,4.069999999999999,20260515
200,15,centered_trace_moment_2,0.0699999999999994,20260515
200,15,trace_moment_4_per_vertex,29.109999999999992,20260515
200,15,centered_trace_moment_4,1.1099999999999923,20260515
200,15,trace_moment_6_per_vertex,250.27999999999986,20260515
200,15,centered_trace_moment_6,18.27999999999986,20260515
200,15,trace_moment_8_per_vertex,2391.7499999999977,20260515
200,15,centered_trace_moment_8,299.7499999999977,20260515
200,15,spectral_radius_nontrivial,3.4357890830621285,20260515
200,16,top_nontrivial_1,3.4262041866534827,20260515
200,16,top_nontrivial_2,3.3739638758041144,20260515
200,16,top_nontrivial_3,3.359423026552772,20260515
200,16,top_nontrivial_4,3.2879935986241082,20260515
200,16,top_nontrivial_5,3.260376907161193,20260515
200,16,window_neg_edge,0.21,20260515
200,16,window_neg_mid,0.285,20260515
200,16,window_pos_mid,0.29,20260515
200,16,window_pos_edge,0.215,20260515
200,16,trace_moment_2_per_vertex,4.06,20260515
200,16,centered_trace_moment_2,0.05999999999999961,20260515
200,16,trace_moment_4_per_vertex,29.299999999999997,20260515
200,16,centered_trace_moment_4,1.2999999999999972,20260515
200,16,trace_moment_6_per_vertex,254.44,20260515
200,16,centered_trace_moment_6,22.439999999999998,20260515
200,16,trace_moment_8_per_vertex,2453.2200000000003,20260515
200,16,centered_trace_moment_8,361.22000000000025,20260515
200,16,spectral_radius_nontrivial,3.4262041866534827,20260515
200,17,top_nontrivial_1,3.424108591201304,20260515
200,17,top_nontrivial_2,3.3694304226620746,20260515
200,17,top_nontrivial_3,3.3430650666202677,20260515
200,17,top_nontrivial_4,3.2644147836169446,20260515
200,17,top_nontrivial_5,3.2468682249650263,20260515
200,17,window_neg_edge,0.215,20260515
200,17,window_neg_mid,0.285,20260515
200,17,window_pos_mid,0.285,20260515
200,17,window_pos_edge,0.215,20260515
200,17,trace_moment_2_per_vertex,4.040000000000001,20260515
200,17,centered_trace_moment_2,0.040000000000000924,20260515
200,17,trace_moment_4_per_vertex,29.000000000000004,20260515
200,17,centered_trace_moment_4,1.0000000000000036,20260515
200,17,trace_moment_6_per_vertex,251.00000000000003,20260515
200,17,centered_trace_moment_6,19.00000000000003,20260515
200,17,trace_moment_8_per_vertex,2417.5599999999995,20260515
200,17,centered_trace_moment_8,325.5599999999995,20260515
200,17,spectral_radius_nontrivial,3.424108591201304,20260515
200,18,top_nontrivial_1,3.3903441854525833,20260515
200,18,top_nontrivial_2,3.382865095016109,20260515
200,18,top_nontrivial_3,3.339508183575129,20260515
200,18,top_nontrivial_4,3.287412787008237,20260515
200,18,top_nontrivial_5,3.2811178490323876,20260515
200,18,window_neg_edge,0.215,20260515
200,18,window_neg_mid,0.295,20260515
200,18,window_pos_mid,0.27,20260515
200,18,window_pos_edge,0.22,20260515
200,18,trace_moment_2_per_vertex,4.06,20260515
200,18,centered_trace_moment_2,0.05999999999999961,20260515
200,18,trace_moment_4_per_vertex,29.220000000000006,20260515
200,18,centered_trace_moment_4,1.220000000000006,20260515
200,18,trace_moment_6_per_vertex,253.24000000000007,20260515
200,18,centered_trace_moment_6,21.240000000000066,20260515
200,18,trace_moment_8_per_vertex,2439.1400000000012,20260515
200,18,centered_trace_moment_8,347.14000000000124,20260515
200,18,spectral_radius_nontrivial,3.3903441854525833,20260515
200,19,top_nontrivial_1,3.4094330565785866,20260515
200,19,top_nontrivial_2,3.378628079080659,20260515
200,19,top_nontrivial_3,3.33389971828054,20260515
200,19,top_nontrivial_4,3.316120535515111,20260515
200,19,top_nontrivial_5,3.2751823656635626,20260515
200,19,window_neg_edge,0.22,20260515
200,19,window_neg_mid,0.28,20260515
200,19,window_pos_mid,0.28,20260515
200,19,window_pos_edge,0.22,20260515
200,19,trace_moment_2_per_vertex,4.129999999999999,20260515
200,19,centered_trace_moment_2,0.129999999999999,20260515
200,19,trace_moment_4_per_vertex,29.96999999999999,20260515
200,19,centered_trace_moment_4,1.9699999999999918,20260515
200,19,trace_moment_6_per_vertex,261.1399999999998,20260515
200,19,centered_trace_moment_6,29.139999999999816,20260515
200,19,trace_moment_8_per_vertex,2525.089999999997,20260515
200,19,centered_trace_moment_8,433.08999999999696,20260515
200,19,spectral_radius_nontrivial,3.4094330565785866,20260515
200,20,top_nontrivial_1,3.4365787624369415,20260515
200,20,top_nontrivial_2,3.382306268667624,20260515
200,20,top_nontrivial_3,3.323928304634051,20260515
200,20,top_nontrivial_4,3.288028010936871,20260515
200,20,top_nontrivial_5,3.214885524359266,20260515
200,20,window_neg_edge,0.22,20260515
200,20,window_neg_mid,0.275,20260515
200,20,window_pos_mid,0.285,20260515
200,20,window_pos_edge,0.22,20260515
200,20,trace_moment_2_per_vertex,4.02,20260515
200,20,centered_trace_moment_2,0.019999999999999574,20260515
200,20,trace_moment_4_per_vertex,28.73999999999999,20260515
200,20,centered_trace_moment_4,0.7399999999999913,20260515
200,20,trace_moment_6_per_vertex,247.22999999999985,20260515
200,20,centered_trace_moment_6,15.229999999999848,20260515
200,20,trace_moment_8_per_vertex,2368.5799999999977,20260515
200,20,centered_trace_moment_8,276.57999999999765,20260515
200,20,spectral_radius_nontrivial,3.4365787624369415,20260515
200,21,top_nontrivial_1,3.489272817079236,20260515
200,21,top_nontrivial_2,3.3970414006813283,20260515
200,21,top_nontrivial_3,3.3240727159684105,20260515
200,21,top_nontrivial_4,3.306109125245122,20260515
200,21,top_nontrivial_5,3.2923554910747908,20260515
200,21,window_neg_edge,0.215,20260515
200,21,window_neg_mid,0.29,20260515
200,21,window_pos_mid,0.275,20260515
200,21,window_pos_edge,0.22,20260515
200,21,trace_moment_2_per_vertex,4.09,20260515
200,21,centered_trace_moment_2,0.08999999999999986,20260515
200,21,trace_moment_4_per_vertex,29.570000000000004,20260515
200,21,centered_trace_moment_4,1.5700000000000038,20260515
200,21,trace_moment_6_per_vertex,257.11000000000007,20260515
200,21,centered_trace_moment_6,25.11000000000007,20260515
200,21,trace_moment_8_per_vertex,2487.7300000000014,20260515
200,21,centered_trace_moment_8,395.7300000000014,20260515
200,21,spectral_radius_nontrivial,3.489272817079236,20260515
200,22,top_nontrivial_1,3.4738894197725023,20260515
200,22,top_nontrivial_2,3.4299833343534822,20260515
200,22,top_nontrivial_3,3.3280052101554007,20260515
200,22,top_nontrivial_4,3.3093024919074865,20260515
200,22,top_nontrivial_5,3.243444938345585,20260515
200,22,window_neg_edge,0.215,20260515
200,22,window_neg_mid,0.28,20260515
200,22,window_pos_mid,0.29,20260515
200,22,window_pos_edge,0.215,20260515
200,22,trace_moment_2_per_vertex,4.08,20260515
200,22,centered_trace_moment_2,0.08000000000000007,20260515
200,22,trace_moment_4_per_vertex,29.2,20260515
200,22,centered_trace_moment_4,1.1999999999999993,20260515
200,22,trace_moment_6_per_vertex,252.20999999999992,20260515
200,22,centered_trace_moment_6,20.209999999999923,20260515
200,22,trace_moment_8_per_vertex,2427.5999999999995,20260515
200,22,centered_trace_moment_8,335.59999999999945,20260515
200,22,spectral_radius_nontrivial,3.4738894197725023,20260515
200,23,top_nontrivial_1,3.4083399701719195,20260515
200,23,top_nontrivial_2,3.391912770578601,20260515
200,23,top_nontrivial_3,3.3267160931386512,20260515
200,23,top_nontrivial_4,3.3025277291757,20260515
200,23,top_nontrivial_5,3.2627734765917915,20260515
200,23,window_neg_edge,0.22,20260515
200,23,window_neg_mid,0.28,20260515
200,23,window_pos_mid,0.275,20260515
200,23,window_pos_edge,0.225,20260515
200,23,trace_moment_2_per_vertex,4.1,20260515
200,23,centered_trace_moment_2,0.09999999999999964,20260515
200,23,trace_moment_4_per_vertex,29.699999999999996,20260515
200,23,centered_trace_moment_4,1.6999999999999957,20260515
200,23,trace_moment_6_per_vertex,259.24999999999994,20260515
200,23,centered_trace_moment_6,27.249999999999943,20260515
200,23,trace_moment_8_per_vertex,2516.7399999999984,20260515
200,23,centered_trace_moment_8,424.7399999999984,20260515
200,23,spectral_radius_nontrivial,3.4083399701719195,20260515
200,24,top_nontrivial_1,3.466077396697145,20260515
200,24,top_nontrivial_2,3.4372500463998423,20260515
200,24,top_nontrivial_3,3.404666003797387,20260515
200,24,top_nontrivial_4,3.360224943011566,20260515
200,24,top_nontrivial_5,3.287928730146266,20260515
200,24,window_neg_edge,0.215,20260515
200,24,window_neg_mid,0.28,20260515
200,24,window_pos_mid,0.285,20260515
200,24,window_pos_edge,0.22,20260515
200,24,trace_moment_2_per_vertex,4.120000000000001,20260515
200,24,centered_trace_moment_2,0.120000000000001,20260515
200,24,trace_moment_4_per_vertex,30.120000000000022,20260515
200,24,centered_trace_moment_4,2.1200000000000223,20260515
200,24,trace_moment_6_per_vertex,265.0900000000003,20260515
200,24,centered_trace_moment_6,33.090000000000316,20260515
200,24,trace_moment_8_per_vertex,2591.240000000004,20260515
200,24,centered_trace_moment_8,499.2400000000039,20260515
200,24,spectral_radius_nontrivial,3.466077396697145,20260515
200,25,top_nontrivial_1,3.374656985284371,20260515
200,25,top_nontrivial_2,3.350630884576915,20260515
200,25,top_nontrivial_3,3.3174938831699072,20260515
200,25,top_nontrivial_4,3.2836599101478927,20260515
200,25,top_nontrivial_5,3.2731831127548725,20260515
200,25,window_neg_edge,0.21,20260515
200,25,window_neg_mid,0.285,20260515
200,25,window_pos_mid,0.28,20260515
200,25,window_pos_edge,0.225,20260515
200,25,trace_moment_2_per_vertex,4.08,20260515
200,25,centered_trace_moment_2,0.08000000000000007,20260515
200,25,trace_moment_4_per_vertex,29.23999999999999,20260515
200,25,centered_trace_moment_4,1.2399999999999913,20260515
200,25,trace_moment_6_per_vertex,251.78999999999988,20260515
200,25,centered_trace_moment_6,19.78999999999988,20260515
200,25,trace_moment_8_per_vertex,2408.999999999998,20260515
200,25,centered_trace_moment_8,316.9999999999982,20260515
200,25,spectral_radius_nontrivial,3.374656985284371,20260515
200,26,top_nontrivial_1,3.4202749400544388,20260515
200,26,top_nontrivial_2,3.335627425257984,20260515
200,26,top_nontrivial_3,3.306360034070614,20260515
200,26,top_nontrivial_4,3.258390155626527,20260515
200,26,top_nontrivial_5,3.2248018949965473,20260515
200,26,window_neg_edge,0.21,20260515
200,26,window_neg_mid,0.29,20260515
200,26,window_pos_mid,0.28,20260515
200,26,window_pos_edge,0.22,20260515
200,26,trace_moment_2_per_vertex,4.1,20260515
200,26,centered_trace_moment_2,0.09999999999999964,20260515
200,26,trace_moment_4_per_vertex,29.61999999999999,20260515
200,26,centered_trace_moment_4,1.6199999999999903,20260515
200,26,trace_moment_6_per_vertex,256.99999999999983,20260515
200,26,centered_trace_moment_6,24.99999999999983,20260515
200,26,trace_moment_8_per_vertex,2473.539999999999,20260515
200,26,centered_trace_moment_8,381.53999999999905,20260515
200,26,spectral_radius_nontrivial,3.4202749400544388,20260515
200,27,top_nontrivial_1,3.4338224298169733,20260515
200,27,top_nontrivial_2,3.3865611221363716,20260515
200,27,top_nontrivial_3,3.3639672351802634,20260515
200,27,top_nontrivial_4,3.342556403329379,20260515
200,27,top_nontrivial_5,3.3130962229442886,20260515
200,27,window_neg_edge,0.21,20260515
200,27,window_neg_mid,0.285,20260515
200,27,window_pos_mid,0.27,20260515
200,27,window_pos_edge,0.235,20260515
200,27,trace_moment_2_per_vertex,4.14,20260515
200,27,centered_trace_moment_2,0.13999999999999968,20260515
200,27,trace_moment_4_per_vertex,30.13999999999999,20260515
200,27,centered_trace_moment_4,2.13999999999999,20260515
200,27,trace_moment_6_per_vertex,262.8599999999999,20260515
200,27,centered_trace_moment_6,30.8599999999999,20260515
200,27,trace_moment_8_per_vertex,2541.099999999998,20260515
200,27,centered_trace_moment_8,449.0999999999981,20260515
200,27,spectral_radius_nontrivial,3.4338224298169733,20260515
200,28,top_nontrivial_1,3.4285055140449563,20260515
200,28,top_nontrivial_2,3.377978953981949,20260515
200,28,top_nontrivial_3,3.332581134825053,20260515
200,28,top_nontrivial_4,3.302250435309128,20260515
200,28,top_nontrivial_5,3.236609810733405,20260515
200,28,window_neg_edge,0.21,20260515
200,28,window_neg_mid,0.29,20260515
200,28,window_pos_mid,0.27,20260515
200,28,window_pos_edge,0.23,20260515
200,28,trace_moment_2_per_vertex,4.059999999999999,20260515
200,28,centered_trace_moment_2,0.05999999999999872,20260515
200,28,trace_moment_4_per_vertex,29.019999999999992,20260515
200,28,centered_trace_moment_4,1.0199999999999925,20260515
200,28,trace_moment_6_per_vertex,249.51999999999987,20260515
200,28,centered_trace_moment_6,17.519999999999868,20260515
200,28,trace_moment_8_per_vertex,2388.139999999998,20260515
200,28,centered_trace_moment_8,296.13999999999805,20260515
200,28,spectral_radius_nontrivial,3.4285055140449563,20260515
200,29,top_nontrivial_1,3.384721213295796,20260515
200,29,top_nontrivial_2,3.338678188741787,20260515
200,29,top_nontrivial_3,3.3352429486536375,20260515
200,29,top_nontrivial_4,3.294840857523025,20260515
200,29,top_nontrivial_5,3.257249644636729,20260515
200,29,window_neg_edge,0.21,20260515
200,29,window_neg_mid,0.29,20260515
200,29,window_pos_mid,0.285,20260515
200,29,window_pos_edge,0.215,20260515
200,29,trace_moment_2_per_vertex,4.02,20260515
