n,sample,family,word_count,words,fixed_common,normalized_common,seed
50,1610,identity_control,1,1,50,50.0,20260515
50,1610,cancel_control,1,aA,50,50.0,20260515
50,1610,single_a,1,a,0,0.0,20260515
50,1610,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
50,1610,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
50,1610,duplicate_pair_a_a,2,a a,0,0.0,20260515
50,1610,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1610,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1610,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1610,commutator_single,1,abAB,1,1.0,20260515
50,1610,mixed_identity_a,2,1 a,0,0.0,20260515
50,1610,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1610,independent_four,4,a b c d,0,0.0,20260515
50,1610,cyclic_four,4,a aa aaa aaaa,0,0.0,20260515
50,1610,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1610,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1610,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,0,0.0,20260515
50,1611,identity_control,1,1,50,50.0,20260515
50,1611,cancel_control,1,aA,50,50.0,20260515
50,1611,single_a,1,a,0,0.0,20260515
50,1611,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
50,1611,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
50,1611,duplicate_pair_a_a,2,a a,0,0.0,20260515
50,1611,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1611,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1611,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1611,commutator_single,1,abAB,1,1.0,20260515
50,1611,mixed_identity_a,2,1 a,0,0.0,20260515
50,1611,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1611,independent_four,4,a b c d,0,0.0,20260515
50,1611,cyclic_four,4,a aa aaa aaaa,0,0.0,20260515
50,1611,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1611,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1611,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,0,0.0,20260515
50,1612,identity_control,1,1,50,50.0,20260515
50,1612,cancel_control,1,aA,50,50.0,20260515
50,1612,single_a,1,a,1,1.0,20260515
50,1612,cyclic_pair_a_a2,2,a aa,1,1.0,20260515
50,1612,cyclic_triple_a_a2_a3,3,a aa aaa,1,1.0,20260515
50,1612,duplicate_pair_a_a,2,a a,1,1.0,20260515
50,1612,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1612,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1612,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1612,commutator_single,1,abAB,1,1.0,20260515
50,1612,mixed_identity_a,2,1 a,1,1.0,20260515
50,1612,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1612,independent_four,4,a b c d,0,0.0,20260515
50,1612,cyclic_four,4,a aa aaa aaaa,1,1.0,20260515
50,1612,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1612,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1612,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,1,1.0,20260515
50,1613,identity_control,1,1,50,50.0,20260515
50,1613,cancel_control,1,aA,50,50.0,20260515
50,1613,single_a,1,a,0,0.0,20260515
50,1613,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
50,1613,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
50,1613,duplicate_pair_a_a,2,a a,0,0.0,20260515
50,1613,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1613,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1613,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1613,commutator_single,1,abAB,1,1.0,20260515
50,1613,mixed_identity_a,2,1 a,0,0.0,20260515
50,1613,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1613,independent_four,4,a b c d,0,0.0,20260515
50,1613,cyclic_four,4,a aa aaa aaaa,0,0.0,20260515
50,1613,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1613,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1613,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,0,0.0,20260515
50,1614,identity_control,1,1,50,50.0,20260515
50,1614,cancel_control,1,aA,50,50.0,20260515
50,1614,single_a,1,a,0,0.0,20260515
50,1614,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
50,1614,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
50,1614,duplicate_pair_a_a,2,a a,0,0.0,20260515
50,1614,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1614,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1614,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1614,commutator_single,1,abAB,1,1.0,20260515
50,1614,mixed_identity_a,2,1 a,0,0.0,20260515
50,1614,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1614,independent_four,4,a b c d,0,0.0,20260515
50,1614,cyclic_four,4,a aa aaa aaaa,0,0.0,20260515
50,1614,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1614,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1614,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,0,0.0,20260515
50,1615,identity_control,1,1,50,50.0,20260515
50,1615,cancel_control,1,aA,50,50.0,20260515
50,1615,single_a,1,a,2,2.0,20260515
50,1615,cyclic_pair_a_a2,2,a aa,2,2.0,20260515
50,1615,cyclic_triple_a_a2_a3,3,a aa aaa,2,2.0,20260515
50,1615,duplicate_pair_a_a,2,a a,2,2.0,20260515
50,1615,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1615,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1615,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1615,commutator_single,1,abAB,1,1.0,20260515
50,1615,mixed_identity_a,2,1 a,2,2.0,20260515
50,1615,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1615,independent_four,4,a b c d,0,0.0,20260515
50,1615,cyclic_four,4,a aa aaa aaaa,2,2.0,20260515
50,1615,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1615,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1615,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,2,2.0,20260515
50,1616,identity_control,1,1,50,50.0,20260515
50,1616,cancel_control,1,aA,50,50.0,20260515
50,1616,single_a,1,a,2,2.0,20260515
50,1616,cyclic_pair_a_a2,2,a aa,2,2.0,20260515
50,1616,cyclic_triple_a_a2_a3,3,a aa aaa,2,2.0,20260515
50,1616,duplicate_pair_a_a,2,a a,2,2.0,20260515
50,1616,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1616,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1616,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1616,commutator_single,1,abAB,0,0.0,20260515
50,1616,mixed_identity_a,2,1 a,2,2.0,20260515
50,1616,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1616,independent_four,4,a b c d,0,0.0,20260515
50,1616,cyclic_four,4,a aa aaa aaaa,2,2.0,20260515
50,1616,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1616,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1616,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,2,2.0,20260515
50,1617,identity_control,1,1,50,50.0,20260515
50,1617,cancel_control,1,aA,50,50.0,20260515
50,1617,single_a,1,a,3,3.0,20260515
50,1617,cyclic_pair_a_a2,2,a aa,3,3.0,20260515
50,1617,cyclic_triple_a_a2_a3,3,a aa aaa,3,3.0,20260515
50,1617,duplicate_pair_a_a,2,a a,3,3.0,20260515
50,1617,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1617,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1617,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1617,commutator_single,1,abAB,0,0.0,20260515
50,1617,mixed_identity_a,2,1 a,3,3.0,20260515
50,1617,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1617,independent_four,4,a b c d,0,0.0,20260515
50,1617,cyclic_four,4,a aa aaa aaaa,3,3.0,20260515
50,1617,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1617,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1617,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,3,3.0,20260515
50,1618,identity_control,1,1,50,50.0,20260515
50,1618,cancel_control,1,aA,50,50.0,20260515
50,1618,single_a,1,a,2,2.0,20260515
50,1618,cyclic_pair_a_a2,2,a aa,2,2.0,20260515
50,1618,cyclic_triple_a_a2_a3,3,a aa aaa,2,2.0,20260515
50,1618,duplicate_pair_a_a,2,a a,2,2.0,20260515
50,1618,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1618,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1618,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1618,commutator_single,1,abAB,0,0.0,20260515
50,1618,mixed_identity_a,2,1 a,2,2.0,20260515
50,1618,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1618,independent_four,4,a b c d,0,0.0,20260515
50,1618,cyclic_four,4,a aa aaa aaaa,2,2.0,20260515
50,1618,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1618,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1618,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,2,2.0,20260515
50,1619,identity_control,1,1,50,50.0,20260515
50,1619,cancel_control,1,aA,50,50.0,20260515
50,1619,single_a,1,a,0,0.0,20260515
50,1619,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
50,1619,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
50,1619,duplicate_pair_a_a,2,a a,0,0.0,20260515
50,1619,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1619,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1619,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1619,commutator_single,1,abAB,1,1.0,20260515
50,1619,mixed_identity_a,2,1 a,0,0.0,20260515
50,1619,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1619,independent_four,4,a b c d,0,0.0,20260515
50,1619,cyclic_four,4,a aa aaa aaaa,0,0.0,20260515
50,1619,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1619,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1619,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,0,0.0,20260515
50,1620,identity_control,1,1,50,50.0,20260515
50,1620,cancel_control,1,aA,50,50.0,20260515
50,1620,single_a,1,a,0,0.0,20260515
50,1620,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
50,1620,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
50,1620,duplicate_pair_a_a,2,a a,0,0.0,20260515
50,1620,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1620,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1620,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1620,commutator_single,1,abAB,0,0.0,20260515
50,1620,mixed_identity_a,2,1 a,0,0.0,20260515
50,1620,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1620,independent_four,4,a b c d,0,0.0,20260515
50,1620,cyclic_four,4,a aa aaa aaaa,0,0.0,20260515
50,1620,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1620,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1620,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,0,0.0,20260515
50,1621,identity_control,1,1,50,50.0,20260515
50,1621,cancel_control,1,aA,50,50.0,20260515
50,1621,single_a,1,a,3,3.0,20260515
50,1621,cyclic_pair_a_a2,2,a aa,3,3.0,20260515
50,1621,cyclic_triple_a_a2_a3,3,a aa aaa,3,3.0,20260515
50,1621,duplicate_pair_a_a,2,a a,3,3.0,20260515
50,1621,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1621,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1621,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1621,commutator_single,1,abAB,1,1.0,20260515
50,1621,mixed_identity_a,2,1 a,3,3.0,20260515
50,1621,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1621,independent_four,4,a b c d,0,0.0,20260515
50,1621,cyclic_four,4,a aa aaa aaaa,3,3.0,20260515
50,1621,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1621,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1621,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,3,3.0,20260515
50,1622,identity_control,1,1,50,50.0,20260515
50,1622,cancel_control,1,aA,50,50.0,20260515
50,1622,single_a,1,a,1,1.0,20260515
50,1622,cyclic_pair_a_a2,2,a aa,1,1.0,20260515
50,1622,cyclic_triple_a_a2_a3,3,a aa aaa,1,1.0,20260515
50,1622,duplicate_pair_a_a,2,a a,1,1.0,20260515
50,1622,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1622,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1622,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1622,commutator_single,1,abAB,1,1.0,20260515
50,1622,mixed_identity_a,2,1 a,1,1.0,20260515
50,1622,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1622,independent_four,4,a b c d,0,0.0,20260515
50,1622,cyclic_four,4,a aa aaa aaaa,1,1.0,20260515
50,1622,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1622,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1622,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,1,1.0,20260515
50,1623,identity_control,1,1,50,50.0,20260515
50,1623,cancel_control,1,aA,50,50.0,20260515
50,1623,single_a,1,a,1,1.0,20260515
50,1623,cyclic_pair_a_a2,2,a aa,1,1.0,20260515
50,1623,cyclic_triple_a_a2_a3,3,a aa aaa,1,1.0,20260515
50,1623,duplicate_pair_a_a,2,a a,1,1.0,20260515
50,1623,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1623,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1623,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1623,commutator_single,1,abAB,0,0.0,20260515
50,1623,mixed_identity_a,2,1 a,1,1.0,20260515
50,1623,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1623,independent_four,4,a b c d,0,0.0,20260515
50,1623,cyclic_four,4,a aa aaa aaaa,1,1.0,20260515
50,1623,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1623,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1623,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,1,1.0,20260515
50,1624,identity_control,1,1,50,50.0,20260515
50,1624,cancel_control,1,aA,50,50.0,20260515
50,1624,single_a,1,a,0,0.0,20260515
50,1624,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
50,1624,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
50,1624,duplicate_pair_a_a,2,a a,0,0.0,20260515
50,1624,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1624,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1624,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1624,commutator_single,1,abAB,0,0.0,20260515
50,1624,mixed_identity_a,2,1 a,0,0.0,20260515
50,1624,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1624,independent_four,4,a b c d,0,0.0,20260515
50,1624,cyclic_four,4,a aa aaa aaaa,0,0.0,20260515
50,1624,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1624,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1624,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,0,0.0,20260515
50,1625,identity_control,1,1,50,50.0,20260515
50,1625,cancel_control,1,aA,50,50.0,20260515
50,1625,single_a,1,a,1,1.0,20260515
50,1625,cyclic_pair_a_a2,2,a aa,1,1.0,20260515
50,1625,cyclic_triple_a_a2_a3,3,a aa aaa,1,1.0,20260515
50,1625,duplicate_pair_a_a,2,a a,1,1.0,20260515
50,1625,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1625,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1625,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1625,commutator_single,1,abAB,1,1.0,20260515
50,1625,mixed_identity_a,2,1 a,1,1.0,20260515
50,1625,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1625,independent_four,4,a b c d,0,0.0,20260515
50,1625,cyclic_four,4,a aa aaa aaaa,1,1.0,20260515
50,1625,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1625,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1625,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,1,1.0,20260515
50,1626,identity_control,1,1,50,50.0,20260515
50,1626,cancel_control,1,aA,50,50.0,20260515
50,1626,single_a,1,a,0,0.0,20260515
50,1626,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
50,1626,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
50,1626,duplicate_pair_a_a,2,a a,0,0.0,20260515
50,1626,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1626,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1626,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1626,commutator_single,1,abAB,1,1.0,20260515
50,1626,mixed_identity_a,2,1 a,0,0.0,20260515
50,1626,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1626,independent_four,4,a b c d,0,0.0,20260515
50,1626,cyclic_four,4,a aa aaa aaaa,0,0.0,20260515
50,1626,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1626,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1626,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,0,0.0,20260515
50,1627,identity_control,1,1,50,50.0,20260515
50,1627,cancel_control,1,aA,50,50.0,20260515
50,1627,single_a,1,a,0,0.0,20260515
50,1627,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
50,1627,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
50,1627,duplicate_pair_a_a,2,a a,0,0.0,20260515
50,1627,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1627,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1627,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1627,commutator_single,1,abAB,2,2.0,20260515
50,1627,mixed_identity_a,2,1 a,0,0.0,20260515
50,1627,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1627,independent_four,4,a b c d,0,0.0,20260515
50,1627,cyclic_four,4,a aa aaa aaaa,0,0.0,20260515
50,1627,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1627,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1627,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,0,0.0,20260515
50,1628,identity_control,1,1,50,50.0,20260515
50,1628,cancel_control,1,aA,50,50.0,20260515
50,1628,single_a,1,a,1,1.0,20260515
50,1628,cyclic_pair_a_a2,2,a aa,1,1.0,20260515
50,1628,cyclic_triple_a_a2_a3,3,a aa aaa,1,1.0,20260515
50,1628,duplicate_pair_a_a,2,a a,1,1.0,20260515
50,1628,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1628,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1628,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1628,commutator_single,1,abAB,0,0.0,20260515
50,1628,mixed_identity_a,2,1 a,1,1.0,20260515
50,1628,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1628,independent_four,4,a b c d,0,0.0,20260515
50,1628,cyclic_four,4,a aa aaa aaaa,1,1.0,20260515
50,1628,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1628,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1628,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,1,1.0,20260515
50,1629,identity_control,1,1,50,50.0,20260515
50,1629,cancel_control,1,aA,50,50.0,20260515
50,1629,single_a,1,a,0,0.0,20260515
50,1629,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
50,1629,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
50,1629,duplicate_pair_a_a,2,a a,0,0.0,20260515
50,1629,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1629,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1629,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1629,commutator_single,1,abAB,0,0.0,20260515
50,1629,mixed_identity_a,2,1 a,0,0.0,20260515
50,1629,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1629,independent_four,4,a b c d,0,0.0,20260515
50,1629,cyclic_four,4,a aa aaa aaaa,0,0.0,20260515
50,1629,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1629,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1629,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,0,0.0,20260515
50,1630,identity_control,1,1,50,50.0,20260515
50,1630,cancel_control,1,aA,50,50.0,20260515
50,1630,single_a,1,a,1,1.0,20260515
50,1630,cyclic_pair_a_a2,2,a aa,1,1.0,20260515
50,1630,cyclic_triple_a_a2_a3,3,a aa aaa,1,1.0,20260515
50,1630,duplicate_pair_a_a,2,a a,1,1.0,20260515
50,1630,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1630,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1630,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1630,commutator_single,1,abAB,0,0.0,20260515
50,1630,mixed_identity_a,2,1 a,1,1.0,20260515
50,1630,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1630,independent_four,4,a b c d,0,0.0,20260515
50,1630,cyclic_four,4,a aa aaa aaaa,1,1.0,20260515
50,1630,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1630,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1630,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,1,1.0,20260515
50,1631,identity_control,1,1,50,50.0,20260515
50,1631,cancel_control,1,aA,50,50.0,20260515
50,1631,single_a,1,a,1,1.0,20260515
50,1631,cyclic_pair_a_a2,2,a aa,1,1.0,20260515
50,1631,cyclic_triple_a_a2_a3,3,a aa aaa,1,1.0,20260515
50,1631,duplicate_pair_a_a,2,a a,1,1.0,20260515
50,1631,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1631,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1631,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1631,commutator_single,1,abAB,0,0.0,20260515
50,1631,mixed_identity_a,2,1 a,1,1.0,20260515
50,1631,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1631,independent_four,4,a b c d,0,0.0,20260515
50,1631,cyclic_four,4,a aa aaa aaaa,1,1.0,20260515
50,1631,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1631,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1631,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,1,1.0,20260515
50,1632,identity_control,1,1,50,50.0,20260515
50,1632,cancel_control,1,aA,50,50.0,20260515
50,1632,single_a,1,a,1,1.0,20260515
50,1632,cyclic_pair_a_a2,2,a aa,1,1.0,20260515
50,1632,cyclic_triple_a_a2_a3,3,a aa aaa,1,1.0,20260515
50,1632,duplicate_pair_a_a,2,a a,1,1.0,20260515
50,1632,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1632,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1632,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1632,commutator_single,1,abAB,3,3.0,20260515
50,1632,mixed_identity_a,2,1 a,1,1.0,20260515
50,1632,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1632,independent_four,4,a b c d,0,0.0,20260515
50,1632,cyclic_four,4,a aa aaa aaaa,1,1.0,20260515
50,1632,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1632,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1632,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,1,1.0,20260515
50,1633,identity_control,1,1,50,50.0,20260515
50,1633,cancel_control,1,aA,50,50.0,20260515
50,1633,single_a,1,a,2,2.0,20260515
50,1633,cyclic_pair_a_a2,2,a aa,2,2.0,20260515
50,1633,cyclic_triple_a_a2_a3,3,a aa aaa,2,2.0,20260515
50,1633,duplicate_pair_a_a,2,a a,2,2.0,20260515
50,1633,rank_two_pair_a_b,2,a b,0,0.0,20260515
50,1633,rank_two_pair_ab_aB,2,ab aB,0,0.0,20260515
50,1633,independent_triple_a_b_c,3,a b c,0,0.0,20260515
50,1633,commutator_single,1,abAB,2,2.0,20260515
50,1633,mixed_identity_a,2,1 a,2,2.0,20260515
50,1633,rank_two_four_a_b_ab_aB,4,a b ab aB,0,0.0,20260515
50,1633,independent_four,4,a b c d,0,0.0,20260515
50,1633,cyclic_four,4,a aa aaa aaaa,2,2.0,20260515
50,1633,rank_two_eight,8,a b ab aB ba bA aba abA,0,0.0,20260515
50,1633,independent_eight,8,a b c d e f g h,0,0.0,20260515
50,1633,cyclic_eight,8,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,2,2.0,20260515
50,1634,identity_control,1,1,50,50.0,20260515
50,1634,cancel_control,1,aA,50,50.0,20260515
50,1634,single_a,1,a,0,0.0,20260515
50,1634,cyclic_pair_a_a2,2,a aa,0,0.0,20260515
50,1634,cyclic_triple_a_a2_a3,3,a aa aaa,0,0.0,20260515
50,1634,duplicate_pair_a_a,2,a a,0,0.0,20260515
