n,sample,family,group,words,word_count,max_word_len,vertices,directed_edges,undirected_edges,components,cyclomatic_rank,generator_rank,is_cyclic_power_family,identity_present,fixed_common,trajectory_profile,seed
50,39,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,50,fixed|v1_c0_e1_t1:8,20260515
50,39,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,0,ambient|v2_c0_e0_t2:8,20260515
50,39,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,0,ambient|v3_c0_e0_t3:8,20260515
50,39,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,0,ambient|v3_c1_e0_t4:8,20260515
50,39,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,0,ambient|v4_c2_e0_t6:8,20260515
50,39,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v3_c0_e0_t3:8,20260515
50,39,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v3_c2_e0_t5:1;v5_c0_e0_t5:7,20260515
50,39,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:8,20260515
50,39,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,4,fixed|v2_c3_e1_t5:1;v4_c1_e1_t5:3,20260515
50,39,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v4_c2_e0_t6:1;v4_c2_e1_t6:1;v5_c1_e0_t6:6,20260515
50,39,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,0,ambient|v4_c33_e2_t37:1;v9_c28_e0_t37:7,20260515
50,39,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:4;v7_c11_e1_t18:1;v9_c9_e0_t18:2;v9_c9_e1_t18:1,20260515
50,39,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v6_c11_e0_t17:1;v6_c11_e1_t17:1;v8_c9_e0_t17:1;v9_c8_e0_t17:5,20260515
50,40,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,50,fixed|v1_c0_e1_t1:8,20260515
50,40,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,2,fixed|v1_c1_e1_t2:2,20260515
50,40,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,6,fixed|v1_c2_e1_t3:2;v2_c1_e1_t3:4,20260515
50,40,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,2,fixed|v1_c3_e2_t4:2,20260515
50,40,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,2,fixed|v1_c5_e2_t6:2,20260515
50,40,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v2_c1_e1_t3:1;v3_c0_e0_t3:7,20260515
50,40,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v3_c2_e0_t5:1;v4_c1_e0_t5:1;v5_c0_e0_t5:6,20260515
50,40,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v3_c2_e0_t5:1;v4_c1_e0_t5:7,20260515
50,40,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,1,fixed|v4_c1_e1_t5:1,20260515
50,40,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v5_c1_e0_t6:8,20260515
50,40,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,2,fixed|v1_c36_e8_t37:2,20260515
50,40,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:3;v8_c10_e0_t18:4;v9_c9_e1_t18:1,20260515
50,40,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v5_c12_e1_t17:1;v7_c10_e0_t17:1;v8_c9_e0_t17:1;v8_c9_e1_t17:1;v9_c8_e0_t17:4,20260515
50,41,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,50,fixed|v1_c0_e1_t1:8,20260515
50,41,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,2,fixed|v1_c1_e1_t2:2,20260515
50,41,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,2,fixed|v1_c2_e1_t3:2,20260515
50,41,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,2,fixed|v1_c3_e2_t4:2,20260515
50,41,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,2,fixed|v1_c5_e2_t6:2,20260515
50,41,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v2_c1_e0_t3:1;v2_c1_e1_t3:1;v3_c0_e0_t3:6,20260515
50,41,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:1;v5_c0_e0_t5:7,20260515
50,41,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v2_c3_e0_t5:1;v3_c2_e0_t5:1;v3_c2_e1_t5:1;v4_c1_e0_t5:5,20260515
50,41,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,0,ambient|v3_c2_e0_t5:1;v4_c1_e0_t5:1;v5_c0_e0_t5:6,20260515
50,41,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v3_c3_e0_t6:1;v4_c2_e0_t6:2;v4_c2_e1_t6:1;v5_c1_e0_t6:4,20260515
50,41,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,2,fixed|v1_c36_e8_t37:2,20260515
50,41,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:5;v5_c13_e2_t18:1;v8_c10_e1_t18:1;v9_c9_e0_t18:1,20260515
50,41,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v6_c11_e1_t17:2;v8_c9_e0_t17:1;v9_c8_e0_t17:5,20260515
50,42,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,50,fixed|v1_c0_e1_t1:8,20260515
50,42,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,1,fixed|v1_c1_e1_t2:1,20260515
50,42,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,1,fixed|v1_c2_e1_t3:1,20260515
50,42,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,1,fixed|v1_c3_e2_t4:1,20260515
50,42,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,1,fixed|v1_c5_e2_t6:1,20260515
50,42,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v3_c0_e0_t3:8,20260515
50,42,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:1;v5_c0_e0_t5:7,20260515
50,42,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:8,20260515
50,42,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
50,42,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v5_c1_e0_t6:8,20260515
50,42,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,1,fixed|v1_c36_e8_t37:1,20260515
50,42,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:5;v5_c13_e2_t18:1;v8_c10_e1_t18:1;v9_c9_e0_t18:1,20260515
50,42,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v9_c8_e0_t17:8,20260515
50,43,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,50,fixed|v1_c0_e1_t1:8,20260515
50,43,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,1,fixed|v1_c1_e1_t2:1,20260515
50,43,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,1,fixed|v1_c2_e1_t3:1,20260515
50,43,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,1,fixed|v1_c3_e2_t4:1,20260515
50,43,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,1,fixed|v1_c5_e2_t6:1,20260515
50,43,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v3_c0_e0_t3:8,20260515
50,43,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
50,43,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:8,20260515
50,43,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,1,fixed|v4_c1_e1_t5:1,20260515
50,43,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v4_c2_e0_t6:2;v5_c1_e0_t6:6,20260515
50,43,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,1,fixed|v1_c36_e8_t37:1,20260515
50,43,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:6;v8_c10_e0_t18:1;v9_c9_e0_t18:1,20260515
50,43,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v8_c9_e0_t17:1;v9_c8_e0_t17:7,20260515
50,44,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,50,fixed|v1_c0_e1_t1:8,20260515
50,44,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,3,fixed|v1_c1_e1_t2:3,20260515
50,44,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,3,fixed|v1_c2_e1_t3:3,20260515
50,44,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,3,fixed|v1_c3_e2_t4:3,20260515
50,44,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,3,fixed|v1_c5_e2_t6:3,20260515
50,44,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v3_c0_e0_t3:8,20260515
50,44,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:1;v4_c1_e1_t5:2;v5_c0_e0_t5:5,20260515
50,44,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v3_c2_e1_t5:1;v4_c1_e0_t5:7,20260515
50,44,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,0,ambient|v3_c2_e0_t5:1;v4_c1_e0_t5:2;v5_c0_e0_t5:5,20260515
50,44,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v4_c2_e1_t6:2;v5_c1_e0_t6:6,20260515
50,44,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,3,fixed|v1_c36_e8_t37:3,20260515
50,44,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:4;v8_c10_e0_t18:1;v8_c10_e1_t18:1;v9_c9_e0_t18:2,20260515
50,44,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v6_c11_e1_t17:1;v8_c9_e0_t17:3;v8_c9_e1_t17:1;v9_c8_e0_t17:3,20260515
50,45,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,50,fixed|v1_c0_e1_t1:8,20260515
50,45,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,1,fixed|v1_c1_e1_t2:1,20260515
50,45,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,1,fixed|v1_c2_e1_t3:1,20260515
50,45,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,1,fixed|v1_c3_e2_t4:1,20260515
50,45,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,1,fixed|v1_c5_e2_t6:1,20260515
50,45,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v2_c1_e0_t3:1;v3_c0_e0_t3:7,20260515
50,45,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
50,45,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:8,20260515
50,45,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,1,fixed|v4_c1_e1_t5:1,20260515
50,45,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v3_c3_e0_t6:1;v5_c1_e0_t6:7,20260515
50,45,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,1,fixed|v1_c36_e8_t37:1,20260515
50,45,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:4;v6_c12_e2_t18:1;v8_c10_e0_t18:1;v8_c10_e1_t18:1;v9_c9_e0_t18:1,20260515
50,45,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v8_c9_e0_t17:3;v9_c8_e0_t17:5,20260515
50,46,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,50,fixed|v1_c0_e1_t1:8,20260515
50,46,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,1,fixed|v1_c1_e1_t2:1,20260515
50,46,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,1,fixed|v1_c2_e1_t3:1,20260515
50,46,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,1,fixed|v1_c3_e2_t4:1,20260515
50,46,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,1,fixed|v1_c5_e2_t6:1,20260515
50,46,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v3_c0_e0_t3:8,20260515
50,46,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
50,46,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v3_c2_e0_t5:1;v4_c1_e0_t5:7,20260515
50,46,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,2,fixed|v4_c1_e1_t5:2,20260515
50,46,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v4_c2_e1_t6:2;v5_c1_e0_t6:6,20260515
50,46,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,1,fixed|v1_c36_e8_t37:1,20260515
50,46,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:2;v8_c10_e0_t18:3;v9_c9_e0_t18:2;v9_c9_e1_t18:1,20260515
50,46,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v8_c9_e0_t17:1;v9_c8_e0_t17:7,20260515
50,47,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,50,fixed|v1_c0_e1_t1:8,20260515
50,47,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,2,fixed|v1_c1_e1_t2:2,20260515
50,47,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,2,fixed|v1_c2_e1_t3:2,20260515
50,47,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,2,fixed|v1_c3_e2_t4:2,20260515
50,47,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,2,fixed|v1_c5_e2_t6:2,20260515
50,47,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v2_c1_e0_t3:1;v3_c0_e0_t3:7,20260515
50,47,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:1;v5_c0_e0_t5:7,20260515
50,47,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v2_c3_e0_t5:1;v3_c2_e1_t5:1;v4_c1_e0_t5:6,20260515
50,47,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,2,fixed|v4_c1_e1_t5:2,20260515
50,47,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v3_c3_e0_t6:1;v4_c2_e0_t6:1;v4_c2_e1_t6:1;v5_c1_e0_t6:5,20260515
50,47,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,2,fixed|v1_c36_e8_t37:2,20260515
50,47,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:6;v6_c12_e1_t18:1;v7_c11_e0_t18:1,20260515
50,47,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v5_c12_e1_t17:1;v6_c11_e0_t17:2;v6_c11_e1_t17:1;v9_c8_e0_t17:4,20260515
50,48,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,50,fixed|v1_c0_e1_t1:8,20260515
50,48,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,2,fixed|v1_c1_e1_t2:2,20260515
50,48,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,2,fixed|v1_c2_e1_t3:2,20260515
50,48,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,2,fixed|v1_c3_e2_t4:2,20260515
50,48,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,2,fixed|v1_c5_e2_t6:2,20260515
50,48,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v2_c1_e1_t3:2;v3_c0_e0_t3:6,20260515
50,48,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v3_c2_e1_t5:1;v5_c0_e0_t5:7,20260515
50,48,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v3_c2_e0_t5:1;v4_c1_e0_t5:7,20260515
50,48,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,2,fixed|v4_c1_e1_t5:2,20260515
50,48,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v4_c2_e0_t6:1;v5_c1_e0_t6:7,20260515
50,48,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,2,fixed|v1_c36_e8_t37:2,20260515
50,48,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:5;v8_c10_e0_t18:1;v8_c10_e1_t18:1;v9_c9_e0_t18:1,20260515
50,48,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v5_c12_e2_t17:1;v6_c11_e0_t17:1;v6_c11_e1_t17:2;v9_c8_e0_t17:4,20260515
50,49,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,50,fixed|v1_c0_e1_t1:8,20260515
50,49,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,0,ambient|v2_c0_e0_t2:8,20260515
50,49,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,0,ambient|v3_c0_e0_t3:8,20260515
50,49,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,0,ambient|v3_c1_e0_t4:8,20260515
50,49,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,0,ambient|v4_c2_e0_t6:8,20260515
50,49,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v3_c0_e0_t3:8,20260515
50,49,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
50,49,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v3_c2_e1_t5:1;v4_c1_e0_t5:7,20260515
50,49,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,0,ambient|v5_c0_e0_t5:8,20260515
50,49,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v4_c2_e0_t6:1;v5_c1_e0_t6:7,20260515
50,49,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,0,ambient|v5_c32_e1_t37:1;v9_c28_e0_t37:7,20260515
50,49,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:6;v9_c9_e0_t18:2,20260515
50,49,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v8_c9_e0_t17:2;v9_c8_e0_t17:6,20260515
50,50,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,50,fixed|v1_c0_e1_t1:8,20260515
50,50,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,0,ambient|v2_c0_e0_t2:8,20260515
50,50,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,0,ambient|v3_c0_e0_t3:8,20260515
50,50,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,0,ambient|v3_c1_e0_t4:8,20260515
50,50,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,0,ambient|v4_c2_e0_t6:8,20260515
50,50,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v3_c0_e0_t3:8,20260515
50,50,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v4_c1_e0_t5:2;v5_c0_e0_t5:6,20260515
50,50,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v3_c2_e1_t5:1;v4_c1_e0_t5:7,20260515
50,50,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,2,fixed|v4_c1_e1_t5:2,20260515
50,50,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v4_c2_e1_t6:1;v5_c1_e0_t6:7,20260515
50,50,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,0,ambient|v7_c30_e1_t37:3;v9_c28_e0_t37:5,20260515
50,50,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:7;v7_c11_e0_t18:1,20260515
50,50,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v6_c11_e0_t17:1;v7_c10_e0_t17:1;v8_c9_e0_t17:2;v9_c8_e0_t17:4,20260515
50,51,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,50,fixed|v1_c0_e1_t1:8,20260515
50,51,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,2,fixed|v1_c1_e1_t2:2,20260515
50,51,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,4,fixed|v1_c2_e1_t3:2;v2_c1_e1_t3:2,20260515
50,51,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,2,fixed|v1_c3_e2_t4:2,20260515
50,51,cyclic_pair_a2_a3,cyclic,aa aaa,2,3,4,5,4,1,1,1,1,0,2,fixed|v1_c5_e2_t6:2,20260515
50,51,rank_two_pair_a_b,rank_two,a b,2,1,1,2,2,1,2,2,0,0,0,ambient|v2_c1_e0_t3:1;v2_c1_e1_t3:1;v3_c0_e0_t3:6,20260515
50,51,rank_two_pair_ab_ba,rank_two,ab ba,2,2,3,4,4,1,2,2,0,0,0,ambient|v2_c3_e0_t5:1;v3_c2_e0_t5:1;v4_c1_e0_t5:1;v5_c0_e0_t5:5,20260515
50,51,rank_two_pair_ab_aB,rank_two,ab aB,2,2,3,4,4,1,2,2,0,0,0,ambient|v2_c3_e0_t5:2;v3_c2_e1_t5:1;v4_c1_e0_t5:5,20260515
50,51,commutator_single,mixed,abAB,1,4,4,4,4,1,1,2,0,0,1,fixed|v2_c3_e1_t5:1,20260515
50,51,commutator_with_a,mixed,abAB a,2,4,4,5,5,1,2,2,0,0,0,ambient|v3_c3_e0_t6:2;v4_c2_e0_t6:1;v5_c1_e0_t6:5,20260515
50,51,cyclic_eight,eight_cyclic,a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa,8,8,29,36,35,1,7,1,1,0,2,fixed|v1_c36_e8_t37:2,20260515
50,51,mixed_eight,eight_mixed,a aa ab aB ba bA abA aba,8,3,10,17,16,1,7,2,0,0,0,ambient|v10_c8_e0_t18:3;v7_c11_e0_t18:1;v8_c10_e0_t18:1;v8_c10_e1_t18:1;v9_c9_e0_t18:2,20260515
50,51,rank_two_eight,eight_rank_two,a b ab ba aB bA abA baB,8,3,9,16,16,1,8,2,0,0,0,ambient|v7_c10_e0_t17:1;v8_c9_e0_t17:3;v9_c8_e0_t17:4,20260515
50,52,identity_control,control,1,1,0,1,0,0,1,0,0,0,1,50,fixed|v1_c0_e1_t1:8,20260515
50,52,single_a,cyclic,a,1,1,1,1,1,1,1,1,1,0,1,fixed|v1_c1_e1_t2:1,20260515
50,52,single_a2,cyclic,aa,1,2,2,2,1,1,0,1,1,0,3,fixed|v1_c2_e1_t3:1;v2_c1_e1_t3:2,20260515
50,52,cyclic_pair_a_a2,cyclic,a aa,2,2,2,3,2,1,1,1,1,0,1,fixed|v1_c3_e2_t4:1,20260515
