edge_id,edge_family,node_id,node_type,role,role_weight,edge_weight,provenance,is_synthetic
edge:synonym_cluster:ott:31926,synonym_cluster,ott:31926,taxon,accepted_taxon,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:31926,synonym_cluster,source:OpenTree,source,source,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:31926,synonym_cluster,name:ott:31926:query,name_string,name,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:333885,synonym_cluster,ott:333885,taxon,accepted_taxon,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:333885,synonym_cluster,source:OpenTree,source,source,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:333885,synonym_cluster,name:ott:333885:query,name_string,name,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:378964,synonym_cluster,ott:378964,taxon,accepted_taxon,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:378964,synonym_cluster,source:OpenTree,source,source,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:378964,synonym_cluster,name:ott:378964:query,name_string,name,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:510850,synonym_cluster,ott:510850,taxon,accepted_taxon,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:510850,synonym_cluster,source:OpenTree,source,source,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:510850,synonym_cluster,name:ott:510850:query,name_string,name,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:517943,synonym_cluster,ott:517943,taxon,accepted_taxon,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:517943,synonym_cluster,source:OpenTree,source,source,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:517943,synonym_cluster,name:ott:517943:query,name_string,name,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:568619,synonym_cluster,ott:568619,taxon,accepted_taxon,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:568619,synonym_cluster,source:OpenTree,source,source,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:568619,synonym_cluster,name:ott:568619:query,name_string,name,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:605194,synonym_cluster,ott:605194,taxon,accepted_taxon,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:605194,synonym_cluster,source:OpenTree,source,source,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:605194,synonym_cluster,name:ott:605194:query,name_string,name,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:709894,synonym_cluster,ott:709894,taxon,accepted_taxon,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:709894,synonym_cluster,source:OpenTree,source,source,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:709894,synonym_cluster,name:ott:709894:query,name_string,name,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:847929,synonym_cluster,ott:847929,taxon,accepted_taxon,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:847929,synonym_cluster,source:OpenTree,source,source,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:847929,synonym_cluster,name:ott:847929:query,name_string,name,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:948916,synonym_cluster,ott:948916,taxon,accepted_taxon,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:948916,synonym_cluster,source:OpenTree,source,source,1.000,0.800,OpenTree,false
edge:synonym_cluster:ott:948916,synonym_cluster,name:ott:948916:query,name_string,name,1.000,0.800,OpenTree,false
edge:synonym_cluster:wfo:wfo-0000192338,synonym_cluster,wfo:wfo-0000192338,taxon,accepted_taxon,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000192338,synonym_cluster,source:WFO,source,source,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000192338,synonym_cluster,name:wfo:wfo-0000192338:query,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000192338,synonym_cluster,name:wfo:wfo-0000192338:canonical,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000292858,synonym_cluster,wfo:wfo-0000292858,taxon,accepted_taxon,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000292858,synonym_cluster,source:WFO,source,source,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000292858,synonym_cluster,name:wfo:wfo-0000292858:query,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000292858,synonym_cluster,name:wfo:wfo-0000292858:canonical,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000335449,synonym_cluster,wfo:wfo-0000335449,taxon,accepted_taxon,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000335449,synonym_cluster,source:WFO,source,source,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000335449,synonym_cluster,name:wfo:wfo-0000335449:query,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000335449,synonym_cluster,name:wfo:wfo-0000335449:canonical,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000481646,synonym_cluster,wfo:wfo-0000481646,taxon,accepted_taxon,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000481646,synonym_cluster,source:WFO,source,source,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000481646,synonym_cluster,name:wfo:wfo-0000481646:query,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000481646,synonym_cluster,name:wfo:wfo-0000481646:canonical,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000482030,synonym_cluster,wfo:wfo-0000482030,taxon,accepted_taxon,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000482030,synonym_cluster,source:WFO,source,source,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000482030,synonym_cluster,name:wfo:wfo-0000482030:query,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000482030,synonym_cluster,name:wfo:wfo-0000482030:canonical,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000515026,synonym_cluster,wfo:wfo-0000515026,taxon,accepted_taxon,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000515026,synonym_cluster,source:WFO,source,source,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000515026,synonym_cluster,name:wfo:wfo-0000515026:query,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000515026,synonym_cluster,name:wfo:wfo-0000515026:canonical,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000541830,synonym_cluster,wfo:wfo-0000541830,taxon,accepted_taxon,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000541830,synonym_cluster,source:WFO,source,source,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000541830,synonym_cluster,name:wfo:wfo-0000541830:query,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000541830,synonym_cluster,name:wfo:wfo-0000541830:canonical,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000627675,synonym_cluster,wfo:wfo-0000627675,taxon,accepted_taxon,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000627675,synonym_cluster,source:WFO,source,source,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000627675,synonym_cluster,name:wfo:wfo-0000627675:query,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000882438,synonym_cluster,wfo:wfo-0000882438,taxon,accepted_taxon,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000882438,synonym_cluster,source:WFO,source,source,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000882438,synonym_cluster,name:wfo:wfo-0000882438:query,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000882438,synonym_cluster,name:wfo:wfo-0000882438:canonical,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000891536,synonym_cluster,wfo:wfo-0000891536,taxon,accepted_taxon,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000891536,synonym_cluster,source:WFO,source,source,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000891536,synonym_cluster,name:wfo:wfo-0000891536:query,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000891536,synonym_cluster,name:wfo:wfo-0000891536:canonical,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000905667,synonym_cluster,wfo:wfo-0000905667,taxon,accepted_taxon,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000905667,synonym_cluster,source:WFO,source,source,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000905667,synonym_cluster,name:wfo:wfo-0000905667:query,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000905667,synonym_cluster,name:wfo:wfo-0000905667:canonical,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000907754,synonym_cluster,wfo:wfo-0000907754,taxon,accepted_taxon,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000907754,synonym_cluster,source:WFO,source,source,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000907754,synonym_cluster,name:wfo:wfo-0000907754:query,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000907754,synonym_cluster,name:wfo:wfo-0000907754:canonical,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000954998,synonym_cluster,wfo:wfo-0000954998,taxon,accepted_taxon,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000954998,synonym_cluster,source:WFO,source,source,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000954998,synonym_cluster,name:wfo:wfo-0000954998:query,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0000954998,synonym_cluster,name:wfo:wfo-0000954998:canonical,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0001001226,synonym_cluster,wfo:wfo-0001001226,taxon,accepted_taxon,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0001001226,synonym_cluster,source:WFO,source,source,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0001001226,synonym_cluster,name:wfo:wfo-0001001226:query,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0001001226,synonym_cluster,name:wfo:wfo-0001001226:canonical,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0001029216,synonym_cluster,wfo:wfo-0001029216,taxon,accepted_taxon,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0001029216,synonym_cluster,source:WFO,source,source,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0001029216,synonym_cluster,name:wfo:wfo-0001029216:query,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-0001029216,synonym_cluster,name:wfo:wfo-0001029216:canonical,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-4000033476,synonym_cluster,wfo:wfo-4000033476,taxon,accepted_taxon,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-4000033476,synonym_cluster,source:WFO,source,source,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-4000033476,synonym_cluster,name:wfo:wfo-4000033476:query,name_string,name,1.000,1.000,WFO,false
edge:synonym_cluster:wfo:wfo-4000033476,synonym_cluster,name:wfo:wfo-4000033476:canonical,name_string,name,1.000,1.000,WFO,false
