accepted_taxon_key,wfo_id,accepted_name,rank,family,genus,species,infraspecific_epithet,major_clade,parent_wfo_id,source,source_identifier,access_date,license,ingest_clone_id,provenance_url
wfo:wfo-7000000001-2025-12,wfo-7000000001-2025-12,Acanthaceae,family,Acanthaceae,,,,Angiosperms,wfo-9000000283-2025-12,WFO,wfo-7000000001-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000001-2025-12
wfo:wfo-4000014621-2025-12,wfo-4000014621-2025-12,Faurea,genus,Proteaceae,,,,Angiosperms,wfo-7000000499-2025-12,WFO,wfo-4000014621-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014621-2025-12
wfo:wfo-4000014628-2025-12,wfo-4000014628-2025-12,Favratia,genus,Campanulaceae,,,,Angiosperms,wfo-7000000106-2025-12,WFO,wfo-4000014628-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014628-2025-12
wfo:wfo-4000014631-2025-12,wfo-4000014631-2025-12,Faxonia,genus,Asteraceae,,,,Angiosperms,wfo-4500000244-2025-12,WFO,wfo-4000014631-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014631-2025-12
wfo:wfo-4000014636-2025-12,wfo-4000014636-2025-12,Feddea,genus,Asteraceae,,,,Angiosperms,wfo-4000019109-2025-12,WFO,wfo-4000014636-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014636-2025-12
wfo:wfo-4000014646-2025-12,wfo-4000014646-2025-12,Feeria,genus,Campanulaceae,,,,Angiosperms,wfo-7000000106-2025-12,WFO,wfo-4000014646-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014646-2025-12
wfo:wfo-4000014647-2025-12,wfo-4000014647-2025-12,Fegimanra,genus,Anacardiaceae,,,,Angiosperms,wfo-7000000022-2025-12,WFO,wfo-4000014647-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014647-2025-12
wfo:wfo-4000014649-2025-12,wfo-4000014649-2025-12,Feijoa,genus,Myrtaceae,,,,Angiosperms,wfo-4100004957-2025-12,WFO,wfo-4000014649-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014649-2025-12
wfo:wfo-4000014650-2025-12,wfo-4000014650-2025-12,Feldstonia,genus,Asteraceae,,,,Angiosperms,wfo-4100000085-2025-12,WFO,wfo-4000014650-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014650-2025-12
wfo:wfo-4000014651-2025-12,wfo-4000014651-2025-12,Felicia,genus,Asteraceae,,,,Angiosperms,wfo-4100001316-2025-12,WFO,wfo-4000014651-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014651-2025-12
wfo:wfo-4000014652-2025-12,wfo-4000014652-2025-12,Feliciadamia,genus,Melastomataceae,,,,Angiosperms,wfo-7000000372-2025-12,WFO,wfo-4000014652-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014652-2025-12
wfo:wfo-4100000815-2025-12,wfo-4100000815-2025-12,Feliciotis,genus,Melastomataceae,,,,Angiosperms,wfo-7000000372-2025-12,WFO,wfo-4100000815-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4100000815-2025-12
wfo:wfo-4000014657-2025-12,wfo-4000014657-2025-12,Femeniasia,genus,Asteraceae,,,,Angiosperms,wfo-4100001338-2025-12,WFO,wfo-4000014657-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014657-2025-12
wfo:wfo-4000014658-2025-12,wfo-4000014658-2025-12,Fendlera,genus,Hydrangeaceae,,,,Angiosperms,wfo-7000000285-2025-12,WFO,wfo-4000014658-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014658-2025-12
wfo:wfo-4000014659-2025-12,wfo-4000014659-2025-12,Fendlerella,genus,Hydrangeaceae,,,,Angiosperms,wfo-7000000285-2025-12,WFO,wfo-4000014659-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014659-2025-12
wfo:wfo-4000014662-2025-12,wfo-4000014662-2025-12,Fenerivia,genus,Annonaceae,,,,Angiosperms,wfo-5000000918-2025-12,WFO,wfo-4000014662-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014662-2025-12
wfo:wfo-4000014663-2025-12,wfo-4000014663-2025-12,Fenestraria,genus,Aizoaceae,,,,Angiosperms,wfo-6500000989-2025-12,WFO,wfo-4000014663-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014663-2025-12
wfo:wfo-4001303212-2025-12,wfo-4001303212-2025-12,Fenestratarum,genus,Araceae,,,,Angiosperms,wfo-7000000042-2025-12,WFO,wfo-4001303212-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4001303212-2025-12
wfo:wfo-4000014665-2025-12,wfo-4000014665-2025-12,Fenixia,genus,Asteraceae,,,,Angiosperms,wfo-4100001302-2025-12,WFO,wfo-4000014665-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014665-2025-12
wfo:wfo-4000014673-2025-12,wfo-4000014673-2025-12,Ferdinandusa,genus,Rubiaceae,,,,Angiosperms,wfo-7000000534-2025-12,WFO,wfo-4000014673-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014673-2025-12
wfo:wfo-4000014675-2025-12,wfo-4000014675-2025-12,Feretia,genus,Rubiaceae,,,,Angiosperms,wfo-7000000534-2025-12,WFO,wfo-4000014675-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014675-2025-12
wfo:wfo-4000014676-2025-12,wfo-4000014676-2025-12,Fergania,genus,Apiaceae,,,,Angiosperms,wfo-7000000036-2025-12,WFO,wfo-4000014676-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014676-2025-12
wfo:wfo-4000014677-2025-12,wfo-4000014677-2025-12,Fergusonia,genus,Rubiaceae,,,,Angiosperms,wfo-7000000534-2025-12,WFO,wfo-4000014677-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014677-2025-12
wfo:wfo-4000014679-2025-12,wfo-4000014679-2025-12,Fernandezia,genus,Orchidaceae,,,,Angiosperms,wfo-4100005766-2025-12,WFO,wfo-4000014679-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014679-2025-12
wfo:wfo-4000014680-2025-12,wfo-4000014680-2025-12,Fernandoa,genus,Bignoniaceae,,,,Angiosperms,wfo-7000000073-2025-12,WFO,wfo-4000014680-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014680-2025-12
wfo:wfo-4000014681-2025-12,wfo-4000014681-2025-12,Fernelia,genus,Rubiaceae,,,,Angiosperms,wfo-7000000534-2025-12,WFO,wfo-4000014681-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014681-2025-12
wfo:wfo-4000014682-2025-12,wfo-4000014682-2025-12,Fernseea,genus,Bromeliaceae,,,,Angiosperms,wfo-7000000084-2025-12,WFO,wfo-4000014682-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014682-2025-12
wfo:wfo-4000014683-2025-12,wfo-4000014683-2025-12,Ferocactus,genus,Cactaceae,,,,Angiosperms,wfo-7000000098-2025-12,WFO,wfo-4000014683-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014683-2025-12
wfo:wfo-4000014687-2025-12,wfo-4000014687-2025-12,Feroniella,genus,Rutaceae,,,,Angiosperms,wfo-7000000536-2025-12,WFO,wfo-4000014687-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014687-2025-12
wfo:wfo-4000014689-2025-12,wfo-4000014689-2025-12,Ferraria,genus,Iridaceae,,,,Angiosperms,wfo-7000000299-2025-12,WFO,wfo-4000014689-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014689-2025-12
wfo:wfo-4000014692-2025-12,wfo-4000014692-2025-12,Ferreyranthus,genus,Asteraceae,,,,Angiosperms,wfo-1200010413-2025-12,WFO,wfo-4000014692-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014692-2025-12
wfo:wfo-4000014693-2025-12,wfo-4000014693-2025-12,Ferreyrella,genus,Asteraceae,,,,Angiosperms,wfo-4100000042-2025-12,WFO,wfo-4000014693-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014693-2025-12
wfo:wfo-4000014695-2025-12,wfo-4000014695-2025-12,Ferrocalamus,genus,Poaceae,,,,Angiosperms,wfo-7000000483-2025-12,WFO,wfo-4000014695-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014695-2025-12
wfo:wfo-4000014698-2025-12,wfo-4000014698-2025-12,Ferula,genus,Apiaceae,,,,Angiosperms,wfo-7000000036-2025-12,WFO,wfo-4000014698-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014698-2025-12
wfo:wfo-4000014699-2025-12,wfo-4000014699-2025-12,Ferulago,genus,Apiaceae,,,,Angiosperms,wfo-7000000036-2025-12,WFO,wfo-4000014699-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014699-2025-12
wfo:wfo-4000014700-2025-12,wfo-4000014700-2025-12,Ferulopsis,genus,Apiaceae,,,,Angiosperms,wfo-7000000036-2025-12,WFO,wfo-4000014700-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014700-2025-12
wfo:wfo-4000014701-2025-12,wfo-4000014701-2025-12,Fessia,genus,Asparagaceae,,,,Angiosperms,wfo-4100005937-2025-12,WFO,wfo-4000014701-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014701-2025-12
wfo:wfo-4000014703-2025-12,wfo-4000014703-2025-12,Festuca,genus,Poaceae,,,,Angiosperms,wfo-7000000483-2025-12,WFO,wfo-4000014703-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014703-2025-12
wfo:wfo-4000014706-2025-12,wfo-4000014706-2025-12,Festucopsis,genus,Poaceae,,,,Angiosperms,wfo-7000000483-2025-12,WFO,wfo-4000014706-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014706-2025-12
wfo:wfo-4000014707-2025-12,wfo-4000014707-2025-12,Festulolium,genus,Poaceae,,,,Angiosperms,wfo-7000000483-2025-12,WFO,wfo-4000014707-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014707-2025-12
wfo:wfo-4000014708-2025-12,wfo-4000014708-2025-12,Festulpia,genus,Poaceae,,,,Angiosperms,wfo-7000000483-2025-12,WFO,wfo-4000014708-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014708-2025-12
wfo:wfo-4000014711-2025-12,wfo-4000014711-2025-12,Fevillea,genus,Cucurbitaceae,,,,Angiosperms,wfo-7000000160-2025-12,WFO,wfo-4000014711-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014711-2025-12
wfo:wfo-4000014712-2025-12,wfo-4000014712-2025-12,Fezia,genus,Brassicaceae,,,,Angiosperms,wfo-4100004711-2025-12,WFO,wfo-4000014712-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014712-2025-12
wfo:wfo-4000014714-2025-12,wfo-4000014714-2025-12,Fibigia,genus,Brassicaceae,,,,Angiosperms,wfo-4100003731-2025-12,WFO,wfo-4000014714-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014714-2025-12
wfo:wfo-4000014715-2025-12,wfo-4000014715-2025-12,Fibraurea,genus,Menispermaceae,,,,Angiosperms,wfo-7000000375-2025-12,WFO,wfo-4000014715-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014715-2025-12
wfo:wfo-4000014718-2025-12,wfo-4000014718-2025-12,Ficalhoa,genus,Sladeniaceae,,,,Angiosperms,wfo-7000000570-2025-12,WFO,wfo-4000014718-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014718-2025-12
wfo:wfo-4000014721-2025-12,wfo-4000014721-2025-12,Ficinia,genus,Cyperaceae,,,,Angiosperms,wfo-1000081873-2025-12,WFO,wfo-4000014721-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014721-2025-12
wfo:wfo-4000014727-2025-12,wfo-4000014727-2025-12,Ficus,genus,Moraceae,,,,Angiosperms,wfo-7000000395-2025-12,WFO,wfo-4000014727-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014727-2025-12
wfo:wfo-4000014735-2025-12,wfo-4000014735-2025-12,Fiebrigiella,genus,Fabaceae,,,,Angiosperms,wfo-6500000991-2025-12,WFO,wfo-4000014735-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014735-2025-12
wfo:wfo-4000014738-2025-12,wfo-4000014738-2025-12,Fieldia,genus,Gesneriaceae,,,,Angiosperms,wfo-1200023544-2025-12,WFO,wfo-4000014738-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014738-2025-12
wfo:wfo-4000014745-2025-12,wfo-4000014745-2025-12,Filago,genus,Asteraceae,,,,Angiosperms,wfo-4100000085-2025-12,WFO,wfo-4000014745-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014745-2025-12
wfo:wfo-4100003327-2025-12,wfo-4100003327-2025-12,Filago,genus,Asteraceae,,,,Angiosperms,wfo-4100000085-2025-12,WFO,wfo-4100003327-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4100003327-2025-12
wfo:wfo-4000014746-2025-12,wfo-4000014746-2025-12,Filarum,genus,Araceae,,,,Angiosperms,wfo-7000000042-2025-12,WFO,wfo-4000014746-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014746-2025-12
wfo:wfo-4000014747-2025-12,wfo-4000014747-2025-12,Filetia,genus,Acanthaceae,,,,Angiosperms,wfo-7000000001-2025-12,WFO,wfo-4000014747-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014747-2025-12
wfo:wfo-4000014749-2025-12,wfo-4000014749-2025-12,Filgueirasia,genus,Poaceae,,,,Angiosperms,wfo-7000000483-2025-12,WFO,wfo-4000014749-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014749-2025-12
wfo:wfo-4000014751-2025-12,wfo-4000014751-2025-12,Filicium,genus,Sapindaceae,,,,Angiosperms,wfo-4100000017-2025-12,WFO,wfo-4000014751-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014751-2025-12
wfo:wfo-4000014755-2025-12,wfo-4000014755-2025-12,Filifolium,genus,Asteraceae,,,,Angiosperms,wfo-4100000064-2025-12,WFO,wfo-4000014755-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014755-2025-12
wfo:wfo-4000014757-2025-12,wfo-4000014757-2025-12,Filipendula,genus,Rosaceae,,,,Angiosperms,wfo-7000000532-2025-12,WFO,wfo-4000014757-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014757-2025-12
wfo:wfo-4000014766-2025-12,wfo-4000014766-2025-12,Fillaeopsis,genus,Fabaceae,,,,Angiosperms,wfo-6500000806-2025-12,WFO,wfo-4000014766-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014766-2025-12
wfo:wfo-4000014770-2025-12,wfo-4000014770-2025-12,Fimbribambusa,genus,Poaceae,,,,Angiosperms,wfo-7000000483-2025-12,WFO,wfo-4000014770-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014770-2025-12
wfo:wfo-4000014776-2025-12,wfo-4000014776-2025-12,Fimbristylis,genus,Cyperaceae,,,,Angiosperms,wfo-5000000528-2025-12,WFO,wfo-4000014776-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014776-2025-12
wfo:wfo-4000014786-2025-12,wfo-4000014786-2025-12,Fingerhuthia,genus,Poaceae,,,,Angiosperms,wfo-7000000483-2025-12,WFO,wfo-4000014786-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014786-2025-12
wfo:wfo-4000014787-2025-12,wfo-4000014787-2025-12,Finlaysonia,genus,Apocynaceae,,,,Angiosperms,wfo-4100005821-2025-12,WFO,wfo-4000014787-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014787-2025-12
wfo:wfo-4000014788-2025-12,wfo-4000014788-2025-12,Finschia,genus,Proteaceae,,,,Angiosperms,wfo-7000000499-2025-12,WFO,wfo-4000014788-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014788-2025-12
wfo:wfo-4000014794-2025-12,wfo-4000014794-2025-12,Firmiana,genus,Malvaceae,,,,Angiosperms,wfo-7000000360-2025-12,WFO,wfo-4000014794-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014794-2025-12
wfo:wfo-4000014796-2025-12,wfo-4000014796-2025-12,Fischeria,genus,Apocynaceae,,,,Angiosperms,wfo-4500000725-2025-12,WFO,wfo-4000014796-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014796-2025-12
wfo:wfo-4000014802-2025-12,wfo-4000014802-2025-12,Fissicalyx,genus,Fabaceae,,,,Angiosperms,wfo-6500000991-2025-12,WFO,wfo-4000014802-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014802-2025-12
wfo:wfo-4000014816-2025-12,wfo-4000014816-2025-12,Fissistigma,genus,Annonaceae,,,,Angiosperms,wfo-4100004762-2025-12,WFO,wfo-4000014816-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014816-2025-12
wfo:wfo-4000014818-2025-12,wfo-4000014818-2025-12,Fitchia,genus,Asteraceae,,,,Angiosperms,wfo-4100000039-2025-12,WFO,wfo-4000014818-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014818-2025-12
wfo:wfo-4000014819-2025-12,wfo-4000014819-2025-12,Fittingia,genus,Primulaceae,,,,Angiosperms,wfo-7000000497-2025-12,WFO,wfo-4000014819-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014819-2025-12
wfo:wfo-4000014820-2025-12,wfo-4000014820-2025-12,Fittonia,genus,Acanthaceae,,,,Angiosperms,wfo-7000000001-2025-12,WFO,wfo-4000014820-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014820-2025-12
wfo:wfo-4000014825-2025-12,wfo-4000014825-2025-12,Fitzwillia,genus,Asteraceae,,,,Angiosperms,wfo-4100000085-2025-12,WFO,wfo-4000014825-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-4000014825-2025-12
