accepted_taxon_key,conflict_type,disagreement_category,wfo_id,ott_id,powo_id,gbif_taxon_key,evidence,source,source_identifier,access_date,license,ingest_clone_id
wfo:wfo-0001095919-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0001095919-2025-12,,,8099007,"{""gbif"": [""Arrhenatherum elatius f. riofrioi (Sennen) Maire & Weiller"", ""form""], ""opentree"": ["""", """"], ""powo"": ["""", """"], ""wfo"": [""Arrhenatherum elatius f. riofrioi"", ""form""]}",crosswalk,wfo-0001095919-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0001095922-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0001095922-2025-12,,,8222798,"{""gbif"": [""Arrhenatherum elatius f. servitii (Domin) Podp."", ""form""], ""opentree"": ["""", """"], ""powo"": ["""", """"], ""wfo"": [""Arrhenatherum elatius f. servitii"", ""form""]}",crosswalk,wfo-0001095922-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0001323397-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0001323397-2025-12,,urn:lsid:ipni.org:names:989188-1,8064878,"{""gbif"": [""Artemisia frigida f. atropurpurea (Pamp.) W.Wang & C.Y.Li"", ""form""], ""opentree"": ["""", """"], ""powo"": [""Artemisia frigida f. atropurpurea"", ""form""], ""wfo"": [""Artemisia frigida f. atropurpurea"", ""form""]}",crosswalk,wfo-0001323397-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0001320813-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0001320813-2025-12,,urn:lsid:ipni.org:names:20005225-1,3589019,"{""gbif"": [""Asarum sieboldii f. koreanum (J.G.Kim & C.S.Yook) Y.N.Lee"", ""form""], ""opentree"": ["""", """"], ""powo"": [""Asarum sieboldii f. koreanum"", ""form""], ""wfo"": [""Asarum sieboldii f. koreanum"", ""form""]}",crosswalk,wfo-0001320813-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000550965-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000550965-2025-12,806757,urn:lsid:ipni.org:names:77064541-1,7313730,"{""gbif"": [""Asarum sieboldii f. maculatum (Nakai) Yamaji"", ""form""], ""opentree"": [""Asarum sieboldii f. maculatum"", ""forma""], ""powo"": [""Asarum sieboldii f. maculatum"", ""form""], ""wfo"": [""Asarum sieboldii f. maculatum"", ""form""]}",crosswalk,wfo-0000550965-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000113106-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000113106-2025-12,,urn:lsid:ipni.org:names:151563-3,4238668,"{""gbif"": [""Asteridea athrixioides f. horripes (J.M.Black) D.A.Cooke"", ""form""], ""opentree"": ["""", """"], ""powo"": [""Asteridea athrixioides f. horripes"", ""form""], ""wfo"": [""Asteridea athrixioides f. horripes"", ""form""]}",crosswalk,wfo-0000113106-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000113622-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000113622-2025-12,,urn:lsid:ipni.org:names:28202-2,4246869,"{""gbif"": [""Baccharis tricuneata f. callaensis Cuatrec."", ""form""], ""opentree"": ["""", """"], ""powo"": [""Baccharis tricuneata f. callaensis"", ""form""], ""wfo"": [""Baccharis tricuneata f. callaensis"", ""form""]}",crosswalk,wfo-0000113622-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-1200023679-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-1200023679-2025-12,,,4157408,"{""gbif"": [""Begonia divaricata Irmsch."", ""species""], ""opentree"": ["""", """"], ""powo"": ["""", """"], ""wfo"": [""Begonia divaricata f. divaricata"", ""form""]}",crosswalk,wfo-1200023679-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000823851-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000823851-2025-12,,urn:lsid:ipni.org:names:361448-4,4157408,"{""gbif"": [""Begonia divaricata f. minor Irmsch."", ""form""], ""opentree"": ["""", """"], ""powo"": [""Begonia divaricata f. minor"", ""form""], ""wfo"": [""Begonia divaricata f. minor"", ""form""]}",crosswalk,wfo-0000823851-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000824060-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000824060-2025-12,,urn:lsid:ipni.org:names:874695-1,7303433,"{""gbif"": [""Begonia formosana f. albomaculata Tang S.Liu & M.J.Lai"", ""form""], ""opentree"": ["""", """"], ""powo"": [""Begonia formosana f. albomaculata"", ""form""], ""wfo"": [""Begonia formosana f. albomaculata"", ""form""]}",crosswalk,wfo-0000824060-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0001254544-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0001254544-2025-12,,,7303433,"{""gbif"": [""Begonia formosana f. formosana"", ""form""], ""opentree"": ["""", """"], ""powo"": ["""", """"], ""wfo"": [""Begonia formosana var. formosana f. formosana"", ""form""]}",crosswalk,wfo-0001254544-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000833942-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000833942-2025-12,,urn:lsid:ipni.org:names:371128-4,4158697,"{""gbif"": [""Begonia inversa f. nana Irmsch."", ""form""], ""opentree"": ["""", """"], ""powo"": [""Begonia inversa f. nana"", ""form""], ""wfo"": [""Begonia inversa f. nana"", ""form""]}",crosswalk,wfo-0000833942-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-1200023783-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-1200023783-2025-12,,,7528856,"{""gbif"": [""Begonia johnstonii Oliv."", ""species""], ""opentree"": ["""", """"], ""powo"": ["""", """"], ""wfo"": [""Begonia johnstonii f. johnstonii"", ""form""]}",crosswalk,wfo-1200023783-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000822241-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000822241-2025-12,,urn:lsid:ipni.org:names:359875-4,4930869,"{""gbif"": [""Begonia johnstonii f. pilosa Irmsch."", ""form""], ""opentree"": ["""", """"], ""powo"": [""Begonia johnstonii f. pilosa"", ""form""], ""wfo"": [""Begonia johnstonii f. pilosa"", ""form""]}",crosswalk,wfo-0000822241-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-1200023787-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-1200023787-2025-12,,,4157639,"{""gbif"": [""Begonia lauterbachii Warb."", ""species""], ""opentree"": ["""", """"], ""powo"": ["""", """"], ""wfo"": [""Begonia lauterbachii f. lauterbachii"", ""form""]}",crosswalk,wfo-1200023787-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000824670-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000824670-2025-12,7054907,urn:lsid:ipni.org:names:917619-1,7303524,"{""gbif"": [""Begonia lyallii f. masoalensis Aymonin & Bosser"", ""form""], ""opentree"": [""Begonia lyallii f. masoalensis"", ""forma""], ""powo"": [""Begonia lyallii f. masoalensis"", ""form""], ""wfo"": [""Begonia lyallii f. masoalensis"", ""form""]}",crosswalk,wfo-0000824670-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000824671-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000824671-2025-12,,urn:lsid:ipni.org:names:917620-1,7303524,"{""gbif"": [""Begonia lyallii f. moratii Aymonin & Bosser"", ""form""], ""opentree"": ["""", """"], ""powo"": [""Begonia lyallii f. moratii"", ""form""], ""wfo"": [""Begonia lyallii f. moratii"", ""form""]}",crosswalk,wfo-0000824671-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000824726-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000824726-2025-12,,urn:lsid:ipni.org:names:362266-4,4158801,"{""gbif"": [""Begonia malmquistiana f. angustifolia Irmsch."", ""form""], ""opentree"": ["""", """"], ""powo"": [""Begonia malmquistiana f. angustifolia"", ""form""], ""wfo"": [""Begonia malmquistiana f. angustifolia"", ""form""]}",crosswalk,wfo-0000824726-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-4000033476-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-4000033476-2025-12,259066,urn:lsid:ipni.org:names:30002432-2,8395064,"{""gbif"": [""Rosa L."", ""genus""], ""opentree"": [""Rosa"", ""genus""], ""powo"": [""Rosa"", ""genus""], ""wfo"": [""Rosa"", ""genus""]}",crosswalk,wfo-4000033476-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000192338-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000192338-2025-12,274405,urn:lsid:ipni.org:names:470130-1,2979474,"{""gbif"": [""Acacia dealbata Link"", ""species""], ""opentree"": [""Acacia dealbata"", ""species""], ""powo"": [""Acacia dealbata"", ""species""], ""wfo"": [""Acacia dealbata"", ""species""]}",crosswalk,wfo-0000192338-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000515026-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000515026-2025-12,948916,urn:lsid:ipni.org:names:56795-1,3189859,"{""gbif"": [""Acer saccharum Marshall"", ""species""], ""opentree"": [""Acer saccharum"", ""species""], ""powo"": [""Acer saccharum"", ""species""], ""wfo"": [""Acer saccharum"", ""species""]}",crosswalk,wfo-0000515026-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000541830-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000541830-2025-12,309263,urn:lsid:ipni.org:names:277970-1,3052436,"{""gbif"": [""Arabidopsis thaliana (L.) Heynh."", ""species""], ""opentree"": [""Arabidopsis thaliana"", ""species""], ""powo"": [""Arabidopsis thaliana"", ""species""], ""wfo"": [""Arabidopsis thaliana"", ""species""]}",crosswalk,wfo-0000541830-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000335449-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000335449-2025-12,267719,urn:lsid:ipni.org:names:295174-1,5331916,"{""gbif"": [""Betula pendula Roth"", ""species""], ""opentree"": [""Betula pendula"", ""species""], ""powo"": [""Betula pendula"", ""species""], ""wfo"": [""Betula pendula"", ""species""]}",crosswalk,wfo-0000335449-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
