trait	accepted_taxon_key	family_key	family_label	source_id	source_edge_count_for_taxon_trait	total_track3_edge_count_for_taxon	trait_family_carrier_count	trait_family_share	family_total_track3_taxa	pending_crosswalk_excluded_count_for_trait	accepted_resolution_share_for_trait	row_class_from_wave4	CP_min	controlled_readiness_status
aril	wfo:wfo-0000201092-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201095-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201097-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201100-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	15	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201111-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	17	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201112-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	17	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201114-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	17	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201116-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	17	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201124-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	20	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201127-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	15	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201129-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	16	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201144-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	15	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201146-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	17	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201154-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201155-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201157-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	13	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201161-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201162-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201163-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201165-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201172-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201174-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	22	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201188-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201193-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	14	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201201-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201204-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	12	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201208-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201209-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201220-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	11	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201236-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201238-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	13	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201240-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201241-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201243-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	13	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201271-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	14	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201291-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201295-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	11	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201310-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	11	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201322-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201327-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201330-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	15	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201343-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	8	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201347-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	13	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201365-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	19	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201388-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	18	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201400-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	19	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201426-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201427-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	12	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201440-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	17	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201443-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201454-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	12	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201473-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	16	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201483-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	11	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201489-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	11	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201494-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	18	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201499-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	20	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201508-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	11	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201515-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201520-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201531-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	12	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201536-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201542-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201550-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201554-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201557-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201558-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201559-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	12	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201564-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201583-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201591-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201605-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201611-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201613-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	8	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201614-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201625-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201631-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	15	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201633-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	15	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201638-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201643-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	11	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201646-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201648-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201650-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201656-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201663-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	14	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201666-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	8	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201669-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201671-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201672-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201677-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	20	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201687-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	20	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201725-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	15	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201731-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201734-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	13	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201737-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	15	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201742-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201743-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	8	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201746-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	18	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201748-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	20	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201757-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	16	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201762-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201764-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	8	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201765-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	8	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201767-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201771-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	8	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201772-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201773-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	19	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201780-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201782-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201784-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201785-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	12	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201786-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201790-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201809-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201819-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	11	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201826-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	11	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201829-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201836-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201840-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201841-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201842-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201855-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	8	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201858-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201859-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201872-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201874-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	8	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201875-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201879-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201880-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201889-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	11	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201890-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201891-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201893-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201895-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
aril	wfo:wfo-0000201898-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	8	471	0.9978813559322034	1819	287	0.621870882740448	observed_trait_evidence_summary	-22.940141	data_limited_pending_prior
