rating	playlist_id	video_id	title	duration_s	url
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	1gX1EP6mG-E	Old Crow Medicine Show - Wagon Wheel [Official Music Video]	236	https://www.youtube.com/watch?v=1gX1EP6mG-E
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	5gJmpjRm1RA	Cordae - Summer Drop (feat. Anderson .Paak) [Official Audio]	169	https://www.youtube.com/watch?v=5gJmpjRm1RA
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	33xgszZJn_c	Wizkid - Ginger ft. Burna Boy	198	https://www.youtube.com/watch?v=33xgszZJn_c
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	eUAUJDjK3MI	05/23 (feat. Ric Wilson)	61	https://www.youtube.com/watch?v=eUAUJDjK3MI
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	8Ee4QjCEHHc	Calvin Harris - Slide (Official Audio) ft. Frank Ocean, Migos	232	https://www.youtube.com/watch?v=8Ee4QjCEHHc
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	XKQNJzquduI	Frank Ocean - Provider	244	https://www.youtube.com/watch?v=XKQNJzquduI
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	jZVdDl_asYY	Mariah Carey - Shake It Off (Official Music Video)	234	https://www.youtube.com/watch?v=jZVdDl_asYY
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	QReOON-c6-4	Lucy Pearl - Dance Tonight (Official Video)	231	https://www.youtube.com/watch?v=QReOON-c6-4
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	XEcKhamKyW4	Mura Masa - ...Girl (Official Video)	171	https://www.youtube.com/watch?v=XEcKhamKyW4
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	5xwFCtDc0fI	Sunset Rollercoaster - My Jinji (Official Video), 2020	412	https://www.youtube.com/watch?v=5xwFCtDc0fI
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	J8UEi3xaWhM	Corn on my Dinner Plate - Swing Dreams (OFFICIAL MUSIC VIDEO)	324	https://www.youtube.com/watch?v=J8UEi3xaWhM
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	d11FF4fBJsQ	Free Nationals, Chronixx - Eternal Light (Audio)	194	https://www.youtube.com/watch?v=d11FF4fBJsQ
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	-dyPeGDeS3o	J. COLE- LIGHTS PLEASE	265	https://www.youtube.com/watch?v=-dyPeGDeS3o
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	eimgRedLkkU	Empire Of The Sun - Walking On A Dream (Official Music Video)	200	https://www.youtube.com/watch?v=eimgRedLkkU
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	pz650EkJFKc	Hector Lavoe - Aguanile	374	https://www.youtube.com/watch?v=pz650EkJFKc
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	Bc4AezWceUc	Stay (Live)	291	https://www.youtube.com/watch?v=Bc4AezWceUc
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	LIgNOY1SB1g	Chain Smoker	211	https://www.youtube.com/watch?v=LIgNOY1SB1g
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	6oHdAA3AqnE	Ultralight Beam	321	https://www.youtube.com/watch?v=6oHdAA3AqnE
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	ZpIDrkIkqEE	Eternal Light	194	https://www.youtube.com/watch?v=ZpIDrkIkqEE
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	gFGqiwA5gTc	Whitney - FTA	148	https://www.youtube.com/watch?v=gFGqiwA5gTc
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	1gX1EP6mG-E	Old Crow Medicine Show - Wagon Wheel [Official Music Video]	236	https://www.youtube.com/watch?v=1gX1EP6mG-E
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	5gJmpjRm1RA	Cordae - Summer Drop (feat. Anderson .Paak) [Official Audio]	169	https://www.youtube.com/watch?v=5gJmpjRm1RA
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	33xgszZJn_c	Wizkid - Ginger ft. Burna Boy	198	https://www.youtube.com/watch?v=33xgszZJn_c
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	eUAUJDjK3MI	05/23 (feat. Ric Wilson)	61	https://www.youtube.com/watch?v=eUAUJDjK3MI
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	8Ee4QjCEHHc	Calvin Harris - Slide (Official Audio) ft. Frank Ocean, Migos	232	https://www.youtube.com/watch?v=8Ee4QjCEHHc
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	XKQNJzquduI	Frank Ocean - Provider	244	https://www.youtube.com/watch?v=XKQNJzquduI
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	jZVdDl_asYY	Mariah Carey - Shake It Off (Official Music Video)	234	https://www.youtube.com/watch?v=jZVdDl_asYY
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	QReOON-c6-4	Lucy Pearl - Dance Tonight (Official Video)	231	https://www.youtube.com/watch?v=QReOON-c6-4
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	XEcKhamKyW4	Mura Masa - ...Girl (Official Video)	171	https://www.youtube.com/watch?v=XEcKhamKyW4
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	5xwFCtDc0fI	Sunset Rollercoaster - My Jinji (Official Video), 2020	412	https://www.youtube.com/watch?v=5xwFCtDc0fI
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	J8UEi3xaWhM	Corn on my Dinner Plate - Swing Dreams (OFFICIAL MUSIC VIDEO)	324	https://www.youtube.com/watch?v=J8UEi3xaWhM
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	d11FF4fBJsQ	Free Nationals, Chronixx - Eternal Light (Audio)	194	https://www.youtube.com/watch?v=d11FF4fBJsQ
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	-dyPeGDeS3o	J. COLE- LIGHTS PLEASE	265	https://www.youtube.com/watch?v=-dyPeGDeS3o
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	eimgRedLkkU	Empire Of The Sun - Walking On A Dream (Official Music Video)	200	https://www.youtube.com/watch?v=eimgRedLkkU
